阿达帕林,a'da'pa'lin
婴儿肢痛症,ying'er'zhi'tong'zheng
婴儿脂溢性皮炎,ying'er'zhi'yi'xing'pi'yan
硬膏剂,ying'gao'ji
荧光螺旋体抗体吸收试验,ying'guang'luo'xuan'ti'kang'ti'xi'shou'shi'yan
荧光麻风抗体吸收实验,ying'guang'ma'feng'kang'ti'xi'shou'shi'yan
硬红斑,ying'hong'ban
硬化,ying'hua
硬化萎缩综合症,ying'hua'wei'suo'zong'he'zheng
硬化性粘液水肿,ying'hua'xing'nian'ye'shui'zhong
硬化性皮肌炎,ying'hua'xing'pi'ji'yan
硬化性全层萎缩,ying'hua'xing'quan'ceng'wei'suo
硬化性上皮错构瘤,ying'hua'xing'shang'pi'cuo'gou'liu
硬化性萎缩性苔藓,ying'hua'xing'wei'suo'xing'tai'xian
硬化性血管瘤,ying'hua'xing'xue'guan'liu
硬化性脂肪肉芽肿,ying'hua'xing'zhi'fang'rou'ya'zhong
硬化性脂膜炎,ying'hua'xing'zhi'mo'yan
硬结病,ying'jie'bing
硬结性痤疮,ying'jie'xing'cuo'chuang
硬结性皮肤结核,ying'jie'xing'pi'fu'jie'he
硬皮病,ying'pi'bing
硬皮病样皮下组织炎,ying'pi'bing'yang'pi'xia'zu'zhi'yan
鹦鹉热及鸟疫饲鸟病,ying'wu're'ji'niao'yi'si'niao'bing
营养不良性钙沉着症,ying'yang'bu'liang'xing'gai'chen'zhuo'zheng
营养不良性弹性纤维病,ying'yang'bu'liang'xing'tan'xing'xian'wei'bing
硬脂酸,ying'zhi'suan
硬脂酸锌,ying'zhi'suan'xin
硬肿病,ying'zhong'bing
永久性甲纵裂,yong'jiu'xing'jia'zong'lie
油斑,you'ban
油痤疮,you'cuo'chuang
有汗性外胚叶发育不良,you'han'xing'wai'pei'ye'fa'yu'bu'liang
优黑素,you'hei'su
油化螺旋,you'hua'luo'xuan
油剂,you'ji
优力肤,you'li'fu
优立新,you'li'xin
幼年腹部离心性脂肪营养不良,you'nian'fu'bu'li'xin'xing'zhi'fang'ying'yang'bu'liang
幼年性黄瘤,you'nian'xing'huang'liu
幼年性黄色肉牙肿,you'nian'xing'huang'se'rou'ya'zhong
幼年性类风湿性关节炎,you'nian'xing'lei'feng'shi'xing'guan'jie'yan
幼年性痛风,you'nian'xing'tong'feng
幼年性透明蛋白纤维瘤病,you'nian'xing'tou'ming'dan'bai'xian'wei'liu'bing
幼年性跖部皮病,you'nian'xing'zhi'bu'pi'bing
油肉芽肿,you'rou'ya'zhong
油性脂溢,you'xing'zhi'yi
右旋糖酐,you'xuan'tang'gan
蚰蜒皮炎,you'yan'pi'yan
疣样狼疮,you'yang'lang'chuang
游泳池肉芽肿,you'yong'chi'rou'ya'zhong
釉质生长不全,you'zhi'sheng'zhang'bu'quan
疣状癌,you'zhuang'ai
疣状扁平苔藓,you'zhuang'bian'ping'tai'xian
疣状表皮发育不良,you'zhuang'biao'pi'fa'yu'bu'liang
疣状穿通性胶原瘤,you'zhuang'chuan'tong'xing'jiao'yuan'liu
疣状肥厚性狼疮,you'zhuang'fei'hou'xing'lang'chuang
疣状固定性荨麻疹,you'zhuang'gu'ding'xing'xun'ma'zhen
疣状黄瘤,you'zhuang'huang'liu
疣状角化不良瘤,you'zhuang'jiao'hua'bu'liang'liu
疣状角化弹性纤维样病,you'zhuang'jiao'hua'tan'xing'xian'wei'yang'bing
疣状皮肤结核,you'zhuang'pi'fu'jie'he
疣状皮炎,you'zhuang'pi'yan
疣状银屑病,you'zhuang'yin'xie'bing
疣状肢端角化症,you'zhuang'zhi'duan'jiao'hua'zheng
游走性结节性红斑,you'zou'xing'jie'jie'xing'hong'ban
游走性线状表皮炎,you'zou'xing'xian'zhuang'biao'pi'yan
游走性血栓性静脉炎,you'zou'xing'xue'shuan'xing'jing'mai'yan
鱼肝油,yu'gan'you
郁积性溃疡,yu'ji'xing'kui'yang
郁积性皮下硬化症,yu'ji'xing'pi'xia'ying'hua'zheng
郁积性皮炎,yu'ji'xing'pi'yan
郁积性紫癜,yu'ji'xing'zi'dian
郁积综合征,yu'ji'zong'he'zheng
鱼鳞病性白痴伴共济失调,yu'lin'bing'xing'bai'chi'ban'gong'ji'shi'tiao
鱼鳞病样红皮病,yu'lin'bing'yang'hong'pi'bing
鱼鳞病样红皮病异型,yu'lin'bing'yang'hong'pi'bing'yi'xing
玉米蛋白,yu'mi'dan'bai
鱼石脂,yu'shi'zhi
远程医学,yuan'cheng'yi'xue
远东出血热,yuan'dong'chu'xue're
原发性刺激性接触性皮炎,yuan'fa'xing'ci'ji'xing'jie'chu'xing'pi'yan
原发性汗腺癌,yuan'fa'xing'han'xian'ai
原发性家族性高胆醇血症,yuan'fa'xing'jia'zu'xing'gao'dan'chun'xue'zheng
原发性巨舌,yuan'fa'xing'ju'she
原发性女阴萎缩,yuan'fa'xing'nv'yin'wei'suo
原发性皮肤淀粉样变病,yuan'fa'xing'pi'fu'dian'fen'yang'bian'bing
原发性皮肤结核综合症,yuan'fa'xing'pi'fu'jie'he'zong'he'zheng
原发性色素结节肾上腺皮质病,yuan'fa'xing'se'su'jie'jie'shen'shang'xian'pi'zhi'bing
原发性损害,yuan'fa'xing'sun'hai
原发性弹性纤维病,yuan'fa'xing'tan'xing'xian'wei'bing
原发性系统性淀粉样变病,yuan'fa'xing'xi'tong'xing'dian'fen'yang'bian'bing
猿疱疹病毒,yuan'pao'zhen'bing'du
原纤维蛋白,yuan'xian'wei'dan'bai
远心性环状红斑,yuan'xin'xing'huan'zhuang'hong'ban
圆形糠秕孢子菌,yuan'xing'kang'bi'bao'zi'jun
圆柱瘤,yuan'zhu'liu
圆锥形角膜,yuan'zhui'xing'jiao'mo
月桂氮卓酮,yue'gui'dan'zhuo'tong
月桂氮桌酮,yue'gui'dan'zhuo'tong
月经前综合症,yue'jing'qian'zong'he'zheng
月经疹,yue'jing'zhen
运动性麻痹,yun'dong'xing'ma'bi
云母状和假上皮瘤性包皮龟头炎,yun'mu'zhuang'he'jia'shang'pi'liu'xing'bao'pi'gui'tou'yan
暂时性或一过性痒疹,zan'shi'xing'huo'yi'guo'xing'yang'zhen
暂时性棘层松解性皮病,zan'shi'xing'ji'ceng'song'jie'xing'pi'bing
暂住菌,zan'zhu'jun
早晨单剂量法,zao'chen'dan'ji'liang'fa
蚤叮咬,zao'ding'yao
早熟灰发,zao'shu'hui'fa
早熟性皮脂腺增生,zao'shu'xing'pi'zhi'xian'zeng'sheng
造血克隆刺激因子,zao'xue'ke'long'ci'ji'yin'zi
增强子,zeng'qiang'zi
憎蚋,zeng'rui
增生性毛发囊肿,zeng'sheng'xing'mao'fa'nang'zhong
增生性毛囊囊肿,zeng'sheng'xing'mao'nang'nang'zhong
增生性外毛根鞘瘤,zeng'sheng'xing'wai'mao'gen'qiao'liu
增生性外毛根鞘囊肿,zeng'sheng'xing'wai'mao'gen'qiao'nang'zhong
增生型萎缩性大疱性表皮松解症,zeng'sheng'xing'wei'suo'xing'da'pao'xing'biao'pi'song'jie'zheng
增生性细胞核抗体,zeng'sheng'xing'xi'bao'he'kang'ti
增生性峡部退化期肿瘤,zeng'sheng'xing'xia'bu'tui'hua'qi'zhong'liu
增殖型大疱性表皮松解症,zeng'zhi'xing'da'pao'xing'biao'pi'song'jie'zheng
增殖性化脓性口炎,zeng'zhi'xing'hua'nong'xing'kou'yan
增殖性良性天疱疮,zeng'zhi'xing'liang'xing'tian'pao'chuang
增殖性毛囊角化病,zeng'zhi'xing'mao'nang'jiao'hua'bing
增殖性毛囊角化不良病,zeng'zhi'xing'mao'nang'jiao'hua'bu'liang'bing
增殖性脓皮病,zeng'zhi'xing'nong'pi'bing
增殖性皮炎,zeng'zhi'xing'pi'yan
战壕热,zhan'hao're
战壕足,zhan'hao'zu
粘连带,zhan'lian'dai
粘连分子,zhan'lian'fen'zi
粘连物质,zhan'lian'wu'zhi
掌黑癣,zhang'hei'xuan
掌红斑,zhang'hong'ban
张力丝,zhang'li'si
张力原纤维,zhang'li'yuan'xian'wei
樟脑,zhang'nao
掌跖扁平苔藓,zhang'zhi'bian'ping'tai'xian
掌跖播散性角皮症,zhang'zhi'bo'san'xing'jiao'pi'zheng
掌跖角化病,zhang'zhi'jiao'hua'bing
掌跖角化病异常,zhang'zhi'jiao'hua'bing'yi'chang
掌跖角化瘤脊髓空洞症,zhang'zhi'jiao'hua'liu'ji'sui'kong'dong'zheng
掌跖角化症角膜营养不良,zhang'zhi'jiao'hua'zheng'jiao'mo'ying'yang'bu'liang
掌跖角皮症,zhang'zhi'jiao'pi'zheng
掌跖角皮症伴发食管癌,zhang'zhi'jiao'pi'zheng'ban'fa'shi'guan'ai
掌跖角皮症伴发牙周病,zhang'zhi'jiao'pi'zheng'ban'fa'ya'zhou'bing
掌跖脓疱病,zhang'zhi'nong'pao'bing
掌跖脓疱型银屑病,zhang'zhi'nong'pao'xing'yin'xie'bing
掌跖瘙痒病,zhang'zhi'sao'yang'bing
掌跖纤维瘤病,zhang'zhi'xian'wei'liu'bing
召集,zhao'ji
爪状甲,zhao'zhuang'jia
真表皮连接,zhen'biao'pi'lian'jie
枕骨下硬结性毛囊炎,zhen'gu'xia'ying'jie'xing'mao'nang'yan
真黑素,zhen'hei'su
真菌,zhen'jun
真菌性白甲,zhen'jun'xing'bai'jia
真皮内导管瘤,zhen'pi'nei'dao'guan'liu
真皮乳头细胞,zhen'pi'ru'tou'xi'bao
真皮树突状细胞,zhen'pi'shu'tu'zhuang'xi'bao
真皮中层弹性组织溶解,zhen'pi'zhong'ceng'tan'xing'zu'zhi'rong'jie
珍珠状阴茎丘疹,zhen'zhu'zhuang'yin'jing'qiu'zhen
正常老化灰发,zheng'chang'lao'hua'hui'fa
整合素,zheng'he'su
蒸馏水,zheng'liu'shui
正型角化过度,zheng'xing'jiao'hua'guo'du
正性选择,zheng'xing'xuan'ze
正圆形秕糠疹,zheng'yuan'xing'bi'kang'zhen
正圆形后天性假性鱼鳞病,zheng'yuan'xing'hou'tian'xing'jia'xing'yu'lin'bing
正中部菱形舍炎,zheng'zhong'bu'ling'xing'she'yan
症状性苔藓样疹,zheng'zhuang'xing'tai'xian'yang'zhen
症状性掌跖角皮症,zheng'zhuang'xing'zhang'zhi'jiao'pi'zheng
趾部假色汉症,zhi'bu'jia'se'han'zheng
致残性全硬化性硬斑病,zhi'can'xing'quan'ying'hua'xing'ying'ban'bing
脂沉积症,zhi'chen'ji'zheng
肢端持续性丘疹性粘蛋白病,zhi'duan'chi'xu'xing'qiu'zhen'xing'nian'dan'bai'bing
肢端肥大症,zhi'duan'fei'da'zheng
肢端骨质溶解症,zhi'duan'gu'zhi'rong'jie'zheng
肢端汗管瘤,zhi'duan'han'guan'liu
肢端角化性类弹性纤维病,zhi'duan'jiao'hua'xing'lei'tan'xing'xian'wei'bing
肢端青紫症,zhi'duan'qing'zi'zheng
肢端硬皮病,zhi'duan'ying'pi'bing
肢端早老病,zhi'duan'zao'lao'bing
肢端早老症,zhi'duan'zao'lao'zheng
脂肪分解酶,zhi'fang'fen'jie'mei
脂肪皮肤硬化症,zhi'fang'pi'fu'ying'hua'zheng
脂肪肉芽肿,zhi'fang'rou'ya'zhong
脂肪肉芽肿病,zhi'fang'rou'ya'zhong'bing
脂肪萎缩性糖尿病,zhi'fang'wei'suo'xing'tang'niao'bing
脂肪性高脂血症,zhi'fang'xing'gao'zhi'xue'zheng
脂肪营养不良伴黑棘皮病,zhi'fang'ying'yang'bu'liang'ban'hei'ji'pi'bing
肢骨纹状肥厚症,zhi'gu'wen'zhuang'fei'hou'zheng
脂褐质,zhi'he'zhi
指节垫,zhi'jie'dian
直接荧光抗体试验,zhi'jie'ying'guang'kang'ti'shi'yan
智力发育不全性小脑豆状核变性,zhi'li'fa'yu'bu'quan'xing'xiao'nao'dou'zhuang'he'bian'xing
脂瘤,zhi'liu
芝麻油,zhi'ma'you
脂酶,zhi'mei
制霉素,zhi'mei'su
制霉素栓剂,zhi'mei'su'shuan'ji
酯酶抑制物,zhi'mei'yi'zhi'wu
致密斑,zhi'mi'ban
脂膜炎,zhi'mo'yan
支气管扩张淋巴水肿黄甲综合征,zhi'qi'guan'kuo'zhang'lin'ba'shui'zhong'huang'jia'zong'he'zheng
支气管源与甲状腺舌骨导管囊肿,zhi'qi'guan'yuan'yu'jia'zhuang'xian'she'gu'dao'guan'nang'zhong
致死性大疱性表皮松解症,zhi'si'xing'da'pao'xing'biao'pi'song'jie'zheng
指弯曲症,zhi'wan'qu'zheng
植烷酸积聚综合症,zhi'wan'suan'ji'ju'zong'he'zheng
植物日光性皮炎,zhi'wu'ri'guang'xing'pi'yan
植物肉芽肿,zhi'wu'rou'ya'zhong
植物油,zhi'wu'you
植物油菜油,zhi'wu'you'cai'you
痣样黄瘤,zhi'yang'huang'liu
痣样黄色内皮细胞瘤,zhi'yang'huang'se'nei'pi'xi'bao'liu
痣样基底细胞癌综合症,zhi'yang'ji'di'xi'bao'ai'zong'he'zheng
痣样毛增多症,zhi'yang'mao'zeng'duo'zheng
职业性白斑,zhi'ye'xing'bai'ban
职业性痤疮,zhi'ye'xing'cuo'chuang
职业性电光性皮炎,zhi'ye'xing'dian'guang'xing'pi'yan
职业性光敏性皮炎,zhi'ye'xing'guang'min'xing'pi'yan
职业性黑皮病,zhi'ye'xing'hei'pi'bing
职业性角化过度皲裂,zhi'ye'xing'jiao'hua'guo'du'jun'lie
职业性接触性皮炎,zhi'ye'xing'jie'chu'xing'pi'yan
职业性浸泽糜烂,zhi'ye'xing'jin'ze'mi'lan
职业性毛发改变,zhi'ye'xing'mao'fa'gai'bian
职业性皮肤病,zhi'ye'xing'pi'fu'bing
职业性皮肤溃疡,zhi'ye'xing'pi'fu'kui'yang
职业性皮炎,zhi'ye'xing'pi'yan
职业性痒疹,zhi'ye'xing'yang'zhen
职业性疣赘,zhi'ye'xing'you'zhui
职业性指甲改变,zhi'ye'xing'zhi'jia'gai'bian
脂溢性角化病,zhi'yi'xing'jiao'hua'bing
脂溢性皮炎,zhi'yi'xing'pi'yan
脂溢性皮炎样银屑病,zhi'yi'xing'pi'yan'yang'yin'xie'bing
脂溢性脱发,zhi'yi'xing'tuo'fa
趾疣,zhi'you
支原体,zhi'yuan'ti
脂质包膜,zhi'zhi'bao'mo
趾指断症及假性趾指断症,zhi'zhi'duan'zheng'ji'jia'xing'zhi'zhi'duan'zheng
指趾节毛增多症,zhi'zhi'jie'mao'zeng'duo'zheng
脂质体,zhi'zhi'ti
指趾硬皮病,zhi'zhi'ying'pi'bing
蜘蛛咬伤,zhi'zhu'yao'shang
蜘蛛痣,zhi'zhu'zhi
蜘蛛状毛细血管扩张症,zhi'zhu'zhuang'mao'xi'xue'guan'kuo'zhang'zheng
指状疣,zhi'zhuang'you
重氮鸟嘌呤,zhong'dan'niao'piao'ling
种痘反应,zhong'dou'fan'ying
种痘性蔷薇疹,zhong'dou'xing'qiang'wei'zhen
种痘性湿疹,zhong'dou'xing'shi'zhen
种痘样水疱病,zhong'dou'yang'shui'pao'bing
中毒性表皮松解症,zhong'du'xing'biao'pi'song'jie'zheng
中毒性红斑,zhong'du'xing'hong'ban
中毒性脓皮病,zhong'du'xing'nong'pi'bing
中毒性休克综合症,zhong'du'xing'xiu'ke'zong'he'zheng
中毒性紫癜,zhong'du'xing'zi'dian
中间层,zhong'jian'ceng
中间丝,zhong'jian'si
中间丝组编相关蛋白,zhong'jian'si'zu'bian'xiang'guan'dan'bai
重金属沉着病,zhong'jin'shu'chen'zhuo'bing
重力性溃疡,zhong'li'xing'kui'yang
肿瘤,zhong'liu
肿瘤坏死因子,zhong'liu'huai'si'yin'zi
肿瘤浸润性淋巴细胞,zhong'liu'jin'run'xing'lin'ba'xi'bao
肿瘤状钙沉着症,zhong'liu'zhuang'gai'chen'zhuo'zheng
终毛,zhong'mao
重型胶样婴儿,zhong'xing'jiao'yang'ying'er
重症痒疹,zhong'zheng'yang'zhen
皱襞舌,zhou'bi'she
皱皮综合症,zhou'pi'zong'he'zheng
皱折部网状色素异常,zhou'zhe'bu'wang'zhuang'se'su'yi'chang
皱折性厚皮病,zhou'zhe'xing'hou'pi'bing
竹节状毛发,zhu'jie'zhuang'mao'fa
潴泡,zhu'pao
侏儒先天性毛细血管扩张性红斑,zhu'ru'xian'tian'xing'mao'xi'xue'guan'kuo'zhang'xing'hong'ban
猪型布鲁菌,zhu'xing'bu'lu'jun
主要组织相容性复合体,zhu'yao'zu'zhi'xiang'rong'xing'fu'he'ti
转变性综合症,zhuan'bian'xing'zong'he'zheng
转谷氨酰胺酶,zhuan'gu'an'xian'an'mei
转谷酰胺酶,zhuan'gu'xian'an'mei
转录水平,zhuan'lu'shui'ping
转录因子,zhuan'lu'yin'zi
转移性皮肤钙沉着症,zhuan'yi'xing'pi'fu'gai'chen'zhuo'zheng
转移性掌跖角皮症,zhuan'yi'xing'zhang'zhi'jiao'pi'zheng
转移因子,zhuan'yi'yin'zi
锥虫病,zhui'chong'bing
椎猎蝽皮炎,zhui'lie'chun'pi'yan
着色杆菌病,zhuo'se'gan'jun'bing
着色性干皮病,zhuo'se'xing'gan'pi'bing
着色性干皮病白痴,zhuo'se'xing'gan'pi'bing'bai'chi
着色性口周皮炎,zhuo'se'xing'kou'zhou'pi'yan
着色牙生菌病,zhuo'se'ya'sheng'jun'bing
灼痛,zhuo'tong
啄脂,zhuo'zhi
紫癜,zi'dian
紫癜性苔藓,zi'dian'xing'tai'xian
自发性痒感,zi'fa'xing'yang'gan
自发性趾指脱落症,zi'fa'xing'zhi'zhi'tuo'luo'zheng
自分泌,zi'fen'mi
子宫内引起的缩窄带,zi'gong'nei'yin'qi'de'suo'zhai'dai
自泌,zi'mi
自然保湿因子,zi'ran'bao'shi'yin'zi
自然胸腺细胞毒性自身抗体,zi'ran'xiong'xian'xi'bao'du'xing'zi'shen'kang'ti
自身红细胞敏感综合症,zi'shen'hong'xi'bao'min'gan'zong'he'zheng
自身免疫病,zi'shen'mian'yi'bing
自身免疫性环状红斑,zi'shen'mian'yi'xing'huan'zhuang'hong'ban
自身免疫性血小板减少性紫癜,zi'shen'mian'yi'xing'xue'xiao'ban'jian'shao'xing'zi'dian
自身敏感性湿疹,zi'shen'min'gan'xing'shi'zhen
自身耐受,zi'shen'nai'shou
紫外线照射自回回输疗法,zi'wai'xian'zhao'she'zi'hui'hui'shu'liao'fa
紫趾综合征,zi'zhi'zong'he'zheng
综合征,zong'he'zheng
综合症,zong'he'zheng
综合征无青光眼亚型,zong'he'zheng'wu'qing'guang'yan'ya'xing
足部溃疡性扁平苔藓,zu'bu'kui'yang'xing'bian'ping'tai'xian
足穿痛性溃疡,zu'chuan'tong'xing'kui'yang
足跟压力性疼痛性丘疹,zu'gen'ya'li'xing'teng'tong'xing'qiu'zhen
足跟淤点,zu'gen'yu'dian
足菌病,zu'jun'bing
足叶草莓素,zu'ye'cao'mei'su
足叶草酯,zu'ye'cao'zhi
组织胞浆菌病,zu'zhi'bao'jiang'jun'bing
组织抗原病,zu'zhi'kang'yuan'bing
组织细胞瘤,zu'zhi'xi'bao'liu
组织细胞吞噬性脂膜炎,zu'zhi'xi'bao'tun'shi'xing'zhi'mo'yan
组织样麻风瘤,zu'zhi'yang'ma'feng'liu
坐骨神经损伤,zuo'gu'shen'jing'sun'shang
左旋门冬酰胺酶,zuo'xuan'men'dong'xian'an'mei
左旋咪唑,zuo'xuan'mi'zuo
