阿斐,a'fei
耶和华的筹算永远立定,ye'he'hua'de'chou'suan'yong'yuan'li'ding
耶和华的后悔,ye'he'hua'de'hou'hui
耶和华的救恩,ye'he'hua'de'jiu'en
耶和华的灵,ye'he'hua'de'ling
耶和华的仆人,ye'he'hua'de'pu'ren
耶和华的使者,ye'he'hua'de'shi'zhe
耶和华的眼目,ye'he'hua'de'yan'mu
耶和华纪念,ye'he'hua'ji'nian
耶和华见证人,ye'he'hua'jian'zheng'ren
耶和华见证人会,ye'he'hua'jian'zheng'ren'hui
耶和华拉法,ye'he'hua'la'fa
耶和华你是我的神,ye'he'hua'ni'shi'wo'de'shen
耶和华尼西,ye'he'hua'ni'xi
耶和华齐根努,ye'he'hua'qi'gen'nu
耶和华锐阿,ye'he'hua'rui'a
耶和华沙龙,ye'he'hua'sha'long
耶和华沙玛,ye'he'hua'sha'ma
耶和华审判,ye'he'hua'shen'pan
耶和华使列国的筹算,ye'he'hua'shi'lie'guo'de'chou'suan
耶和华是神,ye'he'hua'shi'shen
耶和华是我的安慰,ye'he'hua'shi'wo'de'an'wei
耶和华是我的避难所,ye'he'hua'shi'wo'de'bi'nan'suo
耶和华是我的牧者,ye'he'hua'shi'wo'de'mu'zhe
耶和华是义,ye'he'hua'shi'yi
耶和华是应当称颂的,ye'he'hua'shi'ying'dang'cheng'song'de
耶和华所在,ye'he'hua'suo'zai
耶和华听了我的恳求,ye'he'hua'ting'le'wo'de'ken'qiu
耶和华万军之上帝啊,ye'he'hua'wan'jun'zhi'shang'di'a
耶和华我的磐石,ye'he'hua'wo'de'pan'shi
耶和华我们的义,ye'he'hua'wo'men'de'yi
耶和华向众民施行审判,ye'he'hua'xiang'zhong'min'shi'xing'shen'pan
耶和华行了大事,ye'he'hua'xing'le'da'shi
耶和华已经为我们行了,ye'he'hua'yi'jing'wei'wo'men'xing'le
耶和华以勒,ye'he'hua'yi'le
耶和华用慈爱诚实待你,ye'he'hua'yong'ci'ai'cheng'shi'dai'ni
耶和华拯救我的上帝啊,ye'he'hua'zheng'jiu'wo'de'shang'di'a
耶和华祝福满满,ye'he'hua'zhu'fu'man'man
耶何雅立,ye'he'ya'li
耶何耶大,ye'he'ye'da
耶何耶大大祭司,ye'he'ye'da'da'ji'si
耶户,ye'hu
夜间使火光照,ye'jian'shi'huo'guang'zhao
夜尽重见光天,ye'jin'chong'jian'guang'tian
夜尽光天歌,ye'jin'guang'tian'ge
耶拉,ye'la
耶拉篾人,ye'la'mie'ren
耶利哥,ye'li'ge
耶利米,ye'li'mi
耶利米哀歌,ye'li'mi'ai'ge
耶利米书,ye'li'mi'shu
耶路巴力,ye'lu'ba'li
耶路巴力耶路比设,ye'lu'ba'li'ye'lu'bi'she
耶路比设,ye'lu'bi'she
耶路撒冷,ye'lu'sa'leng
耶路撒冷大会,ye'lu'sa'leng'da'hui
耶罗波安,ye'luo'bo'an
耶罗波安第二,ye'luo'bo'an'di'er
耶罗波安二世,ye'luo'bo'an'er'shi
耶罗波安一世,ye'luo'bo'an'yi'shi
野蛮人,ye'man'ren
耶末,ye'mo
耶柔米,ye'rou'mi
耶筛亚,ye'shai'ya
耶书仑,ye'shu'lun
耶书亚,ye'shu'ya
耶斯列,ye'si'lie
耶斯列城市,ye'si'lie'cheng'shi
耶斯列何西阿之子,ye'si'lie'he'xi'a'zhi'zi
耶稣,ye'su
耶稣爱你,ye'su'ai'ni
耶稣爱你耶稣疼你,ye'su'ai'ni'ye'su'teng'ni
耶稣诚然,ye'su'cheng'ran
耶稣的名,ye'su'de'ming
耶稣的名号,ye'su'de'ming'hao
耶稣的母亲,ye'su'de'mu'qin
耶稣的神迹,ye'su'de'shen'ji
耶稣基督,ye'su'ji'du
耶稣基督之言行,ye'su'ji'du'zhi'yan'xing
耶稣能够改变你的曾经,ye'su'neng'gou'gai'bian'ni'de'ceng'jing
耶稣能够叫一切都更新,ye'su'neng'gou'jiao'yi'qie'dou'geng'xin
耶稣能够体会你的心情,ye'su'neng'gou'ti'hui'ni'de'xin'qing
耶稣能造一个全新的你,ye'su'neng'zao'yi'ge'quan'xin'de'ni
耶稣哦耶稣,ye'su'o'ye'su
耶稣陪伴他永不离开,ye'su'pei'ban'ta'yong'bu'li'kai
耶稣十二门徒,ye'su'shi'er'men'tu
耶稣受难节,ye'su'shou'nan'jie
耶稣为我们的过犯受害,ye'su'wei'wo'men'de'guo'fan'shou'hai
耶稣我的耶稣,ye'su'wo'de'ye'su
耶稣在我们的心间,ye'su'zai'wo'men'de'xin'jian
耶孙,ye'sun
叶忒罗,ye'tei'luo
也无惊灾害,ye'wu'jing'zai'hai
耶西,ye'xi
耶洗别,ye'xi'bie
耶希斯刻,ye'xi'si'ke
耶西之根,ye'xi'zhi'gen
也像天使振翼飞起,ye'xiang'tian'shi'zhen'yi'fei'qi
夜星在天顶闪闪烁,ye'xing'zai'tian'ding'shan'shan'shuo
也有慈悲体贴,ye'you'ci'bei'ti'tie
也有温柔双手,ye'you'wen'rou'shuang'shou
叶子也不枯干,ye'zi'ye'bu'ku'gan
以巴弗,yi'ba'fu
以巴弗提,yi'ba'fu'ti
以巴录,yi'ba'lu
以巴路,yi'ba'lu
以拜尼土,yi'bai'ni'tu
以彼古罗,yi'bi'gu'luo
以彼古罗学士,yi'bi'gu'luo'xue'shi
以比雅撒,yi'bi'ya'sa
以比赞,yi'bi'zan
以便以谢,yi'bian'yi'xie
以别,yi'bie
以伯米勒,yi'bo'mi'le
一步又一步,yi'bu'you'yi'bu
以察,yi'cha
以得,yi'de
以得救的乐歌四面环绕,yi'de'jiu'de'yue'ge'si'mian'huan'rao
伊甸,yi'dian
伊甸园,yi'dian'yuan
伊甸园之约,yi'dian'yuan'zhi'yue
以东,yi'dong
以东人,yi'dong'ren
伊杜威,yi'du'wei
异端,yi'duan
异端裁判所,yi'duan'cai'pan'suo
异端与极端,yi'duan'yu'ji'duan
以珥,yi'er
以法,yi'fa
伊法,yi'fa
以法莲,yi'fa'lian
以法莲地界,yi'fa'lian'di'jie
以法莲门,yi'fa'lian'men
以法莲树林,yi'fa'lian'shu'lin
以法莲约瑟之子,yi'fa'lian'yue'se'zhi'zi
以法列,yi'fa'lie
以法米甸之子,yi'fa'mi'dian'zhi'zi
以法他,yi'fa'ta
以斐,yi'fei
以弗,yi'fu
以弗得,yi'fu'de
一夫多妻制,yi'fu'duo'qi'zhi
以弗拉,yi'fu'la
以弗仑,yi'fu'lun
衣服撕裂头蒙灰尘,yi'fu'si'lie'tou'meng'hui'chen
以弗所,yi'fu'suo
以弗所教会,yi'fu'suo'jiao'hui
以弗所书,yi'fu'suo'shu
以弗所书评论,yi'fu'suo'shu'ping'lun
以弗所书圣经注释,yi'fu'suo'shu'sheng'jing'zhu'shi
以格拉,yi'ge'la
以革伦,yi'ge'lun
以哥念,yi'ge'nian
以忽,yi'hu
以笏,yi'hu
疑惑,yi'huo
益吉,yi'ji
以基督的心为心,yi'ji'du'de'xin'wei'xin
伊矶伦,yi'ji'lun
亦迦,yi'jia
以甲,yi'jia
以迦博,yi'jia'bo
已将这城交给我们,yi'jiang'zhe'cheng'jiao'gei'wo'men
异教,yi'jiao
异教徒,yi'jiao'tu
以结,yi'jie
以经解经,yi'jing'jie'jing
依旧欢呼赞美不停,yi'jiu'huan'hu'zan'mei'bu'ting
倚靠他免惊什么,yi'kao'ta'mian'jing'shen'me
以拉,yi'la
以拉大,yi'la'da
以拉都,yi'la'dou
以拉谷,yi'la'gu
以拉撒,yi'la'sa
以拉撒王,yi'la'sa'wang
伊拉斯谟,yi'la'si'mo
以来,yi'lai
以兰,yi'lan
以拦,yi'lan
以拦人,yi'lan'ren
以拦王,yi'lan'wang
伊勒巴兰,yi'le'ba'lan
以勒大,yi'le'da
伊勒哈难,yi'le'ha'nan
伊勒力亚力希河床,yi'le'li'ya'li'xi'he'chuang
伊勒玛,yi'le'ma
以利,yi'li
以力,yi'li
以利达,yi'li'da
以利法,yi'li'fa
以利法勒,yi'li'fa'le
以利法列,yi'li'fa'lie
以利法以扫之子,yi'li'fa'yi'sao'zhi'zi
以利法约伯的朋友,yi'li'fa'yue'bo'de'peng'you
以利斐利户,yi'li'fei'li'hu
伊里芬丁蒲草,yi'li'fen'ding'pu'cao
以利何烈,yi'li'he'lie
以利户,yi'li'hu
以利户大卫的弟兄,yi'li'hu'da'wei'de'di'xiong
以利户约伯的朋友,yi'li'hu'yue'bo'de'peng'you
以利加,yi'li'jia
以利加拿,yi'li'jia'na
以利哩古,yi'li'li'gu
以利米勒,yi'li'mi'le
以利拿单,yi'li'na'dan
以利乃,yi'li'nai
以利萨巴,yi'li'sa'ba
以利撒反,yi'li'sa'fan
以利撒番,yi'li'sa'fan
以利撒香,yi'li'sa'xiang
以利沙,yi'li'sha
以利沙巴,yi'li'sha'ba
以利沙伯,yi'li'sha'bo
以利沙法,yi'li'sha'fa
以利沙列,yi'li'sha'lie
以利沙玛,yi'li'sha'ma
以利沙玛尼探雅之父,yi'li'sha'ma'ni'tan'ya'zhi'fu
以利沙玛耶加米雅之子,yi'li'sha'ma'ye'jia'mi'ya'zhi'zi
以利书亚,yi'li'shu'ya
以利蓿,yi'li'xu
以利亚,yi'li'ya
以利押,yi'li'ya
以利雅,yi'li'ya
以利雅大,yi'li'ya'da
以利押大卫的弟兄,yi'li'ya'da'wei'de'di'xiong
以利雅哈巴,yi'li'ya'ha'ba
以利亚金,yi'li'ya'jin
以利亚敬,yi'li'ya'jing
以利亚敬希勒家,yi'li'ya'jing'xi'le'jia
以利亚敬约雅敬,yi'li'ya'jing'yue'ya'jing
以利亚撒,yi'li'ya'sa
以利亚萨,yi'li'ya'sa
以利雅萨,yi'li'ya'sa
以利亚撒大祭司,yi'li'ya'sa'da'ji'si
以利亚撒腓尼哈之子,yi'li'ya'sa'fei'ni'ha'zhi'zi
以利亚撒亚伦之子,yi'li'ya'sa'ya'lun'zhi'zi
以利亚实,yi'li'ya'shi
以利亚他,yi'li'ya'ta
以利亚谢,yi'li'ya'xie
以利业,yi'li'ye
以利以实,yi'li'yi'shi
以利以谢,yi'li'yi'xie
以利约乃,yi'li'yue'nai
以连,yi'lian
以列,yi'lie
以琳,yi'lin
以琳藏书,yi'lin'cang'shu
以路,yi'lu
以伦,yi'lun
以律,yi'lv
以吕马,yi'lv'ma
以马内利,yi'ma'nei'li
以马忤斯圣经函授课程,yi'ma'wu'si'sheng'jing'han'shou'ke'cheng
以米人,yi'mi'ren
以摩当,yi'mo'dang
以拿,yi'na
以南,yi'nan
以尼雅,yi'ni'ya
以诺,yi'nuo
以挪士,yi'nuo'shi
一齐都来围困我,yi'qi'dou'lai'wei'kun'wo
一起迈向合一的宣教,yi'qi'mai'xiang'he'yi'de'xuan'jiao
一钱银子,yi'qian'yin'zi
一切歌颂赞美,yi'qie'ge'song'zan'mei
一切作孽的也要离散,yi'qie'zuo'nie'de'ye'yao'li'san
一切作孽之人,yi'qie'zuo'nie'zhi'ren
义人,yi'ren
义人哪,yi'ren'na
义人要发旺如棕树,yi'ren'yao'fa'wang'ru'zong'shu
以撒,yi'sa
以撒哈顿,yi'sa'ha'dun
以萨迦,yi'sa'jia
以赛亚,yi'sai'ya
以赛亚书,yi'sai'ya'shu
以扫,yi'sao
以色列,yi'se'lie
以色列的圣者,yi'se'lie'de'sheng'zhe
以色列史综览,yi'se'lie'shi'zong'lan
以色列王,yi'se'lie'wang
以设,yi'she
一神论,yi'shen'lun
一生都要赞美,yi'sheng'dou'yao'zan'mei
一生让耶稣爱你,yi'sheng'rang'ye'su'ai'ni
一生一世脚步不离,yi'sheng'yi'shi'jiao'bu'bu'li
一生一世献上自己,yi'sheng'yi'shi'xian'shang'zi'ji
以示,yi'shi
以实比诺,yi'shi'bi'nuo
伊施波设,yi'shi'bo'she
以实各,yi'shi'ge
以实玛利,yi'shi'ma'li
以实买雅,yi'shi'mai'ya
伊施他尔,yi'shi'ta'er
以实提摩,yi'shi'ti'mo
意思,yi'si
以斯本,yi'si'ben
以斯得拉,yi'si'de'la
以斯哈,yi'si'ha
以斯拉,yi'si'la
以斯拉记,yi'si'la'ji
以斯拉人,yi'si'la'ren
以斯拉人以探,yi'si'la'ren'yi'tan
以斯拉人以探的训诲诗,yi'si'la'ren'yi'tan'de'xun'hui'shi
以斯利,yi'si'li
伊斯尼人,yi'si'ni'ren
伊斯尼人亚底挪,yi'si'ni'ren'ya'di'nuo
以斯帖,yi'si'tie
以斯贴,yi'si'tie
以斯帖记,yi'si'tie'ji
以他的眼看世界,yi'ta'de'yan'kan'shi'jie
以他玛,yi'ta'ma
以他念月,yi'ta'nian'yue
以太,yi'tai
以探,yi'tan
以探管理讴歌事宜,yi'tan'guan'li'ou'ge'shi'yi
以特拉,yi'te'la
以特念,yi'te'nian
以铁,yi'tie
以帖人,yi'tie'ren
以帖人迦立,yi'tie'ren'jia'li
以帖人以拉,yi'tie'ren'yi'la
以土买,yi'tu'mai
以未,yi'wei
以未米罗达,yi'wei'mi'luo'da
以希,yi'xi
以西结,yi'xi'jie
以西结书,yi'xi'jie'shu
异象,yi'xiang
异象谷,yi'xiang'gu
异象与复兴,yi'xiang'yu'fu'xing
以谢,yi'xie
以谢珥,yi'xie'er
以心以手以声音,yi'xin'yi'shou'yi'sheng'yin
义行,yi'xing
已行的事后必再行,yi'xing'de'shi'hou'bi'zai'xing
以薛,yi'xue
以旬迦别,yi'xun'jia'bie
以牙还牙,yi'ya'huan'ya
以耶和华为神的,yi'ye'he'hua'wei'shen'de
意义,yi'yi
已有的事后必再有,yi'you'de'shi'hou'bi'zai'you
以赞美在宝座前围绕,yi'zan'mei'zai'bao'zuo'qian'wei'rao
以正派衣裳为妆饰,yi'zheng'pai'yi'shang'wei'zhuang'shi
医治,yi'zhi
一座坛,yi'zuo'tan
茵陈,yin'chen
印度河,yin'du'he
隐多珥,yin'duo'er
阴魂,yin'hun
隐基底,yin'ji'di
阴间,yin'jian
银匠,yin'jiang
饮酒,yin'jiu
音临门,yin'lin'men
隐罗结,yin'luo'jie
因你的公义得以高举,yin'ni'de'gong'yi'de'yi'gao'ju
因你受的鞭伤,yin'ni'shou'de'bian'shang
因你受的刑罚,yin'ni'shou'de'xing'fa
因你耶和华,yin'ni'ye'he'hua
引起歌颂声,yin'qi'ge'song'sheng
淫色,yin'se
因他爱我永不更改,yin'ta'ai'wo'yong'bu'geng'gai
因他爱我直到万代,yin'ta'ai'wo'zhi'dao'wan'dai
因他差遣爱子,yin'ta'chai'qian'ai'zi
因他从天降下,yin'ta'cong'tian'jiang'xia
因为独有你耶和华使我安然居住,yin'wei'du'you'ni'ye'he'hua'shi'wo'an'ran'ju'zhu
因为公义的神察验人的心肠肺腑,yin'wei'gong'yi'de'shen'cha'yan'ren'de'xin'chang'fei'fu
因为你必赐福与义人,yin'wei'ni'bi'ci'fu'yu'yi'ren
因为你不是喜悦恶事的神,yin'wei'ni'bu'shi'xi'yue'e'shi'de'shen
因为你打了我一切仇敌的腮骨,yin'wei'ni'da'le'wo'yi'qie'chou'di'de'sai'gu
因为你大作为真奇妙,yin'wei'ni'da'zuo'wei'zhen'qi'miao
因为你是我的救主,yin'wei'ni'shi'wo'de'jiu'zhu
因为你喜悦我们,yin'wei'ni'xi'yue'wo'men
因为他,yin'wei'ta
因为他的怒气快要发作,yin'wei'ta'de'nu'qi'kuai'yao'fa'zuo
因为他们的口中没有诚实,yin'wei'ta'men'de'kou'zhong'mei'you'cheng'shi
因为他有丰盛的怜悯,yin'wei'ta'you'feng'sheng'de'lian'min
因为他知道我的名,yin'wei'ta'zhi'dao'wo'de'ming
因为他专心爱我,yin'wei'ta'zhuan'xin'ai'wo
因为我的罪极重大,yin'wei'wo'de'zui'ji'zhong'da
因为我等候你,yin'wei'wo'deng'hou'ni
因为我们向来倚靠,yin'wei'wo'men'xiang'lai'yi'kao
因为我是孤独困苦,yin'wei'wo'shi'gu'du'kun'ku
因为我投靠你,yin'wei'wo'tou'kao'ni
因为我心里满了患难,yin'wei'wo'xin'li'man'le'huan'nan
因为我永远投靠你,yin'wei'wo'yong'yuan'tou'kao'ni
因为耶和华的言语正直,yin'wei'ye'he'hua'de'yan'yu'zheng'zhi
因为耶和华听了我哀哭的声音,yin'wei'ye'he'hua'ting'le'wo'ai'ku'de'sheng'yin
因为耶和华知道义人的道路,yin'wei'ye'he'hua'zhi'dao'yi'ren'de'dao'lu
因为在死地无人记念你,yin'wei'zai'si'di'wu'ren'ji'nian'ni
因我曾说,yin'wo'ceng'shuo
因我的名,yin'wo'de'ming
因我知道,yin'wo'zhi'dao
引我走出世界的黑暗,yin'wo'zou'chu'shi'jie'de'hei'an
引我走正义路,yin'wo'zou'zheng'yi'lu
因无人像你,yin'wu'ren'xiang'ni
音响系统,yin'xiang'xi'tong
因信称义,yin'xin'cheng'yi
隐以革莲,yin'yi'ge'lian
音乐,yin'yue
因终日唉哼而骨头枯干,yin'zhong'ri'ai'heng'er'gu'tou'ku'gan
银子,yin'zi
应当称颂的,ying'dang'cheng'song'de
应当向他唱新歌,ying'dang'xiang'ta'chang'xin'ge
英皇钦定本,ying'huang'qin'ding'ben
鹰雀,ying'que
英武有名,ying'wu'you'ming
影响,ying'xiang
应许,ying'xu
应许之地,ying'xu'zhi'di
应验,ying'yan
蝇灾,ying'zai
永安群灵先知圣人,yong'an'qun'ling'xian'zhi'sheng'ren
拥抱神所赐的世界,yong'bao'shen'suo'ci'de'shi'jie
用鞭责罚他们的罪孽,yong'bian'ze'fa'ta'men'de'zui'nie
永不离开我们大能圣灵,yong'bu'li'kai'wo'men'da'neng'sheng'ling
永恒的阶梯,yong'heng'de'jie'ti
永恒意识,yong'heng'yi'shi
永恒治理,yong'heng'zhi'li
用话来安慰我,yong'hua'lai'an'wei'wo
用你的心伸出你手,yong'ni'de'xin'shen'chu'ni'shou
用琴弹幽雅的声音,yong'qin'dan'you'ya'de'sheng'yin
永生,yong'sheng
永生的耶和华,yong'sheng'de'ye'he'hua
永生神,yong'sheng'shen
勇士,yong'shi
勇士不能因力大得救,yong'shi'bu'neng'yin'li'da'de'jiu
勇士的房屋,yong'shi'de'fang'wu
永世无尽,yong'shi'wu'jin
用十弦的乐器和瑟,yong'shi'xian'de'yue'qi'he'se
用十弦瑟歌颂他,yong'shi'xian'se'ge'song'ta
用我的圣膏膏他,yong'wo'de'sheng'gao'gao'ta
用我全力爱你,yong'wo'quan'li'ai'ni
用我全心全意,yong'wo'quan'xin'quan'yi
永偕众圣同享光荣,yong'xie'zhong'sheng'tong'xiang'guang'rong
永刑,yong'xing
永永远远称谢不已,yong'yong'yuan'yuan'cheng'xie'bu'yi
永永远远赞美不停,yong'yong'yuan'yuan'zan'mei'bu'ting
永远不变的应许,yong'yuan'bu'bian'de'ying'xu
永远的,yong'yuan'de
永远在你怀抱中,yong'yuan'zai'ni'huai'bao'zhong
永在亿万春,yong'zai'yi'wan'chun
用赞美打开城门,yong'zan'mei'da'kai'cheng'men
用杖责罚他们的过犯,yong'zhang'ze'fa'ta'men'de'guo'fan
友阿爹,you'a'die
犹八,you'ba
友布罗,you'bu'luo
忧愁不再,you'chou'bu'zai
犹大,you'da
犹大巴撒巴,you'da'ba'sa'ba
犹大的巴拉,you'da'de'ba'la
犹大奋锐党,you'da'fen'rui'dang
犹大国,you'da'guo
犹大加利利人,you'da'jia'li'li'ren
犹大境界,you'da'jing'jie
犹大马加比,you'da'ma'jia'bi
犹大书,you'da'shu
犹大王,you'da'wang
犹大雅各之子,you'da'ya'ge'zhi'zi
犹大之兄弟,you'da'zhi'xiong'di
又当存战兢而快乐,you'dang'cun'zhan'jing'er'kuai'le
有恩典和慈爱,you'en'dian'he'ci'ai
幼发拉,you'fa'la
有福,you'fu
有福的人,you'fu'de'ren
又感化我心哈利路亚,you'gan'hua'wo'xin'ha'li'lu'ya
有个千年不变道理,you'ge'qian'nian'bu'bian'dao'li
犹甲,you'jia
友拉革罗,you'la'ge'luo
犹流,you'liu
忧虑,you'lv
友尼基,you'ni'ji
犹尼亚,you'ni'ya
有你引导我不再彷徨,you'ni'yin'dao'wo'bu'zai'pang'huang
有平安随我一世人,you'ping'an'sui'wo'yi'shi'ren
有权柄审判一切罪恶,you'quan'bing'shen'pan'yi'qie'zui'e
有权能创造宇宙万物,you'quan'neng'chuang'zao'yu'zhou'wan'wu
有权威荣光有恩典慈爱,you'quan'wei'rong'guang'you'en'dian'ci'ai
又如月亮永远坚立,you'ru'yue'liang'yong'yuan'jian'li
犹士都,you'shi'dou
又是叫我抬起头的神,you'shi'jiao'wo'tai'qi'tou'de'shen
又是叫我抬起头来的,you'shi'jiao'wo'tai'qi'tou'lai'de
有时劳苦心中失望,you'shi'lao'ku'xin'zhong'shi'wang
又使他蒙羞细拉,you'shi'ta'meng'xiu'xi'la
又是天天向恶人发怒的神,you'shi'tian'tian'xiang'e'ren'fa'nu'de'shen
有时我仍会软弱,you'shi'wo'reng'hui'ruan'ruo
有世以来,you'shi'yi'lai
右手伸到河上,you'shou'shen'dao'he'shang
有谁能擦干我眼泪,you'shui'neng'ca'gan'wo'yan'lei
有谁能带给我安慰,you'shui'neng'dai'gei'wo'an'wei
游斯丁,you'si'ding
犹太,you'tai
犹太的官长,you'tai'de'guan'zhang
犹太教,you'tai'jiao
犹太教徒,you'tai'jiao'tu
犹太人,you'tai'ren
犹太人的律法师,you'tai'ren'de'lv'fa'shi
犹太人的埋葬习俗,you'tai'ren'de'mai'zang'xi'su
犹太人的年历,you'tai'ren'de'nian'li
犹太人的首领,you'tai'ren'de'shou'ling
犹推古,you'tui'gu
优西比乌,you'xi'bi'wu
有效的恩召,you'xiao'de'en'zhao
有效呼召,you'xiao'hu'zhao
有许多人起来攻击我,you'xu'duo'ren'qi'lai'gong'ji'wo
有许多人议论我说,you'xu'duo'ren'yi'lun'wo'shuo
有一位神,you'yi'wei'shen
有一位神我们的神,you'yi'wei'shen'wo'men'de'shen
又因我一切的敌人眼睛昏花,you'yin'wo'yi'qie'de'di'ren'yan'jing'hun'hua
又愿那爱你名的人,you'yuan'na'ai'ni'ming'de'ren
又愿女人廉耻自守,you'yuan'nv'ren'lian'chi'zi'shou
有主恩佑心灵安康,you'zhu'en'you'xin'ling'an'kang
游子吟,you'zi'yin
预表,yu'biao
预定,yu'ding
雨后的晴光,yu'hou'de'qing'guang
与解释,yu'jie'shi
喻经故事,yu'jing'gu'shi
愚昧人,yu'mei'ren
鱼门,yu'men
与你隔绝了,yu'ni'ge'jue'le
与你同在,yu'ni'tong'zai
与你有约是永恒的约,yu'ni'you'yue'shi'yong'heng'de'yue
与仆人所立的约,yu'pu'ren'suo'li'de'yue
于沙希悉,yu'sha'xi'xi
与神摔跤,yu'shen'shuai'jiao
与神同行,yu'shen'tong'hang
与神同在,yu'shen'tong'zai
余剩的,yu'sheng'de
与他的兄弟,yu'ta'de'xiong'di
雨天更是你,yu'tian'geng'shi'ni
愚顽人也不明白,yu'wan'ren'ye'bu'ming'bai
预先的知道,yu'xian'de'zhi'dao
预象,yu'xiang
预言,yu'yan
语言混淆,yu'yan'hun'xiao
预言解释,yu'yan'jie'shi
逾约节,yu'yue'jie
逾越节,yu'yue'jie
逾越节的羔羊,yu'yue'jie'de'gao'yang
与主同轭,yu'zhu'tong'e
圆杯,yuan'bei
愿恶人的恶断绝,yuan'e'ren'de'e'duan'jue
园户,yuan'hu
渊面黑暗,yuan'mian'hei'an
愿你赐福给你的百姓,yuan'ni'ci'fu'gei'ni'de'bai'xing
愿你从其上归于高位,yuan'ni'cong'qi'shang'gui'yu'gao'wei
愿你国降临,yuan'ni'guo'jiang'lin
愿你国降临你旨意成全,yuan'ni'guo'jiang'lin'ni'zhi'yi'cheng'quan
愿你坚立义人,yuan'ni'jian'li'yi'ren
愿你在他们许多的过犯中,yuan'ni'zai'ta'men'xu'duo'de'guo'fan'zhong
愿全地都敬畏耶和华,yuan'quan'di'dou'jing'wei'ye'he'hua
愿世上的居民都惧怕他,yuan'shi'shang'de'ju'min'dou'ju'pa'ta
愿他们因自己的计谋跌倒,yuan'ta'men'yin'zi'ji'de'ji'mou'die'dao
原文圣经,yuan'wen'sheng'jing
愿我的祷告达到你面前,yuan'wo'de'dao'gao'da'dao'ni'mian'qian
远在天地形成之先,yuan'zai'tian'di'xing'cheng'zhi'xian
原则,yuan'ze
愿正直保守我,yuan'zheng'zhi'bao'shou'wo
愿众民的会环绕你,yuan'zhong'min'de'hui'huan'rao'ni
愿主爱来浇灌我,yuan'zhu'ai'lai'jiao'guan'wo
愿主的荣光,yuan'zhu'de'rong'guang
原罪,yuan'zui
约阿施,yue'a'shi
约巴,yue'ba
约伯,yue'bo
约伯记,yue'bo'ji
约伯记诠释,yue'bo'ji'quan'shi
约但,yue'dan
约旦,yue'dan
约旦谷,yue'dan'gu
约旦河,yue'dan'he
约珥,yue'er
约柜,yue'gui
越过地之极,yue'guo'di'zhi'ji
约哈难,yue'ha'nan
约哈施,yue'ha'shi
约哈斯,yue'ha'si
约翰,yue'han
约翰本仁,yue'han'ben'ren
约翰的朋友,yue'han'de'peng'you
约翰二书,yue'han'er'shu
约翰福音,yue'han'fu'yin
约翰福音系统查经,yue'han'fu'yin'xi'tong'cha'jing
约翰胡司,yue'han'hu'si
约翰加尔文,yue'han'jia'er'wen
约翰牛顿,yue'han'niu'dun
约翰三书,yue'han'san'shu
约翰威克理夫,yue'han'wei'ke'li'fu
约翰卫斯理,yue'han'wei'si'li
约翰一书,yue'han'yi'shu
月经,yue'jing
约兰,yue'lan
月亮,yue'liang
约玛书,yue'ma'shu
悦纳,yue'na
约拿,yue'na
约拿达,yue'na'da
约拿单,yue'na'dan
约拿单革舜之子,yue'na'dan'ge'shun'zhi'zi
约拿单扫罗之子,yue'na'dan'sao'luo'zhi'zi
约拿单亚那之子,yue'na'dan'ya'na'zhi'zi
约拿书,yue'na'shu
月娘光光照溪边,yue'niang'guang'guang'zhao'xi'bian
约帕,yue'pa
乐器,yue'qi
约萨答,yue'sa'da
约瑟,yue'se
约瑟夫,yue'se'fu
约瑟全家,yue'se'quan'jia
约瑟亚利马太人,yue'se'ya'li'ma'tai'ren
约沙法,yue'sha'fa
约设巴设,yue'she'ba'she
约示巴,yue'shi'ba
约书亚,yue'shu'ya
约书亚记,yue'shu'ya'ji
约书亚祭司,yue'shu'ya'ji'si
约书亚摩西的助手,yue'shu'ya'mo'xi'de'zhu'shou
月朔节,yue'shuo'jie
约坍,yue'tan
约坦犹大之王,yue'tan'you'da'zhi'wang
约坦之子,yue'tan'zhi'zi
约提巴,yue'ti'ba
约西家,yue'xi'jia
约西亚,yue'xi'ya
约押,yue'ya
约雅斤,yue'ya'jin
约雅敬,yue'ya'jing
约亚拿,yue'ya'na
云上的太阳,yun'shang'de'tai'yang
云上太阳它总不改变,yun'shang'tai'yang'ta'zong'bu'gai'bian
云柱,yun'zhu
云柱与火柱,yun'zhu'yu'huo'zhu
在爱中得自由释放,zai'ai'zhong'de'zi'you'shi'fang
在爱中无惧怕,zai'ai'zhong'wu'ju'pa
在爱中无伤悲,zai'ai'zhong'wu'shang'bei
在地反映属天光芒,zai'di'fan'ying'shu'tian'guang'mang
在地上如同在天上,zai'di'shang'ru'tong'zai'tian'shang
在地上我别无眷恋,zai'di'shang'wo'bie'wu'juan'lian
灾害,zai'hai
灾害也不挨近你的帐棚,zai'hai'ye'bu'ai'jin'ni'de'zhang'peng
在黑暗地方在深处,zai'hei'an'di'fang'zai'shen'chu
再婚,zai'hun
在基督里,zai'ji'du'li
在教会,zai'jiao'hui
在客西马尼园,zai'ke'xi'ma'ni'yuan
在烈怒中惊吓他们,zai'lie'nu'zhong'jing'xia'ta'men
在末日,zai'mo'ri
灾难时期,zai'nan'shi'qi
在你宝座前,zai'ni'bao'zuo'qian
