埃殆为病,ai'dai'wei'bing
是亦近矣,shi'yi'jin'yi
是以免于患,shi'yi'mian'yu'huan
是以人恶有其美也,shi'yi'ren'e'you'qi'mei'ye
是役人之役,shi'yi'ren'zhi'yi
始以汝为可教,shi'yi'ru'wei'ke'jiao
是以上不敢为仁义之操,shi'yi'shang'bu'gan'wei'ren'yi'zhi'cao
是以神人恶众至,shi'yi'shen'ren'e'zhong'zhi
是以圣人不由,shi'yi'sheng'ren'bu'you
是以圣人和之以是非,shi'yi'sheng'ren'he'zhi'yi'shi'fei
是以生为本,shi'yi'sheng'wei'ben
是以十九年而刀刃若新发于硎,shi'yi'shi'jiu'nian'er'dao'ren'ruo'xin'fa'yu'xing
是以叹也,shi'yi'tan'ye
是以天下大骇,shi'yi'tian'xia'da'hai
是以天下大乱,shi'yi'tian'xia'da'luan
是以天下平均,shi'yi'tian'xia'ping'jun
是以未尝闻任氏之风俗,shi'yi'wei'chang'wen'ren'shi'zhi'feng'su
是以谓暖姝者也,shi'yi'wei'nuan'shu'zhe'ye
始以为天下一人耳,shi'yi'wei'tian'xia'yi'ren'er
是以无有为有,shi'yi'wu'you'wei'you
是以行年七十而老斫轮,shi'yi'xing'nian'qi'shi'er'lao'zhuo'lun
是以一人断制天下,shi'yi'yi'ren'duan'zhi'tian'xia
是亦一无穷,shi'yi'yi'wu'qiong
是亦因彼,shi'yi'yin'bi
是以与众不适也,shi'yi'yu'zhong'bu'shi'ye
世疑之,shi'yi'zhi
是以终身无誉,shi'yi'zhong'shen'wu'yu
是以自外入者,shi'yi'zi'wai'ru'zhe
是以足而不争,shi'yi'zu'er'bu'zheng
师阴而无阳,shi'yin'er'wu'yang
是因是也,shi'yin'shi'ye
是淫于色也,shi'yin'yu'se'ye
是淫于声也,shi'yin'yu'sheng'ye
始用四达,shi'yong'si'da
是用之者假不用者也,shi'yong'zhi'zhe'jia'bu'yong'zhe'ye
始有彼,shi'you'bi
世有变化,shi'you'bian'hua
士有道德不能行,shi'you'dao'de'bu'neng'xing
十有二年而未得,shi'you'er'nian'er'wei'de
是犹师天而无地,shi'you'shi'tian'er'wu'di
是犹使蚊负山,shi'you'shi'wen'fu'shan
事有四患,shi'you'si'huan
时有所用,shi'you'suo'yong
是犹推舟于陆也,shi'you'tui'zhou'yu'lu'ye
适有蚤虻仆缘,shi'you'zao'meng'pu'yuan
时有终始,shi'you'zhong'shi
世与道交相丧也,shi'yu'dao'jiao'xiang'sang'ye
是御福也,shi'yu'fu'ye
食于苟简之田,shi'yu'gou'jian'zhi'tian
是欲规我以利而恒民畜我也,shi'yu'gui'wo'yi'li'er'heng'min'chu'wo'ye
时雨降矣,shi'yu'jiang'yi
始于惧,shi'yu'ju
食芋栗,shi'yu'li
适遇柳下季,shi'yu'liu'xia'ji
恃于民而不轻,shi'yu'min'er'bu'qing
适遇牧马童子,shi'yu'mu'ma'tong'zi
始于齐,shi'yu'qi
施于人而不忘,shi'yu'ren'er'bu'wang
是于圣人也,shi'yu'sheng'ren'ye
始于玄冥,shi'yu'xuan'ming
使予也而有用,shi'yu'ye'er'you'yong
适遇苑风于东海之滨,shi'yu'yuan'feng'yu'dong'hai'zhi'bin
是鱼之乐也,shi'yu'zhi'le'ye
恃源而往者也,shi'yuan'er'wang'zhe'ye
士再重,shi'zai'zhong
适遭无名人而问焉,shi'zao'wu'ming'ren'er'wen'yan
时则不至,shi'ze'bu'zhi
士则以身殉名,shi'ze'yi'shen'xun'ming
失者,shi'zhe
使者还,shi'zhe'hai
实者伦矣,shi'zhe'lun'yi
使者去,shi'zhe'qu
使者曰,shi'zhe'yue
使者致币,shi'zhe'zhi'bi
是真画者也,shi'zhen'hua'zhe'ye
示朕以默,shi'zhen'yi'mo
实之宾也,shi'zhi'bin'ye
视之不见其形,shi'zhi'bu'jian'qi'xing
世之才士也,shi'zhi'cai'shi'ye
使之成教易俗,shi'zhi'cheng'jiao'yi'su
失之而不惧,shi'zhi'er'bu'ju
师治而无乱乎,shi'zhi'er'wu'luan'hu
使之钩百而反,shi'zhi'gou'bai'er'fan
使之和豫通而不失于兑,shi'zhi'he'yu'tong'er'bu'shi'yu'dui
世之爵禄不足以为劝,shi'zhi'jue'lu'bu'zu'yi'wei'quan
食之鳅攸,shi'zhi'qiu'you
世之人以为养形足以存生,shi'zhi'ren'yi'wei'yang'xing'zu'yi'cun'sheng
事之若何,shi'zhi'ruo'he
世之所高,shi'zhi'suo'gao
世之所高也,shi'zhi'suo'gao'ye
世之所贵道者,shi'zhi'suo'gui'dao'zhe
世之所谓贤士,shi'zhi'suo'wei'xian'shi
士之所谓忠臣者,shi'zhi'suo'wei'zhong'chen'zhe
使知索之而不得,shi'zhi'suo'zhi'er'bu'de
是之谓不以心捐道,shi'zhi'wei'bu'yi'xin'juan'dao
是之谓陈人,shi'zhi'wei'chen'ren
是之谓大戒,shi'zhi'wei'da'jie
是之谓两行,shi'zhi'wei'liang'hang
是之谓全才,shi'zhi'wei'quan'cai
是之谓入于天,shi'zhi'wei'ru'yu'tian
是之谓条达而福持,shi'zhi'wei'tiao'da'er'fu'chi
是之谓与古为徒,shi'zhi'wei'yu'gu'wei'tu
是之谓与人为徒,shi'zhi'wei'yu'ren'wei'tu
是之谓与天为徒,shi'zhi'wei'yu'tian'wei'tu
是之谓真人,shi'zhi'wei'zhen'ren
是之谓坐驰,shi'zhi'wei'zuo'chi
视之无形,shi'zhi'wu'xing
失之也生,shi'zhi'ye'sheng
失之也死,shi'zhi'ye'si
事之以皮帛而不受,shi'zhi'yi'pi'bo'er'bu'shou
事之以犬马而不受,shi'zhi'yi'quan'ma'er'bu'shou
食之以委蛇,shi'zhi'yi'wei'yi
示之以虚,shi'zhi'yi'xu
是直以阳召阳,shi'zhi'yi'yang'zhao'yang
世之议者皆曰,shi'zhi'yi'zhe'jie'yue
事之以珠玉而不受,shi'zhi'yi'zhu'yu'er'bu'shou
是直用管窥天,shi'zhi'yong'guan'kui'tian
舐痔者得车五乘,shi'zhi'zhe'de'che'wu'cheng
使之治国,shi'zhi'zhi'guo
是知之能登假于道也若此,shi'zhi'zhi'neng'deng'jia'yu'dao'ye'ruo'ci
是知之盛也,shi'zhi'zhi'sheng'ye
是终始本末不相坐,shi'zhong'shi'ben'mo'bu'xiang'zuo
始终相反乎无端,shi'zhong'xiang'fan'hu'wu'duan
视舟之覆,shi'zhou'zhi'fu
尸祝不越樽俎而代之矣,shi'zhu'bu'yue'zun'zu'er'dai'zhi'yi
尸祝齐戒以将之,shi'zhu'qi'jie'yi'jiang'zhi
是专无主正,shi'zhuan'wu'zhu'zheng
释椎凿而上,shi'zhui'zao'er'shang
使子贡往侍事焉,shi'zi'gong'wang'shi'shi'yan
实自回也,shi'zi'hui'ye
是子教之不至也,shi'zi'jiao'zhi'bu'zhi'ye
使子路去其危冠,shi'zi'lu'qu'qi'wei'guan
是自埋于民,shi'zi'mai'yu'min
是自其所以乃,shi'zi'qi'suo'yi'nai
视子所言,shi'zi'suo'yan
失子之业,shi'zi'zhi'ye
时恣纵而不傥,shi'zi'zong'er'bu'tang
始卒若环,shi'zu'ruo'huan
守而勿失,shou'er'wu'shi
受而喜之,shou'er'xi'zhi
寿富多男子,shou'fu'duo'nan'zi
受乎心,shou'hu'xin
受命于地,shou'ming'yu'di
受命于天,shou'ming'yu'tian
手挠顾指,shou'nao'gu'zhi
守鲵鲋,shou'ni'fu
守其雌,shou'qi'ci
守其辱,shou'qi'ru
兽死不择音,shou'si'bu'ze'yin
受天下之垢,shou'tian'xia'zhi'gou
兽闻之而走,shou'wen'zhi'er'zou
收养昆弟,shou'yang'kun'di
受揖不立,shou'yi'bu'li
受揖而立,shou'yi'er'li
寿则多辱,shou'ze'duo'ru
寿者昏昏,shou'zhe'hun'hun
手之所触,shou'zhi'suo'chu
手足胼骶,shou'zu'pian'di
数百步而出,shu'bai'bu'er'chu
术暴人之前者,shu'bao'ren'zhi'qian'zhe
孰弊弊焉以天下为事,shu'bi'bi'yan'yi'tian'xia'wei'shi
书不过语,shu'bu'guo'yu
数称溪公,shu'cheng'xi'gong
孰得其久,shu'de'qi'jiu
孰短孰长,shu'duan'shu'chang
孰恶孰美,shu'e'shu'mei
孰敢不轨,shu'gan'bu'gui
孰纲维是,shu'gang'wei'shi
庶几乎民有瘳乎,shu'ji'hu'min'you'chou'hu
庶几其果为圣人乎,shu'ji'qi'guo'wei'sheng'ren'hu
庶几其国有瘳乎,shu'ji'qi'guo'you'chou'hu
庶几其圣人乎,shu'ji'qi'sheng'ren'hu
孰居无事而披拂是,shu'ju'wu'shi'er'pi'fu'shi
孰居无事推而行是,shu'ju'wu'shi'tui'er'xing'shi
孰居无事淫乐而劝是,shu'ju'wu'shi'yin'le'er'quan'shi
孰可,shu'ke
孰肯以物为事,shu'ken'yi'wu'wei'shi
孰隆施是,shu'long'shi'shi
孰论之,shu'lun'zhi
数米而炊,shu'mi'er'chui
树木固有立矣,shu'mu'gu'you'li'yi
孰能辞之,shu'neng'ci'zhi
孰能登天游雾,shu'neng'deng'tian'you'wu
孰能去功与名而还与众人,shu'neng'qu'gong'yu'ming'er'hai'yu'zhong'ren
孰能说王之意止剑士者,shu'neng'shuo'wang'zhi'yi'zhi'jian'shi'zhe
孰能脱焉,shu'neng'tuo'yan
孰能相与于无相与,shu'neng'xiang'yu'yu'wu'xiang'yu
孰能以无为首,shu'neng'yi'wu'wei'shou
孰偏于其理,shu'pian'yu'qi'li
叔齐,shu'qi
属其性乎五色,shu'qi'xing'hu'wu'se
属其性乎五声,shu'qi'xing'hu'wu'sheng
属其性于五味,shu'qi'xing'yu'wu'wei
疏戚有伦乎,shu'qi'you'lun'hu
倏然而来而已矣,shu'ran'er'lai'er'yi'yi
倏然而往,shu'ran'er'wang
鼠壤有余蔬,shu'rang'you'yu'shu
庶人有旦暮之业则劝,shu'ren'you'dan'mu'zhi'ye'ze'quan
庶人之剑,shu'ren'zhi'jian
庶人之剑何如,shu'ren'zhi'jian'he'ru
庶人之忧也,shu'ren'zhi'you'ye
数日不出,shu'ri'bu'chu
数日不见,shu'ri'bu'jian
数如佚汤,shu'ru'yi'tang
枢始得其环中,shu'shi'de'qi'huan'zhong
孰是而孰非乎,shu'shi'er'shu'fei'hu
孰为圭璋,shu'wei'gui'zhang
孰为文采,shu'wei'wen'cai
孰为牺尊,shu'wei'xi'zun
孰为祥,shu'wei'xiang
庶物失之者死,shu'wu'shi'zhi'zhe'si
树无用之指也,shu'wu'yong'zhi'zhi'ye
孰协唐许,shu'xie'tang'xu
孰嘘吸是,shu'xu'xi'shi
书也,shu'ye
书以道事礼以道行,shu'yi'dao'shi'li'yi'dao'xing
孰应六律,shu'ying'liu'lv
孰有之哉,shu'you'zhi'zai
倏与忽谋报浑沌之德,shu'yu'hu'mou'bao'hun'dun'zhi'de
倏与忽时相与遇于浑沌之地,shu'yu'hu'shi'xiang'yu'yu'yu'hun'dun'zhi'di
束于教也,shu'yu'jiao'ye
疏瀹而心,shu'yue'er'xin
数匝,shu'za
熟哉郁郁乎,shu'zai'yu'yu'hu
孰正于其情,shu'zheng'yu'qi'qing
孰知不言之辩,shu'zhi'bu'yan'zhi'bian
孰知不知之知,shu'zhi'bu'zhi'zhi'zhi
孰知其故矣,shu'zhi'qi'gu'yi
孰知其纪,shu'zhi'qi'ji
孰知其所终,shu'zhi'qi'suo'zhong
孰知生死存亡之一体者,shu'zhi'sheng'si'cun'wang'zhi'yi'ti'zhe
数之所不能分也,shu'zhi'suo'bu'neng'fen'ye
数之所不能穷也,shu'zhi'suo'bu'neng'qiong'ye
书之言曰,shu'zhi'yan'yue
孰知有无死生之一守者,shu'zhi'you'wu'si'sheng'zhi'yi'shou'zhe
孰主张是,shu'zhu'zhang'shi
竖子请曰,shu'zi'qing'yue
帅弟子而浚于款水,shuai'di'zi'er'jun'yu'kuan'shui
霜露既降,shuang'lu'ji'jiang
爽然四解,shuang'ran'si'jie
谁独且无师乎,shui'du'qie'wu'shi'hu
水弗能溺,shui'fu'neng'ni
水旱不知,shui'han'bu'zhi
水击三千里,shui'ji'san'qian'li
水静犹明,shui'jing'you'ming
水静则明烛须眉,shui'jing'ze'ming'zhu'xu'mei
水流乎无形,shui'liu'hu'wu'xing
谁其比忧,shui'qi'bi'you
水浅而舟大也,shui'qian'er'zhou'da'ye
水生之虫不疾易水,shui'sheng'zhi'chong'bu'ji'yi'shui
水有罔象,shui'you'wang'xiang
水至不去,shui'zhi'bu'qu
水之性,shui'zhi'xing
水中有火,shui'zhong'you'huo
舜不孝,shun'bu'xiao
舜举童土之地,shun'ju'tong'tu'zhi'di
顺流而东行,shun'liu'er'dong'xing
舜流母弟,shun'liu'mu'di
顺其俗者,shun'qi'su'zhe
顺其心则喜,shun'qi'xin'ze'xi
舜让天下于子州支伯,shun'rang'tian'xia'yu'zi'zhou'zhi'bo
顺人而不失己,shun'ren'er'bu'shi'ji
顺始无穷,shun'shi'wu'qiong
舜授予,shun'shou'yu
舜授禹,shun'shou'yu
舜问乎丞曰,shun'wen'hu'cheng'yue
顺物自然而无容私焉,shun'wu'zi'ran'er'wu'rong'si'yan
舜也,shun'ye
顺也,shun'ye
舜以天下让其友北人无择,shun'yi'tian'xia'rang'qi'you'bei'ren'wu'ze
舜以天下让其友石户之农,shun'yi'tian'xia'rang'qi'you'shi'hu'zhi'nong
舜以天下让善卷,shun'yi'tian'xia'rang'shan'juan
舜有大韶,shun'you'da'shao
舜有膻行,shun'you'shan'xing
顺于兵,shun'yu'bing
舜曰,shun'yue
舜之将死,shun'zhi'jiang'si
舜之为臣也,shun'zhi'wei'chen'ye
顺之以天理,shun'zhi'yi'tian'li
顺之则成,shun'zhi'ze'cheng
舜之治天下,shun'zhi'zhi'tian'xia
说不敢当,shuo'bu'gan'dang
说聪邪,shuo'cong'xie
说而不休,shuo'er'bu'xiu
说剑第三十,shuo'jian'di'san'shi
铄绝竽瑟,shuo'jue'yu'se
说乐邪,shuo'le'xie
说礼邪,shuo'li'xie
说仁邪,shuo'ren'xie
说圣邪,shuo'sheng'xie
说失屠羊,shuo'shi'tu'yang
说卫灵公,shuo'wei'ling'gong
说畏难而避寇,shuo'wei'nan'er'bi'kou
说已反屠羊,shuo'yi'fan'tu'yang
说义邪,shuo'yi'xie
说知邪,shuo'zhi'xie
似鼻,si'bi
死卜葬于故墓,si'bu'zang'yu'gu'mu
四达之皇皇也,si'da'zhi'huang'huang'ye
死得于喙遁之上,si'de'yu'hui'dun'zhi'shang
似耳,si'er
死而不祸,si'er'bu'huo
思而不能去也,si'er'bu'neng'qu'ye
斯而析之,si'er'xi'zhi
四方之民莫不俱至,si'fang'zhi'min'mo'bu'ju'zhi
四方之内,si'fang'zhi'nei
四封之内,si'feng'zhi'nei
四海之内,si'hai'zhi'nei
死何含珠为,si'he'han'zhu'wei
似趼,si'jian
似臼,si'jiu
似口,si'kou
思虑不自得,si'lv'bu'zi'de
思虑善否,si'lv'shan'fou
思虑恂达,si'lv'xun'da
斯弥为食醢,si'mi'wei'shi'hai
四年而物,si'nian'er'wu
似圈,si'quan
四人相视而笑,si'ren'xiang'shi'er'xiao
四人相与语曰,si'ren'xiang'yu'yu'yue
死伤者六十余人,si'shang'zhe'liu'shi'yu'ren
死伤者岁百余人,si'shang'zhe'sui'bai'yu'ren
死生,si'sheng
死生存亡,si'sheng'cun'wang
死生非远也,si'sheng'fei'yuan'ye
死生惊惧不入乎其胸中,si'sheng'jing'ju'bu'ru'hu'qi'xiong'zhong
死生同状,si'sheng'tong'zhuang
死生无变于己,si'sheng'wu'bian'yu'ji
死生相与邻,si'sheng'xiang'yu'lin
死生亦大矣,si'sheng'yi'da'yi
死生有待邪,si'sheng'you'dai'xie
四时不节,si'shi'bu'jie
四时不至,si'shi'bu'zhi
四时得节,si'shi'de'jie
四时迭起,si'shi'die'qi
四时殊气,si'shi'shu'qi
四时相代相生相杀,si'shi'xiang'dai'xiang'sheng'xiang'sha
四时有明法而不议,si'shi'you'ming'fa'er'bu'yi
四时之序也,si'shi'zhi'xu'ye
似洼者,si'wa'zhe
斯为君子矣,si'wei'jun'zi'yi
死为蛙嫔之衣,si'wei'wa'pin'zhi'yi
四问而四不知,si'wen'er'si'bu'zhi
死无服,si'wu'fu
死无谥,si'wu'shi
似污者,si'wu'zhe
似系马而止也,si'xi'ma'er'zhi'ye
死也,si'ye
死也生之始,si'ye'sheng'zhi'shi
死已三千岁矣,si'yi'san'qian'sui'yi
似遗物离人而立于独也,si'yi'wu'li'ren'er'li'yu'du'ye
斯已矣,si'yi'yi
似有道者,si'you'dao'zhe
死有所乎归,si'you'suo'hu'gui
死与,si'yu
死于网罟,si'yu'wang'gu
四曰五味浊口,si'yue'wu'wei'zhuo'kou
死则无此矣,si'ze'wu'ci'yi
四者离位而乱莫大焉,si'zhe'li'wei'er'luan'mo'da'yan
四者孰知天下之正色哉,si'zhe'shu'zhi'tian'xia'zhi'zheng'se'zai
四者孰知正味,si'zhe'shu'zhi'zheng'wei
四者天鬻也,si'zhe'tian'yu'ye
死者以国量乎,si'zhe'yi'guo'liang'hu
似之而非也,si'zhi'er'fei'ye
四肢强,si'zhi'qiang
送君者皆自崖而反,song'jun'zhe'jie'zi'ya'er'fan
颂论形躯,song'lun'xing'qu
宋平尹文闻其风而悦之,song'ping'yin'wen'wen'qi'feng'er'yue'zhi
宋人围之,song'ren'wei'zhi
宋人有曹商者,song'ren'you'cao'shang'zhe
宋人有善为不龟手之药者,song'ren'you'shan'wei'bu'gui'shou'zhi'yao'zhe
宋人资章甫适诸越,song'ren'zi'zhang'fu'shi'zhu'yue
宋王之猛,song'wang'zhi'meng
宋有荆氏者,song'you'jing'shi'zhe
宋元君将画图,song'yuan'jun'jiang'hua'tu
宋元君闻之,song'yuan'jun'wen'zhi
宋元君夜半而梦人被发窥阿门,song'yuan'jun'ye'ban'er'meng'ren'bei'fa'kui'a'men
叟何人邪,sou'he'ren'xie
叟何为此,sou'he'wei'ci
叟叟也,sou'sou'ye
搜于国中,sou'yu'guo'zhong
宿舂粮,su'chong'liang
素朴而民性得矣,su'pu'er'min'xing'de'yi
素逝而耻通于事,su'shi'er'chi'tong'yu'shi
肃肃出乎天,su'su'chu'hu'tian
俗言胜也,su'yan'sheng'ye
宿于逆旅,su'yu'ni'lv
苏者取而鑫之,su'zhe'qu'er'xin'zhi
虽悲不哀,sui'bei'bu'ai
遂不受,sui'bu'shou
遂不受也,sui'bu'shou'ye
虽不足为而不可不为者,sui'bu'zu'wei'er'bu'ke'bu'wei'zhe
遂成国于岐山之下,sui'cheng'guo'yu'qi'shan'zhi'xia
虽虫能虫,sui'chong'neng'chong
虽虫能天,sui'chong'neng'tian
虽盗跖与伯夷,sui'dao'zhi'yu'bo'yi
遂饿而死焉,sui'e'er'si'yan
虽固亦无罪,sui'gu'yi'wu'zui
虽贵富不以养伤身,sui'gui'fu'bu'yi'yang'shang'shen
虽疾不死,sui'ji'bu'si
虽饥渴隐约,sui'ji'ke'yin'yue
岁计之而有余,sui'ji'zhi'er'you'yu
虽践,sui'jian
虽今来何及矣,sui'jin'lai'he'ji'yi
虽今先生之辩,sui'jin'xian'sheng'zhi'bian
虽枯槁不舍也,sui'ku'gao'bu'she'ye
虽乐,sui'le
虽落其实,sui'luo'qi'shi
虽南面王乐,sui'nan'mian'wang'le
虽贫贱不以利累形,sui'pin'jian'bu'yi'li'lei'xing
随其曲傅,sui'qi'qu'fu
虽然,sui'ran
虽然不该不遍,sui'ran'bu'gai'bu'bian
虽然夫折大木,sui'ran'fu'zhe'da'mu
虽然歌而非歌,sui'ran'ge'er'fei'ge
虽善不善,sui'shan'bu'shan
虽少,sui'shao
虽圣人不在山林之中,sui'sheng'ren'bu'zai'shan'lin'zhi'zhong
虽天地覆坠,sui'tian'di'fu'zhui
虽天地之大,sui'tian'di'zhi'da
虽天下不取,sui'tian'xia'bu'qu
虽通如曾史,sui'tong'ru'ceng'shi
虽通如离朱,sui'tong'ru'li'zhu
虽通如师旷,sui'tong'ru'shi'kuang
虽通如俞儿,sui'tong'ru'yu'er
虽忘乎故吾,sui'wang'hu'gu'wu
虽未至乎道,sui'wei'zhi'hu'dao
虽问道者,sui'wen'dao'zhe
虽我亦成也,sui'wo'yi'cheng'ye
虽无粮而乃足,sui'wu'liang'er'nai'zu
虽相与为君臣,sui'xiang'yu'wei'jun'chen
遂相与为友,sui'xiang'yu'wei'you
虽笑不和,sui'xiao'bu'he
遂行不辍,sui'xing'bu'chuo
随行列而止,sui'xing'lie'er'zhi
随序之相理,sui'xu'zhi'xiang'li
虽严不威,sui'yan'bu'wei
虽羿逢蒙不能裨睨也,sui'yi'feng'meng'bu'neng'bi'ni'ye
遂以孔子声见老聃,sui'yi'kong'zi'sheng'jian'lao'dan
虽以事齿之,sui'yi'shi'chi'zhi
虽以天下誉之,sui'yi'tian'xia'yu'zhi
遂迎臧丈人而授之政,sui'ying'zang'zhang'ren'er'shou'zhi'zheng
虽有大知,sui'you'da'zhi
虽有偏心之人不怒,sui'you'pian'xin'zhi'ren'bu'nu
虽有歧心者,sui'you'qi'xin'zhe
虽有神禹且不能知,sui'you'shen'yu'qie'bu'neng'zhi
虽有寿夭,sui'you'shou'yao
虽有轩冕之赏弗能劝,sui'you'xuan'mian'zhi'shang'fu'neng'quan
虽有义台路寝,sui'you'yi'tai'lu'qin
虽有至知,sui'you'zhi'zhi
虽欲为孤犊,sui'yu'wei'gu'du
虽直而不病,sui'zhi'er'bu'bing
虽知之,sui'zhi'zhi
虽重圣人而治天下,sui'zhong'sheng'ren'er'zhi'tian'xia
孙叔敖甘寝秉羽而郢人投兵,sun'shu'ao'gan'qin'bing'yu'er'ying'ren'tou'bing
孙叔敖曰,sun'shu'ao'yue
孙叔敖执爵而立,sun'shu'ao'zhi'jue'er'li
损之而不加损者,sun'zhi'er'bu'jia'sun'zhe
损之又损,sun'zhi'you'sun
孙子出扁子入,sun'zi'chu'bian'zi'ru
孙子非汝有,sun'zi'fei'ru'you
孙子所言非邪,sun'zi'suo'yan'fei'xie
孙子之所言是邪,sun'zi'zhi'suo'yan'shi'xie
所爱其母者,suo'ai'qi'mu'zhe
所搏币而扶翼,suo'bo'bi'er'fu'yi
所常无穷,suo'chang'wu'qiong
所存于己者未定,suo'cun'yu'ji'zhe'wei'ding
所盗者岂独其国邪,suo'dao'zhe'qi'du'qi'guo'xie
所恶乎分者,suo'e'hu'fen'zhe
所过之邑,suo'guo'zhi'yi
所假而行,suo'jia'er'xing
所见无非牛者,suo'jian'wu'fei'niu'zhe
所苦者,suo'ku'zhe
所乐非穷通也,suo'le'fei'qiong'tong'ye
所乐者,suo'le'zhe
所适者,suo'shi'zhe
所死不同,suo'si'bu'tong
琐琐然不自得,suo'suo'ran'bu'zi'de
所谓道,suo'wei'dao
所谓卷娄者也,suo'wei'juan'lou'zhe'ye
所谓暖姝者,suo'wei'nuan'shu'zhe
所谓人之非天乎,suo'wei'ren'zhi'fei'tian'hu
所谓善而善之,suo'wei'shan'er'shan'zhi
所谓圣者,suo'wei'sheng'zhe
所谓四患者,suo'wei'si'huan'zhe
所谓物际者也,suo'wei'wu'ji'zhe'ye
所谓至圣者,suo'wei'zhi'sheng'zhe
所闻不如众技众矣,suo'wen'bu'ru'zhong'ji'zhong'yi
所下者,suo'xia'zhe
所解数千牛矣,suo'xie'shu'qian'niu'yi
所行而善,suo'xing'er'shan
所行之备而不恤,suo'xing'zhi'bei'er'bu'xu
所学夫子之道者足以自乐也,suo'xue'fu'zi'zhi'dao'zhe'zu'yi'zi'le'ye
所以长生安体乐意之道也,suo'yi'chang'sheng'an'ti'le'yi'zhi'dao'ye
所以恶乎备者,suo'yi'e'hu'bei'zhe
所以均调天下,suo'yi'jun'tiao'tian'xia
所以览古今之时是非之分也,suo'yi'lan'gu'jin'zhi'shi'shi'fei'zhi'fen'ye
所以立宗庙社稷,suo'yi'li'zong'miao'she'ji
所以论道而非道也,suo'yi'lun'dao'er'fei'dao'ye
所以穷年,suo'yi'qiong'nian
所以穷年也,suo'yi'qiong'nian'ye
所以受于天也,suo'yi'shou'yu'tian'ye
所以属于人也,suo'yi'shu'yu'ren'ye
所以为不祥也,suo'yi'wei'bu'xiang'ye
所以相齿,suo'yi'xiang'chi
所以行于世也,suo'yi'xing'yu'shi'ye
所以已言也,suo'yi'yi'yan'ye
所以之人也,suo'yi'zhi'ren'ye
所以之天也,suo'yi'zhi'tian'ye
所异彘者何也,suo'yi'zhi'zhe'he'ye
索之以辩,suo'zhi'yi'bian
所治愈下,suo'zhi'yu'xia
他日复见曰,ta'ri'fu'jian'yue
挞玉毁珠,ta'yu'hui'zhu
泰初有无,tai'chu'you'wu
太和万物,tai'he'wan'wu
泰清以之言也问乎无始,tai'qing'yi'zhi'yan'ye'wen'hu'wu'shi
泰氏其卧徐徐,tai'shi'qi'wo'xu'xu
太一形虚,tai'yi'xing'xu
太宰曰,tai'zai'yue
太子何以教周,tai'zi'he'yi'jiao'zhou
太子见与见王,tai'zi'jian'yu'jian'wang
太子悝患之,tai'zi'kui'huan'zhi
太子乃使人以千金奉庄子,tai'zi'nai'shi'ren'yi'qian'jin'feng'zhuang'zi
太子曰,tai'zi'yue
贪财而取慰,tan'cai'er'qu'wei
贪得忘亲,tan'de'wang'qin
贪权而取竭,tan'quan'er'qu'jie
檀檀然不趋,tan'tan'ran'bu'qu
汤得其司御门尹登恒为之傅之,tang'de'qi'si'yu'men'yin'deng'heng'wei'zhi'fu'zhi
汤放桀,tang'fang'jie
汤放其主,tang'fang'qi'zhu
傥乎其怠疑,tang'hu'qi'dai'yi
傥乎若行而失其道也,tang'hu'ruo'xing'er'shi'qi'dao'ye
汤将伐桀,tang'jiang'fa'jie
螳螂执翳而搏之,tang'lang'zhi'yi'er'bo'zhi
傥然不受,tang'ran'bu'shou
傥然立于四虚之道,tang'ran'li'yu'si'xu'zhi'dao
倘然止,tang'ran'zhi
汤遂与伊尹谋伐桀,tang'sui'yu'yi'yin'mou'fa'jie
汤武而天子,tang'wu'er'tian'zi
汤武以来,tang'wu'yi'lai
汤武争而王,tang'wu'zheng'er'wang
汤武之室,tang'wu'zhi'shi
汤有大镬,tang'you'da'huo
汤又让瞀光,tang'you'rang'mao'guang
汤又因瞀光而谋,tang'you'yin'mao'guang'er'mou
汤与务光天下,tang'yu'wu'guang'tian'xia
汤曰,tang'yue
汤之时,tang'zhi'shi
汤之问棘也是已,tang'zhi'wen'ji'ye'shi'yi
逃乎丹穴,tao'hu'dan'xue
逃于大泽,tao'yu'da'ze
逃于深蓁,tao'yu'shen'zhen
陶者曰,tao'zhe'yue
特犯人之形,te'fan'ren'zhi'xing
特与天下之辩者为怪,te'yu'tian'xia'zhi'bian'zhe'wei'guai
体不待象而安之,ti'bu'dai'xiang'er'an'zhi
提刀而立,ti'dao'er'li
体尽无穷,ti'jin'wu'qiong
缇歧为义,ti'qi'wei'yi
涕泣沾襟,ti'qi'zhan'jin
体性抱神,ti'xing'bao'shen
体泽则冯,ti'ze'ze'feng
蹄者所以在兔,ti'zhe'suo'yi'zai'tu
天不产而万物化,tian'bu'chan'er'wan'wu'hua
天不赐,tian'bu'ci
天不得不高,tian'bu'de'bu'gao
田成子常杀君窃国,tian'cheng'zi'chang'sha'jun'qie'guo
天池也,tian'chi'ye
天道第十三,tian'dao'di'shi'san
天道也,tian'dao'ye
天道已行矣,tian'dao'yi'xing'yi
天道运而无所积,tian'dao'yun'er'wu'suo'ji
天德而出宁,tian'de'er'chu'ning
天德而已矣,tian'de'er'yi'yi
天德之象也,tian'de'zhi'xiang'ye
天地并与,tian'di'bing'yu
天地第十二,tian'di'di'shi'er
天地而已矣,tian'di'er'yi'yi
天地非不广且大也,tian'di'fei'bu'guang'qie'da'ye
