爱恶相攻而吉凶生,ai'e'xiang'gong'er'ji'xiong'sheng
像也,xiang'ye
象也,xiang'ye
象曰,xiang'yue
相宗络索,xiang'zong'luo'suo
消不富也,xiao'bu'fu'ye
消不久也,xiao'bu'jiu'ye
小畜,xiao'chu
小畜寡也,xiao'chu'gua'ye
小畜卦终,xiao'chu'gua'zhong
效此者也,xiao'ci'zhe'ye
小过,xiao'guo
小过卦终,xiao'guo'gua'zhong
小过过也,xiao'guo'guo'ye
小亨,xiao'heng
小狐汔济,xiao'hu'qi'ji
孝经,xiao'jing
小利有攸往天文也,xiao'li'you'you'wang'tian'wen'ye
小吝,xiao'lin
小取,xiao'qu
小人剝廬,xiao'ren'bao'lu
小人剥庐,xiao'ren'bo'lu
小人不耻不仁,xiao'ren'bu'chi'bu'ren
小人长也,xiao'ren'chang'ye
小人道也,xiao'ren'dao'ye
小人道长,xiao'ren'dao'zhang
小人而乘君子之器,xiao'ren'er'cheng'jun'zi'zhi'qi
小人否也,xiao'ren'fou'ye
小人弗克,xiao'ren'fu'ke
小人革面,xiao'ren'ge'mian
小人害也,xiao'ren'hai'ye
小人退也,xiao'ren'tui'ye
小人无咎,xiao'ren'wu'jiu
小人勿用,xiao'ren'wu'yong
小人以小善为无益,xiao'ren'yi'xiao'shan'wei'wu'yi
小人用壮,xiao'ren'yong'zhuang
小人用壯君子罔也,xiao'ren'yong'zhuang'jun'zi'wang'ye
小人用壯君子用罔,xiao'ren'yong'zhuang'jun'zi'yong'wang
小蛇得势,xiao'she'de'shi
小蛇化龙,xiao'she'hua'long
枭神,xiao'shen
枭神夺食,xiao'shen'duo'shi
效天下之动也,xiao'tian'xia'zhi'dong'ye
小往大来,xiao'wang'da'lai
小限,xiao'xian
笑言哑哑,xiao'yan'ya'ya
逍遥游论,xiao'yao'you'lun
小运,xiao'yun
小灾,xiao'zai
小者过而亨也,xiao'zhe'guo'er'heng'ye
小者亨也,xiao'zhe'heng'ye
小子之厉,xiao'zi'zhi'li
协洽,xie'qia
辛病在午,xin'bing'zai'wu
新潮,xin'chao
辛丑,xin'chou
新创化论,xin'chuang'hua'lun
新雕注珞琭子三命消息赋注,xin'diao'zhu'luo'lu'zi'san'ming'xiao'xi'fu'zhu
辛亥,xin'hai
新记玄言道德,xin'ji'xuan'yan'dao'de
辛金,xin'jin
辛绝在卯,xin'jue'zai'mao
心力,xin'li
辛禄在酉,xin'lu'zai'you
新论,xin'lun
辛卯,xin'mao
新民丛报,xin'min'cong'bao
新民主主义论,xin'min'zhu'zhu'yi'lun
辛墓在辰,xin'mu'zai'chen
辛年,xin'nian
新派理论,xin'pai'li'lun
新派四柱,xin'pai'si'zhu
辛人,xin'ren
新人生观讲话,xin'ren'sheng'guan'jiang'hua
辛刃在申,xin'ren'zai'shen
信如何也,xin'ru'he'ye
新儒家思想史,xin'ru'jia'si'xiang'shi
新书,xin'shu
辛衰在未,xin'shuai'zai'wei
辛巳,xin'si
辛死在巳,xin'si'zai'si
辛胎在寅,xin'tai'zai'yin
辛未,xin'wei
心未快也,xin'wei'kuai'ye
新唯识论,xin'wei'shi'lun
新序,xin'xu
辛养在丑,xin'yang'zai'chou
信也,xin'ye
辛已,xin'yi
辛阴,xin'yin
辛酉,xin'you
新语,xin'yu
新哲学论战集,xin'zhe'xue'lun'zhan'ji
新政真诠,xin'zheng'zhen'quan
行不顺也,xing'bu'shun'ye
刑冲,xing'chong
刑冲合害,xing'chong'he'hai
行的道理,xing'de'dao'li
行地无疆,xing'di'wu'jiang
性恶,xing'e
行而未成,xing'er'wei'cheng
行发乎远,xing'fa'hu'yuan
刑罰清而民服,xing'fa'qing'er'min'fu
性格,xing'ge
刑格返名,xing'ge'fan'ming
性故,xing'gu
刑忌夹印,xing'ji'jia'yin
刑克,xing'ke
性理大全,xing'li'da'quan
性理精义,xing'li'jing'yi
星历考原,xing'li'kao'yuan
星门入墓,xing'men'ru'mu
刑名发微,xing'ming'fa'wei
行年,xing'nian
星奇朱雀,xing'qi'zhu'que
行人得牛,xing'ren'de'niu
行人得牛邑人災也,xing'ren'de'niu'yi'ren'zai'ye
行人之得,xing'ren'zhi'de
行人之得邑人之災,xing'ren'zhi'de'yi'ren'zhi'zai
刑伤,xing'shang
形神,xing'shen
醒狮,xing'shi
行失类也,xing'shi'lei'ye
行失類也,xing'shi'lei'ye
醒狮运动发端,xing'shi'yun'dong'fa'duan
星随月转,xing'sui'yue'zhuan
行未牵也,xing'wei'qian'ye
行未疑也,xing'wei'yi'ye
行险而顺,xing'xian'er'shun
星耀,xing'yao
行也,xing'ye
行有嘉也,xing'you'jia'ye
行有尚往有功也天,xing'you'shang'wang'you'gong'ye'tian
行运,xing'yun
兄弟,xiong'di
兄弟辰土,xiong'di'chen'tu
兄弟辰土持世,xiong'di'chen'tu'chi'shi
兄弟持世,xiong'di'chi'shi
兄弟丑土,xiong'di'chou'tu
兄弟丑土持世,xiong'di'chou'tu'chi'shi
兄弟亥水,xiong'di'hai'shui
兄弟亥水持世,xiong'di'hai'shui'chi'shi
兄弟姐妹,xiong'di'jie'mei
兄弟卯木,xiong'di'mao'mu
兄弟卯木持世,xiong'di'mao'mu'chi'shi
兄弟申金,xiong'di'shen'jin
兄弟申金持世,xiong'di'shen'jin'chi'shi
兄弟巳火,xiong'di'si'huo
兄弟巳火持世,xiong'di'si'huo'chi'shi
兄弟未土,xiong'di'wei'tu
兄弟未土持世,xiong'di'wei'tu'chi'shi
兄弟午火,xiong'di'wu'huo
兄弟午火持世,xiong'di'wu'huo'chi'shi
兄弟戌土,xiong'di'xu'tu
兄弟戌土持世,xiong'di'xu'tu'chi'shi
兄弟寅木,xiong'di'yin'mu
兄弟寅木持世,xiong'di'yin'mu'chi'shi
兄弟酉金,xiong'di'you'jin
兄弟酉金持世,xiong'di'you'jin'chi'shi
兄弟子水,xiong'di'zi'shui
兄弟子水持世,xiong'di'zi'shui'chi'shi
凶格,xiong'ge
凶会,xiong'hui
凶如何也,xiong'ru'he'ye
凶三岁也,xiong'san'sui'ye
凶蛇人狱,xiong'she'ren'yu
兄兄,xiong'xiong
兄友,xiong'you
脩辭立其誠所以居業也,xiu'ci'li'qi'cheng'suo'yi'ju'ye'ye
休否,xiu'fou
休复,xiu'fu
休复之吉,xiu'fu'zhi'ji
休復之吉以下仁也,xiu'fu'zhi'ji'yi'xia'ren'ye
休门,xiu'men
休囚,xiu'qiu
修习止观坐禅法要,xiu'xi'zhi'guan'zuo'chan'fa'yao
需不进也,xu'bu'jin'ye
续春秋左氏传博议,xu'chun'qiu'zuo'shi'zhuan'bo'yi
续高僧传,xu'gao'seng'zhuan
序卦,xu'gua
虚卦,xu'gua
需卦,xu'gua
戌亥,xu'hai
盱江文集,xu'jiang'wen'ji
续近思录,xu'jin'si'lu
戌日,xu'ri
绪山会语,xu'shan'hui'yu
戌时,xu'shi
需时眇言,xu'shi'miao'yan
戌土,xu'tu
戌土父母,xu'tu'fu'mu
戌土父母持世,xu'tu'fu'mu'chi'shi
戌土官鬼,xu'tu'guan'gui
戌土官鬼持世,xu'tu'guan'gui'chi'shi
戌土妻财,xu'tu'qi'cai
戌土妻财持世,xu'tu'qi'cai'chi'shi
戌土兄弟,xu'tu'xiong'di
戌土兄弟持世,xu'tu'xiong'di'chi'shi
戌土子孙,xu'tu'zi'sun
戌土子孙持世,xu'tu'zi'sun'chi'shi
戌为地网,xu'wei'di'wang
绪言,xu'yan
戌阳,xu'yang
须也,xu'ye
盱豫,xu'yu
盱豫悔遲有悔,xu'yu'hui'chi'you'hui
需于酒食,xu'yu'jiu'shi
盱豫有悔,xu'yu'you'hui
盱豫有悔位不當也,xu'yu'you'hui'wei'bu'dang'ye
戌月,xu'yue
玄空,xuan'kong
玄武,xuan'wu
玄武当权,xuan'wu'dang'quan
玄言新记道德,xuan'yan'xin'ji'dao'de
玄黓,xuan'yi
玄奘行传,xuan'zang'xing'chuan
选择宗镜,xuan'ze'zong'jing
悬针,xuan'zhen
学篰通辨,xue'bu'tong'bian
学记,xue'ji
血去惕出,xue'qu'ti'chu
薛文清集,xue'wen'qing'ji
學以聚之問以辯之,xue'yi'ju'zhi'wen'yi'bian'zhi
巽东南也,xun'dong'nan'ye
巽而動剛柔皆應恆,xun'er'dong'gang'rou'jie'ying'heng
巽而耳目聪明,xun'er'er'mu'cong'ming
巽而說行,xun'er'shuo'xing
巽而说行,xun'er'shuo'xing
巽而止蠱,xun'er'zhi'gu
巽宫,xun'gong
巽宫八卦,xun'gong'ba'gua
巽卦,xun'gua
巽乎水而上水,xun'hu'shui'er'shang'shui
旬空,xun'kong
巽上,xun'shang
巽上兑下,xun'shang'dui'xia
巽上艮下,xun'shang'gen'xia
巽上坎下,xun'shang'kan'xia
巽上坤下,xun'shang'kun'xia
巽上离下,xun'shang'li'xia
巽上乾下,xun'shang'qian'xia
巽上巽下,xun'shang'xun'xia
巽上震下,xun'shang'zhen'xia
巽五,xun'wu
巽下,xun'xia
巽下兑上,xun'xia'dui'shang
巽下艮上,xun'xia'gen'shang
巽下坎上,xun'xia'kan'shang
巽下坤上,xun'xia'kun'shang
巽下离上,xun'xia'li'shang
巽下乾上,xun'xia'qian'shang
巽下巽上,xun'xia'xun'shang
巽下震上,xun'xia'zhen'shang
巽一索而得女,xun'yi'suo'er'de'nv
巽在牀下,xun'zai'chuang'xia
巽者入也,xun'zhe'ru'ye
驯致其道,xun'zhi'qi'dao
荀子,xun'zi
荀子评注,xun'zi'ping'zhu
雅述,ya'shu
言不尽意,yan'bu'jin'yi
言乎其失得也,yan'hu'qi'shi'de'ye
言乎其小疵也,yan'hu'qi'xiao'ci'ye
言乎象也,yan'hu'xiang'ye
言尽意论,yan'jin'yi'lun
颜李丛书,yan'li'cong'shu
颜李遗书,yan'li'yi'shu
严陵讲义,yan'ling'jiang'yi
阉茂,yan'mao
延平答问,yan'ping'da'wen
炎上,yan'shang
颜氏家训,yan'shi'jia'xun
颜氏学记,yan'shi'xue'ji
言天下之至动,yan'tian'xia'zhi'zhi'dong
言天下之至赜,yan'tian'xia'zhi'zhi'ze
颜习斋先生言行录,yan'xi'zhai'xian'sheng'yan'xing'lu
言相克也,yan'xiang'ke'ye
言行,yan'xing
严译名著丛刊,yan'yi'ming'zhu'cong'kan
言阴阳相薄也,yan'yin'yang'xiang'bo'ye
衍在中也,yan'zai'zhong'ye
言致一也,yan'zhi'yi'ye
晏子春秋,yan'zi'chun'qiu
阳辰,yang'chen
养地,yang'di
阳动,yang'dong
阳干,yang'gan
阳干顺行,yang'gan'shun'xing
阳卦多阴,yang'gua'duo'yin
阳贵,yang'gui
羊火,yang'huo
阳火,yang'huo
羊击猪蛇,yang'ji'zhu'she
阳建,yang'jian
阳金,yang'jin
阳巨,yang'ju
阳梁,yang'liang
羊铃,yang'ling
阳明全书,yang'ming'quan'shu
阳木,yang'mu
阳男,yang'nan
阳男阴女,yang'nan'yin'nv
阳女,yang'nv
阳气潜藏,yang'qi'qian'cang
陽氣潛藏,yang'qi'qian'cang
羊刃,yang'ren
阳刃,yang'ren
羊刃驾杀,yang'ren'jia'sha
杨升庵集,yang'sheng'an'ji
阳水,yang'shui
阳死阴生,yang'si'yin'sheng
阳土,yang'tu
羊陀,yang'tuo
仰以观於天文,yang'yi'guan'yu'tian'wen
阳一君而二民,yang'yi'jun'er'er'min
扬于王庭,yang'yu'wang'ting
杨园先生全集,yang'yuan'xian'sheng'quan'ji
阳月,yang'yue
阳运,yang'yun
阳在下也,yang'zai'xia'ye
仰则观象于天,yang'ze'guan'xiang'yu'tian
仰则观象於天,yang'ze'guan'xiang'yu'tian
药地炮庄,yao'di'pao'zhuang
摇卦,yao'gua
爻位,yao'wei
爻象,yao'xiang
钥语,yao'yu
爻者,yao'zhe
爻之辞也,yao'zhi'ci'ye
也各指其所之,ye'ge'zhi'qi'suo'zhi
野鹤秘传,ye'he'mi'chuan
冶容诲淫,ye'rong'hui'yin
揲之以四以象四时,ye'zhi'yi'si'yi'xiang'si'shi
乙病在子,yi'bing'zai'zi
乙丙之际塾议,yi'bing'zhi'ji'shu'yi
乙丙之际箸议,yi'bing'zhi'ji'zhu'yi
亦不处也,yi'bu'chu'ye
易不可见,yi'bu'ke'jian
义不食也,yi'bu'shi'ye
以察时变,yi'cha'shi'bian
一辰,yi'chen
意承考也,yi'cheng'kao'ye
以崇德也,yi'chong'de'ye
乙丑,yi'chou
以畜其德,yi'chu'qi'de
伊川易传,yi'chuan'yi'zhuan
以从道也,yi'cong'dao'ye
以从贵也,yi'cong'gui'ye
以从上也,yi'cong'shang'ye
以从王事,yi'cong'wang'shi
以存身也,yi'cun'shen'ye
以大终也,yi'da'zhong'ye
以待暴客,yi'dai'bao'ke
以待风雨,yi'dai'feng'yu
以佃以渔,yi'dian'yi'yu
以定天下之业,yi'ding'tian'xia'zhi'ye
益动而巽,yi'dong'er'xun
以动者尚其变,yi'dong'zhe'shang'qi'bian
以断天下之疑,yi'duan'tian'xia'zhi'yi
益而不已,yi'er'bu'yi
义弗乘也,yi'fu'cheng'ye
义弗克也,yi'fu'ke'ye
艺概,yi'gai
以刚中也,yi'gang'zhong'ye
一个唯情论者的宇宙观及人生观,yi'ge'wei'qing'lun'zhe'de'yu'zhou'guan'ji'ren'sheng'guan
乙庚,yi'geng
乙庚合化庚金,yi'geng'he'hua'geng'jin
以宫代世,yi'gong'dai'shi
以宫人宠,yi'gong'ren'chong
以宮人寵終无尤也,yi'gong'ren'chong'zhong'wu'you'ye
易卦,yi'gua
益卦,yi'gua
颐卦,yi'gua
一贯问答,yi'guan'wen'da
以光大也,yi'guang'da'ye
以贵行也,yi'gui'hang'ye
以贵下贱,yi'gui'xia'jian
乙亥,yi'hai
一寒一暑,yi'han'yi'shu
以亨行时中也,yi'heng'xing'shi'zhong'ye
以厚终也,yi'hou'zhong'ye
乙己,yi'ji
以济不通,yi'ji'bu'tong
以及万民,yi'ji'wan'min
易简,yi'jian
宜建侯而不宁,yi'jian'hou'er'bu'ning
翼教丛编,yi'jiao'cong'bian
以教天下,yi'jiao'tian'xia
以解悖也,yi'jie'bei'ye
易经,yi'jing
一九合十,yi'jiu'he'shi
乙绝在酉,yi'jue'zai'you
亦可丑也,yi'ke'chou'ye
亦可喜也,yi'ke'xi'ye
以类万物之情,yi'lei'wan'wu'zhi'qing
仪礼,yi'li
逸礼,yi'li
以利天下,yi'li'tian'xia
医林改错,yi'lin'gai'cuo
一六共宗,yi'liu'gong'zong
一六为水,yi'liu'wei'shui
乙禄在卯,yi'lu'zai'mao
易论,yi'lun
以旅与下,yi'lv'yu'xia
以旅在上,yi'lv'zai'shang
驿马,yi'ma
乙卯,yi'mao
易冒,yi'mao
以蒙大难,yi'meng'da'nan
以蒙大難,yi'meng'da'nuo
以灭下也,yi'mie'xia'ye
以明,yi'ming
以明失得之报,yi'ming'shi'de'zhi'bao
乙木,yi'mu
以木巽火,yi'mu'xun'huo
乙墓在戌,yi'mu'zai'xu
易逆数也,yi'ni'shu'ye
乙年,yi'nian
以配祖考,yi'pei'zu'kao
以辟咎也,yi'pi'jiu'ye
乙奇,yi'qi
以杞包瓜,yi'qi'bao'gua
以其国君,yi'qi'guo'jun
易其心而后语,yi'qi'xin'er'hou'yu
一气专旺,yi'qi'zhuan'wang
易穷则变,yi'qiong'ze'bian
以求信也,yi'qiu'xin'ye
乙人,yi'ren
邑人不诫,yi'ren'bu'jie
邑人灾也,yi'ren'zai'ye
乙刃在寅,yi'ren'zai'yin
邑人之灾,yi'ren'zhi'zai
以神明其德夫,yi'shen'ming'qi'de'fu
已事遄往,yi'shi'chuan'wang
以时发也,yi'shi'fa'ye
乙衰在丑,yi'shuai'zai'chou
易说,yi'shuo
乙巳,yi'si
一四四诀,yi'si'si'jue
乙死在亥,yi'si'zai'hai
以讼受服,yi'song'shou'fu
乙胎在申,yi'tai'zai'shen
以体天地之撰,yi'ti'tian'di'zhi'zhuan
易通,yi'tong
以通神明之德,yi'tong'shen'ming'zhi'de
易童子问,yi'tong'zi'wen
意外灾难,yi'wai'zai'nan
乙未,yi'wei
易位,yi'wei
亦未繘井,yi'wei'jue'jing
以威天下,yi'wei'tian'xia
以为质也,yi'wei'zhi'ye
一握为笑,yi'wo'wei'xiao
义无咎也,yi'wu'jiu'ye
易无思也,yi'wu'si'ye
以下仁也,yi'xia'ren'ye
乙辛丁癸,yi'xin'ding'gui
以行其礼,yi'xing'qi'li
以修身也,yi'xiu'shen'ye
易学启蒙,yi'xue'qi'meng
易学三书,yi'xue'san'shu
意言,yi'yan
易言,yi'yan
以言乎迩,yi'yan'hu'er
以言乎远,yi'yan'hu'yuan
以言者尚其辞,yi'yan'zhe'shang'qi'ci
乙养在未,yi'yang'zai'wei
颐养正也,yi'yang'zheng'ye
一爻,yi'yao
亦要存亡吉凶,yi'yao'cun'wang'ji'xiong
乙已,yi'yi
义以方外,yi'yi'fang'wai
亦以伤矣,yi'yi'shang'yi
易以知险,yi'yi'zhi'xian
以益志也,yi'yi'zhi'ye
乙阴,yi'yin
易隐,yi'yin
益用凶事,yi'yong'xiong'shi
乙酉,yi'you
易有圣人之道四焉,yi'you'sheng'ren'zhi'dao'si'yan
易有四象,yi'you'si'xiang
易有太极,yi'you'tai'ji
易余,yi'yu
以御天也,yi'yu'tian'ye
夷于左股,yi'yu'zuo'gu
劓刖,yi'yue
易曰,yi'yue
夷则,yi'ze
易则易知,yi'ze'yi'zhi
夷者伤也,yi'zhe'shang'ye
易者使倾,yi'zhe'shi'qing
易者象也,yi'zhe'xiang'ye
颐者养也,yi'zhe'yang'ye
頤貞吉養正則吉也,yi'zhen'ji'yang'zheng'ze'ji'ye
以正邦也,yi'zheng'bang'ye
以正法也,yi'zheng'fa'ye
以正功也,yi'zheng'gong'ye
以正志也,yi'zheng'zhi'ye
以正中也,yi'zheng'zhong'ye
绎志,yi'zhi
义之和也,yi'zhi'he'ye
頤之時大矣哉,yi'zhi'shi'da'yi'zai
易之兴也,yi'zhi'xing'ye
易之序也,yi'zhi'xu'ye
以致用也,yi'zhi'yong'ye
以至於命,yi'zhi'yu'ming
以祉元吉,yi'zhi'yuan'ji
易知则有亲易从则有功,yi'zhi'ze'you'qin'yi'cong'ze'you'gong
以中道也,yi'zhong'dao'ye
以中行也,yi'zhong'hang'ye
以终吉也,yi'zhong'ji'ye
以中节也,yi'zhong'jie'ye
颐中有物,yi'zhong'you'wu
以中正也,yi'zhong'zheng'ye
以中直也,yi'zhong'zhi'ye
异柱,yi'zhu
易传,yi'zhuan
以纵禽也,yi'zong'qin'ye
以左右民,yi'zuo'you'min
引拔,yin'ba
阴差阳错,yin'cha'yang'cuo
寅辰,yin'chen
阴辰,yin'chen
阴错阳差,yin'cuo'yang'cha
淫荡之合,yin'dang'zhi'he
阴动,yin'dong
印度佛学源流略讲,yin'du'fo'xue'yuan'liu'lue'jiang
引兑,yin'dui
阴二君而一民,yin'er'jun'er'yi'min
引而伸之,yin'er'shen'zhi
隐而未见,yin'er'wei'jian
因贰以济民行,yin'er'yi'ji'min'xing
因而重之,yin'er'zhong'zhi
引发,yin'fa
阴符经疏,yin'fu'jing'shu
阴符经注,yin'fu'jing'zhu
阴干,yin'gan
阴干逆行,yin'gan'ni'xing
阴卦多阳,yin'gua'duo'yang
阴贵,yin'gui
寅亥,yin'hai
寅亥合化乙木,yin'hai'he'hua'yi'mu
阴害阳门,yin'hai'yang'men
阴火,yin'huo
引吉,yin'ji
引吉无咎,yin'ji'wu'jiu
阴建,yin'jian
阴金,yin'jin
饮酒濡首,yin'jiu'ru'shou
寅卯,yin'mao
寅卯辰人见巳为孤见丑为寡,yin'mao'chen'ren'jian'si'wei'gu'jian'chou'wei'gua
因明大疏,yin'ming'da'shu
因明纲要,yin'ming'gang'yao
因明七论,yin'ming'qi'lun
因明七论入门,yin'ming'qi'lun'ru'men
因明入正理论,yin'ming'ru'zheng'li'lun
因明正理门论,yin'ming'zheng'li'men'lun
因明正理门论述记,yin'ming'zheng'li'men'lun'shu'ji
寅木,yin'mu
阴木,yin'mu
寅木父母,yin'mu'fu'mu
寅木父母持世,yin'mu'fu'mu'chi'shi
寅木官鬼,yin'mu'guan'gui
寅木官鬼持世,yin'mu'guan'gui'chi'shi
寅木妻财,yin'mu'qi'cai
寅木妻财持世,yin'mu'qi'cai'chi'shi
寅木兄弟,yin'mu'xiong'di
寅木兄弟持世,yin'mu'xiong'di'chi'shi
印墓夭寿,yin'mu'yao'shou
寅木子孙,yin'mu'zi'sun
寅木子孙持世,yin'mu'zi'sun'chi'shi
阴男,yin'nan
阴男阳女,yin'nan'yang'nv
阴女,yin'nv
寅日,yin'ri
阴煞,yin'sha
寅申,yin'shen
寅申巳亥,yin'shen'si'hai
寅时,yin'shi
饮食衎衎,yin'shi'kan'kan
阴始凝也,yin'shi'ning'ye
飲食宴樂,yin'shi'yan'yue
印绶护身,yin'shou'hu'shen
阴水,yin'shui
寅巳,yin'si
阴虽有美,yin'sui'you'mei
印土,yin'tu
寅午,yin'wu
寅午戌合化火,yin'wu'xu'he'hua'huo
寅午戌见丙为月德,yin'wu'xu'jian'bing'wei'yue'de
寅午戌见亥为劫煞,yin'wu'xu'jian'hai'wei'jie'sha
寅午戌见卯为桃花,yin'wu'xu'jian'mao'wei'tao'hua
寅午戌见申为驿马,yin'wu'xu'jian'shen'wei'yi'ma
寅午戌见巳为亡神,yin'wu'xu'jian'si'wei'wang'shen
寅午戌见午为将星,yin'wu'xu'jian'wu'wei'jiang'xing
寅午戌见戌为华盖,yin'wu'xu'jian'xu'wei'hua'gai
寅午戌见子为灾煞,yin'wu'xu'jian'zi'wei'zai'sha
寅午戌马在申,yin'wu'xu'ma'zai'shen
印星,yin'xing
寅戌,yin'xu
寅阳,yin'yang
阴阳,yin'yang
阴阳管见,yin'yang'guan'jian
阴阳合德,yin'yang'he'de
阴疑於阳,yin'yi'yu'yang
寅月,yin'yue
阴月,yin'yue
阴运,yin'yun
引重致远,yin'zhong'zhi'yuan
应持,ying'chi
应地无疆,ying'di'wu'jiang
应乎天而时行,ying'hu'tian'er'shi'xing
應乎天而時行,ying'hu'tian'er'shi'xing
应乎天也,ying'hu'tian'ye
英杰归真,ying'jie'gui'zhen
应空,ying'kong
应期,ying'qi
荧入太白,ying'ru'tai'bai
应事,ying'shi
盈天地之间者,ying'tian'di'zhi'jian'zhe
应同,ying'tong
应爻,ying'yao
应锺,ying'zhong
庸庵全集,yong'an'quan'ji
用大牲吉,yong'da'sheng'ji
用缶,yong'fou
用卦,yong'gua
用过乎俭,yong'guo'hu'jian
用晦而明,yong'hui'er'ming
用见大人,yong'jian'da'ren
用九,yong'jiu
用九見羣龍无首吉,yong'jiu'xian'qun'long'wu'shou'ji
用六,yong'liu
用六永贞,yong'liu'yong'zhen
用涉大川,yong'she'da'chuan
用神,yong'shen
用神克世,yong'shen'ke'shi
用神生世,yong'shen'sheng'shi
用神衰败,yong'shen'shuai'bai
庸书,yong'shu
用說桎梏,yong'shuo'zhi'gu
用说桎梏,yong'shuo'zhi'gu
用旺世兴,yong'wang'shi'xing
庸行之谨,yong'xing'zhi'jin
庸言之信,yong'yan'zhi'xin
庸言之信庸行之謹,yong'yan'zhi'xin'yong'xing'zhi'jin
用爻,yong'yao
用誉,yong'yu
永贞之吉,yong'zhen'zhi'ji
用拯马壮,yong'zheng'ma'zhuang
右弼,you'bi
幽不明也,you'bu'ming'ye
有不速之客三人来,you'bu'su'zhi'ke'san'ren'lai
酉丑,you'chou
有地道焉,you'di'dao'yan
有飞鸟遗之音,you'fei'niao'wei'zhi'yin
有飞鸟之象焉,you'fei'niao'zhi'xiang'yan
有孚,you'fu
有孚比之,you'fu'bi'zhi
有孚不终,you'fu'bu'zhong
有孚发若,you'fu'fa'ruo
有孚改命,you'fu'gai'ming
有孚惠心,you'fu'hui'xin
有孚挛如,you'fu'luan'ru
有孚失是,you'fu'shi'shi
有孚惕出,you'fu'ti'chu
有孚威如,you'fu'wei'ru
有孚无吉,you'fu'wu'ji
有孚盈缶,you'fu'ying'fou
有孚颙若,you'fu'yong'ruo
有孚顒若,you'fu'yu'ruo
有孚元吉,you'fu'yuan'ji
有孚在道,you'fu'zai'dao
有孚在道以明何咎,you'fu'zai'dao'yi'ming'he'jiu
有孚中行,you'fu'zhong'hang
有父子然后有君臣,you'fu'zi'ran'hou'you'jun'chen
有过物者,you'guo'wu'zhe
有过则改,you'guo'ze'gai
酉亥,you'hai
有害化假,you'hai'hua'jia
有害化真,you'hai'hua'zhen
又何之矣,you'he'zhi'yi
有悔,you'hui
忧悔吝者,you'hui'lin'zhe
游魂,you'hun
游魂入墓,you'hun'ru'mu
游魂为变,you'hun'wei'bian
尤吉,you'ji
有疾惫也,you'ji'bei'ye
有嘉折首,you'jia'zhe'shou
酉金,you'jin
酉金父母,you'jin'fu'mu
酉金父母持世,you'jin'fu'mu'chi'shi
酉金官鬼,you'jin'guan'gui
酉金官鬼持世,you'jin'guan'gui'chi'shi
酉金妻财,you'jin'qi'cai
酉金妻财持世,you'jin'qi'cai'chi'shi
酉金兄弟,you'jin'xiong'di
酉金兄弟持世,you'jin'xiong'di'chi'shi
酉金子孙,you'jin'zi'sun
酉金子孙持世,you'jin'zi'sun'chi'shi
有厉,you'li
有利化假,you'li'hua'jia
有利化真,you'li'hua'zhen
有厉利已,you'li'li'yi
有厲利已,you'li'li'yi
有厲利已不犯災也,you'li'li'yi'bu'fan'zai'ye
祐录,you'lu
尤妙,you'miao
有命,you'ming
有命无咎,you'ming'wu'jiu
幼女奸淫,you'nv'jian'yin
有其信者,you'qi'xin'zhe
有求得利居貞,you'qiu'de'li'ju'zhen
有人道焉,you'ren'dao'yan
幽人贞吉,you'ren'zhen'ji
酉日,you'ri
有事,you'shi
酉时,you'shi
有事而后可大,you'shi'er'hou'ke'da
有寿,you'shou
又谁咎也,you'shui'jiu'ye
有所疑也,you'suo'yi'ye
有他不燕,you'ta'bu'yan
有它不燕,you'ta'bu'yan
有他吉也,you'ta'ji'ye
有天道焉,you'tian'dao'yan
犹未离其类也,you'wei'li'qi'lei'ye
尤喜,you'xi
友星,you'xing
有凶,you'xiong
酉戌,you'xu
有言,you'yan
有言不信,you'yan'bu'xin
由颐,you'yi
由颐厉吉,you'yi'li'ji
由頤厲吉大有慶也,you'yi'li'ji'da'you'qing'ye
由頤厲吉利涉大川,you'yi'li'ji'li'she'da'chuan
有驿有马,you'yi'you'ma
酉阴,you'yin
有用动爻,you'yong'dong'yao
由豫,you'yu
由豫大有得勿疑朋盍簪,you'yu'da'you'de'wu'yi'peng'he'zan
酉月,you'yue
有陨自天,you'yun'zi'tian
忧则违之,you'ze'wei'zhi
佑者助也,you'zhe'zhu'ye
游廌山集,you'zhi'shan'ji
有终,you'zhong
有子,you'zi
豫必有随,yu'bi'you'sui
预测模式,yu'ce'mo'shi
于出門庭,yu'chu'men'ting
于出门庭,yu'chu'men'ting
与地之宜,yu'di'zhi'yi
遇毒,yu'du
遇毒位不當也,yu'du'wei'bu'dang'ye
余仿此推,yu'fang'ci'tui
裕父之蛊,yu'fu'zhi'gu
裕父之蠱往未得也,yu'fu'zhi'gu'wang'wei'de'ye
豫剛應而志行順以動豫,yu'gang'ying'er'zhi'xing'shun'yi'dong'yu
豫卦,yu'gua
虞吉,yu'ji
於稽其类,yu'ji'qi'lei
于吉神书,yu'ji'shen'shu
欲及时也,yu'ji'shi'ye
玉井奥诀,yu'jing'ao'jue
喻老,yu'lao
豫利建侯行師,yu'li'jian'hou'xing'shi
玉门关集,yu'men'guan'ji
玉女守门,yu'nv'shou'men
余气,yu'qi
遇其配主,yu'qi'pei'zhu
于其王母,yu'qi'wang'mu
遇其夷主,yu'qi'yi'zhu
与人同者,yu'ren'tong'zhe
