曾几何时,ceng'ji'he'shi
浊醪粗饭,zhuo'lao'cu'fan
卓立鸡群,zhuo'li'ji'qun
斫轮老手,zhuo'lun'lao'shou
卓荦不凡,zhuo'luo'bu'fan
卓荦不羁,zhuo'luo'bu'ji
卓荦不群,zhuo'luo'bu'qun
卓荦超伦,zhuo'luo'chao'lun
卓荦大者,zhuo'luo'da'zhe
卓荦强识,zhuo'luo'qiang'zhi
卓荦为杰,zhuo'luo'wei'jie
捉摸不定,zhuo'mo'bu'ding
卓然不羣,zhuo'ran'bu'qun
卓然不群,zhuo'ran'bu'qun
着人先鞭,zhuo'ren'xian'bian
捉生替死,zhuo'sheng'ti'si
卓识远见,zhuo'shi'yuan'jian
拙手笨脚,zhuo'shou'ben'jiao
着手成春,zhuo'shou'cheng'chun
拙手钝脚,zhuo'shou'dun'jiao
着手回春,zhuo'shou'hui'chun
捉鼠拿猫,zhuo'shu'na'mao
酌水知源,zhuo'shui'zhi'yuan
卓伟之才,zhuo'wei'zhi'cai
濯污扬清,zhuo'wu'yang'qing
拙眼讥评,zhuo'yan'ji'ping
卓逸不群,zhuo'yi'bu'qun
捉影捕风,zhuo'ying'bu'feng
濯缨沧浪,zhuo'ying'cang'lang
酌盈剂虚,zhuo'ying'ji'xu
濯缨弹冠,zhuo'ying'tan'guan
濯缨洗耳,zhuo'ying'xi'er
酌盈注虚,zhuo'ying'zhu'xu
捉影追风,zhuo'ying'zhui'feng
濯缨濯足,zhuo'ying'zhuo'zu
卓有成效,zhuo'you'cheng'xiao
琢玉成器,zhuo'yu'cheng'qi
拙于用大,zhuo'yu'yong'da
卓越俊逸,zhuo'yue'jun'yi
捉贼见赃,zhuo'zei'jian'zang
捉贼见赃捉奸见双,zhuo'zei'jian'zang'zhuo'jian'jian'shuang
捉贼要赃捉奸要双,zhuo'zei'yao'zang'zhuo'jian'yao'shuang
捉贼捉脏,zhuo'zei'zhuo'zang
捉贼捉赃,zhuo'zei'zhuo'zang
捉贼捉赃捉奸捉双,zhuo'zei'zhuo'zang'zhuo'jian'zhuo'shuang
浊质凡姿,zhuo'zhi'fan'zi
卓著成效,zhuo'zhu'cheng'xiao
茁壮成长,zhuo'zhuang'cheng'zhang
灼灼辉辉,zhuo'zhuo'hui'hui
濯濯童山,zhuo'zhuo'tong'shan
茁茁壮壮,zhuo'zhuo'zhuang'zhuang
浞訾栗斯,zhuo'zi'li'si
濯足濯缨,zhuo'zu'zhuo'ying
拙嘴笨腮,zhuo'zui'ben'sai
拙嘴笨舌,zhuo'zui'ben'she
自爱不自贵,zi'ai'bu'zi'gui
自拔来归,zi'ba'lai'gui
自报公议,zi'bao'gong'yi
自报家门,zi'bao'jia'men
自暴自弃,zi'bao'zi'qi
自备资斧,zi'bei'zi'fu
自比于金,zi'bi'yu'jin
自不待言,zi'bu'dai'yan
自不量力,zi'bu'liang'li
子不语怪,zi'bu'yu'guai
自惭形秽,zi'can'xing'hui
自操井臼,zi'cao'jing'jiu
自产自销,zi'chan'zi'xiao
自僝自僽,zi'chan'zi'zhou
子承父业,zi'cheng'fu'ye
自成机杼,zi'cheng'ji'zhu
自成一格,zi'cheng'yi'ge
自成一家,zi'cheng'yi'jia
子丑寅卯,zi'chou'yin'mao
自出机轴,zi'chu'ji'zhou
自出机杼,zi'chu'ji'zhu
自出心裁,zi'chu'xin'cai
自出新裁,zi'chu'xin'cai
自出新意,zi'chu'xin'yi
自出胸怀,zi'chu'xiong'huai
自出胸臆,zi'chu'xiong'yi
自出一家,zi'chu'yi'jia
自吹自擂,zi'chui'zi'lei
自吹自捧,zi'chui'zi'peng
自厝同异,zi'cuo'tong'yi
自大其事,zi'da'qi'shi
自得其乐,zi'de'qi'le
紫电清霜,zi'dian'qing'shuang
自动自觉,zi'dong'zi'jue
自发势力,zi'fa'shi'li
自伐无功,zi'fa'wu'gong
自反无愧,zi'fan'wu'kui
自奉菲薄,zi'feng'fei'bo
自负不凡,zi'fu'bu'fan
资斧困竭,zi'fu'kun'jie
自负其能,zi'fu'qi'neng
自负盈亏,zi'fu'ying'kui
紫盖黄旗,zi'gai'huang'qi
自甘暴弃,zi'gan'bao'qi
自甘堕落,zi'gan'duo'luo
自甘落后,zi'gan'luo'hou
自告奋勇,zi'gao'fen'yong
自高其功,zi'gao'qi'gong
自高自大,zi'gao'zi'da
自功之色,zi'gong'zhi'se
自顾不暇,zi'gu'bu'xia
自古东丁,zi'gu'dong'ding
自刽以下,zi'gui'yi'xia
子罕辞宝,zi'han'ci'bao
自坏长城,zi'huai'chang'cheng
自毁长城,zi'hui'chang'cheng
滓秽太清,zi'hui'tai'qing
自伙淘里,zi'huo'tao'li
子继父业,zi'ji'fu'ye
资藉豪富,zi'ji'hao'fu
自己人,zi'ji'ren
自己塞了自己的嘴,zi'ji'sai'le'zi'ji'de'zui
自给自足,zi'ji'zi'zu
字夹风霜,zi'jia'feng'shuang
自家撞著,zi'jia'zhuang'zhu
自见不明,zi'jian'bu'ming
梓匠轮舆,zi'jiang'lun'yu
子皆豚犬,zi'jie'tun'quan
自今而后,zi'jin'er'hou
自矜功伐,zi'jin'gong'fa
自矜其勇,zi'jin'qi'yong
自今已后,zi'jin'yi'hou
自今以往,zi'jin'yi'wang
自今已往,zi'jin'yi'wang
自惊自怪,zi'jing'zi'guai
自靖自献,zi'jing'zi'xian
谘经诹史,zi'jing'zou'shi
自救不暇,zi'jiu'bu'xia
趑趄不前,zi'ju'bu'qian
趑趄嗫嚅,zi'ju'nie'ru
趦趄却顾,zi'ju'que'gu
自掘坟墓,zi'jue'fen'mu
自觉形秽,zi'jue'xing'hui
自绝于民,zi'jue'yu'min
自绝于人,zi'jue'yu'ren
自绝于天,zi'jue'yu'tian
自觉自愿,zi'jue'zi'yuan
自郐而下,zi'kuai'er'xia
自郐无讥,zi'kuai'wu'ji
自郐以下,zi'kuai'yi'xia
自愧不如,zi'kui'bu'ru
自愧弗如,zi'kui'fu'ru
自力更生,zi'li'geng'sheng
字里行间,zi'li'hang'jian
自利利他,zi'li'li'ta
自立门户,zi'li'men'hu
眦裂发指,zi'lie'fa'zhi
自留地,zi'liu'di
自律甚严,zi'lv'shen'yan
自卖自夸,zi'mai'zi'kua
孳蔓难图,zi'man'nan'tu
滋蔓难图,zi'man'nan'tu
自媒自衒,zi'mei'zi'xuan
自命不凡,zi'ming'bu'fan
自鸣得意,zi'ming'de'yi
紫明供奉,zi'ming'gong'feng
自命清高,zi'ming'qing'gao
紫陌红尘,zi'mo'hong'chen
资侔卜郏,zi'mou'bu'jia
子母相权,zi'mu'xiang'quan
子女金帛,zi'nv'jin'bo
子女玉帛,zi'nv'yu'bo
紫袍金带,zi'pao'jin'dai
紫袍玉带,zi'pao'yu'dai
紫气东来,zi'qi'dong'lai
自欺欺人,zi'qi'qi'ren
自弃自暴,zi'qi'zi'bao
资浅齿少,zi'qian'chi'shao
资浅望轻,zi'qian'wang'qing
自强不息,zi'qiang'bu'xi
自轻自贱,zi'qing'zi'jian
恣情纵欲,zi'qing'zong'yu
自求多福,zi'qiu'duo'fu
自取富贵,zi'qu'fu'gui
自取咎戾,zi'qu'jiu'li
自取灭亡,zi'qu'mie'wang
自取其祸,zi'qu'qi'huo
自取其咎,zi'qu'qi'jiu
自取其辱,zi'qu'qi'ru
自取其殃,zi'qu'qi'yang
自取罪戾,zi'qu'zui'li
自然而然,zi'ran'er'ran
自然规律,zi'ran'gui'lv
自然经济,zi'ran'jing'ji
自然科学,zi'ran'ke'xue
紫髯如戟,zi'ran'ru'ji
自然现象,zi'ran'xian'xiang
自认不讳,zi'ren'bu'hui
字若涂鸦,zi'ruo'tu'ya
紫色蛙声,zi'se'wa'sheng
自上而下,zi'shang'er'xia
自身难保,zi'shen'nan'bao
资深望重,zi'shen'wang'zhong
自胜者强,zi'sheng'zhe'qiang
自生自灭,zi'sheng'zi'mie
自生自死,zi'sheng'zi'si
自视不明,zi'shi'bu'ming
自是不彰,zi'shi'bu'zhang
谘师访友,zi'shi'fang'you
自视欿然,zi'shi'kan'ran
自恃其才,zi'shi'qi'cai
自食其恶果,zi'shi'qi'e'guo
自食其果,zi'shi'qi'guo
自食其力,zi'shi'qi'li
自食其言,zi'shi'qi'yan
自视甚高,zi'shi'shen'gao
兹事体大,zi'shi'ti'da
自始至终,zi'shi'zhi'zhong
自始自终,zi'shi'zi'zhong
紫绶金章,zi'shou'jin'zhang
自受自作,zi'shou'zi'zuo
自树一帜,zi'shu'yi'zhi
字顺文从,zi'shun'wen'cong
自说自话,zi'shuo'zi'hua
恣肆无忌,zi'si'wu'ji
自私自利,zi'si'zi'li
恣睢无忌,zi'sui'wu'ji
恣睢自用,zi'sui'zi'yong
子孙饽饽,zi'sun'bo'bo
子孙后辈,zi'sun'hou'bei
子孙后代,zi'sun'hou'dai
子孙饺子,zi'sun'jiao'zi
自损者益,zi'sun'zhe'yi
姿态万方,zi'tai'wan'fang
锱坛之宫,zi'tan'zhi'gong
自讨苦吃,zi'tao'ku'chi
自讨没趣,zi'tao'mei'qu
梓潼帝君,zi'tong'di'jun
自同寒蝉,zi'tong'han'chan
自投虎口,zi'tou'hu'kou
自投罗网,zi'tou'luo'wang
自投网罗,zi'tou'wang'luo
自投于地,zi'tou'yu'di
子为父隐,zi'wei'fu'yin
自为阶级,zi'wei'jie'ji
紫微舍人,zi'wei'she'ren
自惟至熟,zi'wei'zhi'shu
自我安慰,zi'wo'an'wei
自我标榜,zi'wo'biao'bang
自我表现,zi'wo'biao'xian
自我崇拜,zi'wo'chong'bai
自我吹嘘,zi'wo'chui'xu
自我得之自我捐之,zi'wo'de'zhi'zi'wo'juan'zhi
自我得之自我失之,zi'wo'de'zhi'zi'wo'shi'zhi
自我教育,zi'wo'jiao'yu
自我解嘲,zi'wo'jie'chao
自我批评,zi'wo'pi'ping
自我陶醉,zi'wo'tao'zui
自我牺牲,zi'wo'xi'sheng
自我欣赏,zi'wo'xin'shang
自我作古,zi'wo'zuo'gu
自我作故,zi'wo'zuo'gu
自我作祖,zi'wo'zuo'zu
恣无忌惮,zi'wu'ji'dan
自误误人,zi'wu'wu'ren
自惜羽毛,zi'xi'yu'mao
自下而上,zi'xia'er'shang
子夏悬鹑,zi'xia'xuan'chun
自暇自逸,zi'xia'zi'yi
自相残害,zi'xiang'can'hai
自相残杀,zi'xiang'can'sha
自相抵牾,zi'xiang'di'wu
自相践踏,zi'xiang'jian'ta
自相惊扰,zi'xiang'jing'rao
自相惊忧,zi'xiang'jing'you
自相矛盾,zi'xiang'mao'dun
自相戕贼,zi'xiang'qiang'zei
自相水火,zi'xiang'shui'huo
自相鱼肉,zi'xiang'yu'rou
子孝父慈,zi'xiao'fu'ci
字挟风霜,zi'xie'feng'shuang
自信不疑,zi'xin'bu'yi
自新改过,zi'xin'gai'guo
恣心所欲,zi'xin'suo'yu
自新之路,zi'xin'zhi'lu
恣心纵欲,zi'xin'zong'yu
自行其是,zi'xing'qi'shi
恣行无忌,zi'xing'wu'ji
恣凶稔恶,zi'xiong'ren'e
子虚乌有,zi'xu'wu'you
自衒自媒,zi'xuan'zi'mei
自学成才,zi'xue'cheng'cai
自寻短见,zi'xun'duan'jian
自寻烦恼,zi'xun'fan'nao
自寻死路,zi'xun'si'lu
自崖而反,zi'ya'er'fan
自崖而返,zi'ya'er'fan
咨牙俫嘴,zi'ya'lai'zui
呰牙咧嘴,zi'ya'lie'zui
咨牙咧嘴,zi'ya'lie'zui
龇牙咧嘴,zi'ya'lie'zui
龇牙裂嘴,zi'ya'lie'zui
咨牙露嘴,zi'ya'lu'zui
眦睚杀人,zi'ya'sha'ren
自言自语,zi'yan'zi'yu
紫阳书法,zi'yang'shu'fa
紫阳书院,zi'yang'shu'yuan
紫阳真人,zi'yang'zhen'ren
自繇自在,zi'yao'zi'zai
自业自得,zi'ye'zi'de
姿意妄为,zi'yi'wang'wei
恣意妄为,zi'yi'wang'wei
恣意妄爲,zi'yi'wang'wei
恣意妄行,zi'yi'wang'xing
自以为得计,zi'yi'wei'de'ji
自以为非,zi'yi'wei'fei
自以为功,zi'yi'wei'gong
自以为计,zi'yi'wei'ji
自以为然,zi'yi'wei'ran
自以为是,zi'yi'wei'shi
自以为知,zi'yi'wei'zhi
自贻伊咎,zi'yi'yi'jiu
自诒伊戚,zi'yi'yi'qi
自贻伊戚,zi'yi'yi'qi
自遗伊戚,zi'yi'yi'qi
缁衣丈夫,zi'yi'zhang'fu
自用则小,zi'yong'ze'xiao
自由泛滥,zi'you'fan'lan
自由放任,zi'you'fang'ren
自有肺肠,zi'you'fei'chang
自有公论,zi'you'gong'lun
自由竞争,zi'you'jing'zheng
自由散漫,zi'you'san'man
自由王国,zi'you'wang'guo
自由主义,zi'you'zhu'yi
自由自在,zi'you'zi'zai
紫玉成烟,zi'yu'cheng'yan
自圆其说,zi'yuan'qi'shuo
资怨助祸,zi'yuan'zhu'huo
自怨自艾,zi'yuan'zi'yi
子曰诗云,zi'yue'shi'yun
自在逍遥,zi'zai'xiao'yao
自占地步,zi'zhan'di'bu
自找麻烦,zi'zhao'ma'fan
字斟句酌,zi'zhen'ju'zhuo
字正腔圆,zi'zheng'qiang'yuan
自知而不自见,zi'zhi'er'bu'zi'jian
紫芝眉宇,zi'zhi'mei'yu
自致青云,zi'zhi'qing'yun
自知者明,zi'zhi'zhe'ming
自知之明,zi'zhi'zhi'ming
子州支父,zi'zhou'zhi'fu
锱珠必较,zi'zhu'bi'jiao
锱铢必较,zi'zhu'bi'jiao
锱铢不爽,zi'zhu'bu'shuang
锱铢较量,zi'zhu'jiao'liang
自酌自饮,zi'zhuo'zi'yin
孜孜不辍,zi'zi'bu'chuo
孜孜不怠,zi'zi'bu'dai
孜孜不倦,zi'zi'bu'juan
孳孳不倦,zi'zi'bu'juan
孜孜不息,zi'zi'bu'xi
孳孳不息,zi'zi'bu'xi
孜孜不懈,zi'zi'bu'xie
孜孜不已,zi'zi'bu'yi
孜孜汲汲,zi'zi'ji'ji
孳孳汲汲,zi'zi'ji'ji
孜孜矻矻,zi'zi'ku'ku
孳孳矻矻,zi'zi'ku'ku
姿姿媚媚,zi'zi'mei'mei
子子孙孙,zi'zi'sun'sun
孜孜无怠,zi'zi'wu'dai
孜孜无倦,zi'zi'wu'juan
仔仔细细,zi'zi'xi'xi
訾訾嚣嚣,zi'zi'xiao'xiao
訾訾潝潝,zi'zi'ya'ya
孜孜以求,zi'zi'yi'qiu
字字珠玑,zi'zi'zhu'ji
字字珠玉,zi'zi'zhu'yu
自作聪明,zi'zuo'cong'ming
自作多情,zi'zuo'duo'qing
自作解人,zi'zuo'jie'ren
自作门户,zi'zuo'men'hu
自作孽不可活,zi'zuo'nie'bu'ke'huo
自作之孽,zi'zuo'zhi'nie
自作主张,zi'zuo'zhu'zhang
自做主张,zi'zuo'zhu'zhang
自做自当,zi'zuo'zi'dang
自作自受,zi'zuo'zi'shou
纵兵追击,zong'bing'zhui'ji
总而言之,zong'er'yan'zhi
宗法社会,zong'fa'she'hui
宗法制度,zong'fa'zhi'du
纵风止燎,zong'feng'zhi'liao
总戈成林,zong'ge'cheng'lin
纵鹤放龟,zong'he'fang'gui
综核名实,zong'he'ming'shi
纵壑之鱼,zong'he'zhi'yu
纵横捭阖,zong'heng'bai'he
纵横驰骋,zong'heng'chi'cheng
纵横交错,zong'heng'jiao'cuo
纵横交贯,zong'heng'jiao'guan
纵横决荡,zong'heng'jue'dang
纵横开合,zong'heng'kai'he
纵横开阖,zong'heng'kai'he
纵横四海,zong'heng'si'hai
纵横天下,zong'heng'tian'xia
纵横之气,zong'heng'zhi'qi
纵虎出匣,zong'hu'chu'xia
纵虎出柙,zong'hu'chu'xia
纵虎归山,zong'hu'gui'shan
纵虎入室,zong'hu'ru'shi
踪迹诡秘,zong'ji'gui'mi
宗匠陶钧,zong'jiang'tao'jun
总角相交,zong'jiao'xiang'jiao
总角之好,zong'jiao'zhi'hao
总角之交,zong'jiao'zhi'jiao
总街之庭,zong'jie'zhi'ting
纵理入口,zong'li'ru'kou
总理衙门,zong'li'ya'men
总练名实,zong'lian'ming'shi
综练名实,zong'lian'ming'shi
纵马横刀,zong'ma'heng'dao
宗庙丘墟,zong'miao'qiu'xu
宗庙社稷,zong'miao'she'ji
纵目远望,zong'mu'yuan'wang
纵情欢乐,zong'qing'huan'le
纵情酒色,zong'qing'jiu'se
纵情遂欲,zong'qing'sui'yu
纵情恣欲,zong'qing'zi'yu
纵曲枉直,zong'qu'wang'zhi
宗生族攒,zong'sheng'zu'cuan
宗师案临,zong'shi'an'lin
总总林林,zong'zong'lin'lin
走笔成文,zou'bi'cheng'wen
走笔成章,zou'bi'cheng'zhang
走壁飞檐,zou'bi'fei'yan
走笔疾书,zou'bi'ji'shu
走笔题诗,zou'bi'ti'shi
走遍天涯,zou'bian'tian'ya
走方郎中,zou'fang'lang'zhong
走风走水,zou'feng'zou'shui
走伏无地,zou'fu'wu'di
走骨行尸,zou'gu'xing'shi
走过场,zou'guo'chang
走后门,zou'hou'men
走胡走越,zou'hu'zou'yue
走花溜冰,zou'hua'liu'bing
走花溜水,zou'hua'liu'shui
走回头路,zou'hui'tou'lu
走火入魔,zou'huo'ru'mo
走及奔马,zou'ji'ben'ma
走斝传觞,zou'jia'chuan'shang
走斝飞觥,zou'jia'fei'gong
走斝飞觞,zou'jia'fei'shang
走江湖,zou'jiang'hu
走街串巷,zou'jie'chuan'xiang
走了和尚走不了庙,zou'le'he'shang'zou'bu'liao'miao
走立公人,zou'li'gong'ren
走漏风声,zou'lou'feng'sheng
走漏天机,zou'lou'tian'ji
邹鲁遗风,zou'lu'yi'feng
走鸾飞凤,zou'luan'fei'feng
走马承受,zou'ma'cheng'shou
走马到任,zou'ma'dao'ren
走马灯,zou'ma'deng
走马斗鸡,zou'ma'dou'ji
走马鬭鸡,zou'ma'dou'ji
走马赴任,zou'ma'fu'ren
走马观花,zou'ma'guan'hua
走马换将,zou'ma'huan'jiang
走马看花,zou'ma'kan'hua
走马看锦,zou'ma'kan'jin
走马上任,zou'ma'shang'ren
走马章台,zou'ma'zhang'tai
走马之任,zou'ma'zhi'ren
走南闯北,zou'nan'chuang'bei
走亲访友,zou'qin'fang'you
走肉行尸,zou'rou'xing'shi
走杀金刚坐杀佛,zou'sha'jin'gang'zuo'sha'fo
走山泣石,zou'shan'qi'shi
走身无路,zou'shen'wu'lu
走石飞沙,zou'shi'fei'sha
走石飞砂,zou'shi'fei'sha
走头没路,zou'tou'mei'lu
走投没路,zou'tou'mei'lu
走投无计,zou'tou'wu'ji
走头无路,zou'tou'wu'lu
走投无路,zou'tou'wu'lu
走丸逆坂,zou'wan'ni'ban
走为上策,zou'wei'shang'ce
走为上计,zou'wei'shang'ji
走为上着,zou'wei'shang'zhao
走下坡路,zou'xia'po'lu
走乡随乡,zou'xiang'sui'xiang
邹衍谈天,zou'yan'tan'tian
走蚓惊蛇,zou'yin'jing'she
邹缨齐紫,zou'ying'qi'zi
走着瞧,zou'zhe'qiao
足百长钱,zu'bai'zhang'qian
阻兵安忍,zu'bing'an'ren
足兵足食,zu'bing'zu'shi
足不出户,zu'bu'chu'hu
足不出门,zu'bu'chu'men
足不窥户,zu'bu'kui'hu
足不履影,zu'bu'lv'ying
足不逾户,zu'bu'yu'hu
族曾王父,zu'ceng'wang'fu
族曾王母,zu'ceng'wang'mu
足尺加二,zu'chi'jia'er
祖传秘方,zu'chuan'mi'fang
足蹈手舞,zu'dao'shou'wu
卒风暴雨,zu'feng'bao'yu
足高气强,zu'gao'qi'qiang
足高气扬,zu'gao'qi'yang
祖功宗德,zu'gong'zong'de
卒极之事,zu'ji'zhi'shi
足趼舌敝,zu'jian'she'bi
足茧手胝,zu'jian'shou'zhi
镞砺括羽,zu'li'kuo'yu
卒溜急剌,zu'liu'ji'la
祖龙浮海,zu'long'fu'hai
祖龙一炬,zu'long'yi'ju
祖龙之虐,zu'long'zhi'nue
足律即留,zu'lv'ji'liu
足履实地,zu'lv'shi'di
足日足夜,zu'ri'zu'ye
阻山带河,zu'shan'dai'he
卒擅天下,zu'shan'tian'xia
足上首下,zu'shang'shou'xia
俎上之肉,zu'shang'zhi'rou
祖生之鞭,zu'sheng'zhi'bian
足食丰衣,zu'shi'feng'yi
足食足兵,zu'shi'zu'bing
祖述尧舜宪章文武,zu'shu'yao'shun'xian'zhang'wen'wu
祖述有自,zu'shu'you'zi
祖舜宗尧,zu'shun'zong'yao
卒岁穷年,zu'sui'qiong'nian
足踏实地,zu'ta'shi'di
祖逖之誓,zu'ti'zhi'shi
祖武宗文,zu'wu'zong'wen
足衣足食,zu'yi'zu'shi
足音空谷,zu'yin'kong'gu
足音跫然,zu'yin'qiong'ran
足智多谋,zu'zhi'duo'mou
组织生活,zu'zhi'sheng'huo
祖状之尸,zu'zhuang'zhi'shi
祖宗成法,zu'zong'cheng'fa
祖宗法度,zu'zong'fa'du
祖宗故事,zu'zong'gu'shi
祖宗家法,zu'zong'jia'fa
祖宗三代,zu'zong'san'dai
祖宗影神,zu'zong'ying'shen
祖祖辈辈,zu'zu'bei'bei
族祖父母,zu'zu'fu'mu
祖祖孙孙,zu'zu'sun'sun
卒卒鲜暇,zu'zu'xian'xia
足足有余,zu'zu'you'yu
俎樽折冲,zu'zun'zhe'chong
钻冰求火,zuan'bing'qiu'huo
钻冰求酥,zuan'bing'qiu'su
钻冰取火,zuan'bing'qu'huo
钻刀立誓,zuan'dao'li'shi
钻洞觅缝,zuan'dong'mi'feng
钻故纸堆,zuan'gu'zhi'dui
钻火得冰,zuan'huo'de'bing
钻坚研微,zuan'jian'yan'wei
钻坚仰高,zuan'jian'yang'gao
钻尖仰高,zuan'jian'yang'gao
钻空子,zuan'kong'zi
钻懒帮闲,zuan'lan'bang'xian
钻门出户,zuan'men'chu'hu
钻木得火,zuan'mu'de'huo
钻木取火,zuan'mu'qu'huo
钻牛犄角,zuan'niu'ji'jiao
钻牛角尖,zuan'niu'jiao'jian
钻皮出羽,zuan'pi'chu'yu
钻山塞海,zuan'shan'sai'hai
钻燧改火,zuan'sui'gai'huo
钻燧取火,zuan'sui'qu'huo
钻燧易火,zuan'sui'yi'huo
钻天打洞,zuan'tian'da'dong
钻天觅缝,zuan'tian'mi'feng
钻天蓦地,zuan'tian'mo'de
钻天入地,zuan'tian'ru'di
钻头就锁,zuan'tou'jiu'suo
钻头觅缝,zuan'tou'mi'feng
钻隙踰墙,zuan'xi'yu'qiang
钻隙逾墙,zuan'xi'yu'qiang
钻心刺骨,zuan'xin'ci'gu
钻穴踰墙,zuan'xue'yu'qiang
钻穴逾墙,zuan'xue'yu'qiang
钻穴逾隙,zuan'xue'yu'xi
钻穴逾垣,zuan'xue'yu'yuan
钻研故纸,zuan'yan'gu'zhi
钻营奔竞,zuan'ying'ben'jing
嘴巴骨子,zui'ba'gu'zi
罪不及孥,zui'bu'ji'nu
罪不可逭,zui'bu'ke'huan
罪不容恕,zui'bu'rong'shu
罪不容死,zui'bu'rong'si
罪不容诛,zui'bu'rong'zhu
罪不胜诛,zui'bu'sheng'zhu
罪大恶极,zui'da'e'ji
嘴大喉咙小,zui'da'hou'long'xiao
罪大弥天,zui'da'mi'tian
嘴大舌长,zui'da'she'chang
罪当万死,zui'dang'wan'si
醉倒马杓,zui'dao'ma'biao
醉倒山公,zui'dao'shan'gong
嘴多舌长,zui'duo'she'chang
罪恶贯盈,zui'e'guan'ying
罪恶迷天,zui'e'mi'tian
罪恶如山,zui'e'ru'shan
罪恶深重,zui'e'shen'zhong
罪恶滔天,zui'e'tao'tian
罪恶通天,zui'e'tong'tian
罪恶昭彰,zui'e'zhao'zhang
罪恶昭着,zui'e'zhao'zhe
罪恶昭著,zui'e'zhao'zhu
蕞尔弹丸,zui'er'dan'wan
罪该万死,zui'gai'wan'si
罪合万死,zui'he'wan'si
罪己责躬,zui'ji'ze'gong
罪加一等,zui'jia'yi'deng
嘴尖皮厚腹中空,zui'jian'pi'hou'fu'zhong'kong
嘴尖舌快,zui'jian'she'kuai
嘴尖舌头快,zui'jian'she'tou'kuai
嘴尖牙利,zui'jian'ya'li
醉酒饱德,zui'jiu'bao'de
最可觞客,zui'ke'shang'ke
嘴快舌长,zui'kuai'she'chang
罪魁祸首,zui'kui'huo'shou
嘴里牙多,zui'li'ya'duo
晬面盎背,zui'mian'ang'bei
罪莫大焉,zui'mo'da'yan
醉墨淋漓,zui'mo'lin'li
罪逆深重,zui'ni'shen'zhong
罪孽深重,zui'nie'shen'zhong
醉怒醒喜,zui'nu'xing'xi
嘴清舌白,zui'qing'she'bai
罪人不孥,zui'ren'bu'nu
醉山頽倒,zui'shan'tui'dao
醉山颓倒,zui'shan'tui'dao
嘴上春风,zui'shang'chun'feng
嘴上功夫,zui'shang'gong'fu
罪上加罪,zui'shang'jia'zui
嘴上无毛办事不牢,zui'shang'wu'mao'ban'shi'bu'lao
醉生梦死,zui'sheng'meng'si
嘴是两张皮,zui'shi'liang'zhang'pi
醉死梦生,zui'si'meng'sheng
醉态蒙眬,zui'tai'meng'long
嘴甜心苦,zui'tian'xin'ku
醉吐车裀,zui'tu'che'yin
醉涂司命,zui'tu'si'ming
醉吐相茵,zui'tu'xiang'yin
醉翁之意,zui'weng'zhi'yi
醉翁之意不在酒,zui'weng'zhi'yi'bu'zai'jiu
醉舞狂歌,zui'wu'kuang'ge
嘴乌目吐,zui'wu'mu'tu
醉眼朦胧,zui'yan'meng'long
醉眼蒙眬,zui'yan'meng'long
醉眼蒙胧,zui'yan'meng'long
醉杨妃色,zui'yang'fei'se
罪业深重,zui'ye'shen'zhong
罪疑从轻,zui'yi'cong'qing
罪以功除,zui'yi'gong'chu
罪疑惟轻,zui'yi'wei'qing
醉吟先生,zui'yin'xian'sheng
罪盈恶满,zui'ying'e'man
罪应万死,zui'ying'wan'si
嘴硬心软,zui'ying'xin'ruan
罪有应得,zui'you'ying'de
罪有攸归,zui'you'you'gui
醉玉頽山,zui'yu'tui'shan
醉玉颓山,zui'yu'tui'shan
罪在不赦,zui'zai'bu'she
罪责难逃,zui'ze'nan'tao
嘴直心快,zui'zhi'xin'kuai
嘴嘴舌舌,zui'zui'she'she
尊卑有伦,zun'bei'you'lun
尊卑有序,zun'bei'you'xu
遵本舍末,zun'ben'she'mo
遵常守故,zun'chang'shou'gu
遵道秉义,zun'dao'bing'yi
尊而不亲,zun'er'bu'qin
遵而不失,zun'er'bu'shi
遵而勿失,zun'er'wu'shi
尊古卑今,zun'gu'bei'jin
尊古贱今,zun'gu'jian'jin
尊古蔑今,zun'gu'mie'jin
尊官厚禄,zun'guan'hou'lu
尊己卑人,zun'ji'bei'ren
尊酒论文,zun'jiu'lun'wen
樽酒论文,zun'jiu'lun'wen
尊酒相逢,zun'jiu'xiang'feng
尊老爱幼,zun'lao'ai'you
尊年尚齿,zun'nian'shang'chi
樽前月下,zun'qian'yue'xia
尊师贵道,zun'shi'gui'dao
遵时养晦,zun'shi'yang'hui
尊师重道,zun'shi'zhong'dao
噂沓背憎,zun'ta'bei'zeng
尊王攘夷,zun'wang'rang'yi
尊闻行知,zun'wen'xing'zhi
尊无二上,zun'wu'er'shang
尊贤爱才,zun'xian'ai'cai
尊贤爱物,zun'xian'ai'wu
尊贤使能,zun'xian'shi'neng
尊姓大名,zun'xing'da'ming
尊严若神,zun'yan'ruo'shen
遵厌兆祥,zun'yan'zhao'xiang
遵养待时,zun'yang'dai'shi
遵养晦时,zun'yang'hui'shi
遵养时晦,zun'yang'shi'hui
尊中酒不空,zun'zhong'jiu'bu'kong
尊主泽民,zun'zhu'ze'min
尊俎折冲,zun'zu'zhe'chong
樽俎折冲,zun'zu'zhe'chong
左膀右臂,zuo'bang'you'bi
作壁上观,zuo'bi'shang'guan
坐不安席,zuo'bu'an'xi
