阿大多为,a'da'duo'wei
检查复绕机,jian'cha'fu'rao'ji
检查复绕设备,jian'cha'fu'rao'she'bei
检查复绕装置,jian'cha'fu'rao'zhuang'zhi
检查工段,jian'cha'gong'duan
检查接头,jian'cha'jie'tou
检查孔,jian'cha'kong
检查情况,jian'cha'qing'kuang
检查人,jian'cha'ren
检查日期,jian'cha'ri'qi
检查时间,jian'cha'shi'jian
检查王晓林,jian'cha'wang'xiao'lin
检查项目,jian'cha'xiang'mu
检查信号,jian'cha'xin'hao
检查一次,jian'cha'yi'ci
检查印字质量用集成频闪观测器,jian'cha'yin'zi'zhi'liang'yong'ji'cheng'pin'shan'guan'ce'qi
检查员,jian'cha'yuan
检查指标,jian'cha'zhi'biao
检查指标统计,jian'cha'zhi'biao'tong'ji
检查装置,jian'cha'zhuang'zhi
检查组,jian'cha'zu
键长,jian'chang
坚持,jian'chi
减磁开关,jian'ci'kai'guan
简答题,jian'da'ti
简单,jian'dan
简单的,jian'dan'de
简单将,jian'dan'jiang
见到,jian'dao
剪刀片,jian'dao'pian
坚定,jian'ding
检定,jian'ding
监定,jian'ding
鉴定,jian'ding
鉴定试验,jian'ding'shi'yan
监督,jian'du
监督工作细则,jian'du'gong'zuo'xi'ze
监督管理,jian'du'guan'li
监督卡,jian'du'ka
间断角,jian'duan'jiao
减法运算,jian'fa'yun'suan
尖峰负荷,jian'feng'fu'he
尖峰信号,jian'feng'xin'hao
减负,jian'fu
肩负,jian'fu
减负荷保护,jian'fu'he'bao'hu
肩负着,jian'fu'zhe
简刚,jian'gang
简纲,jian'gang
简钢,jian'gang
间隔,jian'ge
间隔棒,jian'ge'bang
间隔保护,jian'ge'bao'hu
间隔处,jian'ge'chu
间隔固定敷设电缆系统,jian'ge'gu'ding'fu'she'dian'lan'xi'tong
间隔加强,jian'ge'jia'qiang
间隔可控的带状电缆,jian'ge'ke'kong'de'dai'zhuang'dian'lan
间隔名称,jian'ge'ming'cheng
间隔乙,jian'ge'yi
监管,jian'guan
见广,jian'guang
监护,jian'hu
监护人,jian'hu'ren
简化法,jian'hua'fa
简化符号,jian'hua'fu'hao
简化计算,jian'hua'ji'suan
间极,jian'ji
减极性,jian'ji'xing
简介,jian'jie
见解,jian'jie
间接串音,jian'jie'chuan'yin
简捷法,jian'jie'fa
间接冷却,jian'jie'leng'que
间接硫化,jian'jie'liu'hua
渐进马达,jian'jin'ma'da
减径,jian'jing
艰巨,jian'ju
坚决,jian'jue
监控,jian'kong
监控分站,jian'kong'fen'zhan
监控改造,jian'kong'gai'zao
监控改造配合,jian'kong'gai'zao'pei'he
监控机,jian'kong'ji
监控器,jian'kong'qi
监控室,jian'kong'shi
监控系统,jian'kong'xi'tong
监控系统编号,jian'kong'xi'tong'bian'hao
监控系统公用屏,jian'kong'xi'tong'gong'yong'ping
监控系统后台主站柜,jian'kong'xi'tong'hou'tai'zhu'zhan'gui
监控系统网络,jian'kong'xi'tong'wang'luo
监控中心,jian'kong'zhong'xin
监控子网络,jian'kong'zi'wang'luo
艰苦,jian'ku
艰苦的,jian'ku'de
艰苦奋斗,jian'ku'fen'dou
建立,jian'li
简历,jian'li
建立工作计划,jian'li'gong'zuo'ji'hua
键离解能,jian'li'jie'neng
建立临时工单,jian'li'lin'shi'gong'dan
建立新任务,jian'li'xin'ren'wu
检漏技术,jian'lou'ji'shu
检漏头,jian'lou'tou
艰难,jian'nan
键能,jian'neng
键盘,jian'pan
建平,jian'ping
剪钳,jian'qian
坚强,jian'qiang
坚强阿哥,jian'qiang'a'ge
剑桥环网,jian'qiao'huan'wang
剪切剥皮机,jian'qie'bao'pi'ji
剪切机,jian'qie'ji
剪切模,jian'qie'mo
剪切破裂,jian'qie'po'lie
剪切器,jian'qie'qi
剪切式挤出机头,jian'qie'shi'ji'chu'ji'tou
健全,jian'quan
检热设备,jian're'she'bei
坚韧,jian'ren
兼容型单片集成电路,jian'rong'xing'dan'pian'ji'cheng'dian'lu
减少,jian'shao
建设,jian'she
建设工作,jian'she'gong'zuo
建设建设,jian'she'jian'she
建设日期,jian'she'ri'qi
建设问题,jian'she'wen'ti
建设整理,jian'she'zheng'li
建设资料,jian'she'zi'liao
渐伸线,jian'shen'xian
监视,jian'shi
见识,jian'shi
监视器,jian'shi'qi
监视线芯,jian'shi'xian'xin
坚守,jian'shou
检索,jian'suo
减缩率,jian'suo'lv
减缩区,jian'suo'qu
监听塞绳,jian'ting'sai'sheng
检同期,jian'tong'qi
见习,jian'xi
间隙,jian'xi
间隙比,jian'xi'bi
间隙带,jian'xi'dai
间隙宽度,jian'xi'kuan'du
间隙绕包,jian'xi'rao'bao
间隙损耗,jian'xi'sun'hao
间隙填冲膏,jian'xi'tian'chong'gao
剪线器,jian'xian'qi
剪线钳,jian'xian'qian
鉴相鉴幅,jian'xiang'jian'fu
减小,jian'xiao
间歇,jian'xie
艰辛,jian'xin
践行,jian'xing
检修,jian'xiu
检修班员,jian'xiu'ban'yuan
检修班长,jian'xiu'ban'zhang
检修变电检修,jian'xiu'bian'dian'jian'xiu
检修部,jian'xiu'bu
检修而,jian'xiu'er
检修二班,jian'xiu'er'ban
检修分,jian'xiu'fen
检修分公司,jian'xiu'fen'gong'si
检修分公司第,jian'xiu'fen'gong'si'di
检修复绕生产线,jian'xiu'fu'rao'sheng'chan'xian
检修负责人,jian'xiu'fu'ze'ren
检修工,jian'xiu'gong
检修公司,jian'xiu'gong'si
检修计划,jian'xiu'ji'hua
检修计划制定,jian'xiu'ji'hua'zhi'ding
检修检修,jian'xiu'jian'xiu
检修票,jian'xiu'piao
检修人员,jian'xiu'ren'yuan
检修时间,jian'xiu'shi'jian
检修时间修改,jian'xiu'shi'jian'xiu'gai
检修通道,jian'xiu'tong'dao
检修箱,jian'xiu'xiang
检修压板,jian'xiu'ya'ban
检修指标,jian'xiu'zhi'biao
检修专工,jian'xiu'zhuan'gong
检修专职,jian'xiu'zhuan'zhi
检修状态,jian'xiu'zhuang'tai
检修状态后,jian'xiu'zhuang'tai'hou
建压,jian'ya
减压区角度,jian'ya'qu'jiao'du
检验,jian'yan
检验报告,jian'yan'bao'gao
检验标准,jian'yan'biao'zhun
检验程序,jian'yan'cheng'xu
检验范围,jian'yan'fan'wei
检验方法,jian'yan'fang'fa
检验规程,jian'yan'gui'cheng
检验合格,jian'yan'he'ge
检验类别,jian'yan'lei'bie
检验批,jian'yan'pi
检验说明书,jian'yan'shuo'ming'shu
检验仪器,jian'yan'yi'qi
检验证书,jian'yan'zheng'shu
简要,jian'yao
建议,jian'yi
简易,jian'yi
建议公司,jian'yi'gong'si
简易牛角,jian'yi'niu'jiao
鉴于,jian'yu
减载,jian'zai
减震器,jian'zhen'qi
减震装置,jian'zhen'zhuang'zhi
见证,jian'zheng
建筑,jian'zhu
建筑物,jian'zhu'wu
建筑物配线间,jian'zhu'wu'pei'xian'jian
建筑物入口设施,jian'zhu'wu'ru'kou'she'shi
建筑物用电缆,jian'zhu'wu'yong'dian'lan
建筑物主干线缆,jian'zhu'wu'zhu'gan'xian'lan
建筑用线,jian'zhu'yong'xian
间装设,jian'zhuang'she
尖嘴钳,jian'zui'qian
将备自投,jiang'bei'zi'tou
将产生,jiang'chan'sheng
将持续,jiang'chi'xu
将导致,jiang'dao'zhi
降低,jiang'di
将底部,jiang'di'bu
降低成本,jiang'di'cheng'ben
江电装卸,jiang'dian'zhuang'xie
江都东方,jiang'du'dong'fang
江工,jiang'gong
将工作票,jiang'gong'zuo'piao
讲话,jiang'hua
讲话及,jiang'hua'ji
讲话线对,jiang'hua'xian'dui
将会,jiang'hui
将吉,jiang'ji
讲解,jiang'jie
将近,jiang'jin
将军,jiang'jun
将开会,jiang'kai'hui
讲课,jiang'ke
将可能,jiang'ke'neng
将可能使得,jiang'ke'neng'shi'de
奖励,jiang'li
将临时,jiang'lin'shi
将落实到实处,jiang'luo'shi'dao'shi'chu
降落下降微量,jiang'luo'xia'jiang'wei'liang
将母线倒为,jiang'mu'xian'dao'wei
将其他,jiang'qi'ta
将青原,jiang'qing'yuan
将全力,jiang'quan'li
江山,jiang'shan
将上面,jiang'shang'mian
僵尸,jiang'shi
江苏,jiang'su
江苏省,jiang'su'sheng
将跳开断路器,jiang'tiao'kai'duan'lu'qi
降温,jiang'wen
将稳定,jiang'wen'ding
江西,jiang'xi
江西电力,jiang'xi'dian'li
江西电网,jiang'xi'dian'wang
江西省,jiang'xi'sheng
江西省第一座,jiang'xi'sheng'di'yi'zuo
江西省电力,jiang'xi'sheng'dian'li
江西省点理工,jiang'xi'sheng'dian'li'gong
江西省吉安市,jiang'xi'sheng'ji'an'shi
江西题库,jiang'xi'ti'ku
奖项,jiang'xiang
降压装置,jiang'ya'zhuang'zhi
桨叶,jiang'ye
讲义,jiang'yi
讲一下,jiang'yi'xia
江阴,jiang'yin
将于,jiang'yu
将在,jiang'zai
降至,jiang'zhi
降质限值,jiang'zhi'xian'zhi
讲座,jiang'zuo
骄傲,jiao'ao
搅拌螺杆供料器,jiao'ban'luo'gan'gong'liao'qi
浇包,jiao'bao
浇包结瘤,jiao'bao'jie'liu
浇包铸勺浇铸桶,jiao'bao'zhu'shao'jiao'zhu'tong
胶布,jiao'bu
胶布带,jiao'bu'dai
交叉焊接,jiao'cha'han'jie
交叉互联,jiao'cha'hu'lian
交叉换位接地,jiao'cha'huan'wei'jie'di
交叉混绞机,jiao'cha'hun'jiao'ji
交叉间隔国际线材展览会,jiao'cha'jian'ge'guo'ji'xian'cai'zhan'lan'hui
交叉交叠式,jiao'cha'jiao'die'shi
交叉绞合,jiao'cha'jiao'he
交叉绞合法,jiao'cha'jiao'he'fa
交叉绞合机,jiao'cha'jiao'he'ji
交叉绞合设备,jiao'cha'jiao'he'she'bei
交叉绞混合头,jiao'cha'jiao'hun'he'tou
交叉跨越,jiao'cha'kua'yue
交叉帘布式护套,jiao'cha'lian'bu'shi'hu'tao
交叉连接,jiao'cha'lian'jie
交叉连接点,jiao'cha'lian'jie'dian
交叉连接分线箱,jiao'cha'lian'jie'fen'xian'xiang
交叉连接器,jiao'cha'lian'jie'qi
交叉连接线,jiao'cha'lian'jie'xian
交叉连接箱,jiao'cha'lian'jie'xiang
交叉频率,jiao'cha'pin'lv
交叉平衡,jiao'cha'ping'heng
交叉区,jiao'cha'qu
交叉绕包,jiao'cha'rao'bao
交叉绕包结构,jiao'cha'rao'bao'jie'gou
交叉式成圈机,jiao'cha'shi'cheng'quan'ji
交叉式光缆,jiao'cha'shi'guang'lan
交叉式双盘收线装置,jiao'cha'shi'shuang'pan'shou'xian'zhuang'zhi
交叉调制,jiao'cha'tiao'zhi
交叉线,jiao'cha'xian
交叉线对,jiao'cha'xian'dui
交叉形式,jiao'cha'xing'shi
交叉制式,jiao'cha'zhi'shi
交叉指数,jiao'cha'zhi'shu
较长,jiao'chang
绞车,jiao'che
绞车式提升装置,jiao'che'shi'ti'sheng'zhuang'zhi
绞成缆机,jiao'cheng'lan'ji
交大,jiao'da
较大,jiao'da
较大的,jiao'da'de
交代,jiao'dai
交待,jiao'dai
胶带,jiao'dai
交底,jiao'di
交底工作,jiao'di'gong'zuo
脚钉,jiao'ding
角度,jiao'du
较短,jiao'duan
校对者,jiao'dui'zhe
较多,jiao'duo
胶粉,jiao'fen
交付,jiao'fu
叫夫人,jiao'fu'ren
交付指标,jiao'fu'zhi'biao
角钢,jiao'gang
较高,jiao'gao
交割,jiao'ge
交给,jiao'gei
较广,jiao'guang
较好,jiao'hao
校核,jiao'he
绞合,jiao'he
绞合安装线,jiao'he'an'zhuang'xian
绞合半径,jiao'he'ban'jing
绞合补偿器,jiao'he'bu'chang'qi
绞合补偿器节距调节器,jiao'he'bu'chang'qi'jie'ju'tiao'jie'qi
绞合导体,jiao'he'dao'ti
绞合的缓冲管,jiao'he'de'huan'chong'guan
绞合的线组,jiao'he'de'xian'zu
绞合点,jiao'he'dian
绞合点工作点,jiao'he'dian'gong'zuo'dian
绞合电缆,jiao'he'dian'lan
绞合对多股绞合线,jiao'he'dui'duo'gu'jiao'he'xian
绞合钢丝支承构件,jiao'he'gang'si'zhi'cheng'gou'jian
绞合弓形线,jiao'he'gong'xing'xian
绞合机,jiao'he'ji
绞合机左右绞合机,jiao'he'ji'zuo'you'jiao'he'ji
绞合角,jiao'he'jiao
绞合节距,jiao'he'jie'ju
绞合馈线,jiao'he'kui'xian
绞合器,jiao'he'qi
绞合绕包头,jiao'he'rao'bao'tou
绞合软线,jiao'he'ruan'xian
绞合速度,jiao'he'su'du
绞合头,jiao'he'tou
绞合系数,jiao'he'xi'shu
绞合线,jiao'he'xian
绞合元件,jiao'he'yuan'jian
绞合张力,jiao'he'zhang'li
绞合嘴,jiao'he'zui
交互工作,jiao'hu'gong'zuo
交互业务,jiao'hu'ye'wu
胶化压机,jiao'hua'ya'ji
交换,jiao'huan
交换光纤对绞光缆,jiao'huan'guang'xian'dui'jiao'guang'lan
交换机,jiao'huan'ji
交换机电缆,jiao'huan'ji'dian'lan
交换机塞子软线,jiao'huan'ji'sai'zi'ruan'xian
交换节点,jiao'huan'jie'dian
交换控制站,jiao'huan'kong'zhi'zhan
交换设备,jiao'huan'she'bei
交换台,jiao'huan'tai
交换网,jiao'huan'wang
交换效应,jiao'huan'xiao'ying
交换信号,jiao'huan'xin'hao
交换终端,jiao'huan'zhong'duan
交换中心,jiao'huan'zhong'xin
交货长度,jiao'huo'chang'du
交货方,jiao'huo'fang
交货方法交付方式,jiao'huo'fang'fa'jiao'fu'fang'shi
交货方式,jiao'huo'fang'shi
交货日期,jiao'huo'ri'qi
交货线盘,jiao'huo'xian'pan
交货证书,jiao'huo'zheng'shu
浇剂孔,jiao'ji'kong
浇剂孔塞,jiao'ji'kong'sai
胶浆,jiao'jiang
角接,jiao'jie
交接架,jiao'jie'jia
叫姐姐,jiao'jie'jie
交接配线,jiao'jie'pei'xian
交接区,jiao'jie'qu
交接箱引入口,jiao'jie'xiang'yin'ru'kou
绞距,jiao'ju
绞距比,jiao'ju'bi
浇口,jiao'kou
脚扣,jiao'kou
叫来,jiao'lai
绞缆成缆线芯绞合敷设,jiao'lan'cheng'lan'xian'xin'jiao'he'fu'she
绞缆机,jiao'lan'ji
绞缆机成缆机,jiao'lan'ji'cheng'lan'ji
绞缆轮,jiao'lan'lun
绞缆轮叉,jiao'lan'lun'cha
绞缆用线盘,jiao'lan'yong'xian'pan
交联,jiao'lian
交链,jiao'lian
交联促进剂,jiao'lian'cu'jin'ji
交联催化剂,jiao'lian'cui'hua'ji
交联度,jiao'lian'du
交联反应,jiao'lian'fan'ying
交联工段,jiao'lian'gong'duan
交联功效,jiao'lian'gong'xiao
交联管,jiao'lian'guan
交联剂,jiao'lian'ji
交联机,jiao'lian'ji
交联剂量,jiao'lian'ji'liang
交联剂量相关性,jiao'lian'ji'liang'xiang'guan'xing
交联阶段,jiao'lian'jie'duan
交联结构,jiao'lian'jie'gou
交联聚苯乙烯,jiao'lian'ju'ben'yi'xi
交联聚合物,jiao'lian'ju'he'wu
交联聚四氟乙烯绝缘电缆,jiao'lian'ju'si'fu'yi'xi'jue'yuan'dian'lan
交联聚烯烃绝缘,jiao'lian'ju'xi'ting'jue'yuan
交联聚烯烃绝缘层,jiao'lian'ju'xi'ting'jue'yuan'ceng
交联聚乙烯,jiao'lian'ju'yi'xi
交联聚乙烯电缆,jiao'lian'ju'yi'xi'dian'lan
交联聚乙烯电缆在线诊断装置,jiao'lian'ju'yi'xi'dian'lan'zai'xian'zhen'duan'zhuang'zhi
交联聚乙烯绝缘,jiao'lian'ju'yi'xi'jue'yuan
交联聚乙烯绝缘电缆,jiao'lian'ju'yi'xi'jue'yuan'dian'lan
交联绝缘,jiao'lian'jue'yuan
交联氯化聚乙烯护套,jiao'lian'lv'hua'ju'yi'xi'hu'tao
交联氯磺化聚乙烯护套,jiao'lian'lv'huang'hua'ju'yi'xi'hu'tao
交联密度,jiao'lian'mi'du
交联凝胶,jiao'lian'ning'jiao
交联强度,jiao'lian'qiang'du
交联区,jiao'lian'qu
交联热固性聚乙烯,jiao'lian're'gu'xing'ju'yi'xi
交联热固性聚乙烯混合物,jiao'lian're'gu'xing'ju'yi'xi'hun'he'wu
交联热固性聚乙烯绝缘,jiao'lian're'gu'xing'ju'yi'xi'jue'yuan
交联热塑性聚乙烯,jiao'lian're'su'xing'ju'yi'xi
交联设备,jiao'lian'she'bei
交联时间,jiao'lian'shi'jian
交联树脂混合物,jiao'lian'shu'zhi'hun'he'wu
交联速度,jiao'lian'su'du
交联速率,jiao'lian'su'lv
交联特性,jiao'lian'te'xing
交联网络,jiao'lian'wang'luo
交联温度,jiao'lian'wen'du
交联系数,jiao'lian'xi'shu
交联橡塑电线,jiao'lian'xiang'su'dian'xian
交联指数,jiao'lian'zhi'shu
胶料,jiao'liao
胶料供送螺杆,jiao'liao'gong'song'luo'gan
浇料口,jiao'liao'kou
交流,jiao'liu
交流变速传动系统,jiao'liu'bian'su'chuan'dong'xi'tong
交流插件,jiao'liu'cha'jian
交流传动变速直线式拉线机,jiao'liu'chuan'dong'bian'su'zhi'xian'shi'la'xian'ji
交流电,jiao'liu'dian
交流电力电缆,jiao'liu'dian'li'dian'lan
交流电压,jiao'liu'dian'ya
交流电压试验,jiao'liu'dian'ya'shi'yan
交流电压试验系统,jiao'liu'dian'ya'shi'yan'xi'tong
交流电源,jiao'liu'dian'yuan
交流环网图,jiao'liu'huan'wang'tu
交流击穿电压试验,jiao'liu'ji'chuan'dian'ya'shi'yan
交流击穿试验,jiao'liu'ji'chuan'shi'yan
交流接触器,jiao'liu'jie'chu'qi
交流励磁机,jiao'liu'li'ci'ji
交流耐电强度,jiao'liu'nai'dian'qiang'du
交流耐压试验,jiao'liu'nai'ya'shi'yan
交流屏,jiao'liu'ping
交流驱动,jiao'liu'qu'dong
交流三相传动装置,jiao'liu'san'xiang'chuan'dong'zhuang'zhi
绞笼,jiao'long
绞笼的空心轴,jiao'long'de'kong'xin'zhou
绞笼架,jiao'long'jia
绞笼笼辕,jiao'long'long'yuan
绞龙体,jiao'long'ti
绞笼旋转式,jiao'long'xuan'zhuan'shi
绞笼转速,jiao'long'zhuan'su
绞笼转速范围,jiao'long'zhuan'su'fan'wei
胶落,jiao'luo
角密耳,jiao'mi'er
搅模器,jiao'mo'qi
胶木箱,jiao'mu'xiang
绞捻装置,jiao'nian'zhuang'zhi
绞盘,jiao'pan
角偏差,jiao'pian'cha
角偏差损耗,jiao'pian'cha'sun'hao
搅频器,jiao'pin'qi
交期,jiao'qi
浇铅,jiao'qian
较强,jiao'qiang
交扰调制比,jiao'rao'tiao'zhi'bi
绞入率,jiao'ru'lv
焦烧,jiao'shao
较少,jiao'shao
焦烧试验,jiao'shao'shi'yan
焦烧试验器,jiao'shao'shi'yan'qi
焦烧损耗,jiao'shao'sun'hao
焦烧延迟剂,jiao'shao'yan'chi'ji
脚手架,jiao'shou'jia
角速度,jiao'su'du
绞缩系数,jiao'suo'xi'shu
脚踏开关,jiao'ta'kai'guan
脚踏实地,jiao'ta'shi'di
脚踏油压钳,jiao'ta'you'ya'qian
交替火花试验,jiao'ti'huo'hua'shi'yan
交替接枝,jiao'ti'jie'zhi
交替接枝聚乙烯,jiao'ti'jie'zhi'ju'yi'xi
交替式衔套,jiao'ti'shi'xian'tao
交替弯曲试验,jiao'ti'wan'qu'shi'yan
交通,jiao'tong
矫顽磁力,jiao'wan'ci'li
较为,jiao'wei
绞线,jiao'xian
绞线板,jiao'xian'ban
绞线车间,jiao'xian'che'jian
绞线成缆联合机,jiao'xian'cheng'lan'lian'he'ji
绞线弓,jiao'xian'gong
绞线箍,jiao'xian'gu
绞线机,jiao'xian'ji
绞线架,jiao'xian'jia
绞线节距,jiao'xian'jie'ju
绞线隆起,jiao'xian'long'qi
绞线模,jiao'xian'mo
绞线屏蔽,jiao'xian'ping'bi
绞线设备,jiao'xian'she'bei
绞线填充技术,jiao'xian'tian'chong'ji'shu
绞线托架,jiao'xian'tuo'jia
绞线系数,jiao'xian'xi'shu
绞线纸包联合机,jiao'xian'zhi'bao'lian'he'ji
绞线嘴座,jiao'xian'zui'zuo
绞向,jiao'xiang
较小,jiao'xiao
角形,jiao'xing
角形抛光套管,jiao'xing'pao'guang'tao'guan
教学电视,jiao'xue'dian'shi
教训,jiao'xun
校验,jiao'yan
校验报告,jiao'yan'bao'gao
校验报告清单,jiao'yan'bao'gao'qing'dan
校验法,jiao'yan'fa
校验台,jiao'yan'tai
校验载波通信,jiao'yan'zai'bo'tong'xin
交咬作用爬梯现象,jiao'yao'zuo'yong'pa'ti'xian'xiang
交义法平衡,jiao'yi'fa'ping'heng
胶印油罨印字系统,jiao'yin'you'yan'yin'zi'xi'tong
教育,jiao'yu
矫正辊,jiao'zheng'gun
矫直,jiao'zhi
绞制车间,jiao'zhi'che'jian
绞制单位,jiao'zhi'dan'wei
矫直的电缆试样,jiao'zhi'de'dian'lan'shi'yang
矫直的线材样品,jiao'zhi'de'xian'cai'yang'pin
绞制公差,jiao'zhi'gong'cha
绞制工段,jiao'zhi'gong'duan
绞制工艺,jiao'zhi'gong'yi
矫直辊,jiao'zhi'gun
矫直机,jiao'zhi'ji
胶质浸渍纸绝缘电缆,jiao'zhi'jin'zi'zhi'jue'yuan'dian'lan
交直流,jiao'zhi'liu
交直流电源,jiao'zhi'liu'dian'yuan
交直流电源及,jiao'zhi'liu'dian'yuan'ji
交直流回路图,jiao'zhi'liu'hui'lu'tu
矫直器,jiao'zhi'qi
矫直切割联合装置,jiao'zhi'qie'ge'lian'he'zhuang'zhi
矫直试验,jiao'zhi'shi'yan
绞制元件,jiao'zhi'yuan'jian
矫直装置,jiao'zhi'zhuang'zhi
较重,jiao'zhong
交轴瞬变电压,jiao'zhou'shun'bian'dian'ya
交轴瞬态电抗,jiao'zhou'shun'tai'dian'kang
交轴同步阻抗,jiao'zhou'tong'bu'zu'kang
浇注,jiao'zhu
浇铸,jiao'zhu
浇铸煲,jiao'zhu'bao
浇注材料,jiao'zhu'cai'liao
浇铸槽,jiao'zhu'cao
浇铸车间,jiao'zhu'che'jian
浇注电缆套管用胶料,jiao'zhu'dian'lan'tao'guan'yong'jiao'liao
浇铸杆,jiao'zhu'gan
浇铸罐,jiao'zhu'guan
浇铸和压延,jiao'zhu'he'ya'yan
浇铸环,jiao'zhu'huan
浇铸机,jiao'zhu'ji
浇注件,jiao'zhu'jian
浇注胶,jiao'zhu'jiao
浇铸口,jiao'zhu'kou
浇注料,jiao'zhu'liao
浇铸轮,jiao'zhu'lun
浇铸设备,jiao'zhu'she'bei
浇铸室,jiao'zhu'shi
浇注式电缆终端头,jiao'zhu'shi'dian'lan'zhong'duan'tou
浇铸速度,jiao'zhu'su'du
浇注温度,jiao'zhu'wen'du
浇铸线杆,jiao'zhu'xian'gan
浇铸箱,jiao'zhu'xiang
浇铸型线盘,jiao'zhu'xing'xian'pan
浇铸与挤出,jiao'zhu'yu'ji'chu
浇铸嘴,jiao'zhu'zui
胶状混合物,jiao'zhuang'hun'he'wu
校准型长度测量装置,jiao'zhun'xing'chang'du'ce'liang'zhuang'zhi
结疤,jie'ba
解闭锁,jie'bi'suo
接插件,jie'cha'jian
皆成,jie'cheng
接触,jie'chu
解除,jie'chu
接触不稳定,jie'chu'bu'wen'ding
接触导线,jie'chu'dao'xian
接触点性能,jie'chu'dian'xing'neng
接触电阻,jie'chu'dian'zu
接触力,jie'chu'li
接触良好,jie'chu'liang'hao
接触轮,jie'chu'lun
接触面,jie'chu'mian
接触器,jie'chu'qi
接触式衰减器用电缆,jie'chu'shi'shuai'jian'qi'yong'dian'lan
接触式双层编织屏蔽,jie'chu'shi'shuang'ceng'bian'zhi'ping'bi
接触式调压器,jie'chu'shi'tiao'ya'qi
接触式线径测量仪,jie'chu'shi'xian'jing'ce'liang'yi
接触弹簧,jie'chu'tan'huang
接触线,jie'chu'xian
接到,jie'dao
街道照明用电缆,jie'dao'zhao'ming'yong'dian'lan
接地,jie'di
接地棒接地线,jie'di'bang'jie'di'xian
接地保护系统,jie'di'bao'hu'xi'tong
接地变,jie'di'bian
接地扁铁,jie'di'bian'tie
接地层,jie'di'ceng
接地产生,jie'di'chan'sheng
接地刀,jie'di'dao
接地导体,jie'di'dao'ti
接地导线,jie'di'dao'xian
接地刀闸,jie'di'dao'zha
接地刀闸应在,jie'di'dao'zha'ying'zai
接地点,jie'di'dian
接地电极,jie'di'dian'ji
接地电缆,jie'di'dian'lan
接地电缆连接器,jie'di'dian'lan'lian'jie'qi
接地电流,jie'di'dian'liu
接地电容,jie'di'dian'rong
接地电阻,jie'di'dian'zu
接地短路,jie'di'duan'lu
接地短路路容量,jie'di'duan'lu'lu'rong'liang
接地杆,jie'di'gan
接地故障,jie'di'gu'zhang
接地故障保护,jie'di'gu'zhang'bao'hu
接地故障电流,jie'di'gu'zhang'dian'liu
接地故障电流容量,jie'di'gu'zhang'dian'liu'rong'liang
接地柜,jie'di'gui
接地回路,jie'di'hui'lu
接地或距离保护,jie'di'huo'ju'li'bao'hu
接地极,jie'di'ji
接地夹,jie'di'jia
接地距离,jie'di'ju'li
接地均衡器导线,jie'di'jun'heng'qi'dao'xian
接地控制屏,jie'di'kong'zhi'ping
接地漏电断路器,jie'di'lou'dian'duan'lu'qi
接地母线,jie'di'mu'xian
接地耦合,jie'di'ou'he
接地屏蔽,jie'di'ping'bi
接地水槽,jie'di'shui'cao
接地同路,jie'di'tong'lu
接地铜排,jie'di'tong'pai
接地外露,jie'di'wai'lu
接地网,jie'di'wang
接地网调试,jie'di'wang'tiao'shi
接地系统,jie'di'xi'tong
接地线,jie'di'xian
接地线芯,jie'di'xian'xin
接地线应,jie'di'xian'ying
接地橡胶,jie'di'xiang'jiao
接地消弧,jie'di'xiao'hu
接地引出线,jie'di'yin'chu'xian
接地引下线,jie'di'yin'xia'xian
接地引下线被盗,jie'di'yin'xia'xian'bei'dao
接地圆钢,jie'di'yuan'gang
接地终端,jie'di'zhong'duan
接地中线,jie'di'zhong'xian
接点,jie'dian
节点,jie'dian
介电常数,jie'dian'chang'shu
节电模式,jie'dian'mo'shi
介电强度,jie'dian'qiang'du
节电设备,jie'dian'she'bei
介电损耗率,jie'dian'sun'hao'lv
介电损耗系数,jie'dian'sun'hao'xi'shu
介电系数,jie'dian'xi'shu
介电性能试验,jie'dian'xing'neng'shi'yan
阶段,jie'duan
结对,jie'dui
接反,jie'fan
解复压,jie'fu'ya
结构,jie'gou
结构参数,jie'gou'can'shu
结构单元,jie'gou'dan'yuan
结构反射衰减峰,jie'gou'fan'she'shuai'jian'feng
结构高度,jie'gou'gao'du
结构化布线,jie'gou'hua'bu'xian
结构化布线系统,jie'gou'hua'bu'xian'xi'tong
结构化综合布缆系统,jie'gou'hua'zong'he'bu'lan'xi'tong
结构回波损耗,jie'gou'hui'bo'sun'hao
结构紧凑,jie'gou'jin'cou
结构牢固,jie'gou'lao'gu
结构数据,jie'gou'shu'ju
结构图,jie'gou'tu
