阿拉伯联盟经济理事会,a'la'bo'lian'meng'jing'ji'li'shi'hui
美国能源研究和发展管理局,mei'guo'neng'yuan'yan'jiu'he'fa'zhan'guan'li'ju
酶合成,mei'he'cheng
煤灰浆管线,mei'hui'jiang'guan'xian
美脊介属,mei'ji'jie'shu
酶解,mei'jie
枚举,mei'ju
枚举法,mei'ju'fa
眉毛,mei'mao
每秒帧数,mei'miao'zhen'shu
酶破胶剂,mei'po'jiao'ji
没情况,mei'qing'kuang
镁铜铝合金,mei'tong'lv'he'jin
酶性降解,mei'xing'jiang'jie
没有价值的,mei'you'jia'zhi'de
没有误差的,mei'you'wu'cha'de
没有压力,mei'you'ya'li
没作记录,mei'zuo'ji'lu
酶作用,mei'zuo'yong
萌地槽,meng'di'cao
锰铁,meng'tie
泌出变熔作用,mi'chu'bian'rong'zuo'yong
泌出混合岩化作用,mi'chu'hun'he'yan'hua'zuo'yong
醚醇,mi'chun
密度,mi'du
米饭,mi'fan
密封,mi'feng
密封的,mi'feng'de
密封装置,mi'feng'zhuang'zhi
醚化,mi'hua
醚类,mi'lei
幂律流,mi'lv'liu
觅食构造,mi'shi'gou'zao
觅食潜穴,mi'shi'qian'xue
觅食遗迹,mi'shi'yi'ji
醚酸,mi'suan
密网格,mi'wang'ge
密穴三缝孢属,mi'xue'san'feng'bao'shu
醚酯,mi'zhi
棉袄,mian'ao
面板,mian'ban
面包,mian'bao
面材,mian'cai
面层焊道,mian'ceng'han'dao
免除条款,mian'chu'tiao'kuan
面的,mian'di
面对面,mian'dui'mian
面方向,mian'fang'xiang
免费,mian'fei
免费搬运,mian'fei'ban'yun
面粉,mian'fen
面积,mian'ji
面角钢,mian'jiao'gang
面宽,mian'kuan
绵马烷,mian'ma'wan
面密封,mian'mi'feng
面纱,mian'sha
免税的,mian'shui'de
免税进口货,mian'shui'jin'kou'huo
免税期,mian'shui'qi
面条,mian'tiao
免脱者,mian'tuo'zhe
面心立方,mian'xin'li'fang
面心立方晶格,mian'xin'li'fang'jing'ge
面罩,mian'zhao
免征进口税的货物,mian'zheng'jin'kou'shui'de'huo'wu
描述生态学,miao'shu'sheng'tai'xue
灭火,mie'huo
灭火泵,mie'huo'beng
灭火剂,mie'huo'ji
灭火机,mie'huo'ji
灭火泡沫,mie'huo'pao'mo
灭火泡沫发生器,mie'huo'pao'mo'fa'sheng'qi
灭火器,mie'huo'qi
灭火器泡沫的给水栓,mie'huo'qi'pao'mo'de'gei'shui'shuan
灭火设备,mie'huo'she'bei
灭火毯,mie'huo'tan
灭火药剂,mie'huo'yao'ji
灭火蒸汽,mie'huo'zheng'qi
敏锐,min'rui
明沟排水,ming'gou'pai'shui
明渠,ming'qu
名望,ming'wang
明文规定,ming'wen'gui'ding
明文条款,ming'wen'tiao'kuan
明细计划,ming'xi'ji'hua
明线布线,ming'xian'bu'xian
明显解理,ming'xian'jie'li
明显劈理,ming'xian'pi'li
命运,ming'yun
谬误,miu'wu
磨边器,mo'bian'qi
摩擦,mo'ca
摩擦表面,mo'ca'biao'mian
摩擦传动,mo'ca'chuan'dong
摩擦打捞筒,mo'ca'da'lao'tong
摩擦带,mo'ca'dai
摩擦的,mo'ca'de
摩擦腐蚀,mo'ca'fu'shi
摩擦功,mo'ca'gong
摩擦功率损耗,mo'ca'gong'lv'sun'hao
摩擦滚珠摩擦,mo'ca'gun'zhu'mo'ca
摩擦焊,mo'ca'han
摩擦焊机,mo'ca'han'ji
摩擦滑块,mo'ca'hua'kuai
摩擦环,mo'ca'huan
摩擦减震器,mo'ca'jian'zhen'qi
摩擦角,mo'ca'jiao
摩擦卷扬器,mo'ca'juan'yang'qi
摩擦力,mo'ca'li
摩擦离合器,mo'ca'li'he'qi
摩擦联轴节,mo'ca'lian'zhou'jie
摩擦流,mo'ca'liu
摩擦轮,mo'ca'lun
摩擦马力,mo'ca'ma'li
摩擦片,mo'ca'pian
摩擦起火,mo'ca'qi'huo
摩擦热,mo'ca're
摩擦伞齿轮,mo'ca'san'chi'lun
摩擦刹车,mo'ca'sha'che
摩擦试验机,mo'ca'shi'yan'ji
摩擦水头,mo'ca'shui'tou
摩擦损耗,mo'ca'sun'hao
摩擦损失,mo'ca'sun'shi
摩擦弹簧,mo'ca'tan'huang
摩擦特性,mo'ca'te'xing
摩擦瓦,mo'ca'wa
摩擦系数,mo'ca'xi'shu
摩擦限制,mo'ca'xian'zhi
摩擦效应,mo'ca'xiao'ying
摩擦压降,mo'ca'ya'jiang
摩擦压力,mo'ca'ya'li
摩擦闸瓦,mo'ca'zha'wa
摩擦轴,mo'ca'zhou
摩擦轴承,mo'ca'zhou'cheng
摩擦桩,mo'ca'zhuang
摩擦阻力,mo'ca'zu'li
摩擦阻尼,mo'ca'zu'ni
膜传热系数,mo'chuan're'xi'shu
末道,mo'dao
膜的有效厚度,mo'de'you'xiao'hou'du
膜电位,mo'dian'wei
末端,mo'duan
模锻,mo'duan
末端当量浓度,mo'duan'dang'liang'nong'du
末端电池转换开关,mo'duan'dian'chi'zhuan'huan'kai'guan
末端水泥浆,mo'duan'shui'ni'jiang
末端效应,mo'duan'xiao'ying
末端效应带,mo'duan'xiao'ying'dai
末端异构体,mo'duan'yi'gou'ti
模范,mo'fan
蘑菇,mo'gu
磨光的,mo'guang'de
模糊,mo'hu
模糊变量,mo'hu'bian'liang
模糊的,mo'hu'de
模糊合取,mo'hu'he'qu
模糊集,mo'hu'ji
模糊聚类,mo'hu'ju'lei
模糊距离,mo'hu'ju'li
模糊矩阵,mo'hu'ju'zhen
模糊开关函数,mo'hu'kai'guan'han'shu
模糊理论,mo'hu'li'lun
模糊滤波器,mo'hu'lv'bo'qi
模糊区域,mo'hu'qu'yu
模糊识别,mo'hu'shi'bie
模糊事件,mo'hu'shi'jian
模糊数学,mo'hu'shu'xue
模糊算法,mo'hu'suan'fa
模糊条件语句,mo'hu'tiao'jian'yu'ju
模糊图,mo'hu'tu
模糊图象,mo'hu'tu'xiang
模糊拓扑,mo'hu'tuo'pu
模糊系统,mo'hu'xi'tong
模糊语言,mo'hu'yu'yan
模糊子集,mo'hu'zi'ji
膜集成电路,mo'ji'cheng'dian'lu
末级激励器,mo'ji'ji'li'qi
墨绿砷铜石,mo'lv'shen'tong'shi
抹面工作,mo'mian'gong'zuo
磨面巨砾,mo'mian'ju'li
磨平面,mo'ping'mian
膜强度,mo'qiang'du
模塞,mo'sai
磨砂玻璃,mo'sha'bo'li
膜式冷凝,mo'shi'leng'ning
没收,mo'shou
没收条款,mo'shou'tiao'kuan
磨碎,mo'sui
磨损,mo'sun
磨损处,mo'sun'chu
膜系数,mo'xi'shu
模相加,mo'xiang'jia
抹音连锁装置,mo'yin'lian'suo'zhuang'zhi
抹音头,mo'yin'tou
摩阻,mo'zu
膜阻,mo'zu
摩阻减低剂,mo'zu'jian'di'ji
摩阻力,mo'zu'li
摩阻压力损失,mo'zu'ya'li'sun'shi
模板,mu'ban
模板工,mu'ban'gong
模板涂料,mu'ban'tu'liao
模板周转速度,mu'ban'zhou'zhuan'su'du
母材熔合区,mu'cai'rong'he'qu
目测,mu'ce
目测草图,mu'ce'cao'tu
木柴,mu'chai
幕的,mu'de
目的层,mu'di'ceng
目的港船边交货价,mu'di'gang'chuan'bian'jiao'huo'jia
目的港码头交货价,mu'di'gang'ma'tou'jiao'huo'jia
目读,mu'du
木化石,mu'hua'shi
目击者,mu'ji'zhe
目镜,mu'jing
目镜读数,mu'jing'du'shu
目镜筒,mu'jing'tong
模具,mu'ju
母扣,mu'kou
母链,mu'lian
目数,mu'shu
钼铁,mu'tie
木纤维,mu'xian'wei
木贼纲,mu'zei'gang
木贼类,mu'zei'lei
拇指,mu'zhi
母锥,mu'zhui
钠闪花岗岩,na'shan'hua'gang'yan
拿稳,na'wen
那一边的,na'yi'bian'de
耐冲蚀,nai'chong'shi
耐冲蚀的,nai'chong'shi'de
耐电强度,nai'dian'qiang'du
耐光度,nai'guang'du
耐航试验,nai'hang'shi'yan
耐环境应力开裂性,nai'huan'jing'ying'li'kai'lie'xing
耐火材料,nai'huo'cai'liao
耐火的,nai'huo'de
耐火等级,nai'huo'deng'ji
耐火极限,nai'huo'ji'xian
耐火建筑,nai'huo'jian'zhu
耐火聚酯树脂,nai'huo'ju'zhi'shu'zhi
耐火卡箍,nai'huo'ka'gu
耐火试验,nai'huo'shi'yan
耐火水泥,nai'huo'shui'ni
耐火土,nai'huo'tu
耐火涂料,nai'huo'tu'liao
耐火席子,nai'huo'xi'zi
耐火性,nai'huo'xing
耐火性能,nai'huo'xing'neng
耐火砖,nai'huo'zhuan
耐碱度,nai'jian'du
耐久比,nai'jiu'bi
耐久极限,nai'jiu'ji'xian
耐久极限应力,nai'jiu'ji'xian'ying'li
耐久强度,nai'jiu'qiang'du
耐久寿命,nai'jiu'shou'ming
耐久性能,nai'jiu'xing'neng
耐霉性,nai'mei'xing
耐磨度,nai'mo'du
耐磨环,nai'mo'huan
耐疲劳极限,nai'pi'lao'ji'xian
耐燃性,nai'ran'xing
耐弯曲疲劳试验,nai'wan'qu'pi'lao'shi'yan
耐洗度,nai'xi'du
南瓜,nan'gua
难燃液压油,nan'ran'ye'ya'you
囊护泥浆,nang'hu'ni'jiang
囊状点蚀,nang'zhuang'dian'shi
挠度,nao'du
挠度计,nao'du'ji
挠度记录仪,nao'du'ji'lu'yi
挠度系数,nao'du'xi'shu
挠曲,nao'qu
挠曲断层,nao'qu'duan'ceng
挠曲试验,nao'qu'shi'yan
挠曲弹性,nao'qu'tan'xing
挠曲下弯,nao'qu'xia'wan
挠曲应变,nao'qu'ying'bian
挠曲应力,nao'qu'ying'li
挠曲褶皱,nao'qu'zhe'zhou
挠性,nao'xing
挠性抽油杆柱,nao'xing'chou'you'gan'zhu
挠性传动,nao'xing'chuan'dong
挠性传动装置,nao'xing'chuan'dong'zhuang'zhi
挠性段,nao'xing'duan
挠性干式潜水服,nao'xing'gan'shi'qian'shui'fu
挠性构件,nao'xing'gou'jian
挠性管,nao'xing'guan
挠性金属密封套,nao'xing'jin'shu'mi'feng'tao
挠性聚乙烯,nao'xing'ju'yi'xi
挠性跨接软管,nao'xing'kua'jie'ruan'guan
挠性立管,nao'xing'li'guan
挠性链,nao'xing'lian
挠性联管节,nao'xing'lian'guan'jie
挠性连接,nao'xing'lian'jie
挠性联轴节,nao'xing'lian'zhou'jie
挠性模量,nao'xing'mo'liang
挠性水运油囊,nao'xing'shui'yun'you'nang
挠性托管架,nao'xing'tuo'guan'jia
挠性轴,nao'xing'zhou
挠性轴承,nao'xing'zhou'cheng
闹钟,nao'zhong
内板珊瑚属,nei'ban'shan'hu'shu
内变质,nei'bian'zhi
内变质带,nei'bian'zhi'dai
内变质的,nei'bian'zhi'de
内变质作用,nei'bian'zhi'zuo'yong
内部,nei'bu
内部压力,nei'bu'ya'li
内成,nei'cheng
内成沉积,nei'cheng'chen'ji
内呈鲕粒状的,nei'cheng'er'li'zhuang'de
内成角砾岩,nei'cheng'jiao'li'yan
内成角砾作用,nei'cheng'jiao'li'zuo'yong
内成结构,nei'cheng'jie'gou
内成节理,nei'cheng'jie'li
内成裂缝,nei'cheng'lie'feng
内成裂隙,nei'cheng'lie'xi
内成喷出物,nei'cheng'pen'chu'wu
内成穹窿,nei'cheng'qiong'long
内成形变,nei'cheng'xing'bian
内成岩,nei'cheng'yan
内成岩浆热液分异作用,nei'cheng'yan'jiang're'ye'fen'yi'zuo'yong
内成岩墙,nei'cheng'yan'qiang
内成作用,nei'cheng'zuo'yong
内附,nei'fu
内共生,nei'gong'sheng
内海,nei'hai
内湖,nei'hu
内花键,nei'hua'jian
内火山构造,nei'huo'shan'gou'zao
内脊蛤属,nei'ji'ge'shu
内加厚,nei'jia'hou
内壳,nei'ke
内孔加工,nei'kong'jia'gong
内窥镜,nei'kui'jing
内力,nei'li
内力构造的,nei'li'gou'zao'de
内六角扳手,nei'liu'jiao'ban'shou
内流盆地,nei'liu'pen'di
内流水系,nei'liu'shui'xi
内陆河流域,nei'lu'he'liu'yu
内陆流域,nei'lu'liu'yu
内螺纹,nei'luo'wen
内能,nei'neng
内平接头,nei'ping'jie'tou
内平式连接,nei'ping'shi'lian'jie
内钳,nei'qian
内腔,nei'qiang
内倾,nei'qing
内容体,nei'rong'ti
内渗,nei'shen
内生的,nei'sheng'de
内生矿床,nei'sheng'kuang'chuang
内生流体,nei'sheng'liu'ti
内生砂,nei'sheng'sha
内生效应,nei'sheng'xiao'ying
内生晕,nei'sheng'yun
内填料铜衬套,nei'tian'liao'tong'chen'tao
内图廓,nei'tu'kuo
内外加厚,nei'wai'jia'hou
内外加厚的,nei'wai'jia'hou'de
内外丝补心,nei'wai'si'bu'xin
内外因的,nei'wai'yin'de
内岩心筒,nei'yan'xin'tong
内衣,nei'yi
内源包体,nei'yuan'bao'ti
内源脉,nei'yuan'mai
内在的,nei'zai'de
内增结核,nei'zeng'jie'he
内窄外宽的水槽,nei'zhai'wai'kuan'de'shui'cao
内质混合岩化作用,nei'zhi'hun'he'yan'hua'zuo'yong
能带,neng'dai
能当量,neng'dang'liang
能级距离,neng'ji'ju'li
能积曲线,neng'ji'qu'xian
能链,neng'lian
能量比,neng'liang'bi
能量传送系统,neng'liang'chuan'song'xi'tong
能量窗,neng'liang'chuang
能量单位,neng'liang'dan'wei
能量反射率,neng'liang'fan'she'lv
能量方程式,neng'liang'fang'cheng'shi
能量放大,neng'liang'fang'da
能量分辨率,neng'liang'fen'bian'lv
能量分布,neng'liang'fen'bu
能量分布曲线,neng'liang'fen'bu'qu'xian
能量辐射,neng'liang'fu'she
能量回收,neng'liang'hui'shou
能量级,neng'liang'ji
能量降级,neng'liang'jiang'ji
能量交换,neng'liang'jiao'huan
能量扩散,neng'liang'kuo'san
能量扩散器,neng'liang'kuo'san'qi
能量流率,neng'liang'liu'lv
能量密度,neng'liang'mi'du
能量密度函数,neng'liang'mi'du'han'shu
能量密度谱,neng'liang'mi'du'pu
能量密集型工业,neng'liang'mi'ji'xing'gong'ye
能量平衡,neng'liang'ping'heng
能量谱,neng'liang'pu
能量曲线,neng'liang'qu'xian
能量色散射线分析,neng'liang'se'san'she'xian'fen'xi
能量色散射线探测仪,neng'liang'se'san'she'xian'tan'ce'yi
能量释放,neng'liang'shi'fang
能量守恒,neng'liang'shou'heng
能量输出,neng'liang'shu'chu
能量输送,neng'liang'shu'song
能量衰减函数,neng'liang'shuai'jian'han'shu
能量损耗,neng'liang'sun'hao
能量损失系数,neng'liang'sun'shi'xi'shu
能量塔,neng'liang'ta
能量梯度,neng'liang'ti'du
能量图,neng'liang'tu
能量途径,neng'liang'tu'jing
能量误差,neng'liang'wu'cha
能量吸收器,neng'liang'xi'shou'qi
能量吸收系数,neng'liang'xi'shou'xi'shu
能量响应函数,neng'liang'xiang'ying'han'shu
能量消耗,neng'liang'xiao'hao
能量效率,neng'liang'xiao'lv
能量指数,neng'liang'zhi'shu
能量转换,neng'liang'zhuan'huan
能流,neng'liu
能谱仪,neng'pu'yi
能散分析,neng'san'fen'xi
能态,neng'tai
能通量,neng'tong'liang
能头,neng'tou
能源,neng'yuan
能源安全,neng'yuan'an'quan
能源不足,neng'yuan'bu'zu
能源供应,neng'yuan'gong'ying
能源管理,neng'yuan'guan'li
能源合理利用,neng'yuan'he'li'li'yong
能源计划,neng'yuan'ji'hua
能源交易选择权,neng'yuan'jiao'yi'xuan'ze'quan
能源结构,neng'yuan'jie'gou
能源经济学,neng'yuan'jing'ji'xue
能源浪费,neng'yuan'lang'fei
能源利用,neng'yuan'li'yong
能源流优化模型,neng'yuan'liu'you'hua'mo'xing
能源密集工业,neng'yuan'mi'ji'gong'ye
能源期货,neng'yuan'qi'huo
能源审计,neng'yuan'shen'ji
能源生产,neng'yuan'sheng'chan
能源生产弹性系数,neng'yuan'sheng'chan'tan'xing'xi'shu
能源弹性值,neng'yuan'tan'xing'zhi
能源危机,neng'yuan'wei'ji
能源消费结构,neng'yuan'xiao'fei'jie'gou
能源消费弹性系数,neng'yuan'xiao'fei'tan'xing'xi'shu
能源信息管理局,neng'yuan'xin'xi'guan'li'ju
能源需要,neng'yuan'xu'yao
能源研究和发展管理局,neng'yuan'yan'jiu'he'fa'zhan'guan'li'ju
能源诱发的全球气候变化,neng'yuan'you'fa'de'quan'qiu'qi'hou'bian'hua
能源转换器,neng'yuan'zhuan'huan'qi
能源专家,neng'yuan'zhuan'jia
泥饼,ni'bing
泥饼厚度,ni'bing'hou'du
泥饼结构,ni'bing'jie'gou
泥饼粘滞系数,ni'bing'nian'zhi'xi'shu
霓长岩,ni'chang'yan
霓长岩化,ni'chang'yan'hua
拟杜鹃粉属,ni'du'juan'fen'shu
逆断层底面,ni'duan'ceng'di'mian
逆风,ni'feng
拟合多重回归方程,ni'he'duo'chong'hui'gui'fang'cheng
拟合误差曲线,ni'he'wu'cha'qu'xian
拟合线,ni'he'xian
拟合准则,ni'he'zhun'ze
泥糊点,ni'hu'dian
泥浆,ni'jiang
泥浆泵,ni'jiang'beng
泥浆泵安全阀,ni'jiang'beng'an'quan'fa
泥浆测井,ni'jiang'ce'jing
泥浆处理,ni'jiang'chu'li
泥浆处理设备,ni'jiang'chu'li'she'bei
泥浆电阻率测定器,ni'jiang'dian'zu'lv'ce'ding'qi
泥浆动力钻具,ni'jiang'dong'li'zuan'ju
泥浆分配槽,ni'jiang'fen'pei'cao
泥浆工,ni'jiang'gong
泥浆工程师,ni'jiang'gong'cheng'shi
泥浆罐,ni'jiang'guan
泥浆录井工,ni'jiang'lu'jing'gong
泥浆滤液,ni'jiang'lv'ye
泥浆滤液侵入带,ni'jiang'lv'ye'qin'ru'dai
泥浆凝胶强度和剪切力测定仪,ni'jiang'ning'jiao'qiang'du'he'jian'qie'li'ce'ding'yi
泥浆抢,ni'jiang'qiang
泥浆水龙带,ni'jiang'shui'long'dai
泥浆天平,ni'jiang'tian'ping
泥浆柱,ni'jiang'zhu
泥流,ni'liu
泥泉,ni'quan
铌铁,ni'tie
泥岩,ni'yan
泥质材料,ni'zhi'cai'liao
粘度,nian'du
粘度计,nian'du'ji
粘结丝,nian'jie'si
年末法,nian'mo'fa
粘土,nian'tu
粘土稳定剂,nian'tu'wen'ding'ji
镍铬铁锰合金,nie'ge'tie'meng'he'jin
啮合过程,nie'he'guo'cheng
啮合角,nie'he'jiao
镍铁,nie'tie
镍银,nie'yin
镊子,nie'zi
凝点,ning'dian
凝固,ning'gu
凝固点,ning'gu'dian
凝固点测定器,ning'gu'dian'ce'ding'qi
凝固强度,ning'gu'qiang'du
凝灰岩,ning'hui'yan
柠檬,ning'meng
柠檬酸铁,ning'meng'suan'tie
凝析气体,ning'xi'qi'ti
凝析油,ning'xi'you
扭矩,niu'ju
纽扣,niu'kou
牛奶,niu'nai
牛排,niu'pai
牛肉,niu'rou
牛仔裤,niu'zai'ku
拗褶区,niu'zhe'qu
浓缩,nong'suo
努力,nu'li
偶次谐波,ou'ci'xie'bo
偶函数,ou'han'shu
偶合器,ou'he'qi
欧几里德,ou'ji'li'de
欧几里德算法,ou'ji'li'de'suan'fa
偶极子场,ou'ji'zi'chang
欧拉,ou'la
欧拉定理,ou'la'ding'li
欧拉方程,ou'la'fang'cheng
欧拉恒等式,ou'la'heng'deng'shi
欧拉柯西法,ou'la'ke'xi'fa
欧拉拉格朗日方程,ou'la'la'ge'lang'ri'fang'cheng
偶脉冲,ou'mai'chong
偶脉冲响应值,ou'mai'chong'xiang'ying'zhi
偶偶的,ou'ou'de
偶奇的,ou'qi'de
偶然,ou'ran
偶然的,ou'ran'de
偶然性,ou'ran'xing
欧氏距离,ou'shi'ju'li
欧氏空间,ou'shi'kong'jian
偶数,ou'shu
偶数奇偶校验,ou'shu'ji'ou'jiao'yan
偶碳数优势,ou'tan'shu'you'shi
偶碳优势,ou'tan'you'shi
欧亚大陆,ou'ya'da'lu
偶整数,ou'zheng'shu
偶质量,ou'zhi'liang
欧洲,ou'zhou
欧洲的,ou'zhou'de
欧洲地球物理勘探工作者协会,ou'zhou'di'qiu'wu'li'kan'tan'gong'zuo'zhe'xie'hui
欧洲地球物理学会,ou'zhou'di'qiu'wu'li'xue'hui
欧洲地震学委员会,ou'zhou'di'zhen'xue'wei'yuan'hui
欧洲电视节目交换制,ou'zhou'dian'shi'jie'mu'jiao'huan'zhi
欧洲电视网,ou'zhou'dian'shi'wang
欧洲共同市场,ou'zhou'gong'tong'shi'chang
欧洲货币,ou'zhou'huo'bi
欧洲货币单位,ou'zhou'huo'bi'dan'wei
欧洲货币联盟,ou'zhou'huo'bi'lian'meng
欧洲货币市场,ou'zhou'huo'bi'shi'chang
欧洲货币体系,ou'zhou'huo'bi'ti'xi
欧洲计算机厂家协会,ou'zhou'ji'suan'ji'chang'jia'xie'hui
欧洲记帐单位,ou'zhou'ji'zhang'dan'wei
欧洲经济共同体,ou'zhou'jing'ji'gong'tong'ti
欧洲经济与货币同盟,ou'zhou'jing'ji'yu'huo'bi'tong'meng
欧洲空间局,ou'zhou'kong'jian'ju
欧洲美元,ou'zhou'mei'yuan
欧洲美元市场,ou'zhou'mei'yuan'shi'chang
欧洲美元债券,ou'zhou'mei'yuan'zhai'quan
欧洲人,ou'zhou'ren
欧洲石油地学家和工程师协会,ou'zhou'shi'you'di'xue'jia'he'gong'cheng'shi'xie'hui
欧洲石油地质学家协会,ou'zhou'shi'you'di'zhi'xue'jia'xie'hui
欧洲债券,ou'zhou'zhai'quan
欧洲债权市场,ou'zhou'zhai'quan'shi'chang
欧洲自由贸易联盟,ou'zhou'zi'you'mao'yi'lian'meng
爬上去,pa'shang'qu
排成梯队,pai'cheng'ti'dui
排斥,pai'chi
排出,pai'chu
排除,pai'chu
排出泵,pai'chu'beng
排出阀,pai'chu'fa
排除法判读样片,pai'chu'fa'pan'du'yang'pian
排出管,pai'chu'guan
排出管汇,pai'chu'guan'hui
排出管路,pai'chu'guan'lu
排出孔,pai'chu'kong
排出口,pai'chu'kou
排出气,pai'chu'qi
排除器,pai'chu'qi
派出人员,pai'chu'ren'yuan
排出室,pai'chu'shi
排出时间,pai'chu'shi'jian
排出速度,pai'chu'su'du
排出通道,pai'chu'tong'dao
排出系数,pai'chu'xi'shu
排出线,pai'chu'xian
拍动,pai'dong
排放泵,pai'fang'beng
排放标准,pai'fang'biao'zhun
排放规范,pai'fang'gui'fan
排放胶管,pai'fang'jiao'guan
排放控制,pai'fang'kong'zhi
排放气,pai'fang'qi
排放系数,pai'fang'xi'shu
排放性能,pai'fang'xing'neng
排放源,pai'fang'yuan
排风扇,pai'feng'shan
拍击物,pai'ji'wu
排空,pai'kong
排量,pai'liang
排量波动,pai'liang'bo'dong
排气,pai'qi
排气出口,pai'qi'chu'kou
排气打开,pai'qi'da'kai
排气阀,pai'qi'fa
排气分析器,pai'qi'fen'xi'qi
排气风扇,pai'qi'feng'shan
排气管,pai'qi'guan
排气关闭,pai'qi'guan'bi
排气机,pai'qi'ji
排气口,pai'qi'kou
排气器,pai'qi'qi
排气刹车,pai'qi'sha'che
排气系统,pai'qi'xi'tong
排驱效率,pai'qu'xiao'lv
排水度,pai'shui'du
排水口,pai'shui'kou
排泄道,pai'xie'dao
排泄管,pai'xie'guan
排泄口,pai'xie'kou
排液,pai'ye
排阻色谱法,pai'zu'se'pu'fa
盘根盒,pan'gen'he
盘式刹车,pan'shi'sha'che
盘右,pan'you
盘子,pan'zi
盘左,pan'zuo
膀胱,pang'guang
旁流孔,pang'liu'kong
旁路电容器,pang'lu'dian'rong'qi
抛光,pao'guang
跑火,pao'huo
抛锚,pao'mao
泡沫,pao'mo
泡沫保温管,pao'mo'bao'wen'guan
泡沫泵,pao'mo'beng
泡沫比例混合器,pao'mo'bi'li'hun'he'qi
泡沫玻璃,pao'mo'bo'li
泡沫玻璃块,pao'mo'bo'li'kuai
泡沫槽,pao'mo'cao
泡沫挡板,pao'mo'dang'ban
泡沫垫层,pao'mo'dian'ceng
泡沫发生剂,pao'mo'fa'sheng'ji
泡沫发生器,pao'mo'fa'sheng'qi
泡沫发生室,pao'mo'fa'sheng'shi
泡沫粉,pao'mo'fen
泡沫覆盖层,pao'mo'fu'gai'ceng
泡沫管,pao'mo'guan
泡沫观察室,pao'mo'guan'cha'shi
泡沫交联冻胶液,pao'mo'jiao'lian'dong'jiao'ye
泡沫结构,pao'mo'jie'gou
泡沫聚氨基甲酸酯,pao'mo'ju'an'ji'jia'suan'zhi
泡沫聚苯乙烯,pao'mo'ju'ben'yi'xi
泡沫举升,pao'mo'ju'sheng
泡沫砾石充填,pao'mo'li'shi'chong'tian
泡沫流,pao'mo'liu
泡沫灭火,pao'mo'mie'huo
泡沫灭火机,pao'mo'mie'huo'ji
泡沫膜,pao'mo'mo
泡沫凝胶,pao'mo'ning'jiao
泡沫喷枪,pao'mo'pen'qiang
泡沫喷嘴,pao'mo'pen'zui
泡沫漂动,pao'mo'piao'dong
泡沫枪,pao'mo'qiang
泡沫清管器,pao'mo'qing'guan'qi
泡沫驱油,pao'mo'qu'you
泡沫驱油法,pao'mo'qu'you'fa
泡沫生成,pao'mo'sheng'cheng
泡沫水两用喷淋头,pao'mo'shui'liang'yong'pen'lin'tou
泡沫水两用喷头,pao'mo'shui'liang'yong'pen'tou
泡沫塑料,pao'mo'su'liao
泡沫酸,pao'mo'suan
泡沫特征值,pao'mo'te'zheng'zhi
泡沫稳定剂,pao'mo'wen'ding'ji
泡沫稳定性,pao'mo'wen'ding'xing
泡沫相容性,pao'mo'xiang'rong'xing
泡沫消防车,pao'mo'xiao'fang'che
泡沫消防炮,pao'mo'xiao'fang'pao
泡沫携液,pao'mo'xie'ye
泡沫循环液,pao'mo'xun'huan'ye
泡沫压裂,pao'mo'ya'lie
泡沫压裂液,pao'mo'ya'lie'ye
泡沫药剂,pao'mo'yao'ji
泡沫液,pao'mo'ye
泡沫抑制剂,pao'mo'yi'zhi'ji
泡沫原油,pao'mo'yuan'you
泡沫柱,pao'mo'zhu
泡沫状物,pao'mo'zhuang'wu
泡沫状液,pao'mo'zhuang'ye
泡沫钻井,pao'mo'zuan'jing
泡沫钻井液,pao'mo'zuan'jing'ye
抛弃后浮于水面货物,pao'qi'hou'fu'yu'shui'mian'huo'wu
炮眼,pao'yan
配备,pei'bei
配电,pei'dian
配电间,pei'dian'jian
配方,pei'fang
配方规定量,pei'fang'gui'ding'liang
配合公差,pei'he'gong'chai
配合间隙,pei'he'jian'xi
配合接头,pei'he'jie'tou
配合面,pei'he'mian
胚期的,pei'qi'de
配制绝缘材料,pei'zhi'jue'yuan'cai'liao
喷出,pen'chu
喷出的,pen'chu'de
喷出火成岩,pen'chu'huo'cheng'yan
喷出角砾岩,pen'chu'jiao'li'yan
喷出体,pen'chu'ti
喷出物,pen'chu'wu
喷出岩,pen'chu'yan
喷出岩席,pen'chu'yan'xi
盆地前,pen'di'qian
喷发,pen'fa
喷发沉积,pen'fa'chen'ji
喷发的,pen'fa'de
喷发角砾岩,pen'fa'jiao'li'yan
喷发期,pen'fa'qi
喷发体,pen'fa'ti
喷发物,pen'fa'wu
喷发相,pen'fa'xiang
喷发岩,pen'fa'yan
喷发岩盖,pen'fa'yan'gai
喷管,pen'guan
喷火器,pen'huo'qi
喷口调节锥,pen'kou'tiao'jie'zhui
喷气孔,pen'qi'kong
喷泉,pen'quan
喷泉井,pen'quan'jing
喷泉效应,pen'quan'xiao'ying
喷射泵,pen'she'beng
喷射泵启动,pen'she'beng'qi'dong
喷射空气泵,pen'she'kong'qi'beng
喷射冷凝器,pen'she'leng'ning'qi
喷射器,pen'she'qi
喷射式过油管下井仪,pen'she'shi'guo'you'guan'xia'jing'yi
喷射试验,pen'she'shi'yan
喷射真空泵,pen'she'zhen'kong'beng
喷射钻头,pen'she'zuan'tou
