啊啊多少,a'a'duo'shao
桥钢,qiao'gang
瞧韩剧,qiao'han'ju
巧家县,qiao'jia'xian
瞧了么,qiao'le'me
巧妈妈,qiao'ma'ma
荞麦地,qiao'mai'di
瞧么,qiao'me
瞧瞧嘛,qiao'qiao'ma
悄悄呢,qiao'qiao'ne
瞧说,qiao'shuo
桥香园,qiao'xiang'yuan
桥心配,qiao'xin'pei
巧一中,qiao'yi'zhong
切成品,qie'cheng'pin
亲爱呢们,qin'ai'ne'men
芹菜沟,qin'cai'gou
秦辰,qin'chen
沁春苑,qin'chun'yuan
秦灭赵,qin'mie'zhao
亲耐呢,qin'nai'ne
秦师,qin'shi
秦文芳,qin'wen'fang
庆滨,qing'bin
请不着,qing'bu'zhao
请不准,qing'bu'zhun
倾城之爱,qing'cheng'zhi'ai
清淡呢,qing'dan'ne
清风唱晚,qing'feng'chang'wan
庆沣祥,qing'feng'xiang
青岗岭,qing'gang'ling
青谷,qing'gu
清官亭,qing'guan'ting
青荷尚品,qing'he'shang'pin
清华书屋,qing'hua'shu'wu
轻机厂,qing'ji'chang
轻捷,qing'jie
清洁套,qing'jie'tao
晴开,qing'kai
请两个人,qing'liang'ge'ren
清凉药,qing'liang'yao
青龙村,qing'long'cun
青龙镇,qing'long'zhen
青年供大家,qing'nian'gong'da'jia
轻骑铃木,qing'qi'ling'mu
青青小镇,qing'qing'xiao'zhen
请人民法院,qing'ren'min'fa'yuan
请上天赐予我,qing'shang'tian'ci'yu'wo
青石板,qing'shi'ban
青石岩砂石场,qing'shi'yan'sha'shi'chang
清水沟,qing'shui'gou
清水海,qing'shui'hai
清水木华,qing'shui'mu'hua
请速处理,qing'su'chu'li
青笋尖,qing'sun'jian
清汤鹅,qing'tang'e
清汤鱼,qing'tang'yu
倾听吧,qing'ting'ba
清洗保养,qing'xi'bao'yang
清洗发动机内部,qing'xi'fa'dong'ji'nei'bu
清溪水库,qing'xi'shui'ku
清香木,qing'xiang'mu
青心橙,qing'xin'cheng
青心粉,qing'xin'fen
清醒白醒,qing'xing'bai'xing
清逸堂,qing'yi'tang
庆云村,qing'yun'cun
庆云街,qing'yun'jie
青云街道办事处,qing'yun'jie'dao'ban'shi'chu
琼达,qiong'da
筇竹寺,qiong'zhu'si
邱北,qiu'bei
秋帆,qiu'fan
邱锐杰,qiu'rui'jie
邱师,qiu'shi
求我嘛,qiu'wo'ma
邱新杰,qiu'xin'jie
秋叶塘,qiu'ye'tang
秋苑,qiu'yuan
秋苑小区,qiu'yuan'xiao'qu
求涨点,qiu'zhang'dian
去安宁,qu'an'ning
去北市区,qu'bei'shi'qu
区仓,qu'cang
去呈贡,qu'cheng'gong
去澄江,qu'cheng'jiang
去楚雄,qu'chu'xiong
去楚雄车费,qu'chu'xiong'che'fei
去翠湖,qu'cui'hu
渠道图,qu'dao'tu
取得显著效果的,qu'de'xian'zhu'xiao'guo'de
去滇池,qu'dian'chi
瞿董,qu'dong
去儿科都好,qu'er'ke'dou'hao
区二中,qu'er'zhong
取分线,qu'fen'xian
去海埂,qu'hai'geng
曲靖,qu'jing
曲靖吧,qu'jing'ba
去景洪,qu'jing'hong
曲靖哪里,qu'jing'na'li
曲靖签退,qu'jing'qian'tui
曲靖日报,qu'jing'ri'bao
曲靖三星销售,qu'jing'san'xing'xiao'shou
曲靖市,qu'jing'shi
曲靖市超越腾飞,qu'jing'shi'chao'yue'teng'fei
曲靖师范,qu'jing'shi'fan
曲靖师范学院,qu'jing'shi'fan'xue'yuan
曲靖市麒麟区,qu'jing'shi'qi'lin'qu
曲靖师院,qu'jing'shi'yuan
曲靖四店,qu'jing'si'dian
曲靖一中,qu'jing'yi'zhong
屈俊童,qu'jun'tong
去昆都,qu'kun'du
去昆明了,qu'kun'ming'le
去昆明玩了,qu'kun'ming'wan'le
去拉市海,qu'la'shi'hai
去了噶,qu'le'ga
去林芝,qu'lin'zhi
曲陆,qu'lu
去罗平,qu'luo'ping
去螺蛳湾,qu'luo'si'wan
去蒙自,qu'meng'zi
去弥勒,qu'mi'le
屈敏建,qu'min'jian
去哪跌,qu'na'die
去南屏街,qu'nan'ping'jie
去南亚,qu'nan'ya
去呢嘛,qu'ne'ma
去皮前腿肉,qu'pi'qian'tui'rou
去曲靖,qu'qu'jing
去瑞丽,qu'rui'li
区三十,qu'san'shi
去世纪城,qu'shi'ji'cheng
去石林,qu'shi'lin
去束河,qu'shu'he
取水坝,qu'shui'ba
去腾冲,qu'teng'chong
曲陀关,qu'tuo'guan
去往年,qu'wang'nian
去文山,qu'wen'shan
渠系建筑物,qu'xi'jian'zhu'wu
渠系水,qu'xi'shui
去香格里拉,qu'xiang'ge'li'la
去小西门,qu'xiao'xi'men
瞿新海,qu'xin'hai
去宣威干什么,qu'xuan'wei'gan'shen'me
去乙酰,qu'yi'xian
区一中,qu'yi'zhong
去玉溪,qu'yu'xi
去云大,qu'yun'da
曲沾,qu'zhan
去昭通,qu'zhao'tong
去折纸花,qu'zhe'zhi'hua
去整喃,qu'zheng'nan
去脂,qu'zhi
瞿忠建,qu'zhong'jian
去做早饭,qu'zuo'zao'fan
全昂,quan'ang
全部否决,quan'bu'fou'jue
全部岗位,quan'bu'gang'wei
全部是些,quan'bu'shi'xie
全草,quan'cao
全昆明,quan'kun'ming
全全部部,quan'quan'bu'bu
全乳胶,quan'ru'jiao
全省统计工作,quan'sheng'tong'ji'gong'zuo
泉天下,quan'tian'xia
泉乡,quan'xiang
全行程,quan'xing'cheng
全云南,quan'yun'nan
雀蛋,que'dan
雀啦,que'la
雀了,que'le
雀人,que'ren
雀神怪鸟,que'shen'guai'niao
雀事,que'shi
群复呢,qun'fu'ne
群军覆没,qun'jun'fu'mo
群培,qun'pei
群收,qun'shou
群泰,qun'tai
燃不起来,ran'bu'qi'lai
燃灯之歌,ran'deng'zhi'ge
然后克,ran'hou'ke
然后你接通,ran'hou'ni'jie'tong
燃料厂,ran'liao'chang
燃滤,ran'lv
然么,ran'me
燃灭,ran'mie
冉冉如人老,ran'ran'ru'ren'lao
然乌,ran'wu
嚷麻麻,rang'ma'ma
让他加车队,rang'ta'jia'che'dui
让他有图有他,rang'ta'you'tu'you'ta
让我好生敬佩啊,rang'wo'hao'sheng'jing'pei'a
让我忘了你是谁,rang'wo'wang'le'ni'shi'shui
让小江,rang'xiao'jiang
让自己怦然,rang'zi'ji'peng'ran
绕坝,rao'ba
绕菜,rao'cai
饶继荣,rao'ji'rong
绕山绕水,rao'shan'rao'shui
饶师,rao'shi
饶树生,rao'shu'sheng
饶文存,rao'wen'cun
绕鹰,rao'ying
绕着点,rao'zhe'dian
热备用,re'bei'yong
热不得,re'bu'de
热地方,re'di'fang
热海,re'hai
热海路,re'hai'lu
热阶,re'jie
热水塘,re'shui'tang
热又热,re'you're
人啊的,ren'a'de
任宝衣,ren'bao'yi
人逼得,ren'bi'de
仁布,ren'bu
人不打扰,ren'bu'da'rao
认不得额,ren'bu'de'e
认不得咯,ren'bu'de'ge
认不得啦,ren'bu'de'la
认不得了,ren'bu'de'le
认不得嘛,ren'bu'de'ma
认不得么,ren'bu'de'me
认不得呢,ren'bu'de'ne
认不得你,ren'bu'de'ni
认不得人,ren'bu'de'ren
认不得噻,ren'bu'de'sai
认不得是,ren'bu'de'shi
认不得他,ren'bu'de'ta
认不都,ren'bu'dou
人不好相处,ren'bu'hao'xiang'chu
任朝迎,ren'chao'ying
认得错了,ren'de'cuo'le
认得几天,ren'de'ji'tian
认得嘛,ren'de'ma
认得呢,ren'de'ne
认得呢么,ren'de'ne'me
认得你呢,ren'de'ni'ne
认得是你,ren'de'shi'ni
仁德镇,ren'de'zhen
人都某得,ren'dou'mou'de
认都认不得,ren'dou'ren'bu'de
人读的,ren'du'de
人防六部,ren'fang'liu'bu
人防四部,ren'fang'si'bu
人给好,ren'gei'hao
人给在,ren'gei'zai
人工菌,ren'gong'jun
人还没有出现,ren'hai'mei'you'chu'xian
人憨,ren'han
人好处,ren'hao'chu
仁和镇,ren'he'zhen
人家叫我去,ren'jia'jiao'wo'qu
人家没看上我,ren'jia'mei'kan'shang'wo
人教人,ren'jiao'ren
人靠自觉,ren'kao'zi'jue
人口变动,ren'kou'bian'dong
人老啦,ren'lao'la
人类还不会,ren'lei'hai'bu'hui
任丽坤,ren'li'kun
仁里路,ren'li'lu
人力师,ren'li'shi
人民西唐韵,ren'min'xi'tang'yun
人民巷,ren'min'xiang
任启航,ren'qi'hang
认求不得,ren'qiu'bu'de
人善人欺天不欺,ren'shan'ren'qi'tian'bu'qi
人生就没有,ren'sheng'jiu'mei'you
任师,ren'shi
认识的时间长了,ren'shi'de'shi'jian'chang'le
认识几只,ren'shi'ji'zhi
人太善良,ren'tai'shan'liang
人同意下,ren'tong'yi'xia
任务关,ren'wu'guan
人也不理,ren'ye'bu'li
人约黄昏,ren'yue'huang'hun
人在昆明,ren'zai'kun'ming
认真解决,ren'zhen'jie'jue
任正杰,ren'zheng'jie
忍足侑士,ren'zu'you'shi
日古,ri'gu
日恨,ri'hen
日减,ri'jian
日胶,ri'jiao
日解,ri'jie
日客则,ri'ke'ze
日了么,ri'le'me
日历说得,ri'li'shuo'de
日新村,ri'xin'cun
日新达,ri'xin'da
日新路,ri'xin'lu
日新小区,ri'xin'xiao'qu
日新中路,ri'xin'zhong'lu
融城金阶,rong'cheng'jin'jie
融城优郡,rong'cheng'you'jun
荣将,rong'jiang
戎锦,rong'jin
戎锦花园,rong'jin'hua'yuan
肉呵呵,rou'he'he
肉肉熊的话,rou'rou'xiong'de'hua
柔软时光,rou'ruan'shi'guang
如安街,ru'an'jie
如此频繁,ru'ci'pin'fan
入滇备案证,ru'dian'bei'an'zheng
乳房为港币,ru'fang'wei'gang'bi
如果想献爱心,ru'guo'xiang'xian'ai'xin
如果做截图,ru'guo'zuo'jie'tu
如何超频,ru'he'chao'pin
如何驾驭,ru'he'jia'yu
乳康,ru'kang
乳酪猪排,ru'lao'zhu'pai
如梦如幻露,ru'meng'ru'huan'lu
如上图所示吗,ru'shang'tu'suo'shi'ma
乳手术时,ru'shou'shu'shi
如意大厦,ru'yi'da'sha
如意巷,ru'yi'xiang
入院待查,ru'yuan'dai'cha
软边,ruan'bian
阮家村,ruan'jia'cun
软件款,ruan'jian'kuan
阮师,ruan'shi
软珍,ruan'zhen
瑞彪,rui'biao
瑞呈,rui'cheng
瑞和新城,rui'he'xin'cheng
瑞杰特,rui'jie'te
瑞丽江,rui'li'jiang
瑞丽市,rui'li'shi
瑞奇德,rui'qi'de
睿祥,rui'xiang
瑞祥雅苑,rui'xiang'ya'yuan
润城,run'cheng
润滇,run'dian
润利铭达,run'li'ming'da
润生活,run'sheng'huo
润薇,run'wei
润泽楼,run'ze'lou
若有事不能参加,ruo'you'shi'bu'neng'can'jia
萨弗拉斯,sa'fu'la'si
撒烂药,sa'lan'yao
撒撇,sa'pie
撒屎,sa'shi
撒营盘,sa'ying'pan
赛辉,sai'hui
三包培训,san'bao'pei'xun
三岔河,san'cha'he
三岔河镇,san'cha'he'zhen
散旦,san'dan
三道菜,san'dao'cai
三道茶,san'dao'cha
三合邑,san'he'yi
三合营,san'he'ying
三家村,san'jia'cun
三监,san'jian
三江半岛,san'jiang'ban'dao
三届二次,san'jie'er'ci
三九手机,san'jiu'shou'ji
三九网,san'jiu'wang
三七,san'qi
三七粉,san'qi'fen
三七粉呢,san'qi'fen'ne
三傻宝,san'sha'bao
三市街,san'shi'jie
三岁看到老,san'sui'kan'dao'lao
三塔,san'ta
散性,san'xing
三星壁纸,san'xing'bi'zhi
三月街,san'yue'jie
三张车,san'zhang'che
三只蛙,san'zhi'wa
三座水库,san'zuo'shui'ku
桑德豪森,sang'de'hao'sen
桑姆,sang'mu
桑耶寺,sang'ye'si
扫高,sao'gao
骚命,sao'ming
骚年音,sao'nian'yin
色蛋,se'dan
色疯,se'feng
色季拉,se'ji'la
色季拉山,se'ji'la'shan
涩啦,se'la
色拉路,se'la'lu
色拉寺,se'la'si
色灭,se'mie
色人是,se'ren'shi
涩死了,se'si'le
色杂种,se'za'zhong
森嫌,sen'xian
沙坝,sha'ba
沙坝营,sha'ba'ying
沙坝鱼,sha'ba'yu
莎宝娜,sha'bao'na
傻不得,sha'bu'de
沙发顶上了,sha'fa'ding'shang'le
沙沟尾,sha'gou'wei
砂锅菜,sha'guo'cai
沙锅村,sha'guo'cun
沙河乡,sha'he'xiang
杀虎,sha'hu
沙郎,sha'lang
傻了傻,sha'le'sha
沙林,sha'lin
沙麻,sha'ma
刹片,sha'pian
杀旗,sha'qi
沙桥,sha'qiao
杀数人,sha'shu'ren
杀猪饭,sha'zhu'fan
沙子坡,sha'zi'po
晒青,shai'qing
晒谁,shai'shui
晒晚,shai'wan
删的啦,shan'de'la
善古,shan'gu
珊瑚路,shan'hu'lu
山老表,shan'lao'biao
山茅,shan'mao
山南,shan'nan
山砂,shan'sha
山水佳园,shan'shui'jia'yuan
汕头大厦,shan'tou'da'sha
山头上,shan'tou'shang
鳝鱼米线,shan'yu'mi'xian
山楂粉,shan'zha'fen
上百道,shang'bai'dao
上班出,shang'ban'chu
上班噶,shang'ban'ga
上班该,shang'ban'gai
上班还不是,shang'ban'hai'bu'shi
上班还聊,shang'ban'hai'liao
上班克,shang'ban'ke
上班塞,shang'ban'sai
上不好意思,shang'bu'hao'yi'si
上不可,shang'bu'ke
上村,shang'cun
上村街,shang'cun'jie
上村社区,shang'cun'she'qu
上东城,shang'dong'cheng
伤风片,shang'feng'pian
尚风强,shang'feng'qiang
上高桥,shang'gao'qiao
上关,shang'guan
上海沙龙,shang'hai'sha'long
尚红,shang'hong
上虎跳,shang'hu'tiao
伤筋费神,shang'jin'fei'shen
伤精费神,shang'jing'fei'shen
伤精神,shang'jing'shen
上看不见,shang'kan'bu'jian
上昆明,shang'kun'ming
上昆明来,shang'kun'ming'lai
上昆明了,shang'kun'ming'liao
上拉萨,shang'la'sa
上来噶,shang'lai'ga
上来昆明,shang'lai'kun'ming
上马村,shang'ma'cun
上面的不要打,shang'mian'de'bu'yao'da
上面箱子里,shang'mian'xiang'zi'li
上那颗痣,shang'na'ke'zhi
上哪样,shang'na'yang
上喃,shang'nan
上呢班,shang'ne'ban
赏你两嘴巴,shang'ni'liang'zui'ba
尚色,shang'se
伤心酒杯,shang'xin'jiu'bei
上雪山,shang'xue'shan
尚义街,shang'yi'jie
上影永华,shang'ying'yong'hua
上玉溪,shang'yu'xi
商院路,shang'yuan'lu
上寨,shang'zhai
上昭通,shang'zhao'tong
勺包,shao'bao
少豆腐,shao'dou'fu
少付款,shao'fu'kuan
少妇山,shao'fu'shan
少激动,shao'ji'dong
烧烤城,shao'kao'cheng
少克,shao'ke
少想多了,shao'xiang'duo'le
烧洋芋,shao'yang'yu
少整点,shao'zheng'dian
烧制成,shao'zhi'cheng
烧制多次,shao'zhi'duo'ci
烧制而成,shao'zhi'er'cheng
烧制好,shao'zhi'hao
烧制前,shao'zhi'qian
社把我,she'ba'wo
蛇宝,she'bao
设备能源,she'bei'neng'yuan
舍块,she'kuai
设置到你下来了,she'zhi'dao'ni'xia'lai'le
设置一座,she'zhi'yi'zuo
深包,shen'bao
神不住,shen'bu'zhu
神抖抖,shen'dou'dou
神话店,shen'hua'dian
渗控,shen'kong
神了哈,shen'le'ha
渗流计算,shen'liu'ji'suan
渗漏分析,shen'lou'fen'xi
什么都要我写,shen'me'dou'yao'wo'xie
什么时候吃饭捏,shen'me'shi'hou'chi'fan'nie
什么又苦又累,shen'me'you'ku'you'lei
什么原料,shen'me'yuan'liao
神秘推手,shen'mi'tui'shou
沈培伟,shen'pei'wei
深起港止,shen'qi'gang'zhi
神态茶园,shen'tai'cha'yuan
沈天海,shen'tian'hai
神通值,shen'tong'zhi
渗透比降,shen'tou'bi'jiang
渗透系数,shen'tou'xi'shu
身心都累,shen'xin'dou'lei
沈雁林,shen'yan'lin
深圳振,shen'zhen'zhen
圣爱中医馆,sheng'ai'zhong'yi'guan
生饼,sheng'bing
省财经,sheng'cai'jing
牲畜粪便,sheng'chu'fen'bian
生的病,sheng'de'bing
生地片,sheng'di'pian
省二监,sheng'er'jian
胜峰,sheng'feng
盛高,sheng'gao
盛高大城,sheng'gao'da'cheng
省国旅,sheng'guo'lv
生活新报,sheng'huo'xin'bao
生贱,sheng'jian
省金司,sheng'jin'si
胜境,sheng'jing
胜境关,sheng'jing'guan
圣莱达啊,sheng'lai'da'a
胜利花园,sheng'li'hua'yuan
胜利堂,sheng'li'tang
省陪,sheng'pei
生匹配,sheng'pi'pei
圣奇,sheng'qi
生气噶,sheng'qi'ga
生气了噶,sheng'qi'le'ga
生日快乐噶,sheng'ri'kuai'le'ga
省社科联,sheng'she'ke'lian
晟世仟和,sheng'shi'qian'he
盛世庭园,sheng'shi'ting'yuan
生态用水,sheng'tai'yong'shui
盛唐城,sheng'tang'cheng
圣田,sheng'tian
省统,sheng'tong
声望无,sheng'wang'wu
生我呢,sheng'wo'ne
生物谷,sheng'wu'gu
生物所,sheng'wu'suo
生鲜超市,sheng'xian'chao'shi
省医药,sheng'yi'yao
胜宇,sheng'yu
盛钰洁,sheng'yu'jie
盛云,sheng'yun
史爱玲,shi'ai'ling
石安公路,shi'an'gong'lu
石板河,shi'ban'he
石板烧,shi'ban'shao
失保,shi'bao
石宝山,shi'bao'shan
世博车市,shi'bo'che'shi
世博大厦,shi'bo'da'sha
世博店,shi'bo'dian
世博花园,shi'bo'hua'yuan
世博花园酒店,shi'bo'hua'yuan'jiu'dian
石博会,shi'bo'hui
世博路,shi'bo'lu
世博桥,shi'bo'qiao
世博生态城,shi'bo'sheng'tai'cheng
世博园,shi'bo'yuan
是不是难看,shi'bu'shi'nan'kan
是不是有点悲催,shi'bu'shi'you'dian'bei'cui
时才何,shi'cai'he
市财经,shi'cai'jing
试车时,shi'che'shi
是触发,shi'chu'fa
是错呢,shi'cuo'ne
诗达,shi'da
师大附小,shi'da'fu'xiao
屎大赖,shi'da'lai
是大理,shi'da'li
师大商学院,shi'da'shang'xue'yuan
师大实验,shi'da'shi'yan
师大实验中学,shi'da'shi'yan'zhong'xue
师大五华,shi'da'wu'hua
师大五华实验,shi'da'wu'hua'shi'yan
时代风华,shi'dai'feng'hua
时代年华,shi'dai'nian'hua
施甸县,shi'dian'xian
是斗鸡眼,shi'dou'ji'yan
屎都抓,shi'dou'zhua
食度,shi'du
是对呢,shi'dui'ne
十多下次,shi'duo'xia'ci
十二棵,shi'er'ke
视方,shi'fang
是个喃,shi'ge'nan
是个什么状态,shi'ge'shen'me'zhuang'tai
施工标,shi'gong'biao
施工机组,shi'gong'ji'zu
时光店,shi'guang'dian
时光俊园,shi'guang'jun'yuan
石锅鸡,shi'guo'ji
试好音,shi'hao'yin
事后懊悔,shi'hou'ao'hui
石虎关,shi'hu'guan
世纪半岛,shi'ji'ban'dao
世纪半岛小区,shi'ji'ban'dao'xiao'qu
世纪城了,shi'ji'cheng'le
世纪店,shi'ji'dian
十几个小时车,shi'ji'ge'xiao'shi'che
世纪金源大饭店,shi'ji'jin'yuan'da'fan'dian
世纪俊园,shi'ji'jun'yuan
世纪龙苑,shi'ji'long'yuan
世纪青年,shi'ji'qing'nian
试剂一批,shi'ji'yi'pi
是假呢,shi'jia'ne
施家屯,shi'jia'tun
时家湾,shi'jia'wan
时间过呢,shi'jian'guo'ne
时间慕斯,shi'jian'mu'si
仕杰,shi'jie
世界第二大,shi'jie'di'er'da
世界第一大,shi'jie'di'yi'da
世界民族,shi'jie'min'zu
世界千年靡靡风,shi'jie'qian'nian'mi'mi'feng
世界上迄今发现,shi'jie'shang'qi'jin'fa'xian
市斤,shi'jin
石镜,shi'jing
石晶晶,shi'jing'jing
石咀,shi'ju
试卷答应出来,shi'juan'da'ying'chu'lai
拾菌,shi'jun
石卡,shi'ka
石卡雪山,shi'ka'xue'shan
石坎,shi'kan
是靠实力,shi'kao'shi'li
是克,shi'ke
是昆明的,shi'kun'ming'de
是啦老婆,shi'la'lao'po
是啦么,shi'la'me
是啦那,shi'la'na
是啦呢,shi'la'ne
是啦是啊,shi'la'shi'a
是啦是啦是啦,shi'la'shi'la'shi'la
是了撒,shi'le'sa
实力北岸,shi'li'bei'an
十里长街,shi'li'chang'jie
是丽江,shi'li'jiang
实力锦城,shi'li'jin'cheng
实力郡城,shi'li'jun'cheng
石料场,shi'liao'chang
史料学,shi'liao'xue
石林,shi'lin
石林的,shi'lin'de
仕林街,shi'lin'jie
石林了,shi'lin'le
石林人,shi'lin'ren
石林县,shi'lin'xian
石林彝族自治县,shi'lin'yi'zu'zi'zhi'xian
石林镇,shi'lin'zhen
是咯么,shi'lo'me
石龙坝,shi'long'ba
是吗点,shi'ma'dian
是么会,shi'me'hui
是美国的套装,shi'mei'guo'de'tao'zhuang
是描写,shi'miao'xie
是某得,shi'mou'de
是哪点,shi'na'dian
是男呢,shi'nan'ne
是喃样,shi'nan'yang
是喃意思,shi'nan'yi'si
是呢阿,shi'ne'a
是呢嘛,shi'ne'ma
是呢满,shi'ne'man
是呢么,shi'ne'me
是呢莫,shi'ne'mo
是呢呢,shi'ne'ne
是呢撒,shi'ne'sa
市内游览,shi'nei'you'lan
是你不去的,shi'ni'bu'qu'de
是你家那点事,shi'ni'jia'na'dian'shi
是你说呢,shi'ni'shuo'ne
是女呢,shi'nv'ne
是培训落到实处,shi'pei'xun'luo'dao'shi'chu
施鹏,shi'peng
视频射,shi'pin'she
石屏,shi'ping
石屏豆腐,shi'ping'dou'fu
石屏会馆,shi'ping'hui'guan
石屏人家,shi'ping'ren'jia
石屏县,shi'ping'xian
施普瑞,shi'pu'rui
师旗,shi'qi
实瑞,shi'rui
石山嘴,shi'shan'zui
时尚家园,shi'shang'jia'yuan
石上清泉,shi'shang'qing'quan
石师,shi'shi
十四军,shi'si'jun
实体店价钱,shi'ti'dian'jia'qian
市体育,shi'ti'yu
市体育馆,shi'ti'yu'guan
实田,shi'tian
市统,shi'tong
石头山,shi'tou'shan
石头寨,shi'tou'zhai
石头纸,shi'tou'zhi
施卫卫,shi'wei'wei
是我的成绩,shi'wo'de'cheng'ji
是我两个,shi'wo'liang'ge
是我呢错,shi'wo'ne'cuo
是我你,shi'wo'ni
是我是你,shi'wo'shi'ni
是我说呢,shi'wo'shuo'ne
是呀好少,shi'ya'hao'shao
是要咋个说,shi'yao'za'ge'shuo
十一家具,shi'yi'jia'ju
是一样呢,shi'yi'yang'ne
适用不买,shi'yong'bu'mai
是有点不信,shi'you'dian'bu'xin
施友琼,shi'you'qiong
石渝平,shi'yu'ping
师院附中,shi'yuan'fu'zhong
使员工在,shi'yuan'gong'zai
是咋个啦,shi'za'ge'la
是咋个了,shi'za'ge'le
是咋说,shi'za'shuo
实在不行么,shi'zai'bu'xing'me
是在昆明,shi'zai'kun'ming
是在哪点,shi'zai'na'dian
是在职,shi'zai'zhi
石闸立交,shi'zha'li'jiao
石闸立交桥,shi'zha'li'jiao'qiao
石兆东,shi'zhao'dong
是整个公司的,shi'zheng'ge'gong'si'de
是整哪,shi'zheng'na
是整喃,shi'zheng'nan
石竹梅,shi'zhu'mei
师专附中,shi'zhuan'fu'zhong
柿子坝,shi'zi'ba
是紫风,shi'zi'feng
师宗,shi'zong
师宗县,shi'zong'xian
是最好呢,shi'zui'hao'ne
收藏价格,shou'cang'jia'ge
守车,shou'che
收到林昭莉,shou'dao'lin'zhao'li
收的啦,shou'de'la
守底,shou'di
收房间,shou'fang'jian
兽魂了,shou'hun'le
手机某得,shou'ji'mou'de
手机我也不会,shou'ji'wo'ye'bu'hui
手机移动电源,shou'ji'yi'dong'dian'yuan
收假回来,shou'jia'hui'lai
瘦精干巴,shou'jing'gan'ba
受喃,shou'nan
受喃刺激,shou'nan'ci'ji
受其影响,shou'qi'ying'xiang
收收家,shou'shou'jia
首乌粉,shou'wu'fen
守午睡,shou'wu'shui
受益区,shou'yi'qu
书包拉杆,shu'bao'la'gan
熟饼,shu'bing
蔬菜款,shu'cai'kuan
熟地片,shu'di'pian
舒服呢嘛,shu'fu'ne'ma
舒肝散,shu'gan'san
曙光小区,shu'guang'xiao'qu
束河,shu'he
束河古城,shu'he'gu'cheng
束河了,shu'he'le
鼠街,shu'jie
数据不全,shu'ju'bu'quan
书壳,shu'ke
书林街,shu'lin'jie
术前诊断,shu'qian'zhen'duan
叔叔娘娘,shu'shu'niang'niang
舒挺,shu'ting
书香大地,shu'xiang'da'di
树营,shu'ying
竖着的发型,shu'zhe'de'fa'xing
刷个连,shua'ge'lian
耍火鹰,shua'huo'ying
刷卡金额,shua'ka'jin'e
刷脸卡,shua'lian'ka
甩带,shuai'dai
帅党,shuai'dang
甩饭,shuai'fan
甩口,shuai'kou
帅了嘛,shuai'le'ma
帅了帅,shuai'le'shuai
甩米线,shuai'mi'xian
帅明风,shuai'ming'feng
帅呢帅呢,shuai'ne'shuai'ne
摔醒,shuai'xing
涮人快报,shuan'ren'kuai'bao
双柏,shuang'bai
双柏县,shuang'bai'xian
双倍经验丹,shuang'bei'jing'yan'dan
双达,shuang'da
双凤村,shuang'feng'cun
双凤东路,shuang'feng'dong'lu
双凤路,shuang'feng'lu
双光环,shuang'guang'huan
双河乡,shuang'he'xiang
双江,shuang'jiang
双江县,shuang'jiang'xian
双江自治县,shuang'jiang'zi'zhi'xian
双朗,shuang'lang
爽了嘛,shuang'le'ma
双龙桥,shuang'long'qiao
双龙商场,shuang'long'shang'chang
双龙乡,shuang'long'xiang
爽么那,shuang'me'na
双面彩卡,shuang'mian'cai'ka
双面复印,shuang'mian'fu'yin
爽呢吗,shuang'ne'ma
双桥村,shuang'qiao'cun
双桥梵凯,shuang'qiao'fan'kai
双人快保,shuang'ren'kuai'bao
双人快保流程,shuang'ren'kuai'bao'liu'cheng
双色粉,shuang'se'fen
双筛,shuang'shai
双双飞歌词,shuang'shuang'fei'ge'ci
水岸艺城,shui'an'yi'cheng
水部分,shui'bu'fen
睡不桌,shui'bu'zhuo
水长,shui'chang
水长乡,shui'chang'xiang
睡得床上,shui'de'chuang'shang
水电九局,shui'dian'jiu'ju
水电十四局,shui'dian'shi'si'ju
睡掉啦,shui'diao'la
谁发地,shui'fa'di
睡翻,shui'fan
睡翻了,shui'fan'le
水富,shui'fu
水富的,shui'fu'de
水富了,shui'fu'le
水富县,shui'fu'xian
水工厂,shui'gong'chang
睡哈嘛,shui'ha'ma
水海子,shui'hai'zi
税户,shui'hu
水花哦,shui'hua'o
水汇,shui'hui
睡觉噶,shui'jiao'ga
睡觉了噶,shui'jiao'le'ga
水晶堡,shui'jing'bao
水晶俊园,shui'jing'jun'yuan
水井湾,shui'jing'wan
谁坑了我们,shui'keng'le'wo'men
睡啦噶,shui'la'ga
水利局算,shui'li'ju'suan
水利用,shui'li'yong
水利用系数,shui'li'yong'xi'shu
谁骂我们,shui'ma'wo'men
水米线,shui'mi'xian
水沫玉,shui'mo'yu
睡呢早,shui'ne'zao
睡诺诺了,shui'nuo'nuo'le
水牌价,shui'pai'jia
睡去嘛,shui'qu'ma
水文比拟法,shui'wen'bi'ni'fa
水务所,shui'wu'suo
水洗米线,shui'xi'mi'xian
睡下克,shui'xia'ke
谁先删,shui'xian'shan
水腌菜,shui'yan'cai
水烟筒,shui'yan'tong
睡要,shui'yao
水逸,shui'yi
水逸康桥,shui'yi'kang'qiao
水艺天下,shui'yi'tian'xia
水映长岛,shui'ying'chang'dao
谁有你这么,shui'you'ni'zhe'me
谁有现货,shui'you'xian'huo
水源区,shui'yuan'qu
谁再抓,shui'zai'zhua
睡早跌,shui'zao'die
睡早些,shui'zao'xie
睡着的啦,shui'zhao'de'la
睡着的了,shui'zhao'de'le
睡着了噶,shui'zhao'le'ga
睡着要,shui'zhao'yao
水洲,shui'zhou
睡桌了,shui'zhuo'le
