阿母白媒人,a'mu'bai'mei'ren
女闻地籁而不闻天籁夫,nv'wen'di'lai'er'bu'wen'tian'lai'fu
女闻人籁而未闻地籁,nv'wen'ren'lai'er'wei'wen'di'lai
女奚患焉,nv'xi'huan'yan
女行无偏斜,nv'xing'wu'pian'xie
女也不爽,nv'ye'bu'shuang
女也甚忘,nv'ye'shen'wang
女以妄听之,nv'yi'wang'ting'zhi
女有馀布,nv'you'yu'bu
女乐馀姿映寒日,nv'yue'yu'zi'ying'han'ri
女之耽兮,nv'zhi'dan'xi
女子歌词以侑,nv'zi'ge'ci'yi'you
女子今有行,nv'zi'jin'you'xing
女子生而愿为之有家,nv'zi'sheng'er'yuan'wei'zhi'you'jia
女子有誓死,nv'zi'you'shi'si
女子之嫁也,nv'zi'zhi'jia'ye
偶而应之,ou'er'ying'zhi
偶逢佳士亦写真,ou'feng'jia'shi'yi'xie'zhen
藕花雨湿前胡夜,ou'hua'yu'shi'qian'hu'ye
偶然值林叟,ou'ran'zhi'lin'sou
偶似山林客,ou'si'shan'lin'ke
偶学念奴声调,ou'xue'nian'nu'sheng'diao
呕哑嘲哳难为听,ou'ya'zhao'zha'nan'wei'ting
怕不是新来妆束,pa'bu'shi'xin'lai'zhuang'shu
怕得鱼惊不应人,pa'de'yu'jing'bu'ying'ren
怕飞去漫皱,pa'fei'qu'man'zhou
怕凤靴挑菜归来,pa'feng'xue'tiao'cai'gui'lai
怕红萼无人为主,pa'hong'e'wu'ren'wei'zhu
怕黄花也笑人岑寂,pa'huang'hua'ye'xiao'ren'cen'ji
怕荒台高处,pa'huang'tai'gao'chu
怕见飞花,pa'jian'fei'hua
怕见夜间出去,pa'jian'ye'jian'chu'qu
怕君恩未许,pa'jun'en'wei'xu
怕梨花落尽成秋色,pa'li'hua'luo'jin'cheng'qiu'se
怕柳花轻薄,pa'liu'hua'qing'bo
怕流莺乳燕,pa'liu'ying'ru'yan
怕人间换谱伊凉,pa'ren'jian'huan'pu'yi'liang
怕人寻问,pa'ren'xun'wen
怕上层楼,pa'shang'ceng'lou
怕天教何处,pa'tian'jiao'he'chu
怕听啼鹃,pa'ting'ti'juan
怕万里长鲸,pa'wan'li'chang'jing
怕应羞见,pa'ying'xiu'jian
徘徊庭树下,pai'huai'ting'shu'xia
徘徊于斗牛之间,pai'huai'yu'dou'niu'zhi'jian
排空驭气奔如电,pai'kong'yu'qi'ben'ru'dian
拍手笑沙鸥,pai'shou'xiao'sha'ou
盘赐将军拜舞归,pan'ci'jiang'jun'bai'wu'gui
判得最长宵,pan'de'zui'chang'xiao
盘根错节之既破,pan'gen'cuo'jie'zhi'ji'po
般乐怠敖,pan'le'dai'ao
磐石方且厚,pan'shi'fang'qie'hou
磐石无转移,pan'shi'wu'zhuan'yi
判司卑官不堪说,pan'si'bei'guan'bu'kan'shuo
盘丝系腕,pan'si'xi'wan
盘飧市远无兼味,pan'sun'shi'yuan'wu'jian'wei
盘心清露如铅水,pan'xin'qing'lu'ru'qian'shui
潘岳悼亡犹费词,pan'yue'dao'wang'you'fei'ci
旁观者清,pang'guan'zhe'qing
旁观者徒艳羡其功之成,pang'guan'zhe'tu'yan'xian'qi'gong'zhi'cheng
彷徨乎冯闳,pang'huang'hu'feng'hong
彷徨乎无为其侧,pang'huang'hu'wu'wei'qi'ce
抛残弦索床头,pao'can'xian'suo'chuang'tou
庖丁释刀对曰,pao'ding'shi'dao'dui'yue
庖丁为文惠君解牛,pao'ding'wei'wen'hui'jun'jie'niu
抛家傍路,pao'jia'bang'lu
袍裤宫人扫御床,pao'ku'gong'ren'sao'yu'chuang
庖人继肉,pao'ren'ji'rou
庖人虽不治庖,pao'ren'sui'bu'zhi'pao
庖有肥肉,pao'you'fei'rou
抛枕翠云光,pao'zhen'cui'yun'guang
陪臣执国命,pei'chen'zhi'guo'ming
沛公安在,pei'gong'an'zai
沛公北向坐,pei'gong'bei'xiang'zuo
沛公兵十万,pei'gong'bing'shi'wan
沛公不胜桮杓,pei'gong'bu'sheng'bei'shao
沛公不先破关中,pei'gong'bu'xian'po'guan'zhong
沛公大惊,pei'gong'da'jing
沛公旦日从百余骑来见项王,pei'gong'dan'ri'cong'bai'yu'qi'lai'jian'xiang'wang
沛公奉卮酒为寿,pei'gong'feng'zhi'jiu'wei'shou
沛公今事有急,pei'gong'jin'shi'you'ji
沛公居山东时,pei'gong'ju'shan'dong'shi
沛公军霸上,pei'gong'jun'ba'shang
沛公军在霸上,pei'gong'jun'zai'ba'shang
沛公默然,pei'gong'mo'ran
沛公起如厕,pei'gong'qi'ru'ce
沛公谓张良曰,pei'gong'wei'zhang'liang'yue
沛公已出,pei'gong'yi'chu
沛公已去,pei'gong'yi'qu
沛公欲王关中,pei'gong'yu'wang'guan'zhong
沛公则置车骑,pei'gong'ze'zhi'che'qi
沛公之参乘樊哙者也,pei'gong'zhi'can'cheng'fan'kuai'zhe'ye
沛公至军,pei'gong'zhi'jun
沛乎其为万物逝也,pei'hu'qi'wei'wan'wu'shi'ye
佩兰香老,pei'lan'xiang'lao
陪履斋先生沧浪看梅,pei'lv'zhai'xian'sheng'cang'lang'kan'mei
沛然谁能御之,pei'ran'shui'neng'yu'zhi
沛然下雨,pei'ran'xia'yu
佩声归向凤池头,pei'sheng'gui'xiang'feng'chi'tou
配义与道,pei'yi'yu'dao
沛泽多而禽兽至,pei'ze'duo'er'qin'shou'zhi
喷云泄雾藏半腹,pen'yun'xie'wu'cang'ban'fu
喷则大者如珠,pen'ze'da'zhe'ru'zhu
彭城夜宿燕子楼,peng'cheng'ye'su'yan'zi'lou
蓬而指之曰,peng'er'zhi'zhi'yue
彭更问曰,peng'geng'wen'yue
蓬壶阆苑,peng'hu'lang'yuan
蓬莱此去无多路,peng'lai'ci'qu'wu'duo'lu
蓬莱宫中日月长,peng'lai'gong'zhong'ri'yue'chang
蓬莱文章建安骨,peng'lai'wen'zhang'jian'an'gu
蓬莱院闭天台女,peng'lai'yuan'bi'tian'tai'nv
蓬门今始为君开,peng'men'jin'shi'wei'jun'kai
蓬门未识绮罗香,peng'men'wei'shi'qi'luo'xiang
蓬蒙不能眄睨也,peng'meng'bu'neng'mian'ni'ye
蓬蓬然入于南海,peng'peng'ran'ru'yu'nan'hai
蓬山此去无多路,peng'shan'ci'qu'wu'duo'lu
蓬头稚子学垂纶,peng'tou'zhi'zi'xue'chui'lun
彭阳见王果曰,peng'yang'jian'wang'guo'yue
烹羊宰牛且为乐,peng'yang'zai'niu'qie'wei'le
朋友切切缌缌,peng'you'qie'qie'si'si
朋友信之,peng'you'xin'zhi
朋友有信,peng'you'you'xin
朋友之道也,peng'you'zhi'dao'ye
朋友之馈,peng'you'zhi'kui
鹏之徙于南冥也,peng'zhi'xi'yu'nan'ming'ye
彭祖得之,peng'zu'de'zhi
彭祖寿考者之所好也,peng'zu'shou'kao'zhe'zhi'suo'hao'ye
皮弁鹬冠,pi'bian'yu'guan
辟草莱任土地者次之,pi'cao'lai'ren'tu'di'zhe'ci'zhi
丕承哉武王烈,pi'cheng'zai'wu'wang'lie
譬道之在天下,pi'dao'zhi'zai'tian'xia
被发缨冠而往救之,pi'fa'ying'guan'er'wang'jiu'zhi
匹夫不可夺志也,pi'fu'bu'ke'duo'zhi'ye
匹夫而有天下者,pi'fu'er'you'tian'xia'zhe
蚍蜉撼大树,pi'fu'han'da'shu
匹夫匹妇有不被尧,pi'fu'pi'fu'you'bu'bei'yao
匹夫匹妇有不与被尧,pi'fu'pi'fu'you'bu'yu'bei'yao
匹夫犹未可动也,pi'fu'you'wei'ke'dong'ye
匹夫有责,pi'fu'you'ze
皮里春秋空黑黄,pi'li'chun'qiu'kong'hei'huang
匹练飞光,pi'lian'fei'guang
匹马黑貂裘,pi'ma'hei'diao'qiu
琵琶起舞换新声,pi'pa'qi'wu'huan'xin'sheng
琵琶声停欲语迟,pi'pa'sheng'ting'yu'yu'chi
琵琶谁拔,pi'pa'shui'ba
琵琶弦上说相思,pi'pa'xian'shang'shuo'xiang'si
琵琶行并序,pi'pa'xing'bing'xu
譬如北辰,pi'ru'bei'chen
譬如平地,pi'ru'ping'di
譬如为山,pi'ru'wei'shan
譬如朝露,pi'ru'zhao'lu
否泰如天地,pi'tai'ru'tian'di
披帷西向立,pi'wei'xi'xiang'li
丕显哉文王谟,pi'xian'zai'wen'wang'mo
辟兄离母,pi'xiong'li'mu
披衣觉露滋,pi'yi'jue'lu'zi
譬犹狗马,pi'you'gou'ma
譬犹一也,pi'you'yi'ye
譬犹饮药以加病也,pi'you'yin'yao'yi'jia'bing'ye
譬则力也,pi'ze'li'ye
譬则巧也,pi'ze'qiao'ye
皮之不存,pi'zhi'bu'cun
譬之宫墙,pi'zhi'gong'qiang
譬之若载鼷以车马,pi'zhi'ruo'zai'xi'yi'che'ma
譬之犹一,pi'zhi'you'yi
譬诸草木,pi'zhu'cao'mu
譬诸小人,pi'zhu'xiao'ren
偏碍游丝度,pian'ai'you'si'du
便嬖不足使令於前与,pian'bi'bu'zu'shi'ling'yu'qian'yu
偏不在外也,pian'bu'zai'wai'ye
偏得老聃之道,pian'de'lao'dan'zhi'dao
偏多风雨,pian'duo'feng'yu
片帆高举,pian'fan'gao'ju
片帆千里归程,pian'fan'qian'li'gui'cheng
片帆沙岸,pian'fan'sha'an
片帆西去,pian'fan'xi'qu
片红休扫尽从伊,pian'hong'xiu'sao'jin'cong'yi
偏将军居左,pian'jiang'jun'ju'zuo
偏惊物候新,pian'jing'wu'hou'xin
偏令无出,pian'ling'wu'chu
片片吹落轩辕台,pian'pian'chui'luo'xuan'yuan'tai
片片催零落,pian'pian'cui'ling'luo
翩翩过南浦,pian'pian'guo'nan'pu
翩翩欲下,pian'pian'yu'xia
偏其反而,pian'qi'fan'er
片时春梦,pian'shi'chun'meng
偏是来无准,pian'shi'lai'wu'zhun
偏向脸边浓,pian'xiang'lian'bian'nong
偏信则暗,pian'xin'ze'an
片绣点重茵,pian'xiu'dian'zhong'yin
片言可以折狱者,pian'yan'ke'yi'zhe'yu'zhe
片影独何之,pian'ying'du'he'zhi
骈于辩者,pian'yu'bian'zhe
扁舟三日秋塘路,pian'zhou'san'ri'qiu'tang'lu
扁舟一叶,pian'zhou'yi'ye
飘泊落谁家,piao'bo'luo'shui'jia
漂泊西南天地间,piao'bo'xi'nan'tian'di'jian
飘风则大和,piao'feng'ze'da'he
飘风振海而不能惊,piao'feng'zhen'hai'er'bu'neng'jing
飘零酒一杯,piao'ling'jiu'yi'bei
飘流瀚海,piao'liu'han'hai
飘渺孤鸿影,piao'miao'gu'hong'ying
漂渺行舟如叶,piao'miao'xing'zhou'ru'ye
飘飘何所似,piao'piao'he'suo'si
飘飘乎如遗世独立,piao'piao'hu'ru'yi'shi'du'li
飘然东归既别之明日,piao'ran'dong'gui'ji'bie'zhi'ming'ri
飘然快拂花梢,piao'ran'kuai'fu'hua'shao
飘然思不群,piao'ran'si'bu'qun
飘然引去,piao'ran'yin'qu
飘逸的宇宙观,piao'yi'de'yu'zhou'guan
瞥遇回廊,pie'yu'hui'lang
牝常以静胜牡,pin'chang'yi'jing'sheng'mu
贫而无谄,pin'er'wu'chan
贫而无怨难,pin'er'wu'yuan'nan
贫富不同也,pin'fu'bu'tong'ye
频回眄睐,pin'hui'mian'lai
贫贱不能移,pin'jian'bu'neng'yi
贫俭诚所尚,pin'jian'cheng'suo'shang
贫贱夫妻百事哀,pin'jian'fu'qi'bai'shi'ai
贫贱江头自浣纱,pin'jian'jiang'tou'zi'huan'sha
贫贱夭恶也,pin'jian'yao'e'ye
贫贱有此女,pin'jian'you'ci'nv
贫贱之知不可忘,pin'jian'zhi'zhi'bu'ke'wang
频年不解兵,pin'nian'bu'jie'bing
贫且贱焉,pin'qie'jian'yan
贫人见之,pin'ren'jian'zhi
频听银签,pin'ting'yin'qian
贫无所苦,pin'wu'suo'ku
频移带眼,pin'yi'dai'yan
频倚阑干不自由,pin'yi'lan'gan'bu'zi'you
平波卷絮,ping'bo'juan'xu
凭持尊酒,ping'chi'zun'jiu
平度荷花去,ping'du'he'hua'qu
屏风九叠云锦张,ping'feng'jiu'die'yun'jin'zhang
平冈细草鸣黄犊,ping'gang'xi'cao'ming'huang'du
凭高尽日凝伫,ping'gao'jin'ri'ning'zhu
凭高唯有清啸,ping'gao'wei'you'qing'xiao
平海内之政,ping'hai'nei'zhi'zheng
平海夕漫漫,ping'hai'xi'man'man
苹花渐老,ping'hua'jian'lao
凭寄离恨重重,ping'ji'li'hen'chong'chong
凭君传语报平安,ping'jun'chuan'yu'bao'ping'an
凭阑半日独无言,ping'lan'ban'ri'du'wu'yan
凭阑怀古,ping'lan'huai'gu
凭阑浅画成图,ping'lan'qian'hua'cheng'tu
凭栏悄悄,ping'lan'qiao'qiao
凭栏却怕,ping'lan'que'pa
平林新月人归后,ping'lin'xin'yue'ren'gui'hou
平明吹笛大军行,ping'ming'chui'di'da'jun'xing
平明闾巷扫花开,ping'ming'lv'xiang'sao'hua'kai
平明骑马入宫门,ping'ming'qi'ma'ru'gong'men
平明送客楚山孤,ping'ming'song'ke'chu'shan'gu
平明寻白羽,ping'ming'xun'bai'yu
平沙莽莽黄入天,ping'sha'mang'mang'huang'ru'tian
平沙日未没,ping'sha'ri'wei'mei
平莎茸嫩,ping'sha'rong'nen
平沙万里天低,ping'sha'wan'li'tian'di
平沙消尽龙黄雪,ping'sha'xiao'jin'long'huang'xue
平生塞北江南,ping'sheng'sai'bei'jiang'nan
平生意气,ping'sheng'yi'qi
平生自有分,ping'sheng'zi'you'fen
凭谁寄小莲,ping'shui'ji'xiao'lian
凭谁为歌长恨,ping'shui'wei'ge'chang'hen
凭谁问取归云信,ping'shui'wen'qu'gui'yun'xin
凭谁细话当年事,ping'shui'xi'hua'dang'nian'shi
凭谁指与芳草斜阳,ping'shui'zhi'yu'fang'cao'xie'yang
平芜尽处是春山,ping'wu'jin'chu'shi'chun'shan
屏闲麝煤冷,ping'xian'she'mei'leng
萍乡道中乍晴,ping'xiang'dao'zhong'zha'qing
凭轩涕泗流,ping'xuan'ti'si'liu
平阳歌舞新承宠,ping'yang'ge'wu'xin'cheng'chong
平易恬淡,ping'yi'tian'dan
平易则恬淡矣,ping'yi'ze'tian'dan'yi
平章草木,ping'zhang'cao'mu
凭仗丹青重省识,ping'zhang'dan'qing'zhong'sheng'shi
凭仗西风,ping'zhang'xi'feng
婆饼焦时须早去,po'bing'jiao'shi'xu'zao'qu
颇得清净理,po'de'qing'jing'li
迫而后动,po'er'hou'dong
颇恨挽留之不遂夜半,po'hen'wan'liu'zhi'bu'sui'ye'ban
破鸾慵舞,po'luan'yong'wu
迫穷祸患害相弃也,po'qiong'huo'huan'hai'xiang'qi'ye
迫穷祸患害相收也,po'qiong'huo'huan'hai'xiang'shou'ye
破为牺尊,po'wei'xi'zun
迫胁而栖,po'xie'er'qi
破纸窗间自语,po'zhi'chuang'jian'zi'yu
迫之如火煎,po'zhi'ru'huo'jian
掊斗折衡,pou'dou'zhe'heng
掊击而知,pou'ji'er'zhi
掊击圣人,pou'ji'sheng'ren
剖之以为瓢,pou'zhi'yi'wei'piao
仆诚已著此书,pu'cheng'yi'zhu'ci'shu
谱出回肠,pu'chu'hui'chang
普楚之富,pu'chu'zhi'fu
铺床拂席置羹饭,pu'chuang'fu'xi'zhi'geng'fan
仆非敢如是也,pu'fei'gan'ru'shi'ye
匍匐往将食之,pu'fu'wang'jiang'shi'zhi
仆皆为赋此词一日,pu'jie'wei'fu'ci'ci'yi'ri
仆窃不逊,pu'qie'bu'xun
菩萨蛮书江西造口壁,pu'sa'man'shu'jiang'xi'zao'kou'bi
朴散则为器,pu'san'ze'wei'qi
仆失路艰虞,pu'shi'lu'jian'yu
浦树远含滋,pu'shu'yuan'han'zi
朴素而天下莫能与之争美,pu'su'er'tian'xia'mo'neng'yu'zhi'zheng'mei
仆虽怯懦,pu'sui'qie'nuo
葡萄美酒夜光杯,pu'tao'mei'jiu'ye'guang'bei
葡萄涨绿,pu'tao'zhang'lv
普天之下,pu'tian'zhi'xia
蒲苇一时纫,pu'wei'yi'shi'ren
仆以口语遇遭此祸,pu'yi'kou'yu'yu'zao'ci'huo
蒲衣子曰,pu'yi'zi'yue
铺翟冠儿,pu'zhai'guan'er
仆之先人,pu'zhi'xian'ren
铺作地衣红绉,pu'zuo'di'yi'hong'zhou
其爱人也终无已,qi'ai'ren'ye'zhong'wu'yi
其嗌言若哇,qi'ai'yan'ruo'wa
其爱益加进,qi'ai'yi'jia'jin
其安易持,qi'an'yi'chi
七八个星天外,qi'ba'ge'xing'tian'wai
七八月之间旱,qi'ba'yue'zhi'jian'han
七八月之间雨集,qi'ba'yue'zhi'jian'yu'ji
七百有馀岁矣,qi'bai'you'yu'sui'yi
齐必变食,qi'bi'bian'shi
岂必局束为人鞿,qi'bi'ju'shu'wei'ren'ji
其蔽也荡,qi'bi'ye'dang
其蔽也绞,qi'bi'ye'jiao
其蔽也狂,qi'bi'ye'kuang
其蔽也乱,qi'bi'ye'luan
其蔽也愚,qi'bi'ye'yu
其蔽也贼,qi'bi'ye'zei
其必有人与人相食者也,qi'bi'you'ren'yu'ren'xiang'shi'zhe'ye
气变而有形,qi'bian'er'you'xing
其变也循,qi'bian'ye'xun
岂不诚大丈夫哉,qi'bu'cheng'da'zhang'fu'zai
岂不诚廉士哉,qi'bu'cheng'lian'shi'zai
岂不绰绰然有馀裕哉,qi'bu'chuo'chuo'ran'you'yu'yu'zai
岂不尔思,qi'bu'er'si
其不改父之臣,qi'bu'gai'fu'zhi'chen
戚不敢言,qi'bu'gan'yan
其不及远矣,qi'bu'ji'yuan'yi
其不可行明矣,qi'bu'ke'xing'ming'yi
其不可与经于世亦远矣,qi'bu'ke'yu'jing'yu'shi'yi'yuan'yi
其不可者拒之,qi'bu'ke'zhe'ju'zhi
岂不如贼焉,qi'bu'ru'zei'yan
其不善者恶之,qi'bu'shan'zhe'e'zhi
其不善者而改之,qi'bu'shan'zhe'er'gai'zhi
其不退也愈难,qi'bu'tui'ye'yu'nan
岂不亦悲哉,qi'bu'yi'bei'zai
其不一也一,qi'bu'yi'ye'yi
其不一与人为徒,qi'bu'yi'yu'ren'wei'tu
岂不欲有夫妻子母之属哉,qi'bu'yu'you'fu'qi'zi'mu'zhi'shu'zai
杞不足征也,qi'bu'zu'zheng'ye
其才固有巨小也,qi'cai'gu'you'ju'xiao'ye
其侧者乎,qi'ce'zhe'hu
七层摩苍穹,qi'ceng'mo'cang'qiong
其长如辕,qi'chang'ru'yuan
其臣妾不足以相治乎,qi'chen'qie'bu'zu'yi'xiang'zhi'hu
其臣之画然知者去之,qi'chen'zhi'hua'ran'zhi'zhe'qu'zhi
砌成此恨无重数,qi'cheng'ci'hen'wu'chong'shu
其成也毁也,qi'cheng'ye'hui'ye
栖迟梵宇,qi'chi'fan'yu
砌虫能说,qi'chong'neng'shuo
其出不欣,qi'chu'bu'xin
其出弥远,qi'chu'mi'yuan
其出人也远矣,qi'chu'ren'ye'yuan'yi
齐楚之精英,qi'chu'zhi'jing'ying
其次不辱辞令,qi'ci'bu'ru'ci'ling
其次不辱理色,qi'ci'bu'ru'li'se
其次不辱身,qi'ci'bu'ru'shen
起辞而行,qi'ci'er'xing
其次关木索,qi'ci'guan'mu'suo
其次毁肌肤,qi'ci'hui'ji'fu
其次辟地,qi'ci'pi'di
其次辟色,qi'ci'pi'se
其次辟言,qi'ci'pi'yan
其次诎体受辱,qi'ci'qu'ti'shou'ru
其次弱者,qi'ci'ruo'zhe
其次剔毛发,qi'ci'ti'mao'fa
其次易服受辱,qi'ci'yi'fu'shou'ru
其次以为有封焉,qi'ci'yi'wei'you'feng'yan
其次以为有物矣,qi'ci'yi'wei'you'wu'yi
其次曰始无有,qi'ci'yue'shi'wu'you
其从之也,qi'cong'zhi'ye
其脆易泮,qi'cui'yi'pan
其存人之国也,qi'cun'ren'zhi'guo'ye
其大本拥肿而不中绳墨,qi'da'ben'yong'zhong'er'bu'zhong'sheng'mo
其大本臃肿而不中绳墨,qi'da'ben'yong'zhong'er'bu'zhong'sheng'mo
其大蔽牛,qi'da'bi'niu
其大如毂,qi'da'ru'gu
其大若垂天之云,qi'da'ruo'chui'tian'zhi'yun
其待我以横逆则君子必自反也,qi'dai'wo'yi'heng'ni'ze'jun'zi'bi'zi'fan'ye
其党人毁而死者半,qi'dang'ren'hui'er'si'zhe'ban
其道我也似父,qi'dao'wo'ye'si'fu
岂得暴彼民哉,qi'de'bao'bi'min'zai
岂得不见,qi'de'bu'jian
其德不离,qi'de'bu'li
其德非不同也,qi'de'fei'bu'tong'ye
其德乃长,qi'de'nai'chang
其德乃丰,qi'de'nai'feng
其德乃普,qi'de'nai'pu
其德乃馀,qi'de'nai'yu
其德乃真,qi'de'nai'zhen
其得楠梓豫章也,qi'de'nan'zi'yu'zhang'ye
其德全矣,qi'de'quan'yi
其德甚真,qi'de'shen'zhen
其德天杀,qi'de'tian'sha
其德隐矣,qi'de'yin'yi
其得罪于君也将弗久矣,qi'de'zui'yu'jun'ye'jiang'fu'jiu'yi
漆灯风飐,qi'deng'feng'zhan
其递相为君臣乎,qi'di'xiang'wei'jun'chen'hu
妻帝之二女,qi'di'zhi'er'nv
其弟子曰,qi'di'zi'yue
齐东野人之语也,qi'dong'ye'ren'zhi'yu'ye
其动也天,qi'dong'ye'tian
其动止也,qi'dong'zhi'ye
岂独治天下百姓而已哉,qi'du'zhi'tian'xia'bai'xing'er'yi'zai
凄断流红千浪,qi'duan'liu'hong'qian'lang
其断在沟中,qi'duan'zai'gou'zhong
其恶者自恶,qi'e'zhe'zi'e
期而后可,qi'er'hou'ke
弃而违之,qi'er'wei'zhi
其发若机栝,qi'fa'ruo'ji'gua
其反伤人之形乎,qi'fan'shang'ren'zhi'xing'hu
其反也缘功,qi'fan'ye'yuan'gong
其废起也,qi'fei'qi'ye
岂非正直能感通,qi'fei'zheng'zhi'neng'gan'tong
其非至知厚德之任与,qi'fei'zhi'zhi'hou'de'zhi'ren'yu
其分也以备,qi'fen'ye'yi'bei
其弗好之也一,qi'fu'hao'zhi'ye'yi
其父攘羊,qi'fu'rang'yang
岂敢反乎,qi'gan'fan'hu
岂敢盘桓,qi'gan'pan'huan
其高临山十仞而后有枝,qi'gao'lin'shan'shi'ren'er'hou'you'zhi
岂更驾哉,qi'geng'jia'zai
其拱把而上者,qi'gong'ba'er'shang'zhe
其佝偻丈人之谓乎,qi'gou'lou'zhang'ren'zhi'wei'hu
其故封识具存,qi'gu'feng'shi'ju'cun
其故何也,qi'gu'he'ye
其故家遗俗,qi'gu'jia'yi'su
泣孤舟之嫠妇,qi'gu'zhou'zhi'li'fu
其寡人亦有社稷之福邪,qi'gua'ren'yi'you'she'ji'zhi'fu'xie
其冠不正,qi'guan'bu'zheng
其观台多物,qi'guan'tai'duo'wu
其广数千里,qi'guang'shu'qian'li
其鬼不神,qi'gui'bu'shen
其鬼不祟,qi'gui'bu'sui
齐国虽褊小,qi'guo'sui'bian'xiao
其果无谓乎,qi'guo'wu'wei'hu
其果也待久,qi'guo'ye'dai'jiu
其寒凝冰,qi'han'ning'bing
岂好辩哉,qi'hao'bian'zai
其好恶故异也,qi'hao'wu'gu'yi'ye
其好之也欲以明之,qi'hao'zhi'ye'yu'yi'ming'zhi
其禾蘩以滋,qi'he'fan'yi'zi
岂合令郎君,qi'he'ling'lang'jun
其和弥寡,qi'he'mi'gua
其合缗缗,qi'he'min'min
其何能淑,qi'he'neng'shu
其何伤于日月乎,qi'he'shang'yu'ri'yue'hu
其何以行之哉,qi'he'yi'xing'zhi'zai
其合之也,qi'he'zhi'ye
其横逆由是也,qi'heng'ni'you'shi'ye
其后二年,qi'hou'er'nian
其后而日远矣,qi'hou'er'ri'yuan'yi
其後廪人继粟,qi'hou'lin'ren'ji'su
其后六年,qi'hou'liu'nian
其后秦皇帝筑女怀清台,qi'hou'qin'huang'di'zhu'nv'huai'qing'tai
蕲乎而人不善之邪,qi'hu'er'ren'bu'shan'zhi'xie
其化均也,qi'hua'jun'ye
齐桓公正而不谲,qi'huan'gong'zheng'er'bu'jue
齐桓普文之事,qi'huan'pu'wen'zhi'shi
其黄而陨,qi'huang'er'yun
其魂不罢,qi'hun'bu'ba
其魂不疲,qi'hun'bu'pi
其或非也邪,qi'huo'fei'ye'xie
其或继周者,qi'huo'ji'zhou'zhe
其或是也,qi'huo'shi'ye
骑火一川明,qi'huo'yi'chuan'ming
其疾俯仰之间而再抚四海之外,qi'ji'fu'yang'zhi'jian'er'zai'fu'si'hai'zhi'wai
骐骥骅骝一日而驰千里,qi'ji'hua'liu'yi'ri'er'chi'qian'li
骑箕尾而比于列星,qi'ji'wei'er'bi'yu'lie'xing
骐骥一跃,qi'ji'yi'yue
齐集有其一,qi'ji'you'qi'yi
弃甲曳兵而走,qi'jia'ye'bing'er'zou
其间必有名世者,qi'jian'bi'you'ming'shi'zhe
其间不能以寸,qi'jian'bu'neng'yi'cun
其坚不能自举也,qi'jian'bu'neng'zi'ju'ye
其间旦暮闻何物,qi'jian'dan'mu'wen'he'wu
其间风潮之或顺或逆,qi'jian'feng'chao'zhi'huo'shun'huo'ni
其谏我也似子,qi'jian'wo'ye'si'zi
其将毕也必巨,qi'jiang'bi'ye'bi'ju
其交也以道,qi'jiao'ye'yi'dao
其教之不改而後诛之乎,qi'jiao'zhi'bu'gai'er'hou'zhu'zhi'hu
其皆出于此乎,qi'jie'chu'yu'ci'hu
齐戒沐浴,qi'jie'mu'yu
其接也以礼,qi'jie'ye'yi'li
泣尽风檐夜雨铃,qi'jin'feng'yan'ye'yu'ling
其进愈难,qi'jin'yu'nan
齐景公待孔子,qi'jing'gong'dai'kong'zi
齐景公田,qi'jing'gong'tian
齐景公问政于孔子,qi'jing'gong'wen'zheng'yu'kong'zi
齐景公有马千驷,qi'jing'gong'you'ma'qian'si
齐景公曰,qi'jing'gong'yue
其精炼的,qi'jing'lian'de
其精炼的九九八十一章,qi'jing'lian'de'jiu'jiu'ba'shi'yi'zhang
其精甚真,qi'jing'shen'zhen
其静也地,qi'jing'ye'di
其俱非也邪,qi'ju'fei'ye'xie
其俱是也,qi'ju'shi'ye
其觉无忧,qi'jue'wu'you
其觉也形开,qi'jue'ye'xing'kai
其觉于于,qi'jue'yu'yu
其觉者乎,qi'jue'zhe'hu
其君子实玄黄於匪以迎其君子,qi'jun'zi'shi'xuan'huang'yu'fei'yi'ying'qi'jun'zi
其可怪也欤,qi'ke'guai'ye'yu
其可谓至德也已夫,qi'ke'wei'zhi'de'ye'yi'fu
其可谓至德也已矣,qi'ke'wei'zhi'de'ye'yi'yi
其可喜也终无已,qi'ke'xi'ye'zhong'wu'yi
其可以为法也,qi'ke'yi'wei'fa'ye
其可已矣,qi'ke'yi'yi
期可已矣,qi'ke'yi'yi
其可以舟者旁十数,qi'ke'yi'zhou'zhe'pang'shi'shu
其可左右,qi'ke'zuo'you
其口虽言,qi'kou'sui'yan
其揆一也,qi'kui'yi'ye
契阔谈嚥,qi'kuo'tan'yan
契阔谈宴,qi'kuo'tan'yan
其来不可圉,qi'lai'bu'ke'yu
起来翻为无眠早,qi'lai'fan'wei'wu'mian'zao
起来搔首,qi'lai'sao'shou
起来韶华都尽,qi'lai'shao'hua'dou'jin
其来无迹,qi'lai'wu'ji
其来无止,qi'lai'wu'zhi
起来香鳃褪红玉,qi'lai'xiang'sai'tui'hong'yu
起来携素手,qi'lai'xie'su'shou
起来慵自梳头,qi'lai'yong'zi'shu'tou
其乐彼与此同,qi'le'bi'yu'ci'tong
其丽不亿,qi'li'bu'yi
岂力能制敌欤,qi'li'neng'zhi'di'yu
弃隶者若弃泥涂,qi'li'zhe'ruo'qi'ni'tu
