阿比可糖,a'bi'ke'tang
良性淋巴上皮病变,liang'xing'lin'ba'shang'pi'bing'bian
良性瘤,liang'xing'liu
两性卵,liang'xing'luan
两性霉素,liang'xing'mei'su
良性黏膜类天疱疮,liang'xing'nian'mo'lei'tian'pao'chuang
两性融合,liang'xing'rong'he
两性融合说,liang'xing'rong'he'shuo
两性融合体,liang'xing'rong'he'ti
两性溶剂,liang'xing'rong'ji
两性生殖,liang'xing'sheng'zhi
两型世代生物,liang'xing'shi'dai'sheng'wu
两性体,liang'xing'ti
两性现象,liang'xing'xian'xiang
两性选择,liang'xing'xuan'ze
良性血管内皮瘤,liang'xing'xue'guan'nei'pi'liu
两性异性,liang'xing'yi'xing
亮抑蛋白酶肽,liang'yi'dan'bai'mei'tai
两用代谢途径,liang'yong'dai'xie'tu'jing
两游现象,liang'you'xian'xiang
两趾并趾,liang'zhi'bing'zhi
两指并指,liang'zhi'bing'zhi
两种细胞情况,liang'zhong'xi'bao'qing'kuang
量子产额,liang'zi'chan'e
量子换能体,liang'zi'huan'neng'ti
量子计数器,liang'zi'ji'shu'qi
量子生物化学,liang'zi'sheng'wu'hua'xue
量子生物学,liang'zi'sheng'wu'xue
量子体,liang'zi'ti
量子值,liang'zi'zhi
两足动物,liang'zu'dong'wu
疗效性化妆品,liao'xiao'xing'hua'zhuang'pin
疗养美容,liao'yang'mei'rong
裂鼻型,lie'bi'xing
裂齿,lie'chi
裂点簇区,lie'dian'cu'qu
裂电镜术,lie'dian'jing'shu
裂断状,lie'duan'zhuang
裂干果,lie'gan'guo
裂沟,lie'gou
裂果,lie'guo
裂合,lie'he
裂合酶,lie'he'mei
裂盒蕈色素,lie'he'xun'se'su
裂红细胞,lie'hong'xi'bao
裂解胞,lie'jie'bao
裂解病毒,lie'jie'bing'du
裂解量,lie'jie'liang
裂解酶,lie'jie'mei
裂解噬菌体,lie'jie'shi'jun'ti
裂解素,lie'jie'su
裂解途径,lie'jie'tu'jing
裂解性感染,lie'jie'xing'gan'ran
裂解周期,lie'jie'zhou'qi
捩颈,lie'jing
裂孔,lie'kong
裂口缝裂孔口,lie'kou'feng'lie'kong'kou
裂口盖,lie'kou'gai
裂口鲨目,lie'kou'sha'mu
列联卡方,lie'lian'ka'fang
裂爿,lie'pan
猎枪弹伤,lie'qiang'dan'shang
裂鞘,lie'qiao
裂球,lie'qiu
裂球分离,lie'qiu'fen'li
裂声,lie'sheng
劣生,lie'sheng
裂生中柱,lie'sheng'zhong'zhu
裂生作用,lie'sheng'zuo'yong
裂体腔,lie'ti'qiang
裂体生殖,lie'ti'sheng'zhi
裂体吸虫病,lie'ti'xi'chong'bing
裂体吸虫属,lie'ti'xi'chong'shu
裂体性孢子,lie'ti'xing'bao'zi
裂头绦虫病,lie'tou'tao'chong'bing
裂头蚴,lie'tou'you
裂纹舌,lie'wen'she
猎物关系,lie'wu'guan'xi
裂细胞,lie'xi'bao
裂隙检测,lie'xi'jian'ce
列线图,lie'xian'tu
列线图解,lie'xian'tu'jie
列线图解法,lie'xian'tu'jie'fa
烈性病毒,lie'xing'bing'du
劣性刺激,lie'xing'ci'ji
烈性噬菌体,lie'xing'shi'jun'ti
裂牙,lie'ya
裂叶体,lie'ye'ti
裂殖,lie'zhi
裂殖胞,lie'zhi'bao
裂殖菌,lie'zhi'jun
裂殖菌类,lie'zhi'jun'lei
裂殖菌门,lie'zhi'jun'men
裂殖前体,lie'zhi'qian'ti
裂殖生殖,lie'zhi'sheng'zhi
裂殖体,lie'zhi'ti
裂殖细胞,lie'zhi'xi'bao
裂殖性孢子,lie'zhi'xing'bao'zi
裂殖藻纲,lie'zhi'zao'gang
裂殖植物,lie'zhi'zhi'wu
裂殖植物门,lie'zhi'zhi'wu'men
裂殖子,lie'zhi'zi
裂殖子胚,lie'zhi'zi'pei
劣种,lie'zhong
裂足,lie'zu
裂钻,lie'zuan
邻阿魏酸,lin'a'wei'suan
邻氨基苯磺酰胺,lin'an'ji'ben'huang'xian'an
邻氨基苯甲酸盐,lin'an'ji'ben'jia'suan'yan
磷氨基脂,lin'an'ji'zhi
淋巴毒素,lin'ba'du'su
淋巴管,lin'ba'guan
淋巴管成形术,lin'ba'guan'cheng'xing'shu
淋巴管扩张,lin'ba'guan'kuo'zhang
淋巴管瘤,lin'ba'guan'liu
淋巴管脓肿,lin'ba'guan'nong'zhong
淋巴管曲张,lin'ba'guan'qu'zhang
淋巴管炎,lin'ba'guan'yan
淋巴管移植术,lin'ba'guan'yi'zhi'shu
淋巴管造影,lin'ba'guan'zao'ying
淋巴管造影术,lin'ba'guan'zao'ying'shu
淋巴管肿大,lin'ba'guan'zhong'da
淋巴激活素,lin'ba'ji'huo'su
淋巴浆,lin'ba'jiang
淋巴结病,lin'ba'jie'bing
淋巴结静脉吻合术,lin'ba'jie'jing'mai'wen'he'shu
淋巴结切除术,lin'ba'jie'qie'chu'shu
淋巴结炎,lin'ba'jie'yan
淋巴结肿,lin'ba'jie'zhong
淋巴静脉分流术,lin'ba'jing'mai'fen'liu'shu
淋巴静脉吻合术,lin'ba'jing'mai'wen'he'shu
淋巴瘤,lin'ba'liu
淋巴瘤样丘疹病,lin'ba'liu'yang'qiu'zhen'bing
淋巴瘤样肉芽肿病,lin'ba'liu'yang'rou'ya'zhong'bing
淋巴滤泡性膀胱炎,lin'ba'lv'pao'xing'pang'guang'yan
淋巴母细胞,lin'ba'mu'xi'bao
淋巴囊肿,lin'ba'nang'zhong
淋巴腔,lin'ba'qiang
淋巴球,lin'ba'qiu
淋巴肉瘤,lin'ba'rou'liu
淋巴上皮癌,lin'ba'shang'pi'ai
淋巴上皮瘤,lin'ba'shang'pi'liu
淋巴水肿,lin'ba'shui'zhong
淋巴系,lin'ba'xi
淋巴细胞,lin'ba'xi'bao
淋巴细胞白血病,lin'ba'xi'bao'bai'xue'bing
淋巴细胞标记,lin'ba'xi'bao'biao'ji
淋巴细胞病毒,lin'ba'xi'bao'bing'du
淋巴细胞毒素,lin'ba'xi'bao'du'su
淋巴细胞活素,lin'ba'xi'bao'huo'su
淋巴细胞决定簇,lin'ba'xi'bao'jue'ding'cu
淋巴细胞免疫性,lin'ba'xi'bao'mian'yi'xing
淋巴细胞生成,lin'ba'xi'bao'sheng'cheng
淋巴细胞受体谱,lin'ba'xi'bao'shou'ti'pu
淋巴细胞细胞毒试验,lin'ba'xi'bao'xi'bao'du'shi'yan
淋巴细胞性甲状腺炎,lin'ba'xi'bao'xing'jia'zhuang'xian'yan
淋巴细胞移行抑制因子,lin'ba'xi'bao'yi'hang'yi'zhi'yin'zi
淋巴细胞移行增强因子,lin'ba'xi'bao'yi'hang'zeng'qiang'yin'zi
淋巴细胞幼稚化,lin'ba'xi'bao'you'zhi'hua
淋巴细胞再循环库,lin'ba'xi'bao'zai'xun'huan'ku
淋巴细胞增多,lin'ba'xi'bao'zeng'duo
淋巴细胞转化,lin'ba'xi'bao'zhuan'hua
淋巴细胞转移反应,lin'ba'xi'bao'zhuan'yi'fan'ying
淋巴系闪烁造影,lin'ba'xi'shan'shuo'zao'ying
淋巴系统,lin'ba'xi'tong
淋巴系造影,lin'ba'xi'zao'ying
淋巴系造影术,lin'ba'xi'zao'ying'shu
淋巴腺瘤,lin'ba'xian'liu
淋巴腺炎,lin'ba'xian'yan
淋巴心,lin'ba'xin
淋巴性白血病,lin'ba'xing'bai'xue'bing
淋巴学,lin'ba'xue
淋巴样干细胞,lin'ba'yang'gan'xi'bao
淋巴样细胞,lin'ba'yang'xi'bao
淋巴样细胞标记,lin'ba'yang'xi'bao'biao'ji
淋巴样细胞种类特异糖脂,lin'ba'yang'xi'bao'zhong'lei'te'yi'tang'zhi
淋巴样组织,lin'ba'yang'zu'zhi
淋巴液,lin'ba'ye
淋巴因子,lin'ba'yin'zi
淋巴淤滞,lin'ba'yu'zhi
淋巴阻塞性溃疡,lin'ba'zu'se'xing'kui'yang
淋巴组织瘤,lin'ba'zu'zhi'liu
淋巴组织溶解,lin'ba'zu'zhi'rong'jie
淋巴组织增生,lin'ba'zu'zhi'zeng'sheng
鳞斑,lin'ban
鳞瓣,lin'ban
鳞被,lin'bei
邻苯二酚,lin'ben'er'fen
邻苯二酚胺,lin'ben'er'fen'an
邻苯二酚酶,lin'ben'er'fen'mei
邻苯二甲酸酐,lin'ben'er'jia'suan'gan
邻苯二甲酰氨基酸,lin'ben'er'jia'xian'an'ji'suan
邻苯酚,lin'ben'fen
邻苯三酚,lin'ben'san'fen
磷壁,lin'bi
磷壁酸,lin'bi'suan
磷壁酸分解酶,lin'bi'suan'fen'jie'mei
磷壁酸质,lin'bi'suan'zhi
淋病性神经机能病,lin'bing'xing'shen'jing'ji'neng'bing
淋病性神经症,lin'bing'xing'shen'jing'zheng
鳞部,lin'bu
蔺草沼泽,lin'cao'zhao'ze
鳞翅昆虫,lin'chi'kun'chong
鳞翅目,lin'chi'mu
鳞翅目翅,lin'chi'mu'chi
鳞翅目的翅,lin'chi'mu'de'chi
鳞翅目的翅脉,lin'chi'mu'de'chi'mai
鳞翅目第九背板,lin'chi'mu'di'jiu'bei'ban
鳞翅目第九基腹板,lin'chi'mu'di'jiu'ji'fu'ban
鳞翅目口器,lin'chi'mu'kou'qi
鳞翅目昆虫,lin'chi'mu'kun'chong
鳞翅目昆虫的胸,lin'chi'mu'kun'chong'de'xiong
鳞翅目昆虫交配时,lin'chi'mu'kun'chong'jiao'pei'shi
鳞翅目雄虫,lin'chi'mu'xiong'chong
鳞翅目学者,lin'chi'mu'xue'zhe
鳞翅目蛹,lin'chi'mu'yong
鳞翅目幼虫,lin'chi'mu'you'chong
鳞翅目幼虫颈部,lin'chi'mu'you'chong'jing'bu
鳞翅杀菌肽,lin'chi'sha'jun'tai
临床病理学,lin'chuang'bing'li'xue
临床冠,lin'chuang'guan
临床麻醉,lin'chuang'ma'zui
临床免疫学,lin'chuang'mian'yi'xue
临床肾结核,lin'chuang'shen'jie'he
临床试验,lin'chuang'shi'yan
临床死亡,lin'chuang'si'wang
临床遗传学,lin'chuang'yi'chuan'xue
磷蛋白,lin'dan'bai
磷蛋白磷酸酯酶,lin'dan'bai'lin'suan'zhi'mei
林地常居动物,lin'di'chang'ju'dong'wu
林地动物,lin'di'dong'wu
林地偶居动物,lin'di'ou'ju'dong'wu
鳞蝶呤,lin'die'ling
鳞盾,lin'dun
邻分泌,lin'fen'mi
鳞覆状,lin'fu'zhuang
林格溶液,lin'ge'rong'ye
林格氏溶液,lin'ge'shi'rong'ye
鳞骨,lin'gu
磷光剂,lin'guang'ji
磷光器,lin'guang'qi
邻磺胺,lin'huang'an
邻磺酰苯甲酰亚胺,lin'huang'xian'ben'jia'xian'ya'an
临界暗期,lin'jie'an'qi
临界点干燥法,lin'jie'dian'gan'zao'fa
临界胶束浓度,lin'jie'jiao'shu'nong'du
邻接片段,lin'jie'pian'duan
临界容积学说,lin'jie'rong'ji'xue'shuo
邻接图谱,lin'jie'tu'pu
临界系数,lin'jie'xi'shu
临界昼长,lin'jie'zhou'chang
邻近归并法,lin'jin'gui'bing'fa
邻近基团,lin'jin'ji'tuan
鳞茎,lin'jing
淋菌性尿道炎,lin'jun'xing'niao'dao'yan
淋菌性前列腺炎,lin'jun'xing'qian'lie'xian'yan
林可霉素,lin'ke'mei'su
林肯霉素,lin'ken'mei'su
邻联,lin'lian
邻联二茴香胺,lin'lian'er'hui'xiang'an
鳞列,lin'lie
鳞毛,lin'mao
鳞毛蕨素,lin'mao'jue'su
邻面接触,lin'mian'jie'chu
邻面轴沟,lin'mian'zhou'gou
磷钼酸盐,lin'mu'suan'yan
林木蓄积,lin'mu'xu'ji
林木志,lin'mu'zhi
林奈学派,lin'nai'xue'pai
林奈种,lin'nai'zhong
磷片排列,lin'pian'pai'lie
鳞片体,lin'pian'ti
鳞片状碎片,lin'pian'zhuang'sui'pian
鳞脐,lin'qi
邻羟苯丙酸,lin'qiang'ben'bing'suan
林丘,lin'qiu
淋球菌,lin'qiu'jun
淋球菌毒素,lin'qiu'jun'du'su
淋球菌性皮炎,lin'qiu'jun'xing'pi'yan
淋球菌状尿道炎,lin'qiu'jun'zhuang'niao'dao'yan
淋溶层,lin'rong'ceng
磷烧伤,lin'shao'shang
邻式模型,lin'shi'mo'xing
磷酸,lin'suan
磷酸半乳糖,lin'suan'ban'ru'tang
磷酸半乳糖基转移酶,lin'suan'ban'ru'tang'ji'zhuan'yi'mei
磷酸吡哆胺,lin'suan'bi'duo'an
磷酸吡哆醇,lin'suan'bi'duo'chun
磷酸变位酶,lin'suan'bian'wei'mei
磷酸丙糖脱氢酶,lin'suan'bing'tang'tuo'qing'mei
磷酸丙糖异构酶,lin'suan'bing'tang'yi'gou'mei
磷酸丙酮酸,lin'suan'bing'tong'suan
磷酸丙酮酸水合酶,lin'suan'bing'tong'suan'shui'he'mei
磷酸丙酮酸羧化酶,lin'suan'bing'tong'suan'suo'hua'mei
磷酸次黄,lin'suan'ci'huang
磷酸次黄嘌呤核苷酸,lin'suan'ci'huang'piao'ling'he'gan'suan
磷酸胆碱,lin'suan'dan'jian
磷酸胆碱胞苷酰转移酶,lin'suan'dan'jian'bao'gan'xian'zhuan'yi'mei
磷酸胆碱转胞苷酰酶,lin'suan'dan'jian'zhuan'bao'gan'xian'mei
磷酸胆碱转移酶,lin'suan'dan'jian'zhuan'yi'mei
磷酸单酯酶,lin'suan'dan'zhi'mei
磷酸对苯二酚,lin'suan'dui'ben'er'fen
磷酸多萜醇,lin'suan'duo'tie'chun
磷酸多萜醇磷酸酯酶,lin'suan'duo'tie'chun'lin'suan'zhi'mei
磷酸多萜醇循环,lin'suan'duo'tie'chun'xun'huan
磷酸二羟丙酮,lin'suan'er'qiang'bing'tong
磷酸二酯,lin'suan'er'zhi
磷酸二酯键,lin'suan'er'zhi'jian
磷酸二酯酶,lin'suan'er'zhi'mei
磷酸泛酰琉基乙胺转腺苷酰酶,lin'suan'fan'xian'liu'ji'yi'an'zhuan'xian'gan'xian'mei
磷酸泛酰巯基乙胺,lin'suan'fan'xian'qiu'ji'yi'an
磷酸泛酰巯基乙胺腺苷酰转移酶,lin'suan'fan'xian'qiu'ji'yi'an'xian'gan'xian'zhuan'yi'mei
磷酸钙结石,lin'suan'gai'jie'shi
磷酸钙凝胶,lin'suan'gai'ning'jiao
磷酸甘,lin'suan'gan
磷酸甘露糖,lin'suan'gan'lu'tang
磷酸甘露糖基,lin'suan'gan'lu'tang'ji
磷酸甘露糖异构酶,lin'suan'gan'lu'tang'yi'gou'mei
磷酸甘油,lin'suan'gan'you
磷酸甘油醛,lin'suan'gan'you'quan
磷酸甘油醛脱氢酶,lin'suan'gan'you'quan'tuo'qing'mei
磷酸甘油醛异构酶,lin'suan'gan'you'quan'yi'gou'mei
磷酸甘油酸,lin'suan'gan'you'suan
磷酸甘油酸变位酶,lin'suan'gan'you'suan'bian'wei'mei
磷酸甘油酸激酶,lin'suan'gan'you'suan'ji'mei
磷酸甘油酸磷酸变位酶,lin'suan'gan'you'suan'lin'suan'bian'wei'mei
磷酸甘油酸磷酸激酶,lin'suan'gan'you'suan'lin'suan'ji'mei
磷酸甘油酸盐,lin'suan'gan'you'suan'yan
磷酸甘油脱氢酶,lin'suan'gan'you'tuo'qing'mei
磷酸甘油循环,lin'suan'gan'you'xun'huan
磷酸甘油酯,lin'suan'gan'you'zhi
磷酸甘油脂酰基转移酶,lin'suan'gan'you'zhi'xian'ji'zhuan'yi'mei
磷酸甘油转酰基酶,lin'suan'gan'you'zhuan'xian'ji'mei
磷酸甘油转脂酰基酶,lin'suan'gan'you'zhuan'zhi'xian'ji'mei
磷酸高丝氨酸,lin'suan'gao'si'an'suan
磷酸胍,lin'suan'gua
磷酸硅粘固剂,lin'suan'gui'zhan'gu'ji
磷酸果糖激酶,lin'suan'guo'tang'ji'mei
磷酸核糖,lin'suan'he'tang
磷酸核糖胺,lin'suan'he'tang'an
磷酸核糖氨基转移酶,lin'suan'he'tang'an'ji'zhuan'yi'mei
磷酸核糖变位酶,lin'suan'he'tang'bian'wei'mei
磷酸核糖基转移酶,lin'suan'he'tang'ji'zhuan'yi'mei
磷酸核糖焦磷酸,lin'suan'he'tang'jiao'lin'suan
磷酸核糖焦磷酸激酶,lin'suan'he'tang'jiao'lin'suan'ji'mei
磷酸核糖焦磷酸转酰胺酶,lin'suan'he'tang'jiao'lin'suan'zhuan'xian'an'mei
磷酸核糖异构酶,lin'suan'he'tang'yi'gou'mei
磷酸核酮糖,lin'suan'he'tong'tang
磷酸核酮糖差向异构酶,lin'suan'he'tong'tang'cha'xiang'yi'gou'mei
磷酸核酮糖激酶,lin'suan'he'tong'tang'ji'mei
磷酸化,lin'suan'hua
磷酸化部位,lin'suan'hua'bu'wei
磷酸化的酶,lin'suan'hua'de'mei
磷酸化酶,lin'suan'hua'mei
磷酸化酶激酶,lin'suan'hua'mei'ji'mei
磷酸化酶磷酸酯酶,lin'suan'hua'mei'lin'suan'zhi'mei
磷酸化势,lin'suan'hua'shi
磷酸化作用,lin'suan'hua'zuo'yong
磷酸缓冲液,lin'suan'huan'chong'ye
磷酸基,lin'suan'ji
磷酸肌醇,lin'suan'ji'chun
磷酸肌醇神经酰胺,lin'suan'ji'chun'shen'jing'xian'an
磷酸激酶,lin'suan'ji'mei
磷酸肌酸,lin'suan'ji'suan
磷酸己糖,lin'suan'ji'tang
磷酸己糖激酶,lin'suan'ji'tang'ji'mei
磷酸己糖途径,lin'suan'ji'tang'tu'jing
磷酸己糖脱氢酶,lin'suan'ji'tang'tuo'qing'mei
磷酸己糖异构酶,lin'suan'ji'tang'yi'gou'mei
磷酸己糖支路,lin'suan'ji'tang'zhi'lu
磷酸甲羟戊酸激酶,lin'suan'jia'qiang'wu'suan'ji'mei
磷酸键能,lin'suan'jian'neng
磷酸解,lin'suan'jie
磷酸解作用,lin'suan'jie'zuo'yong
磷酸精氨酸,lin'suan'jing'an'suan
磷酸聚甘露糖酶,lin'suan'ju'gan'lu'tang'mei
磷酸裂解反应,lin'suan'lie'jie'fan'ying
磷酸硫酸酐,lin'suan'liu'suan'gan
磷酸镁铵结石,lin'suan'mei'an'jie'shi
磷酸酶抑制剂,lin'suan'mei'yi'zhi'ji
磷酸脒基牛磺酸,lin'suan'mi'ji'niu'huang'suan
磷酸尿苷酰转移酶,lin'suan'niao'gan'xian'zhuan'yi'mei
磷酸葡庚糖酸,lin'suan'pu'geng'tang'suan
磷酸葡糖,lin'suan'pu'tang
磷酸葡糖胺乙酰化酶,lin'suan'pu'tang'an'yi'xian'hua'mei
磷酸葡糖变位酶,lin'suan'pu'tang'bian'wei'mei
磷酸葡糖酸,lin'suan'pu'tang'suan
磷酸葡糖酸内酯,lin'suan'pu'tang'suan'nei'zhi
磷酸葡糖酸脱氢酶,lin'suan'pu'tang'suan'tuo'qing'mei
磷酸葡糖酸支路,lin'suan'pu'tang'suan'zhi'lu
磷酸葡糖脱,lin'suan'pu'tang'tuo
磷酸葡糖脱氢酶,lin'suan'pu'tang'tuo'qing'mei
磷酸葡糖异构酶,lin'suan'pu'tang'yi'gou'mei
磷酸葡萄糖,lin'suan'pu'tao'tang
磷酸羟基丙酮酸,lin'suan'qiang'ji'bing'tong'suan
磷酸势,lin'suan'shi
磷酸视黄醇,lin'suan'shi'huang'chun
磷酸丝氨酸,lin'suan'si'an'suan
磷酸肽,lin'suan'tai
磷酸糖酮酸,lin'suan'tang'tong'suan
磷酸脱氢酶,lin'suan'tuo'qing'mei
磷酸脱氢酶缺乏症,lin'suan'tuo'qing'mei'que'fa'zheng
磷酸脱羧酶,lin'suan'tuo'suo'mei
磷酸戊糖途径,lin'suan'wu'tang'tu'jing
磷酸戊酮糖差向异构酶,lin'suan'wu'tong'tang'cha'xiang'yi'gou'mei
磷酸烯醇丙酮酸,lin'suan'xi'chun'bing'tong'suan
磷酸烯醇丙酮酸羧激酶,lin'suan'xi'chun'bing'tong'suan'suo'ji'mei
磷酸烯醇草酰乙酸,lin'suan'xi'chun'cao'xian'yi'suan
磷酸烯醇丁酮二酸,lin'suan'xi'chun'ding'tong'er'suan
磷酸酰胺,lin'suan'xian'an
磷酸腺苷,lin'suan'xian'gan
磷酸锌粘固剂,lin'suan'xin'zhan'gu'ji
膦酸盐,lin'suan'yan
磷酸盐,lin'suan'yan
磷酸盐尿,lin'suan'yan'niao
磷酸氧还素,lin'suan'yang'huan'su
磷酸乙醇胺,lin'suan'yi'chun'an
磷酸已糖,lin'suan'yi'tang
磷酸已糖激酶,lin'suan'yi'tang'ji'mei
磷酸已糖异构酶,lin'suan'yi'tang'yi'gou'mei
磷酸已糖支路,lin'suan'yi'tang'zhi'lu
膦酸酯,lin'suan'zhi
磷酸酯,lin'suan'zhi
磷酸脂蛋白,lin'suan'zhi'dan'bai
磷酸酯酶,lin'suan'zhi'mei
磷酸酯酶过少,lin'suan'zhi'mei'guo'shao
磷酸酯酶过少症,lin'suan'zhi'mei'guo'shao'zheng
磷酸转移,lin'suan'zhuan'yi
磷酸转移酶,lin'suan'zhuan'yi'mei
磷酸转乙酰酶,lin'suan'zhuan'yi'xian'mei
磷酸转移作用,lin'suan'zhuan'yi'zuo'yong
邻酮醛糖,lin'tong'quan'tang
邻位,lin'wei
邻位交叉式,lin'wei'jiao'cha'shi
邻位皮瓣,lin'wei'pi'ban
邻位原子,lin'wei'yuan'zi
鳞细胞,lin'xi'bao
鳞下骨,lin'xia'gu
磷酰胺,lin'xian'an
磷酰胺酶,lin'xian'an'mei
磷酰胺酸,lin'xian'an'suan
磷酰胺酸键,lin'xian'an'suan'jian
磷酰胆碱,lin'xian'dan'jian
磷酰胆碱胞苷酰转移酶,lin'xian'dan'jian'bao'gan'xian'zhuan'yi'mei
磷酰基,lin'xian'ji
磷酰基转移酶,lin'xian'ji'zhuan'yi'mei
磷酰硫酸,lin'xian'liu'suan
鳞屑,lin'xie
鳞形节,lin'xing'jie
磷氧比,lin'yang'bi
鳞叶,lin'ye
淋余土,lin'yu'tu
磷脂,lin'zhi
磷脂酶,lin'zhi'mei
磷酯酶,lin'zhi'mei
邻指皮瓣,lin'zhi'pi'ban
磷脂酸,lin'zhi'suan
磷脂酸磷酸酯酶,lin'zhi'suan'lin'suan'zhi'mei
磷脂酸盐,lin'zhi'suan'yan
磷脂酰胆碱,lin'zhi'xian'dan'jian
磷脂酰二磷酸肌醇,lin'zhi'xian'er'lin'suan'ji'chun
磷脂酰甘油,lin'zhi'xian'gan'you
磷脂酰肌醇,lin'zhi'xian'ji'chun
磷脂酰肌醇二磷酸,lin'zhi'xian'ji'chun'er'lin'suan
磷脂酰肌醇甘露糖苷,lin'zhi'xian'ji'chun'gan'lu'tang'gan
磷脂酰肌醇磷酸,lin'zhi'xian'ji'chun'lin'suan
磷脂酰基水解酶,lin'zhi'xian'ji'shui'jie'mei
磷脂酰葡萄糖,lin'zhi'xian'pu'tao'tang
磷脂酰糖,lin'zhi'xian'tang
磷脂酰乙醇胺,lin'zhi'xian'yi'chun'an
磷脂转移蛋白,lin'zhi'zhuan'yi'dan'bai
磷中毒,lin'zhong'du
邻助作用,lin'zhu'zuo'yong
鳞状毛囊角化病,lin'zhuang'mao'nang'jiao'hua'bing
鳞状上皮,lin'zhuang'shang'pi
鳞状树皮,lin'zhuang'shu'pi
鳞状细胞癌,lin'zhuang'xi'bao'ai
鳞状细胞乳头状瘤,lin'zhuang'xi'bao'ru'tou'zhuang'liu
鳞状叶,lin'zhuang'ye
领鞭虫类,ling'bian'chong'lei
铃蟾肽,ling'chan'tai
铃虫,ling'chong
零点调整,ling'dian'tiao'zheng
零点突变型,ling'dian'tu'bian'xing
翎颌,ling'he
龄级,ling'ji
零级反应,ling'ji'fan'ying
灵菌红素,ling'jun'hong'su
铃兰氨酸,ling'lan'an'suan
铃兰毒苷,ling'lan'du'gan
铃兰苷,ling'lan'gan
铃兰苦苷,ling'lan'ku'gan
铃鹿菌素,ling'lu'jun'su
灵猫酮,ling'mao'tong
岭南臭椿醇,ling'nan'chou'chun'chun
菱脑,ling'nao
菱脑节,ling'nao'jie
领示,ling'shi
零式型,ling'shi'xing
领细胞,ling'xi'bao
菱形窦,ling'xing'dou
菱形六面体,ling'xing'liu'mian'ti
菱形囊,ling'xing'nang
菱形皮瓣,ling'xing'pi'ban
菱形皮肤,ling'xing'pi'fu
菱形吻合,ling'xing'wen'he
菱叶野决明碱,ling'ye'ye'jue'ming'jian
零余子,ling'yu'zi
灵长类动物,ling'zhang'lei'dong'wu
灵长目动物学,ling'zhang'mu'dong'wu'xue
铃状体,ling'zhuang'ti
硫胺焦磷酸,liu'an'jiao'lin'suan
硫胺素,liu'an'su
硫胺素焦磷酸,liu'an'su'jiao'lin'suan
硫胺素酶,liu'an'su'mei
硫氨酸,liu'an'suan
硫胺羧酸,liu'an'suo'suan
六瓣合叶子,liu'ban'he'ye'zi
六瓣花,liu'ban'hua
六倍体,liu'bei'ti
流变图,liu'bian'tu
流变行为,liu'bian'xing'wei
流变学,liu'bian'xue
瘤病,liu'bing
六驳碱,liu'bo'jian
流产菌素,liu'chan'jun'su
流产溶原性,liu'chan'rong'yuan'xing
流产素,liu'chan'su
流产转导,liu'chan'zhuan'dao
留巢性,liu'chao'xing
流出道补片术,liu'chu'dao'bu'pian'shu
馏出物,liu'chu'wu
流出物,liu'chu'wu
馏出物接受器,liu'chu'wu'jie'shou'qi
硫醇,liu'chun
硫醇基,liu'chun'ji
硫醇盐,liu'chun'yan
硫醇转乙酰酶,liu'chun'zhuan'yi'xian'mei
硫代,liu'dai
硫代半乳糖苷,liu'dai'ban'ru'tang'gan
硫代磷酸反义,liu'dai'lin'suan'fan'yi
硫代硫酸转硫酶,liu'dai'liu'suan'zhuan'liu'mei
硫代鸟嘌呤,liu'dai'niao'piao'ling
硫代葡糖苷酶,liu'dai'pu'tang'gan'mei
硫代鞘糖脂,liu'dai'qiao'tang'zhi
流电病变,liu'dian'bing'bian
流电刺激,liu'dian'ci'ji
流动层析谱,liu'dong'ceng'xi'pu
流动池,liu'dong'chi
流动卵巢,liu'dong'luan'chao
流动平衡,liu'dong'ping'heng
流动双色性,liu'dong'shuang'se'xing
流动双折射,liu'dong'shuang'zhe'she
流动相,liu'dong'xiang
流动镶嵌模型,liu'dong'xiang'qian'mo'xing
流动注射分析,liu'dong'zhu'she'fen'xi
六放海绵纲,liu'fang'hai'mian'gang
六放体,liu'fang'ti
硫放线菌素,liu'fang'xian'jun'su
六放星,liu'fang'xing
流感病毒,liu'gan'bing'du
流感毒素,liu'gan'du'su
流感嗜血杆菌,liu'gan'shi'xue'gan'jun
六钩胚,liu'gou'pei
六钩蚴,liu'gou'you
流化床干燥,liu'hua'chuang'gan'zao
流化床干燥器,liu'hua'chuang'gan'zao'qi
硫化氢解酶,liu'hua'qing'jie'mei
硫化氢酶,liu'hua'qing'mei
硫化氢浴,liu'hua'qing'yu
硫化因子,liu'hua'yin'zi
六环糖,liu'huan'tang
硫黄细菌,liu'huang'xi'jun
硫磺细菌,liu'huang'xi'jun
硫磺浴,liu'huang'yu
硫活菌素,liu'huo'jun'su
硫激酶,liu'ji'mei
六甲基硅氮烷,liu'jia'ji'gui'dan'wan
六甲基磷酰胺,liu'jia'ji'lin'xian'an
瘤角,liu'jiao
流胶现象,liu'jiao'xian'xiang
硫解,liu'jie
硫解酶,liu'jie'mei
硫解性断裂,liu'jie'xing'duan'lie
硫芥子气,liu'jie'zi'qi
硫解作用,liu'jie'zuo'yong
硫堇,liu'jin
六聚体,liu'ju'ti
瘤巨细胞,liu'ju'xi'bao
留兰香,liu'lan'xiang
留兰香色,liu'lan'xiang'se
硫链丝菌肽,liu'lian'si'jun'tai
流量监测仪,liu'liang'jian'ce'yi
六氯化苯,liu'lv'hua'ben
