阿比国民银行,a'bi'guo'min'yin'hang
在收到,zai'shou'dao
在收到本通知,zai'shou'dao'ben'tong'zhi
再贴现,zai'tie'xian
在同业中,zai'tong'ye'zhong
再投资,zai'tou'zi
再投资收益率,zai'tou'zi'shou'yi'lv
在网站上,zai'wang'zhan'shang
在危机中,zai'wei'ji'zhong
再现地量,zai'xian'di'liang
在线购物,zai'xian'gou'wu
在线解盘,zai'xian'jie'pan
在线商城,zai'xian'shang'cheng
在线咨询,zai'xian'zi'xun
再销售人,zai'xiao'shou'ren
在一定程度上,zai'yi'ding'cheng'du'shang
在银行,zai'yin'hang
在银行里,zai'yin'hang'li
在运用,zai'yun'yong
在这一波,zai'zhe'yi'bo
赞成票,zan'cheng'piao
暂跌,zan'die
暂时未定,zan'shi'wei'ding
暂停和结束委托,zan'ting'he'jie'shu'wei'tuo
暂停账户,zan'ting'zhang'hu
暂停转让,zan'ting'zhuan'rang
暂行办法,zan'xing'ban'fa
暂以观望为宜,zan'yi'guan'wang'wei'yi
造成冲击,zao'cheng'chong'ji
早盘,zao'pan
早盘高开,zao'pan'gao'kai
早起排队,zao'qi'pai'dui
早期所有权抵押贷款,zao'qi'suo'you'quan'di'ya'dai'kuan
遭受重创,zao'shou'zhong'chuang
遭遇寒冰,zao'yu'han'bing
造纸指数,zao'zhi'zhi'shu
则表示,ze'biao'shi
择机低吸,ze'ji'di'xi
责令限改,ze'ling'xian'gai
责任人,ze'ren'ren
责任债券,ze'ren'zhai'quan
则是根据,ze'shi'gen'ju
则要,ze'yao
择优出清,ze'you'chu'qing
择优选股,ze'you'xuan'gu
怎样盈利,zen'yang'ying'li
增发,zeng'fa
增发股票,zeng'fa'gu'piao
增发项目,zeng'fa'xiang'mu
增加存款,zeng'jia'cun'kuan
增加趋势,zeng'jia'qu'shi
增加收益,zeng'jia'shou'yi
增加税收,zeng'jia'shui'shou
增加营业额,zeng'jia'ying'ye'e
增加资金,zeng'jia'zi'jin
增量资金成本,zeng'liang'zi'jin'cheng'ben
增强竞争力,zeng'qiang'jing'zheng'li
增势明显,zeng'shi'ming'xian
增速减缓,zeng'su'jian'huan
增速下降,zeng'su'xia'jiang
赠与基金,zeng'yu'ji'jin
增长和收入,zeng'zhang'he'shou'ru
增长较快,zeng'zhang'jiao'kuai
增长率,zeng'zhang'lv
增长潜力,zeng'zhang'qian'li
增长权益住房抵押贷款,zeng'zhang'quan'yi'zhu'fang'di'ya'dai'kuan
增长水平,zeng'zhang'shui'ping
增长速度,zeng'zhang'su'du
增长态势,zeng'zhang'tai'shi
增长迅速,zeng'zhang'xun'su
增长值,zeng'zhang'zhi
增值,zeng'zhi
增值的幅度,zeng'zhi'de'fu'du
增值空间,zeng'zhi'kong'jian
增值前景,zeng'zhi'qian'jing
增值潜力,zeng'zhi'qian'li
增值税,zeng'zhi'shui
增值税发票,zeng'zhi'shui'fa'piao
增值税纳税人,zeng'zhi'shui'na'shui'ren
增值税普通发票,zeng'zhi'shui'pu'tong'fa'piao
增值账户,zeng'zhi'zhang'hu
增资,zeng'zi
增资额,zeng'zi'e
增资改制,zeng'zi'gai'zhi
渣打银行,zha'da'yin'hang
扎实推进,zha'shi'tui'jin
窄幅波动,zhai'fu'bo'dong
窄幅盘整,zhai'fu'pan'zheng
窄幅调整,zhai'fu'tiao'zheng
窄幅振荡,zhai'fu'zhen'dang
窄幅震荡整理,zhai'fu'zhen'dang'zheng'li
债款回收,zhai'kuan'hui'shou
摘牌,zhai'pai
债券,zhai'quan
债权,zhai'quan
债券宝,zhai'quan'bao
债券报价,zhai'quan'bao'jia
债券本金,zhai'quan'ben'jin
债券比例,zhai'quan'bi'li
债权比率,zhai'quan'bi'lv
债券承销,zhai'quan'cheng'xiao
债券持有人,zhai'quan'chi'you'ren
债券等值收益率,zhai'quan'deng'zhi'shou'yi'lv
债券发行,zhai'quan'fa'xing
债券分段,zhai'quan'fen'duan
债券概要,zhai'quan'gai'yao
债券公司,zhai'quan'gong'si
债券购买者,zhai'quan'gou'mai'zhe
债券购买者指数,zhai'quan'gou'mai'zhe'zhi'shu
债券股票,zhai'quan'gu'piao
债券红利,zhai'quan'hong'li
债券互换,zhai'quan'hu'huan
债券货币化,zhai'quan'huo'bi'hua
债券基金,zhai'quan'ji'jin
债券价值,zhai'quan'jia'zhi
债券交易,zhai'quan'jiao'yi
债券滥价,zhai'quan'lan'jia
债券利息,zhai'quan'li'xi
债券利息避税,zhai'quan'li'xi'bi'shui
债券列表,zhai'quan'lie'biao
债券买入期权,zhai'quan'mai'ru'qi'quan
债券评级,zhai'quan'ping'ji
债券权益互换,zhai'quan'quan'yi'hu'huan
债权人,zhai'quan'ren
债权人委员会,zhai'quan'ren'wei'yuan'hui
债券融资,zhai'quan'rong'zi
债权融资,zhai'quan'rong'zi
债券市场,zhai'quan'shi'chang
债券授权书,zhai'quan'shou'quan'shu
债券收益,zhai'quan'shou'yi
债券投资,zhai'quan'tou'zi
债券投资品种,zhai'quan'tou'zi'pin'zhong
债券限额,zhai'quan'xian'e
债券型投资组合,zhai'quan'xing'tou'zi'zu'he
债券折价,zhai'quan'zhe'jia
债券证券,zhai'quan'zheng'quan
债券种类,zhai'quan'zhong'lei
债权追偿,zhai'quan'zhui'chang
债市,zhai'shi
债务比率,zhai'wu'bi'lv
债务工具,zhai'wu'gong'ju
债务和解,zhai'wu'he'jie
债务利息,zhai'wu'li'xi
债务凭证,zhai'wu'ping'zheng
债务契约,zhai'wu'qi'yue
债务清偿,zhai'wu'qing'chang
债务权益比率,zhai'wu'quan'yi'bi'lv
债务权益互换,zhai'wu'quan'yi'hu'huan
债务人,zhai'wu'ren
债务融资,zhai'wu'rong'zi
债务条款,zhai'wu'tiao'kuan
债务危机,zhai'wu'wei'ji
斩仓,zhan'cang
展恒理财,zhan'heng'li'cai
斩获,zhan'huo
占净值比例,zhan'jing'zhi'bi'li
展开反弹,zhan'kai'fan'tan
展开竞争,zhan'kai'jing'zheng
战略发展,zhan'lue'fa'zhan
战略方向,zhan'lue'fang'xiang
战略规划,zhan'lue'gui'hua
战略和规划,zhan'lue'he'gui'hua
战略合作,zhan'lue'he'zuo
战略家,zhan'lue'jia
战略决策,zhan'lue'jue'ce
战略投资者,zhan'lue'tou'zi'zhe
战略性建仓,zhan'lue'xing'jian'cang
战略性投资,zhan'lue'xing'tou'zi
战略意义,zhan'lue'yi'yi
詹姆斯邦德,zhan'mu'si'bang'de
展期,zhan'qi
展期互换,zhan'qi'hu'huan
战时产物,zhan'shi'chan'wu
展讯,zhan'xun
账簿,zhang'bu
长成消费增值,zhang'cheng'xiao'fei'zeng'zhi
账单地址,zhang'dan'di'zhi
账单分期,zhang'dan'fen'qi
账单明细,zhang'dan'ming'xi
账单日,zhang'dan'ri
涨得,zhang'de
涨跌,zhang'die
涨跌幅,zhang'die'fu
涨跌互现,zhang'die'hu'xian
涨跌停板,zhang'die'ting'ban
涨幅,zhang'fu
涨幅不同,zhang'fu'bu'tong
涨幅超过,zhang'fu'chao'guo
涨幅达到,zhang'fu'da'dao
涨幅第一,zhang'fu'di'yi
涨幅低于,zhang'fu'di'yu
涨幅高达,zhang'fu'gao'da
涨幅较大,zhang'fu'jiao'da
涨幅较小,zhang'fu'jiao'xiao
涨幅居前,zhang'fu'ju'qian
涨幅居首,zhang'fu'ju'shou
涨幅靠前,zhang'fu'kao'qian
涨幅排行,zhang'fu'pai'hang
涨幅趋缓,zhang'fu'qu'huan
涨幅太高,zhang'fu'tai'gao
长高新,zhang'gao'xin
涨很多,zhang'hen'duo
账户,zhang'hu
账户安全,zhang'hu'an'quan
账户表,zhang'hu'biao
账户服务,zhang'hu'fu'wu
账户管理费,zhang'hu'guan'li'fei
账户密码,zhang'hu'mi'ma
账户余额,zhang'hu'yu'e
账户执行人,zhang'hu'zhi'xing'ren
账户资料,zhang'hu'zi'liao
张家界,zhang'jia'jie
张江高科,zhang'jiang'gao'ke
张江债,zhang'jiang'zhai
账款追收,zhang'kuan'zhui'shou
涨了没有,zhang'le'mei'you
账龄分析,zhang'ling'fen'xi
账龄分析法,zhang'ling'fen'xi'fa
涨码,zhang'ma
账面价值,zhang'mian'jia'zhi
账面净值,zhang'mian'jing'zhi
账面损失,zhang'mian'sun'shi
账面信贷,zhang'mian'xin'dai
账目管理,zhang'mu'guan'li
掌上灵通,zhang'shang'ling'tong
涨停板,zhang'ting'ban
涨停报收,zhang'ting'bao'shou
账外财产,zhang'wai'cai'chan
账外固定资产,zhang'wai'gu'ding'zi'chan
账外经营,zhang'wai'jing'ying
账务管理,zhang'wu'guan'li
张裕,zhang'yu
漳泽电力,zhang'ze'dian'li
漳州发展,zhang'zhou'fa'zhan
獐子岛,zhang'zi'dao
招标,zhao'biao
招标发行,zhao'biao'fa'xing
招标者,zhao'biao'zhe
招股价区间,zhao'gu'jia'qu'jian
招行,zhao'hang
招行卡,zhao'hang'ka
招行转股,zhao'hang'zhuan'gu
招行转债,zhao'hang'zhuan'zhai
朝华,zhao'hua
召集会议,zhao'ji'hui'yi
召开一次,zhao'kai'yi'ci
招募书,zhao'mu'shu
招募说明书,zhao'mu'shuo'ming'shu
招聘助理,zhao'pin'zhu'li
找钱网,zhao'qian'wang
招商,zhao'shang
招商安本,zhao'shang'an'ben
招商安本增利,zhao'shang'an'ben'zeng'li
招商安本增利债券型证券投资基金,zhao'shang'an'ben'zeng'li'zhai'quan'xing'zheng'quan'tou'zi'ji'jin
招商安泰股票,zhao'shang'an'tai'gu'piao
招商安泰平衡,zhao'shang'an'tai'ping'heng
招商安泰系列证券投资基金股票型,zhao'shang'an'tai'xi'lie'zheng'quan'tou'zi'ji'jin'gu'piao'xing
招商安泰系列证券投资基金平衡型,zhao'shang'an'tai'xi'lie'zheng'quan'tou'zi'ji'jin'ping'heng'xing
招商安泰系列证券投资基金债券型,zhao'shang'an'tai'xi'lie'zheng'quan'tou'zi'ji'jin'zhai'quan'xing
招商安心,zhao'shang'an'xin
招商成长,zhao'shang'cheng'zhang
招商大盘蓝筹,zhao'shang'da'pan'lan'chou
招商地产,zhao'shang'di'chan
招商股票,zhao'shang'gu'piao
招商核心价值混合型证券投资基金,zhao'shang'he'xin'jia'zhi'hun'he'xing'zheng'quan'tou'zi'ji'jin
招商基金,zhao'shang'ji'jin
招商基金管理有限公司,zhao'shang'ji'jin'guan'li'you'xian'gong'si
招商价值,zhao'shang'jia'zhi
招商局,zhao'shang'ju
招商轮船,zhao'shang'lun'chuan
招商平衡,zhao'shang'ping'heng
招商先锋,zhao'shang'xian'feng
招商先锋证券投资基金,zhao'shang'xian'feng'zheng'quan'tou'zi'ji'jin
招商现金,zhao'shang'xian'jin
招商现金增值开放式证券投资基金,zhao'shang'xian'jin'zeng'zhi'kai'fang'shi'zheng'quan'tou'zi'ji'jin
招商银行,zhao'shang'yin'hang
招商引资,zhao'shang'yin'zi
招商优质成长股票型证券投资基金,zhao'shang'you'zhi'cheng'zhang'gu'piao'xing'zheng'quan'tou'zi'ji'jin
招商增值,zhao'shang'zeng'zhi
招商债,zhao'shang'zhai
招商债券,zhao'shang'zhai'quan
招商证券,zhao'shang'zheng'quan
招商转债,zhao'shang'zhuan'zhai
照市价,zhao'shi'jia
兆维科技,zhao'wei'ke'ji
朝阳产业,zhao'yang'chan'ye
这笔钱,zhe'bi'qian
这次危机,zhe'ci'wei'ji
浙大网新,zhe'da'wang'xin
浙广厦,zhe'guang'sha
折价,zhe'jia
折价出售,zhe'jia'chu'shou
折价发行,zhe'jia'fa'xing
折价交易,zhe'jia'jiao'yi
折价率,zhe'jia'lv
折价票据,zhe'jia'piao'ju
折价债券,zhe'jia'zhai'quan
浙江东方,zhe'jiang'dong'fang
浙江东日,zhe'jiang'dong'ri
浙江富润,zhe'jiang'fu'run
浙江富阳,zhe'jiang'fu'yang
浙江金融网,zhe'jiang'jin'rong'wang
浙江理财网,zhe'jiang'li'cai'wang
浙江利捷,zhe'jiang'li'jie
浙江龙盛,zhe'jiang'long'sheng
浙江商业银行,zhe'jiang'shang'ye'yin'hang
浙江阳光,zhe'jiang'yang'guang
浙江医药,zhe'jiang'yi'yao
浙江震元,zhe'jiang'zhen'yuan
折旧,zhe'jiu
折旧法,zhe'jiu'fa
折旧后成本,zhe'jiu'hou'cheng'ben
折旧基金,zhe'jiu'ji'jin
折旧率,zhe'jiu'lv
折扣,zhe'kou
这类个股,zhe'lei'ge'gu
这迫使,zhe'po'shi
浙商银行,zhe'shang'yin'hang
折算额,zhe'suan'e
哲塔,zhe'ta
折现价值,zhe'xian'jia'zhi
折现率,zhe'xian'lv
折现现金流量,zhe'xian'xian'jin'liu'liang
这项合作,zhe'xiang'he'zuo
这些个股,zhe'xie'ge'gu
这些股东,zhe'xie'gu'dong
这些行为,zhe'xie'xing'wei
这些银行,zhe'xie'yin'hang
这一波下跌,zhe'yi'bo'xia'die
这一错误,zhe'yi'cuo'wu
这一段时期,zhe'yi'duan'shi'qi
这一趋势,zhe'yi'qu'shi
这一市场,zhe'yi'shi'chang
这一危机,zhe'yi'wei'ji
这一做法,zhe'yi'zuo'fa
这有利于,zhe'you'li'yu
这有助于,zhe'you'zhu'yu
这只股票,zhe'zhi'gu'piao
这种方式,zhe'zhong'fang'shi
这种合作,zhe'zhong'he'zuo
这种责任,zhe'zhong'ze'ren
这种做法,zhe'zhong'zuo'fa
这里要,zhei'li'yao
这里要指出的是,zhei'li'yao'zhi'chu'de'shi
震荡,zhen'dang
震荡触底,zhen'dang'chu'di
震荡盘升,zhen'dang'pan'sheng
震荡收高,zhen'dang'shou'gao
震荡下行,zhen'dang'xia'xing
震荡整理,zhen'dang'zheng'li
针对一些,zhen'dui'yi'xie
振华港机,zhen'hua'gang'ji
振华科技,zhen'hua'ke'ji
真实财富,zhen'shi'cai'fu
真实利率,zhen'shi'li'lv
针线街,zhen'xian'jie
政策出台,zheng'ce'chu'tai
政策传导,zheng'ce'chuan'dao
政策法规科,zheng'ce'fa'gui'ke
政策工具,zheng'ce'gong'ju
政策含义,zheng'ce'han'yi
政策落实,zheng'ce'luo'shi
政策面,zheng'ce'mian
政策目标,zheng'ce'mu'biao
政策收紧,zheng'ce'shou'jin
政策探讨,zheng'ce'tan'tao
政策讨论,zheng'ce'tao'lun
政策性银行,zheng'ce'xing'yin'hang
政策性因素,zheng'ce'xing'yin'su
正常过户,zheng'chang'guo'hu
正常交易,zheng'chang'jiao'yi
正常收益,zheng'chang'shou'yi
正常填开,zheng'chang'tian'kai
正常消费,zheng'chang'xiao'fei
正常性,zheng'chang'xing
正出现,zheng'chu'xian
正当持票人,zheng'dang'chi'piao'ren
政府,zheng'fu
政府采购,zheng'fu'cai'gou
政府代理证券,zheng'fu'dai'li'zheng'quan
政府担保,zheng'fu'dan'bao
政府国民抵押协会,zheng'fu'guo'min'di'ya'xie'hui
政府机构,zheng'fu'ji'gou
政府机构证券,zheng'fu'ji'gou'zheng'quan
政府金融机构,zheng'fu'jin'rong'ji'gou
政府救市,zheng'fu'jiu'shi
政府垄断,zheng'fu'long'duan
政府审计,zheng'fu'shen'ji
政府债券,zheng'fu'zhai'quan
整改期间,zheng'gai'qi'jian
整个过程,zheng'ge'guo'cheng
整个市场,zheng'ge'shi'chang
整股交易,zheng'gu'jiao'yi
正股市价,zheng'gu'shi'jia
征管处,zheng'guan'chu
征管水平,zheng'guan'shui'ping
征管系统,zheng'guan'xi'tong
征管效率,zheng'guan'xiao'lv
征管信息,zheng'guan'xin'xi
正规,zheng'gui
正规网点,zheng'gui'wang'dian
正虹科技,zheng'hong'ke'ji
征集款项,zheng'ji'kuan'xiang
证件重打,zheng'jian'chong'da
证件发放,zheng'jian'fa'fang
证件号码,zheng'jian'hao'ma
证监会,zheng'jian'hui
证件缴销,zheng'jian'jiao'xiao
证件名称,zheng'jian'ming'cheng
整理,zheng'li
证券,zheng'quan
证券保管处,zheng'quan'bao'guan'chu
证券包销,zheng'quan'bao'xiao
证券包销银团,zheng'quan'bao'xiao'yin'tuan
证券保证金,zheng'quan'bao'zheng'jin
证券承销,zheng'quan'cheng'xiao
证券从业资格,zheng'quan'cong'ye'zi'ge
证券贷放人,zheng'quan'dai'fang'ren
证券代码,zheng'quan'dai'ma
证券导报,zheng'quan'dao'bao
证券导刊,zheng'quan'dao'kan
证券登记结算公司,zheng'quan'deng'ji'jie'suan'gong'si
证券登记系统,zheng'quan'deng'ji'xi'tong
证券第一,zheng'quan'di'yi
证券法,zheng'quan'fa
证券分析师,zheng'quan'fen'xi'shi
证券服务部,zheng'quan'fu'wu'bu
证券公司,zheng'quan'gong'si
证券工作室,zheng'quan'gong'zuo'shi
证券购买者,zheng'quan'gou'mai'zhe
证券过户,zheng'quan'guo'hu
证券过户代理人,zheng'quan'guo'hu'dai'li'ren
证券化,zheng'quan'hua
证券价格,zheng'quan'jia'ge
证券监督,zheng'quan'jian'du
证券监管,zheng'quan'jian'guan
证券监管办公室,zheng'quan'jian'guan'ban'gong'shi
证券监管机关,zheng'quan'jian'guan'ji'guan
证券交易机制,zheng'quan'jiao'yi'ji'zhi
证券交易委员会,zheng'quan'jiao'yi'wei'yuan'hui
证券交易印花税,zheng'quan'jiao'yi'yin'hua'shui
证券借出,zheng'quan'jie'chu
证券借贷,zheng'quan'jie'dai
证券经纪人,zheng'quan'jing'ji'ren
证券类资产,zheng'quan'lei'zi'chan
证券媒体,zheng'quan'mei'ti
证券名称,zheng'quan'ming'cheng
证券评级,zheng'quan'ping'ji
证券凭证,zheng'quan'ping'zheng
证券日报,zheng'quan'ri'bao
证券日报创业周刊,zheng'quan'ri'bao'chuang'ye'zhou'kan
证券融资,zheng'quan'rong'zi
证券融资机构,zheng'quan'rong'zi'ji'gou
证券时报,zheng'quan'shi'bao
证券市场红周刊,zheng'quan'shi'chang'hong'zhou'kan
证券市场环境,zheng'quan'shi'chang'huan'jing
证券市场周刊,zheng'quan'shi'chang'zhou'kan
证券投资分析,zheng'quan'tou'zi'fen'xi
证券投资基金,zheng'quan'tou'zi'ji'jin
证券投资信托基金,zheng'quan'tou'zi'xin'tuo'ji'jin
证券投资组合,zheng'quan'tou'zi'zu'he
证券推销,zheng'quan'tui'xiao
证券推销所,zheng'quan'tui'xiao'suo
证券网,zheng'quan'wang
证券信息,zheng'quan'xin'xi
证券学校,zheng'quan'xue'xiao
证券要素,zheng'quan'yao'su
证券要闻,zheng'quan'yao'wen
证券溢价,zheng'quan'yi'jia
证券遗失,zheng'quan'yi'shi
证券营业部,zheng'quan'ying'ye'bu
证券有限,zheng'quan'you'xian
证券月刊,zheng'quan'yue'kan
证券折扣,zheng'quan'zhe'kou
证券指数,zheng'quan'zhi'shu
证券之星,zheng'quan'zhi'xing
证券周刊,zheng'quan'zhou'kan
证券自销,zheng'quan'zi'xiao
证券咨询,zheng'quan'zi'xun
证券资讯,zheng'quan'zi'xun
证券咨询机构,zheng'quan'zi'xun'ji'gou
证券资讯频道,zheng'quan'zi'xun'pin'dao
证券组合,zheng'quan'zu'he
正式成为,zheng'shi'cheng'wei
正式成员,zheng'shi'cheng'yuan
正式发布,zheng'shi'fa'bu
正视风险,zheng'shi'feng'xian
正式开业,zheng'shi'kai'ye
正式上市,zheng'shi'shang'shi
正式宣布,zheng'shi'xuan'bu
正式证券,zheng'shi'zheng'quan
征收环节,zheng'shou'huan'jie
征收监控,zheng'shou'jian'kong
征收效率,zheng'shou'xiao'lv
整体表现,zheng'ti'biao'xian
整体复苏,zheng'ti'fu'su
整体亏损,zheng'ti'kui'sun
整体情况,zheng'ti'qing'kuang
整体上市,zheng'ti'shang'shi
整体上涨,zheng'ti'shang'zhang
整体收购,zheng'ti'shou'gou
整体走高,zheng'ti'zou'gao
正陷入,zheng'xian'ru
征信系统,zheng'xin'xi'tong
征用权,zheng'yong'quan
正遇到,zheng'yu'dao
正在付款,zheng'zai'fu'kuan
正在审核,zheng'zai'shen'he
郑州煤电,zheng'zhou'mei'dian
郑州商品交易所,zheng'zhou'shang'pin'jiao'yi'suo
郑州中期,zheng'zhou'zhong'qi
值班情况,zhi'ban'qing'kuang
至报告期末,zhi'bao'gao'qi'mo
指标,zhi'biao
指标股,zhi'biao'gu
指标控制,zhi'biao'kong'zhi
指标体系,zhi'biao'ti'xi
纸钞,zhi'chao
至诚理财,zhi'cheng'li'cai
支撑水平,zhi'cheng'shui'ping
支持,zhi'chi
支持系统,zhi'chi'xi'tong
支持者关系,zhi'chi'zhe'guan'xi
支出,zhi'chu
指导投资,zhi'dao'tou'zi
指导信托,zhi'dao'xin'tuo
值得注意的是,zhi'de'zhu'yi'de'shi
质地,zhi'di
止跌反弹,zhi'die'fan'tan
止跌回稳,zhi'die'hui'wen
制定出,zhi'ding'chu
指定存款机构,zhi'ding'cun'kuan'ji'gou
指定或更优价格,zhi'ding'huo'geng'you'jia'ge
指定让步,zhi'ding'rang'bu
指定实价,zhi'ding'shi'jia
指定委托,zhi'ding'wei'tuo
指定委托回转,zhi'ding'wei'tuo'hui'zhuan
指定银行,zhi'ding'yin'hang
制度负担,zhi'du'fu'dan
制度建设,zhi'du'jian'she
制度歧视,zhi'du'qi'shi
制度缺陷,zhi'du'que'xian
支付,zhi'fu
止付,zhi'fu
支付保证,zhi'fu'bao'zheng
支付成本,zhi'fu'cheng'ben
支付代理人,zhi'fu'dai'li'ren
支付方式,zhi'fu'fang'shi
支付费用,zhi'fu'fei'yong
支付工具,zhi'fu'gong'ju
支付股息,zhi'fu'gu'xi
支付红利,zhi'fu'hong'li
支付结算方式,zhi'fu'jie'suan'fang'shi
支付结算原则,zhi'fu'jie'suan'yuan'ze
支付利息,zhi'fu'li'xi
支付利息的债券,zhi'fu'li'xi'de'zhai'quan
支付凭证,zhi'fu'ping'zheng
支付全部,zhi'fu'quan'bu
支付业务,zhi'fu'ye'wu
支付在线,zhi'fu'zai'xian
支付制度,zhi'fu'zhi'du
至高点,zhi'gao'dian
只个股,zhi'ge'gu
质合走势图,zhi'he'zou'shi'tu
滞后经济指标,zhi'hou'jing'ji'zhi'biao
滞后时间,zhi'hou'shi'jian
纸黄金网,zhi'huang'jin'wang
智慧资金,zhi'hui'zi'jin
芝加哥第一国民银行,zhi'jia'ge'di'yi'guo'min'yin'hang
芝加哥交易所,zhi'jia'ge'jiao'yi'suo
芝加哥期权交易所,zhi'jia'ge'qi'quan'jiao'yi'suo
芝加哥商品交易所,zhi'jia'ge'shang'pin'jiao'yi'suo
直接参与计划,zhi'jie'can'yu'ji'hua
直接递减抵押,zhi'jie'di'jian'di'ya
直接股票投资,zhi'jie'gu'piao'tou'zi
直接联系,zhi'jie'lian'xi
直接年金,zhi'jie'nian'jin
直接票据,zhi'jie'piao'ju
直接融资,zhi'jie'rong'zi
直接收购,zhi'jie'shou'gou
直接收入,zhi'jie'shou'ru
直接受益,zhi'jie'shou'yi
直接提供,zhi'jie'ti'gong
直接投入,zhi'jie'tou'ru
直接投资,zhi'jie'tou'zi
直接销售,zhi'jie'xiao'shou
直接信贷,zhi'jie'xin'dai
治理水平,zhi'li'shui'ping
治理通胀,zhi'li'tong'zhang
质量保证,zhi'liang'bao'zheng
质量控制,zhi'liang'kong'zhi
指令部,zhi'ling'bu
知名银行,zhi'ming'yin'hang
滞纳金加收率,zhi'na'jin'jia'shou'lv
只能等待,zhi'neng'deng'dai
只能卖出,zhi'neng'mai'chu
只能眼看着,zhi'neng'yan'kan'zhe
支票,zhi'piao
支票充实中,zhi'piao'chong'shi'zhong
知钱俱乐部,zhi'qian'ju'le'bu
知情人,zhi'qing'ren
知情者,zhi'qing'zhe
支取凭证,zhi'qu'ping'zheng
支取前,zhi'qu'qian
置入资产,zhi'ru'zi'chan
至少目前,zhi'shao'mu'qian
只是将其,zhi'shi'jiang'qi
指数,zhi'shu
指数化,zhi'shu'hua
指数排行,zhi'shu'pai'hang
指数期货网,zhi'shu'qi'huo'wang
指数期权,zhi'shu'qi'quan
指数上涨,zhi'shu'shang'zhang
指数为,zhi'shu'wei
指数系统,zhi'shu'xi'tong
指数下跌,zhi'shu'xia'die
指数信息,zhi'shu'xin'xi
直属行,zhi'shu'xing
直属营业部,zhi'shu'ying'ye'bu
指数涨幅,zhi'shu'zhang'fu
指数最高,zhi'shu'zui'gao
止损,zhi'sun
止损累积,zhi'sun'lei'ji
止损委托,zhi'sun'wei'tuo
职位空缺,zhi'wei'kong'que
直线上扬,zhi'xian'shang'yang
直线折旧法,zhi'xian'zhe'jiu'fa
滞销状况,zhi'xiao'zhuang'kuang
置信电气,zhi'xin'dian'qi
执行,zhi'xing
执行查询,zhi'xing'cha'xun
执行成本,zhi'xing'cheng'ben
执行文书,zhi'xing'wen'shu
质押,zhi'ya
质押贷款,zhi'ya'dai'kuan
质押品,zhi'ya'pin
质押权利,zhi'ya'quan'li
质押物,zhi'ya'wu
质押止付,zhi'ya'zhi'fu
智研外汇网,zhi'yan'wai'hui'wang
职业操盘手,zhi'ye'cao'pan'shou
职业股民,zhi'ye'gu'min
质疑说,zhi'yi'shuo
指引,zhi'yin
只有本金的债券,zhi'you'ben'jin'de'zhai'quan
制造指数,zhi'zao'zhi'shu
滞胀,zhi'zhang
支柱产业,zhi'zhu'chan'ye
中报,zhong'bao
中宝股份,zhong'bao'gu'fen
中报行情,zhong'bao'hang'qing
中报结束,zhong'bao'jie'shu
中宝投票,zhong'bao'tou'piao
中北,zhong'bei
中标,zhong'biao
中标者,zhong'biao'zhe
仲裁,zhong'cai
仲裁规则,zhong'cai'gui'ze
中材国际,zhong'cai'guo'ji
中材科技,zhong'cai'ke'ji
中彩网,zhong'cai'wang
仲裁委员会,zhong'cai'wei'yuan'hui
重仓,zhong'cang
重仓股,zhong'cang'gu
中长期持有,zhong'chang'qi'chi'you
中长期信贷市场,zhong'chang'qi'xin'dai'shi'chang
