阿拔斯一世,a'ba'si'yi'shi
说服韩赵燕,shuo'fu'han'zhao'yan
说降,shuo'jiang
说明了周朝,shuo'ming'le'zhou'chao
说明努尔哈赤,shuo'ming'nu'er'ha'chi
说明周王,shuo'ming'zhou'wang
说文,shuo'wen
斯巴达,si'ba'da
斯巴达克起义,si'ba'da'ke'qi'yi
斯巴达克同盟,si'ba'da'ke'tong'meng
四百八十多起,si'bai'ba'shi'duo'qi
四百八十余次,si'bai'ba'shi'yu'ci
四百廿,si'bai'nian
四百人议事会,si'bai'ren'yi'shi'hui
四百五十余次,si'bai'wu'shi'yu'ci
四百余人,si'bai'yu'ren
司城子罕,si'cheng'zi'han
丝绸之路,si'chou'zhi'lu
四处攘乱,si'chu'rang'luan
四大贝勒,si'da'bei'le
斯达汉诺夫运动,si'da'han'nuo'fu'yun'dong
斯大林,si'da'lin
斯大林格勒会战,si'da'lin'ge'le'hui'zhan
斯多葛学派,si'duo'ge'xue'pai
四分五裂的的局面,si'fen'wu'lie'de'de'ju'mian
四个亚非文明古国,si'ge'ya'fei'wen'ming'gu'guo
四个政权,si'ge'zheng'quan
似乎更浓,si'hu'geng'nong
厮混,si'hun
四季捺钵,si'ji'na'bo
斯基泰人,si'ji'tai'ren
斯基泰人将,si'ji'tai'ren'jiang
斯基泰人用,si'ji'tai'ren'yong
斯基泰人在,si'ji'tai'ren'zai
私家之田,si'jia'zhi'tian
司空,si'kong
司寇,si'kou
四库全书,si'ku'quan'shu
斯拉夫派,si'la'fu'pai
肆里,si'li
司礼监,si'li'jian
司隶校尉,si'li'xiao'wei
司马,si'ma
司马炽,si'ma'chi
司马聃,si'ma'dan
司马德戡宇文化及,si'ma'de'kan'yu'wen'hua'ji
司马德文,si'ma'de'wen
司马德宗,si'ma'de'zong
司马光,si'ma'guang
司马冏,si'ma'jiong
司马亮,si'ma'liang
司马伦,si'ma'lun
司马丕,si'ma'pi
司马迁,si'ma'qian
司马迁记述,si'ma'qian'ji'shu
司马迁说,si'ma'qian'shuo
司马确,si'ma'que
司马睿,si'ma'rui
司马睿已,si'ma'rui'yi
司马绍,si'ma'shao
司马师,si'ma'shi
司马氏,si'ma'shi
司马腾,si'ma'teng
司马玮,si'ma'wei
司马相如,si'ma'xiang'ru
司马炎,si'ma'yan
司马衍,si'ma'yan
司马炎逼迫,si'ma'yan'bi'po
司马炎趁机,si'ma'yan'chen'ji
司马炎废魏主,si'ma'yan'fei'wei'zhu
司马炎继承,si'ma'yan'ji'cheng
司马炎为,si'ma'yan'wei
司马炎于,si'ma'yan'yu
司马炎在,si'ma'yan'zai
司马曜,si'ma'yao
司马邺,si'ma'ye
司马乂,si'ma'yi
司马奕,si'ma'yi
司马懿,si'ma'yi
司马颍,si'ma'ying
司马颙,si'ma'yong
司马颙调动大军二十馀万,si'ma'yong'diao'dong'da'jun'er'shi'yu'wan
司马攸,si'ma'you
司马昱,si'ma'yu
司马岳,si'ma'yue
司马越,si'ma'yue
司马昭,si'ma'zhao
司马昭长子,si'ma'zhao'zhang'zi
司马衷,si'ma'zhong
司母戊鼎,si'mu'wu'ding
姒启,si'qi
四塞山河,si'sai'shan'he
四十八年正月,si'shi'ba'nian'zheng'yue
死尸遍地,si'shi'bian'di
四十六万,si'shi'liu'wan
四十三年,si'shi'san'nian
四十四年,si'shi'si'nian
四十余年之久,si'shi'yu'nian'zhi'jiu
汜水镇,si'shui'zhen
私田,si'tian
私田增加,si'tian'zeng'jia
司调大夫,si'tiao'dai'fu
司徒府,si'tu'fu
斯图亚特王朝,si'tu'ya'te'wang'chao
斯托雷平土地改革,si'tuo'lei'ping'tu'di'gai'ge
死亡集中营,si'wang'ji'zhong'ying
斯维尔德洛夫,si'wei'er'de'luo'fu
姒文命,si'wen'ming
思想观念,si'xiang'guan'nian
思想僵化,si'xiang'jiang'hua
思想控制的强化,si'xiang'kong'zhi'de'qiang'hua
思想文化,si'xiang'wen'hua
思想文化史上,si'xiang'wen'hua'shi'shang
私行拓猎,si'xing'tuo'lie
四燕,si'yan
四一二反革命政变,si'yi'er'fan'ge'ming'zheng'bian
肆意烧杀,si'yi'shao'sha
死于含章殿,si'yu'han'zhang'dian
死於疫病,si'yu'yi'bing
四月提纲,si'yue'ti'gang
死者大半,si'zhe'da'ban
死者数万,si'zhe'shu'wan
四州之地,si'zhou'zhi'di
宋兵,song'bing
宋常为,song'chang'wei
宋朝,song'chao
宋朝的,song'chao'de
宋朝的局面,song'chao'de'ju'mian
宋朝国力,song'chao'guo'li
宋朝廷,song'chao'ting
宋成公,song'cheng'gong
宋成公王臣,song'cheng'gong'wang'chen
宋初,song'chu
宋楚两军,song'chu'liang'jun
宋楚之争,song'chu'zhi'zheng
宋大司马,song'da'si'ma
宋戴公,song'dai'gong
宋悼公,song'dao'gong
宋悼公购由,song'dao'gong'gou'you
宋等,song'deng
宋等八国之师,song'deng'ba'guo'zhi'shi
宋丁公,song'ding'gong
宋丁公申,song'ding'gong'shen
宋都,song'du
宋度宗,song'du'zong
宋度宗赵禥,song'du'zong'zhao'qi
宋端宗,song'duan'zong
宋端宗赵昰,song'duan'zong'zhao'shi
宋高宗,song'gao'zong
宋高宗赵构,song'gao'zong'zhao'gou
宋公,song'gong
宋恭帝,song'gong'di
宋恭帝赵显,song'gong'di'zhao'xian
宋共公,song'gong'gong
宋共公瑕,song'gong'gong'xia
宋公稽,song'gong'ji
宋光宗,song'guang'zong
宋光宗赵惇,song'guang'zong'zhao'dun
宋国都城,song'guo'du'cheng
宋国派人,song'guo'pai'ren
宋桓公,song'huan'gong
宋桓公御说,song'huan'gong'yu'shuo
宋桓侯,song'huan'hou
宋惠公,song'hui'gong
宋惠公间见,song'hui'gong'jian'jian
宋徽宗,song'hui'zong
宋徽宗赵佶,song'hui'zong'zhao'ji
宋建隆二年,song'jian'long'er'nian
宋江,song'jiang
宋教仁,song'jiao'ren
宋景公,song'jing'gong
宋景公头曼,song'jing'gong'tou'man
宋军大败,song'jun'da'bai
宋开宝四年,song'kai'bao'si'nian
宋康王,song'kang'wang
送来了,song'lai'le
宋厉公,song'li'gong
宋厉公鲋祀,song'li'gong'fu'si
宋理宗,song'li'zong
宋理宗赵昀,song'li'zong'zhao'yun
宋辽,song'liao
宋隆济,song'long'ji
宋美龄,song'mei'ling
宋闵公,song'min'gong
宋闵公共,song'min'gong'gong
宋闵公捷,song'min'gong'jie
宋穆公,song'mu'gong
宋穆公和,song'mu'gong'he
宋宁宗,song'ning'zong
宋宁宗赵扩,song'ning'zong'zhao'kuo
宋辟公,song'pi'gong
宋辟公辟兵,song'pi'gong'pi'bing
宋平公,song'ping'gong
宋平公成,song'ping'gong'cheng
宋齐梁陈,song'qi'liang'chen
宋钦宗,song'qin'zong
宋钦宗赵桓,song'qin'zong'zhao'huan
宋庆龄,song'qing'ling
宋仁宗,song'ren'zong
宋仁宗赵祯,song'ren'zong'zhao'zhen
松山城陷,song'shan'cheng'xian
松山副将,song'shan'fu'jiang
宋殇公,song'shang'gong
宋殇公与夷,song'shang'gong'yu'yi
宋少帝,song'shao'di
宋少帝刘义符,song'shao'di'liu'yi'fu
宋设,song'she
送沈阳,song'shen'yang
宋神宗,song'shen'zong
宋神宗赵顼,song'shen'zong'zhao'xu
宋顺帝,song'shun'di
宋顺帝刘準,song'shun'di'liu'zhun
宋太平兴国三年,song'tai'ping'xing'guo'san'nian
宋太宗,song'tai'zong
宋太宗赵光义,song'tai'zong'zhao'guang'yi
宋太宗赵炅,song'tai'zong'zhao'jiong
宋太宗赵匡义,song'tai'zong'zhao'kuang'yi
宋太祖,song'tai'zu
宋太祖赵匡胤,song'tai'zu'zhao'kuang'yin
宋亡,song'wang
宋王朝,song'wang'chao
宋微仲,song'wei'zhong
宋微仲衍,song'wei'zhong'yan
宋微子,song'wei'zi
宋微子启,song'wei'zi'qi
宋文帝,song'wen'di
宋文帝刘义隆,song'wen'di'liu'yi'long
宋文公,song'wen'gong
宋文公鲍革,song'wen'gong'bao'ge
宋武帝,song'wu'di
宋武帝刘裕,song'wu'di'liu'yu
宋武公,song'wu'gong
宋武公司空,song'wu'gong'si'kong
宋僖公,song'xi'gong
宋僖公举,song'xi'gong'ju
宋襄公,song'xiang'gong
宋襄公称,song'xiang'gong'cheng
宋襄公十五年,song'xiang'gong'shi'wu'nian
宋襄公再次,song'xiang'gong'zai'ci
宋襄公兹甫,song'xiang'gong'zi'fu
宋孝宗,song'xiao'zong
宋孝宗赵昚,song'xiao'zong'zhao'shen
宋休公,song'xiu'gong
宋休公田,song'xiu'gong'tian
宋宣公,song'xuan'gong
宋宣公力,song'xuan'gong'li
宋炀公,song'yang'gong
宋炀公熙,song'yang'gong'xi
宋英宗,song'ying'zong
宋英宗赵曙,song'ying'zong'zhao'shu
宋幼帝,song'you'di
宋元公,song'yuan'gong
宋元公佐,song'yuan'gong'zuo
松赞干布,song'zan'gan'bu
宋昭公,song'zhao'gong
宋昭公杵臼,song'zhao'gong'chu'jiu
宋昭公特,song'zhao'gong'te
宋哲宗,song'zhe'zong
宋哲宗赵煦,song'zhe'zong'zhao'xu
宋真宗,song'zhen'zong
宋真宗赵恒,song'zhen'zong'zhao'heng
宋诸帅皆不战而降,song'zhu'shuai'jie'bu'zhan'er'jiang
宋庄公,song'zhuang'gong
宋庄公冯,song'zhuang'gong'ping
宋子文,song'zi'wen
宋祖,song'zu
搜刮民间财产,sou'gua'min'jian'cai'chan
速不台军越过太和岭,su'bu'tai'jun'yue'guo'tai'he'ling
苏德互不侵犯条约,su'de'hu'bu'qin'fan'tiao'yue
窣堵波,su'du'bo
苏俄,su'e
苏芬战争,su'fen'zhan'zheng
苏福省,su'fu'sheng
苏格拉底,su'ge'la'di
苏莱曼,su'lai'man
苏莱曼大帝,su'lai'man'da'di
苏黎世三人团,su'li'shi'san'ren'tuan
苏联,su'lian
苏联农业全盘集体化运动,su'lian'nong'ye'quan'pan'ji'ti'hua'yun'dong
苏联社会主义工业化方针,su'lian'she'hui'zhu'yi'gong'ye'hua'fang'zhen
苏联卫国战争,su'lian'wei'guo'zhan'zheng
苏罗婆,su'luo'po
苏美尔人的城市国家,su'mei'er'ren'de'cheng'shi'guo'jia
苏秦,su'qin
苏轼,su'shi
苏舜钦,su'shun'qin
苏台德,su'tai'de
苏台德事件,su'tai'de'shi'jian
宿卫,su'wei
苏维埃,su'wei'ai
苏我稻目,su'wo'dao'mu
粟裕,su'yu
速战速决,su'zhan'su'jue
酸枣,suan'zao
岁币,sui'bi
岁差,sui'cha
隋朝,sui'chao
隋朝的,sui'chao'de
隋朝的统治,sui'chao'de'tong'zhi
隋朝后期,sui'chao'hou'qi
隋朝建立,sui'chao'jian'li
隋朝灭亡,sui'chao'mie'wang
隋朝时,sui'chao'shi
隋朝调整了,sui'chao'tiao'zheng'le
岁称帝,sui'cheng'di
遂乘胜南下,sui'cheng'sheng'nan'xia
岁的,sui'de
岁贡,sui'gong
隋恭帝,sui'gong'di
隋恭帝杨侑,sui'gong'di'yang'you
碎骨残骸,sui'gu'can'hai
隋国公,sui'guo'gong
随后因,sui'hou'yin
随即出动,sui'ji'chu'dong
岁即王位,sui'ji'wang'wei
隋将,sui'jiang
虽皆以,sui'jie'yi
绥靖政策,sui'jing'zheng'ce
隋律,sui'lv
隋末,sui'mo
虽然白起,sui'ran'bai'qi
虽然百战百胜而飘忽不定,sui'ran'bai'zhan'bai'sheng'er'piao'hu'bu'ding
虽然都取得了胜利,sui'ran'dou'qu'de'le'sheng'li
虽然法令规定,sui'ran'fa'ling'gui'ding
虽然高贵,sui'ran'gao'gui
虽然还常有战事发生,sui'ran'hai'chang'you'zhan'shi'fa'sheng
虽然后来,sui'ran'hou'lai
虽然景帝年间,sui'ran'jing'di'nian'jian
虽然西元前刘邦才称帝,sui'ran'xi'yuan'qian'liu'bang'cai'cheng'di
虽然先后有,sui'ran'xian'hou'you
燧人氏,sui'ren'shi
燧人氏看重,sui'ren'shi'kan'zhong
隋是,sui'shi
随时随地被,sui'shi'sui'di'bei
随他回国,sui'ta'hui'guo
隋唐以后,sui'tang'yi'hou
隋王朝短暂的统治,sui'wang'chao'duan'zan'de'tong'zhi
隋文帝,sui'wen'di
隋文帝杨坚,sui'wen'di'yang'jian
隋炀帝,sui'yang'di
隋炀帝杨广,sui'yang'di'yang'guang
虽有三俊,sui'you'san'jun
岁月和光阴,sui'yue'he'guang'yin
隋越王,sui'yue'wang
隋越王杨侗,sui'yue'wang'yang'dong
随着江南开发,sui'zhe'jiang'nan'kai'fa
随着陆秀夫,sui'zhe'lu'xiu'fu
随着蒙古的臣服,sui'zhe'meng'gu'de'chen'fu
随着社会,sui'zhe'she'hui
随着生产力,sui'zhe'sheng'chan'li
随之而出现的,sui'zhi'er'chu'xian'de
随之入塞的,sui'zhi'ru'sai'de
随州人,sui'zhou'ren
孙膑,sun'bin
孙膑兵法,sun'bin'bing'fa
孙传芳,sun'chuan'fang
孙皓,sun'hao
孙皓的残暴,sun'hao'de'can'bao
孙皓后宫,sun'hao'hou'gong
孙皓命令,sun'hao'ming'ling
孙皓杀人,sun'hao'sha'ren
孙皓投降,sun'hao'tou'xiang
孙亮,sun'liang
孙刘联军,sun'liu'lian'jun
孙权,sun'quan
孙权于,sun'quan'yu
孙权在武昌称帝,sun'quan'zai'wu'chang'cheng'di
孙吴,sun'wu
孙武,sun'wu
孙休,sun'xiu
孙中山,sun'zhong'shan
孙子兵法,sun'zi'bing'fa
所把持,suo'ba'chi
所败,suo'bai
所编,suo'bian
所编春秋,suo'bian'chun'qiu
所称的酎金失侯,suo'cheng'de'zhou'jin'shi'hou
所夺土地,suo'duo'tu'di
所封诸王其封国,suo'feng'zhu'wang'qi'feng'guo
所过之处,suo'guo'zhi'chu
所建的,suo'jian'de
所建的政权,suo'jian'de'zheng'quan
所建立,suo'jian'li
所建立的,suo'jian'li'de
所据的荆州,suo'ju'de'jing'zhou
梭伦改革,suo'lun'gai'ge
琐罗亚斯德教,suo'luo'ya'si'de'jiao
琐罗亚斯特教,suo'luo'ya'si'te'jiao
所灭隋唐以后,suo'mie'sui'tang'yi'hou
索姆河战役,suo'mu'he'zhan'yi
所能谈到的,suo'neng'tan'dao'de
所平定,suo'ping'ding
所取代,suo'qu'dai
所取得的,suo'qu'de'de
所确立的,suo'que'li'de
所杀,suo'sha
所杀敌人,suo'sha'di'ren
所属诸州,suo'shu'zhu'zhou
所谓北戎即,suo'wei'bei'rong'ji
所谓的,suo'wei'de
所消灭,suo'xiao'mie
所行使的,suo'xing'shi'de
所以得到明姓,suo'yi'de'dao'ming'xing
所以华夏族,suo'yi'hua'xia'zu
所以社会改革,suo'yi'she'hui'gai'ge
所以宋王及地方势力首领,suo'yi'song'wang'ji'di'fang'shi'li'shou'ling
所以有人说,suo'yi'you'ren'shuo
所在的,suo'zai'de
所奏文案,suo'zou'wen'an
他把,ta'ba
他便是,ta'bian'shi
他便听从,ta'bian'ting'cong
他病死于上都,ta'bing'si'yu'shang'dou
他曾,ta'ceng
他宠信,ta'chong'xin
他从元统元年六月至至正二十八年七月,ta'cong'yuan'tong'yuan'nian'liu'yue'zhi'zhi'zheng'er'shi'ba'nian'qi'yue
他大会,ta'da'hui
他的包围圈,ta'de'bao'wei'quan
他的表扬,ta'de'biao'yang
他的部下,ta'de'bu'xia
它的功能,ta'de'gong'neng
他的后代,ta'de'hou'dai
他的名字,ta'de'ming'zi
他的手中,ta'de'shou'zhong
他的所作所为,ta'de'suo'zuo'suo'wei
他的挑选,ta'de'tiao'xuan
他的威信,ta'de'wei'xin
它的兴建,ta'de'xing'jian
他的主力,ta'de'zhu'li
他的子孙后代,ta'de'zi'sun'hou'dai
他都深有研究,ta'dou'shen'you'yan'jiu
他都有钻研,ta'dou'you'zuan'yan
他对内大力推行,ta'dui'nei'da'li'tui'xing
他二十二岁结婚,ta'er'shi'er'sui'jie'hun
他废黜少帝,ta'fei'chu'shao'di
他改革政治,ta'gai'ge'zheng'zhi
他还背毁传位给武宗子嗣的誓约,ta'hai'bei'hui'chuan'wei'gei'wu'zong'zi'si'de'shi'yue
他还不断,ta'hai'bu'duan
他还是,ta'hai'shi
他和儿子,ta'he'er'zi
他和汲桑,ta'he'ji'sang
他计算的,ta'ji'suan'de
他即位后,ta'ji'wei'hou
他将眼光,ta'jiang'yan'guang
他经常,ta'jing'chang
他就给人家买棺材埋葬,ta'jiu'gei'ren'jia'mai'guan'cai'mai'zang
他就是,ta'jiu'shi
他口中的,ta'kou'zhong'de
他们庇廕,ta'men'bi'yin
他们的,ta'men'de
他们的继承者,ta'men'de'ji'cheng'zhe
他们的力量,ta'men'de'li'liang
他们的身材,ta'men'de'shen'cai
他们分屯要害,ta'men'fen'tun'yao'hai
他们极大地,ta'men'ji'da'de
他们可能被称为,ta'men'ke'neng'bei'cheng'wei
他们那,ta'men'na
他们那里,ta'men'na'li
他们希望,ta'men'xi'wang
他们有,ta'men'you
他们由,ta'men'you
他们预见到少数民族,ta'men'yu'jian'dao'shao'shu'min'zu
他命阿济格,ta'ming'a'ji'ge
他南征北战,ta'nan'zheng'bei'zhan
他亲理国事,ta'qin'li'guo'shi
他认为要战胜明朝,ta'ren'wei'yao'zhan'sheng'ming'chao
他十分重视,ta'shi'fen'zhong'shi
它是一个,ta'shi'yi'ge
他是中国,ta'shi'zhong'guo
它是中国多民族统一国家,ta'shi'zhong'guo'duo'min'zu'tong'yi'guo'jia
他受汉文化影响较深,ta'shou'han'wen'hua'ying'xiang'jiao'shen
他死后,ta'si'hou
他虽继承了汗位,ta'sui'ji'cheng'le'han'wei
他为了,ta'wei'le
塔西坨,ta'xi'tuo
他下令整饬民政,ta'xia'ling'zheng'chi'min'zheng
他要灭亡,ta'yao'mie'wang
他有权,ta'you'quan
他于是下令打开仓库赈灾,ta'yu'shi'xia'ling'da'kai'cang'ku'zhen'zai
他在,ta'zai
他在政治,ta'zai'zheng'zhi
他诏令窝阔台后王海都入觐,ta'zhao'ling'wo'kuo'tai'hou'wang'hai'dou'ru'jin
他终于,ta'zhong'yu
太安二年,tai'an'er'nian
太安元年,tai'an'yuan'nian
鲐背之年,tai'bei'zhi'nian
太丁,tai'ding
泰定帝,tai'ding'di
泰定帝统治时期,tai'ding'di'tong'zhi'shi'qi
泰定帝也孙铁木儿,tai'ding'di'ye'sun'tie'mu'er
泰定帝侄,tai'ding'di'zhi
台尔曼,tai'er'man
太庚,tai'geng
太后信任,tai'hou'xin'ren
太湖流域,tai'hu'liu'yu
太皇太后,tai'huang'tai'hou
太甲,tai'jia
泰筠剑州,tai'jun'jian'zhou
太康,tai'kang
太康年间,tai'kang'nian'jian
太康元年,tai'kang'yuan'nian
泰克河,tai'ke'he
太平军,tai'ping'jun
太平天国运动,tai'ping'tian'guo'yun'dong
太平兴国四年,tai'ping'xing'guo'si'nian
太平洋战争,tai'ping'yang'zhan'zheng
太强,tai'qiang
泰始律令,tai'shi'lv'ling
太守察孝廉外,tai'shou'cha'xiao'lian'wai
台湾被日本侵占,tai'wan'bei'ri'ben'qin'zhan
太尉,tai'wei
太戊,tai'wu
太武帝,tai'wu'di
太武帝拓跋焘,tai'wu'di'tuo'ba'tao
太延五年,tai'yan'wu'nian
太阳田,tai'yang'tian
泰豫元年,tai'yu'yuan'nian
太原郡,tai'yuan'jun
太原留守,tai'yuan'liu'shou
太子出奔,tai'zi'chu'ben
太子平,tai'zi'ping
太宗,tai'zong
太宗苻登,tai'zong'fu'deng
太宗皇太极,tai'zong'huang'tai'ji
太宗李雄,tai'zong'li'xiong
太宗死后,tai'zong'si'hou
太宗统治时期,tai'zong'tong'zhi'shi'qi
太宗完颜晟,tai'zong'wan'yan'sheng
太祖,tai'zu
太祖爱新觉罗努尔哈赤,tai'zu'ai'xin'jue'luo'nu'er'ha'chi
太祖吕光,tai'zu'lv'guang
太祖努尔哈赤,tai'zu'nu'er'ha'chi
太祖石虎,tai'zu'shi'hu
太祖完颜阿骨打,tai'zu'wan'yan'a'gu'da
太祖完颜旻,tai'zu'wan'yan'min
太祖萧道成,tai'zu'xiao'dao'cheng
太祖姚苌,tai'zu'yao'chang
太祖朱晃,tai'zu'zhu'huang
太祖朱全忠,tai'zu'zhu'quan'zhong
太祖朱温,tai'zu'zhu'wen
摊丁入亩,tan'ding'ru'mu
谈婚论嫁,tan'hun'lun'jia
谭嗣同,tan'si'tong
唐哀帝,tang'ai'di
唐哀帝李柷,tang'ai'di'li'zhu
唐才常,tang'cai'chang
唐朝,tang'chao
唐朝的建立,tang'chao'de'jian'li
唐朝皇族,tang'chao'huang'zu
唐朝连同,tang'chao'lian'tong
唐朝灭亡,tang'chao'mie'wang
唐朝末年,tang'chao'mo'nian
唐朝前期,tang'chao'qian'qi
唐朝在,tang'chao'zai
唐代,tang'dai
唐代繁荣,tang'dai'fan'rong
唐代宗,tang'dai'zong
唐代宗李豫,tang'dai'zong'li'yu
唐德宗,tang'de'zong
唐德宗李适,tang'de'zong'li'shi
唐高宗,tang'gao'zong
唐高宗李治,tang'gao'zong'li'zhi
唐高祖,tang'gao'zu
唐高祖李渊,tang'gao'zu'li'yuan
唐国,tang'guo
唐国公,tang'guo'gong
唐国公李渊,tang'guo'gong'li'yuan
堂号,tang'hao
汤和,tang'he
唐继尧,tang'ji'yao
唐敬宗,tang'jing'zong
唐敬宗李湛,tang'jing'zong'li'zhan
唐律疏议,tang'lv'shu'yi
唐昧,tang'mei
唐明清,tang'ming'qing
唐末以后,tang'mo'yi'hou
唐末以来,tang'mo'yi'lai
唐穆宗,tang'mu'zong
唐穆宗李恒,tang'mu'zong'li'heng
唐人,tang'ren
唐人街唐朝历史,tang'ren'jie'tang'chao'li'shi
唐睿宗,tang'rui'zong
唐睿宗李旦,tang'rui'zong'li'dan
唐顺宗,tang'shun'zong
唐顺宗李诵,tang'shun'zong'li'song
唐肃宗,tang'su'zong
唐肃宗李亨,tang'su'zong'li'heng
唐太宗,tang'tai'zong
唐太宗李世民,tang'tai'zong'li'shi'min
唐王,tang'wang
唐王朱聿键,tang'wang'zhu'yu'jian
唐王朱聿钅粤,tang'wang'zhu'yu'jin'yue
唐文宗,tang'wen'zong
唐文宗李昂,tang'wen'zong'li'ang
唐武宗,tang'wu'zong
唐武宗李炎,tang'wu'zong'li'yan
唐僖宗,tang'xi'zong
唐僖宗李儇,tang'xi'zong'li'xuan
唐宪宗,tang'xian'zong
唐宪宗李纯,tang'xian'zong'li'chun
唐宣宗,tang'xuan'zong
唐玄宗,tang'xuan'zong
唐宣宗李忱,tang'xuan'zong'li'chen
唐玄宗李隆基,tang'xuan'zong'li'long'ji
唐尧,tang'yao
唐尧放勋,tang'yao'fang'xun
唐懿宗,tang'yi'zong
唐懿宗李漼,tang'yi'zong'li'cui
唐在,tang'zai
唐昭宣帝,tang'zhao'xuan'di
唐昭宣帝李柷,tang'zhao'xuan'di'li'zhu
唐昭宗,tang'zhao'zong
唐昭宗李晔,tang'zhao'zong'li'ye
唐昭宗任,tang'zhao'zong'ren
唐中和四年,tang'zhong'he'si'nian
唐中叶,tang'zhong'ye
唐中叶后,tang'zhong'ye'hou
唐中宗,tang'zhong'zong
唐中宗李显,tang'zhong'zong'li'xian
唐中宗李哲,tang'zhong'zong'li'zhe
唐宗,tang'zong
讨长沙王乂,tao'chang'sha'wang'yi
讨伐郑国,tao'fa'zheng'guo
逃来的士人,tao'lai'de'shi'ren
桃李年华,tao'li'nian'hua
陶片放逐,tao'pian'fang'zhu
陶谦,tao'qian
桃山文化,tao'shan'wen'hua
陶唐,tao'tang
逃亡到南方,tao'wang'dao'nan'fang
逃亡和暴动,tao'wang'he'bao'dong
逃往南方,tao'wang'nan'fang
逃往西夏途中,tao'wang'xi'xia'tu'zhong
掏心战术,tao'xin'zhan'shu
陶渊明,tao'yuan'ming
逃至金陵,tao'zhi'jin'ling
特别是从,te'bie'shi'cong
特别是裹齐踝部的裤子,te'bie'shi'guo'qi'huai'bu'de'ku'zi
特务监视,te'wu'jian'shi
滕伐薛,teng'fa'xue
剔成,ti'cheng
提高汗权,ti'gao'han'quan
提高户等,ti'gao'hu'deng
提供了,ti'gong'le
提供了条件,ti'gong'le'tiao'jian
提供了一个蓝本,ti'gong'le'yi'ge'lan'ben
提洛同盟,ti'luo'tong'meng
提升当了县令,ti'sheng'dang'le'xian'ling
提刑按察使司,ti'xing'an'cha'shi'si
体恤民力,ti'xu'min'li
梯也尔,ti'ye'er
天宝十四年,tian'bao'shi'si'nian
田曹,tian'cao
天朝田亩制度,tian'chao'tian'mu'zhi'du
天聪二年,tian'cong'er'nian
天聪七,tian'cong'qi
天聪三年,tian'cong'san'nian
天聪十年四月,tian'cong'shi'nian'si'yue
天聪四年,tian'cong'si'nian
天聪五年,tian'cong'wu'nian
天聪元年一月,tian'cong'yuan'nian'yi'yue
田单,tian'dan
田悼子,tian'dao'zi
田地,tian'di
田地租税,tian'di'zu'shui
田法章,tian'fa'zhang
天复二年,tian'fu'er'nian
天复三年,tian'fu'san'nian
天福十二年,tian'fu'shi'er'nian
天工开物,tian'gong'kai'wu
天工开物的,tian'gong'kai'wu'de
田汉,tian'han
田和子,tian'he'zi
田忌,tian'ji
田建,tian'jian
天降霖雨方数百里中,tian'jiang'lin'yu'fang'shu'bai'li'zhong
田里不鬻,tian'li'bu'yu
天历二年正月,tian'li'er'nian'zheng'yue
田民,tian'min
天命三年,tian'ming'san'nian
田辟彊,tian'pi'jiang
田凭,tian'ping
天启,tian'qi
田剡,tian'shan
天山南路,tian'shan'nan'lu
天上星,tian'shang'xing
田氏,tian'shi
天时间,tian'shi'jian
天守阁,tian'shou'ge
田税的开始,tian'shui'de'kai'shi
天顺帝,tian'shun'di
天顺帝阿速吉八,tian'shun'di'a'su'ji'ba
天完及汉国一系列的红巾军败亡,tian'wan'ji'han'guo'yi'xi'lie'de'hong'jin'jun'bai'wang
天完陇蜀省右丞,tian'wan'long'shu'sheng'you'cheng
天王,tian'wang
天王洪秀全,tian'wang'hong'xiu'quan
田文,tian'wen
天文历法占卜,tian'wen'li'fa'zhan'bu
天文学的成就,tian'wen'xue'de'cheng'jiu
天文学家,tian'wen'xue'jia
田午,tian'wu
天下不足定,tian'xia'bu'zu'ding
天下共击之,tian'xia'gong'ji'zhi
天下共主,tian'xia'gong'zhu
天下晏然,tian'xia'yan'ran
天下至此初定,tian'xia'zhi'ci'chu'ding
田因齐,tian'yin'qi
天佑四年,tian'you'si'nian
天灾频繁,tian'zai'pin'fan
田中奏折,tian'zhong'zou'zhe
天子统帅诸侯,tian'zi'tong'shuai'zhu'hou
天子之国,tian'zi'zhi'guo
田驺与厨士,tian'zou'yu'chu'shi
