阿坝蒿,a'ba'hao
金足草属,jin'zu'cao'shu
金嘴赫蕉,jin'zui'he'jiao
金嘴鹤蕉,jin'zui'he'jiao
井边茜,jing'bian'qian
箐边紫堇,jing'bian'zi'jin
粳稻,jing'dao
景东矮柳,jing'dong'ai'liu
景东报春,jing'dong'bao'chun
景东报春原变种,jing'dong'bao'chun'yuan'bian'zhong
景东翅子树,jing'dong'chi'zi'shu
景东冬青,jing'dong'dong'qing
景东短檐苣苔,jing'dong'duan'yan'ju'tai
景东复叶耳蕨,jing'dong'fu'ye'er'jue
景东厚唇兰,jing'dong'hou'chun'lan
景东茴芹,jing'dong'hui'qin
景东脚骨脆,jing'dong'jiao'gu'cui
景东景天,jing'dong'jing'tian
景东君迁子,jing'dong'jun'qian'zi
景东柃,jing'dong'ling
景东瘤足蕨,jing'dong'liu'zu'jue
景东龙胆,jing'dong'long'dan
景东毛鳞菊,jing'dong'mao'lin'ju
景东木蓝,jing'dong'mu'lan
景东楠,jing'dong'nan
景东千金藤,jing'dong'qian'jin'teng
景东山橙,jing'dong'shan'cheng
景东十大功劳,jing'dong'shi'da'gong'lao
景东水锦树,jing'dong'shui'jin'shu
景东铁线莲,jing'dong'tie'xian'lian
景东娃儿藤,jing'dong'wa'er'teng
景东细莴苣,jing'dong'xi'wo'ju
景东香草,jing'dong'xiang'cao
景东小叶崖豆,jing'dong'xiao'ye'ya'dou
景东崖爬藤,jing'dong'ya'pa'teng
景东羊奶子,jing'dong'yang'nai'zi
景东柘,jing'dong'zhe
荆豆,jing'dou
荆豆属,jing'dou'shu
京风毛菊,jing'feng'mao'ju
井冈栝楼,jing'gang'gua'lou
井冈寒竹,jing'gang'han'zhu
井冈寒竹属,jing'gang'han'zhu'shu
井岗柳,jing'gang'liu
井冈葡萄,jing'gang'pu'tao
井冈山杜鹃,jing'gang'shan'du'juan
井冈山耳蕨,jing'gang'shan'er'jue
井冈山凤仙花,jing'gang'shan'feng'xian'hua
井冈山凤丫蕨,jing'gang'shan'feng'ya'jue
井冈山猕猴桃,jing'gang'shan'mi'hou'tao
井冈山卫矛,jing'gang'shan'wei'mao
茎根红丝线,jing'gen'hong'si'xian
静鼓,jing'gu
箐姑草,jing'gu'cao
箐姑草原变种,jing'gu'cao'yuan'bian'zhong
景谷箭竹,jing'gu'jian'zhu
静鼓锦,jing'gu'jin
茎冠木属,jing'guan'mu'shu
景观植物,jing'guan'zhi'wu
颈果草,jing'guo'cao
颈果草属,jing'guo'cao'shu
精河补血草,jing'he'bu'xue'cao
京鹤鳞毛蕨,jing'he'lin'mao'jue
景洪暗罗,jing'hong'an'luo
景洪蜂斗草,jing'hong'feng'dou'cao
景洪哥纳香,jing'hong'ge'na'xiang
景洪核果茶,jing'hong'he'guo'cha
景洪离瓣寄生,jing'hong'li'ban'ji'sheng
景洪毛蕨,jing'hong'mao'jue
景洪秋海棠,jing'hong'qiu'hai'tang
景洪石斛,jing'hong'shi'hu
景洪薹草,jing'hong'tai'cao
景洪崖爬藤,jing'hong'ya'pa'teng
茎花冬青,jing'hua'dong'qing
净花菰腺忍冬,jing'hua'gu'xian'ren'dong
茎花来江藤,jing'hua'lai'jiang'teng
茎花石豆兰,jing'hua'shi'dou'lan
茎花守宫木,jing'hua'shou'gong'mu
茎花算盘子,jing'hua'suan'pan'zi
茎花香草,jing'hua'xiang'cao
茎花崖爬藤,jing'hua'ya'pa'teng
京黄芩,jing'huang'qin
京黄芩大花变种,jing'huang'qin'da'hua'bian'zhong
京黄芩短促变种,jing'huang'qin'duan'cu'bian'zhong
京黄芩黑龙江变种,jing'huang'qin'hei'long'jiang'bian'zhong
京黄芩原变种,jing'huang'qin'yuan'bian'zhong
京黄芩紫茎变种,jing'huang'qin'zi'jing'bian'zhong
荆芥,jing'jie
旌节花科,jing'jie'hua'ke
旌节花属,jing'jie'hua'shu
旌节马先蒿,jing'jie'ma'xian'hao
旌节马先蒿旌节亚种,jing'jie'ma'xian'hao'jing'jie'ya'zhong
旌节马先蒿有毛亚种,jing'jie'ma'xian'hao'you'mao'ya'zhong
荆芥属,jing'jie'shu
井口边草,jing'kou'bian'cao
井口鸡胶舌,jing'kou'ji'jiao'she
井栏边草,jing'lan'bian'cao
井阑草,jing'lan'cao
井栏茜,jing'lan'qian
茎棱,jing'leng
京梨猕猴桃,jing'li'mi'hou'tao
景烈假毛蕨,jing'lie'jia'mao'jue
京芒草,jing'mang'cao
晶帽石斛,jing'mao'shi'hu
荆门藨草,jing'men'biao'cao
镜面草,jing'mian'cao
井茜,jing'qian
精巧殿,jing'qiao'dian
颈鞘箭竹,jing'qiao'jian'zhu
静容卫矛,jing'rong'wei'mao
荆三棱,jing'san'leng
景天点地梅,jing'tian'dian'di'mei
景天虎耳草,jing'tian'hu'er'cao
景天科,jing'tian'ke
景天属,jing'tian'shu
景天树,jing'tian'shu
景天叶龙胆,jing'tian'ye'long'dan
荆条,jing'tiao
荆条棵,jing'tiao'ke
京舞妓,jing'wu'ji
靖西海菜花,jing'xi'hai'cai'hua
靖西山姜,jing'xi'shan'jiang
靖西十大功劳,jing'xi'shi'da'gong'lao
精细小苦荬,jing'xi'xiao'ku'mai
景箱园艺,jing'xiang'yuan'yi
镜叶虎耳草,jing'ye'hu'er'cao
泾源紫堇,jing'yuan'zi'jin
劲直菝葜,jing'zhi'ba'qia
劲直白酒草,jing'zhi'bai'jiu'cao
劲直白酒草原变种,jing'zhi'bai'jiu'cao'yuan'bian'zhong
劲直刺桐,jing'zhi'ci'tong
劲直耳稃草,jing'zhi'er'fu'cao
劲直鹤虱,jing'zhi'he'shi
劲直鹤虱原变种,jing'zhi'he'shi'yuan'bian'zhong
京之华锦,jing'zhi'hua'jin
劲直黄条纹龙胆,jing'zhi'huang'tiao'wen'long'dan
劲直榕,jing'zhi'rong
劲直续断,jing'zhi'xu'duan
劲直续断原变种,jing'zhi'xu'duan'yuan'bian'zhong
精致野豌豆,jing'zhi'ye'wan'dou
劲直阴地蕨,jing'zhi'yin'di'jue
京竹,jing'zhu
荆子,jing'zi
秔子梢属,jing'zi'shao'shu
镜子薹草,jing'zi'tai'cao
九把连环剑,jiu'ba'lian'huan'jian
酒杯花,jiu'bei'hua
酒饼簕,jiu'bing'le
酒饼簕属,jiu'bing'le'shu
酒饼叶,jiu'bing'ye
韭菜莲,jiu'cai'lian
九翅豆蔻,jiu'chi'dou'kou
九重葛,jiu'chong'ge
韭葱,jiu'cong
九顶草,jiu'ding'cao
九顶草属,jiu'ding'cao'shu
九鼎柳,jiu'ding'liu
九丁榕,jiu'ding'rong
九峰山鹅观草,jiu'feng'shan'e'guan'cao
九管血,jiu'guan'xue
九管血原变种,jiu'guan'xue'yuan'bian'zhong
九华,jiu'hua
玖花碱茅,jiu'hua'jian'mao
九华蒲儿根,jiu'hua'pu'er'gen
九华薹草,jiu'hua'tai'cao
救荒野豌豆,jiu'huang'ye'wan'dou
九节,jiu'jie
九节菖蒲,jiu'jie'chang'pu
九节龙,jiu'jie'long
九节属,jiu'jie'shu
九节原变种,jiu'jie'yuan'bian'zhong
九来龙,jiu'lai'long
九老洞耳蕨,jiu'lao'dong'er'jue
九里香,jiu'li'xiang
九里香属,jiu'li'xiang'shu
韭莲,jiu'lian
九龙蛾眉蕨,jiu'long'e'mei'jue
九龙凤仙花,jiu'long'feng'xian'hua
九龙桂,jiu'long'gui
九龙桦,jiu'long'hua
九龙箭竹,jiu'long'jian'zhu
九龙木,jiu'long'mu
九龙盘,jiu'long'pan
九龙瑞香,jiu'long'rui'xiang
九龙山凤仙花,jiu'long'shan'feng'xian'hua
九龙山复叶耳蕨,jiu'long'shan'fu'ye'er'jue
九龙山毛蕨,jiu'long'shan'mao'jue
九龙小檗,jiu'long'xiao'bo
九龙蟹甲草,jiu'long'xie'jia'cao
九轮塔,jiu'lun'ta
久内早熟禾,jiu'nei'zao'shu'he
酒瓶椰子,jiu'ping'ye'zi
酒泉黄耆,jiu'quan'huang'qi
鸠酸,jiu'suan
九头饭消扭,jiu'tou'fan'xiao'niu
九头狮子草,jiu'tou'shi'zi'cao
九万山冬青,jiu'wan'shan'dong'qing
九味一枝蒿,jiu'wei'yi'zhi'hao
九窝虎耳草,jiu'wo'hu'er'cao
九仙山薹草,jiu'xian'shan'tai'cao
九眼菊,jiu'yan'ju
酒药花醉鱼草,jiu'yao'hua'zui'yu'cao
酒椰,jiu'ye
九叶木蓝,jiu'ye'mu'lan
酒椰属,jiu'ye'shu
九嶷山连蕊茶,jiu'yi'shan'lian'rui'cha
九羽见血飞,jiu'yu'jian'xue'fei
九月黄,jiu'yue'huang
久治绿绒蒿,jiu'zhi'lv'rong'hao
九子母属,jiu'zi'mu'shu
炬芭蕉,ju'ba'jiao
巨柏,ju'bai
距瓣豆,ju'ban'dou
巨瓣兜兰,ju'ban'dou'lan
距瓣豆属,ju'ban'dou'shu
具斑芒毛苣苔,ju'ban'mang'mao'ju'tai
距瓣尾囊草,ju'ban'wei'nang'cao
具苞抱茎葶苈,ju'bao'bao'jing'ting'li
具苞江南越桔,ju'bao'jiang'nan'yue'ju
具苞铃子香,ju'bao'ling'zi'xiang
具苞念珠芥,ju'bao'nian'zhu'jie
具苞糖芥,ju'bao'tang'jie
巨苞岩乌头,ju'bao'yan'wu'tou
锯边茴芹,ju'bian'hui'qin
具柄齿缘草,ju'bing'chi'yuan'cao
具柄齿缘草原变种,ju'bing'chi'yuan'cao'yuan'bian'zhong
具柄重楼,ju'bing'chong'lou
具柄冬青,ju'bing'dong'qing
具柄合页草,ju'bing'he'ye'cao
具柄冷水花,ju'bing'leng'shui'hua
局部指示植物,ju'bu'zhi'shi'zhi'wu
锯草,ju'cao
橘草,ju'cao
具槽秆荸荠,ju'cao'gan'bi'qi
具槽秆荸荠原变型,ju'cao'gan'bi'qi'yuan'bian'xing
具槽石斛,ju'cao'shi'hu
巨车前,ju'che'qian
具齿褐斑南星,ju'chi'he'ban'nan'xing
锯齿柳,ju'chi'liu
锯齿柳原变型,ju'chi'liu'yuan'bian'xing
锯齿龙胆,ju'chi'long'dan
具齿马先蒿,ju'chi'ma'xian'hao
锯齿毛蕨,ju'chi'mao'jue
锯齿沙参,ju'chi'sha'shen
锯齿双盖蕨,ju'chi'shuang'gai'jue
巨齿唐松草,ju'chi'tang'song'cao
锯齿蚊母树,ju'chi'wen'mu'shu
巨齿西南花楸,ju'chi'xi'nan'hua'qiu
巨齿绣线菊,ju'chi'xiu'xian'ju
锯齿叶垫柳,ju'chi'ye'dian'liu
巨唇对叶兰,ju'chun'dui'ye'lan
矩唇石斛,ju'chun'shi'hu
巨大狗尾草,ju'da'gou'wei'cao
巨灯心草,ju'deng'xin'cao
距萼过路黄,ju'e'guo'lu'huang
具萼茴芹,ju'e'hui'qin
距萼景天,ju'e'jing'tian
具耳箬竹,ju'er'ruo'zhu
具稃贵州狗尾草,ju'fu'gui'zhou'gou'wei'cao
具刚毛荸荠,ju'gang'mao'bi'qi
具刚毛扁基荸荠,ju'gang'mao'bian'ji'bi'qi
具梗糙苏,ju'geng'cao'su
具梗虎耳草,ju'geng'hu'er'cao
具梗金丝桃,ju'geng'jin'si'tao
具梗旌节花,ju'geng'jing'jie'hua
具冠黄堇,ju'guan'huang'jin
具冠马先蒿,ju'guan'ma'xian'hao
聚果绞股蓝,ju'guo'jiao'gu'lan
聚果九节,ju'guo'jiu'jie
巨果槭,ju'guo'qi
聚果榕,ju'guo'rong
聚果榕原变种,ju'guo'rong'yuan'bian'zhong
距果沙芥,ju'guo'sha'jie
菊蒿,ju'hao
菊蒿属,ju'hao'shu
聚合草,ju'he'cao
聚合草属,ju'he'cao'shu
橘红,ju'hong
桔红灯台报春,ju'hong'deng'tai'bao'chun
桔红山楂,ju'hong'shan'zha
桔红悬钩子,ju'hong'xuan'gou'zi
桔红悬钩子原变种,ju'hong'xuan'gou'zi'yuan'bian'zhong
橘红鸢尾兰,ju'hong'yuan'wei'lan
菊花,ju'hua
菊华,ju'hua
聚花白饭树,ju'hua'bai'fan'shu
聚花白鹤藤,ju'hua'bai'he'teng
聚花白鹤藤原变种,ju'hua'bai'he'teng'yuan'bian'zhong
菊花参,ju'hua'can
聚花草,ju'hua'cao
菊花草,ju'hua'cao
聚花草属,ju'hua'cao'shu
聚花风铃草,ju'hua'feng'ling'cao
聚花桂,ju'hua'gui
聚花海桐,ju'hua'hai'tong
聚花合耳菊,ju'hua'he'er'ju
聚花槲寄生,ju'hua'hu'ji'sheng
聚花荚蒾,ju'hua'jia'mi
聚花荚蒾原亚种,ju'hua'jia'mi'yuan'ya'zhong
聚花金足草,ju'hua'jin'zu'cao
聚花马先蒿,ju'hua'ma'xian'hao
聚花马先蒿聚花亚种,ju'hua'ma'xian'hao'ju'hua'ya'zhong
聚花马先蒿小叶亚种,ju'hua'ma'xian'hao'xiao'ye'ya'zhong
距花山姜,ju'hua'shan'jiang
距花黍,ju'hua'shu
距花黍属,ju'hua'shu'shu
距花万寿竹,ju'hua'wan'shou'zhu
巨花雪胆,ju'hua'xue'dan
聚花野丁香,ju'hua'ye'ding'xiang
聚花野扇花,ju'hua'ye'shan'hua
桔黄香水月季,ju'huang'xiang'shui'yue'ji
菊绘卷,ju'hui'juan
具脊觿茅,ju'ji'xi'mao
具脊觿茅原变种,ju'ji'xi'mao'yuan'bian'zhong
具痂虎耳草,ju'jia'hu'er'cao
居间金腰,ju'jian'jin'yao
具角凤仙花,ju'jiao'feng'xian'hua
具茎大叶藻,ju'jing'da'ye'zao
菊苣,ju'ju
巨句麦,ju'ju'mai
菊苣属,ju'ju'shu
锯蕨,ju'jue
锯蕨属,ju'jue'shu
菊科,ju'ke
巨魁杜鹃,ju'kui'du'juan
巨黧豆,ju'li'dou
锯鳞耳蕨,ju'lin'er'jue
具鳞凤仙花,ju'lin'feng'xian'hua
具鳞黄堇,ju'lin'huang'jin
具鳞水柏枝,ju'lin'shui'bai'zhi
矩鳞铁杉,ju'lin'tie'shan
矩鳞油杉,ju'lin'you'shan
巨琉桑,ju'liu'sang
具芒灰帽薹草,ju'mang'hui'mao'tai'cao
具芒鳞砖子苗,ju'mang'lin'zhuan'zi'miao
具芒碎米莎草,ju'mang'sui'mi'suo'cao
具芒薹草,ju'mang'tai'cao
具毛常绿荚蒾,ju'mao'chang'lv'jia'mi
具毛素方花,ju'mao'su'fang'hua
具毛无心菜,ju'mao'wu'xin'cai
巨魔芋,ju'mo'yu
菊目,ju'mu
巨盘木,ju'pan'mu
巨盘木属,ju'pan'mu'shu
咀签,ju'qian
咀签属,ju'qian'shu
咀签原变种,ju'qian'yuan'bian'zhong
菊芹属,ju'qin'shu
巨人柱,ju'ren'zhu
巨人柱属,ju'ren'zhu'shu
蒟蒻薯,ju'ruo'shu
蒟蒻薯科,ju'ruo'shu'ke
蒟蒻薯属,ju'ruo'shu'shu
聚伞翠雀花,ju'san'cui'que'hua
聚伞花序,ju'san'hua'xu
聚伞锦香草,ju'san'jin'xiang'cao
菊三七,ju'san'qi
菊三七属,ju'san'qi'shu
聚伞橐吾,ju'san'tuo'wu
巨伞钟报春,ju'san'zhong'bao'chun
巨杉,ju'shan
巨杉属,ju'shan'shu
聚生穗序薹草,ju'sheng'sui'xu'tai'cao
聚石斛,ju'shi'hu
居室绿饰,ju'shi'lv'shi
菊属,ju'shu
榉属,ju'shu
榉树,ju'shu
拒霜花,ju'shuang'hua
菊水,ju'shui
菊水属,ju'shui'shu
苣苔香茶菜,ju'tai'xiang'cha'cai
巨藤,ju'teng
巨藤原变种,ju'teng'yuan'bian'zhong
拘蹄子,ju'ti'zi
具葶离子芥,ju'ting'li'zi'jie
巨头大丁草,ju'tou'da'ding'cao
聚头绢蒿,ju'tou'juan'hao
聚头帚菊,ju'tou'zhou'ju
巨托悬钩子,ju'tuo'xuan'gou'zi
锯尾钻柱兰,ju'wei'zuan'zhu'lan
具腺艾纳香,ju'xian'ai'na'xiang
巨型毛蕨,ju'xing'mao'jue
巨序剪股颖,ju'xu'jian'gu'ying
巨序楼梯草,ju'xu'lou'ti'cao
菊亚纲,ju'ya'gang
距药黄精,ju'yao'huang'jing
距药姜,ju'yao'jiang
距药姜属,ju'yao'jiang'shu
苣叶报春,ju'ye'bao'chun
苣叶报春原亚种,ju'ye'bao'chun'yuan'ya'zhong
锯叶变豆菜,ju'ye'bian'dou'cai
苣叶车前,ju'ye'che'qian
矩叶赤竹,ju'ye'chi'zhu
矩叶垂头菊,ju'ye'chui'tou'ju
巨叶冬青,ju'ye'dong'qing
锯叶风毛菊,ju'ye'feng'mao'ju
矩叶勾儿茶,ju'ye'gou'er'cha
锯叶合耳菊,ju'ye'he'er'ju
矩叶黑桦树,ju'ye'hei'hua'shu
菊叶红景天,ju'ye'hong'jing'tian
聚叶虎耳草,ju'ye'hu'er'cao
巨叶花楸,ju'ye'hua'qiu
聚叶花莛乌头,ju'ye'hua'ting'wu'tou
聚叶角蒿,ju'ye'jiao'hao
菊叶堇菜,ju'ye'jin'cai
聚叶龙胆,ju'ye'long'dan
聚叶黔川乌头,ju'ye'qian'chuan'wu'tou
聚叶沙参,ju'ye'sha'shen
锯叶石莲,ju'ye'shi'lian
矩叶鼠刺,ju'ye'shu'ci
苣叶鼠尾草,ju'ye'shu'wei'cao
菊叶穗花报春,ju'ye'sui'hua'bao'chun
菊叶天竺葵,ju'ye'tian'zhu'kui
苣叶秃疮花,ju'ye'tu'chuang'hua
菊叶委陵菜,ju'ye'wei'ling'cai
矩叶卫矛,ju'ye'wei'mao
菊叶香藜,ju'ye'xiang'li
锯叶悬钩子,ju'ye'xuan'gou'zi
矩叶翼核果,ju'ye'yi'he'guo
菊叶鱼眼草,ju'ye'yu'yan'cao
锯叶竹节树,ju'ye'zhu'jie'shu
矩叶锥,ju'ye'zhui
菊芋,ju'yu
枸橼,ju'yuan
矩圆短肠蕨,ju'yuan'duan'chang'jue
矩圆金黄报春,ju'yuan'jin'huang'bao'chun
矩圆线蕨,ju'yuan'xian'jue
矩圆叶椴,ju'yuan'ye'duan
矩圆叶旌节花,ju'yuan'ye'jing'jie'hua
矩圆叶蓝果树,ju'yuan'ye'lan'guo'shu
矩圆叶柃,ju'yuan'ye'ling
矩圆叶柃原变种,ju'yuan'ye'ling'yuan'bian'zhong
巨早熟禾,ju'zao'shu'he
具爪曲花紫堇,ju'zhao'qu'hua'zi'jin
具枕鼠尾粟,ju'zhen'shu'wei'su
居中蹄盖蕨,ju'zhong'ti'gai'jue
聚株石豆兰,ju'zhu'shi'dou'lan
巨竹属,ju'zhu'shu
菊状千里光,ju'zhuang'qian'li'guang
聚锥水东哥,ju'zhui'shui'dong'ge
蒟子,ju'zi
巨紫堇,ju'zi'jin
卷柏,juan'bai
卷柏科,juan'bai'ke
卷柏属,juan'bai'shu
卷瓣忍冬,juan'ban'ren'dong
卷瓣沿阶草,juan'ban'yan'jie'cao
卷苞风毛菊,juan'bao'feng'mao'ju
卷苞石豆兰,juan'bao'shi'dou'lan
卷边冬青,juan'bian'dong'qing
卷边花楸,juan'bian'hua'qiu
卷边拉拉藤,juan'bian'la'la'teng
卷边柳,juan'bian'liu
卷边球兰,juan'bian'qiu'lan
卷边紫金牛,juan'bian'zi'jin'niu
卷丹,juan'dan
卷萼兜兰,juan'e'dou'lan
卷耳,juan'er
卷耳箭竹,juan'er'jian'zhu
卷耳属,juan'er'shu
卷耳原变种,juan'er'yuan'bian'zhong
卷耳状石头花,juan'er'zhuang'shi'tou'hua
绢冠茜,juan'guan'qian
绢冠茜属,juan'guan'qian'shu
绢果柳,juan'guo'liu
卷果涩荠,juan'guo'se'ji
绢蒿属,juan'hao'shu
卷花丹,juan'hua'dan
卷花丹属,juan'hua'dan'shu
卷茎蓼,juan'jing'liao
鹃林脆蒴报春,juan'lin'cui'shuo'bao'chun
绢柳,juan'liu
绢柳林忍冬,juan'liu'lin'ren'dong
卷毛长柄槭,juan'mao'chang'bing'qi
绢毛稠李,juan'mao'chou'li
绢毛大青,juan'mao'da'qing
卷毛大叶柳,juan'mao'da'ye'liu
绢毛点地梅,juan'mao'dian'di'mei
卷毛杜鹃,juan'mao'du'juan
绢毛杜鹃,juan'mao'du'juan
绢毛杜英,juan'mao'du'ying
绢毛萼飞蛾藤,juan'mao'e'fei'e'teng
绢毛蛾眉蕨,juan'mao'e'mei'jue
绢毛风毛菊,juan'mao'feng'mao'ju
绢毛风筝果,juan'mao'feng'zheng'guo
绢毛高翠雀花,juan'mao'gao'cui'que'hua
绢毛旱蒿,juan'mao'han'hao
绢毛蒿,juan'mao'hao
绢毛鹤虱,juan'mao'he'shi
绢毛黄鹌菜,juan'mao'huang'an'cai
卷毛荚蒾,juan'mao'jia'mi
卷毛豇豆,juan'mao'jiang'dou
绢毛锦鸡儿,juan'mao'jin'ji'er
绢毛荆芥,juan'mao'jing'jie
绢毛苣,juan'mao'ju
绢毛苣属,juan'mao'ju'shu
卷毛柯,juan'mao'ke
绢毛葵,juan'mao'kui
卷毛梾木,juan'mao'lai'mu
卷毛梾木原变种,juan'mao'lai'mu'yuan'bian'zhong
绢毛蓝钟花,juan'mao'lan'zhong'hua
绢毛蓼,juan'mao'liao
绢毛蓼原变种,juan'mao'liao'yuan'bian'zhong
绢毛楼梯草,juan'mao'lou'ti'cao
绢毛马铃苣苔,juan'mao'ma'ling'ju'tai
卷毛蔓乌头,juan'mao'man'wu'tou
绢毛木姜子,juan'mao'mu'jiang'zi
绢毛木蓝,juan'mao'mu'lan
绢毛木兰,juan'mao'mu'lan
绢毛耐寒委陵菜,juan'mao'nai'han'wei'ling'cai
绢毛飘拂草,juan'mao'piao'fu'cao
卷毛婆婆纳,juan'mao'po'po'na
绢毛匍匐委陵菜,juan'mao'pu'fu'wei'ling'cai
绢毛棋子豆,juan'mao'qi'zi'dou
绢毛蔷薇,juan'mao'qiang'wei
绢毛蔷薇原变型,juan'mao'qiang'wei'yuan'bian'xing
卷毛秋海棠,juan'mao'qiu'hai'tang
绢毛荛花,juan'mao'rao'hua
卷毛沙梾,juan'mao'sha'lai
卷毛山矾,juan'mao'shan'fan
绢毛山莓草,juan'mao'shan'mei'cao
绢毛山梅花,juan'mao'shan'mei'hua
绢毛山野豌豆,juan'mao'shan'ye'wan'dou
绢毛石花,juan'mao'shi'hua
绢毛石头花,juan'mao'shi'tou'hua
卷毛石韦,juan'mao'shi'wei
绢毛唐松草,juan'mao'tang'song'cao
绢毛蹄盖蕨,juan'mao'ti'gai'jue
绢毛委陵菜,juan'mao'wei'ling'cai
绢毛委陵菜原变种,juan'mao'wei'ling'cai'yuan'bian'zhong
绢毛相思,juan'mao'xiang'si
卷毛新耳草,juan'mao'xin'er'cao
绢毛绣球,juan'mao'xiu'qiu
绢毛绣线菊,juan'mao'xiu'xian'ju
绢毛悬钩子,juan'mao'xuan'gou'zi
绢毛悬钩子原变种,juan'mao'xuan'gou'zi'yuan'bian'zhong
绢毛蝇子草,juan'mao'ying'zi'cao
卷瓶子草属,juan'ping'zi'cao'shu
卷鞘鸢尾,juan'qiao'yuan'wei
卷圈野扁豆,juan'quan'ye'bian'dou
绢雀麦,juan'que'mai
绢茸火绒草,juan'rong'huo'rong'cao
卷丝苣苔,juan'si'ju'tai
卷心莴苣,juan'xin'wo'ju
卷须状薯蓣,juan'xu'zhuang'shu'yu
卷叶杜鹃,juan'ye'du'juan
卷叶杜鹃原变种,juan'ye'du'juan'yuan'bian'zhong
卷叶黄精,juan'ye'huang'jing
卷叶碱茅,juan'ye'jian'mao
卷叶冷蕨,juan'ye'leng'jue
卷叶薹草,juan'ye'tai'cao
卷叶小檗,juan'ye'xiao'bo
绢叶旋覆花,juan'ye'xuan'fu'hua
绢叶异裂菊,juan'ye'yi'lie'ju
卷缘乳菀,juan'yuan'ru'wan
卷柱胡颓子,juan'zhu'hu'tui'zi
卷柱头薹草,juan'zhu'tou'tai'cao
爵床,jue'chuang
爵床科,jue'chuang'ke
爵床属,jue'chuang'shu
爵床原变种,jue'chuang'yuan'bian'zhong
蕨丛土圞儿,jue'cong'tu'luan'er
蕨科,jue'ke
蕨类,jue'lei
蕨类植物,jue'lei'zhi'wu
绝伦杜鹃,jue'lun'du'juan
蕨麻,jue'ma
蕨麻原变种,jue'ma'yuan'bian'zhong
决明,jue'ming
决明属,jue'ming'shu
蕨萁,jue'qi
蕨属,jue'shu
蕨薇菜根,jue'wei'cai'gen
蕨叶藁本,jue'ye'gao'ben
蕨叶花楸,jue'ye'hua'qiu
蕨叶花楸原变种,jue'ye'hua'qiu'yuan'bian'zhong
蕨叶假福王草,jue'ye'jia'fu'wang'cao
蕨叶蓝花楹,jue'ye'lan'hua'ying
蕨叶马先蒿,jue'ye'ma'xian'hao
蕨叶千里光,jue'ye'qian'li'guang
蕨叶人字果,jue'ye'ren'zi'guo
蕨叶鼠尾草,jue'ye'shu'wei'cao
蕨叶铁线莲,jue'ye'tie'xian'lian
蕨叶小芹,jue'ye'xiao'qin
蕨状鳞毛蕨,jue'zhuang'lin'mao'jue
蕨状嵩草,jue'zhuang'song'cao
蕨状嵩草原变种,jue'zhuang'song'cao'yuan'bian'zhong
蕨状薹草,jue'zhuang'tai'cao
君范千里光,jun'fan'qian'li'guang
君范橐吾,jun'fan'tuo'wu
菌桂,jun'gui
菌类,jun'lei
筠连雪胆,jun'lian'xue'dan
君迁子,jun'qian'zi
君迁子原变种,jun'qian'zi'yuan'bian'zhong
君山荻,jun'shan'di
菌生马先蒿,jun'sheng'ma'xian'hao
筠竹,jun'zhu
君子兰,jun'zi'lan
君子兰属,jun'zi'lan'shu
卡德丽亚兰,ka'de'li'ya'lan
咖啡黄葵,ka'fei'huang'kui
咖啡属,ka'fei'shu
咖啡素馨,ka'fei'su'xin
卡佛尔高粱,ka'fo'er'gao'liang
卡开芦,ka'kai'lu
卡开芦原变种,ka'kai'lu'yuan'bian'zhong
卡拉蒂早熟禾,ka'la'di'zao'shu'he
卡拉套绢蒿,ka'la'tao'juan'hao
喀拉蝇子草,ka'la'ying'zi'cao
卡拉钟花,ka'la'zhong'hua
卡郎薹草,ka'lang'tai'cao
卡里马先蒿,ka'li'ma'xian'hao
卡里蝇子草,ka'li'ying'zi'cao
卡罗蓝花楹,ka'luo'lan'hua'ying
卡罗利拟小石松,ka'luo'li'ni'xiao'shi'song
卡马垫柳,ka'ma'dian'liu
卡帕雀麦,ka'pa'que'mai
卡钦越桔,ka'qin'yue'ju
卡惹拉黄堇,ka're'la'huang'jin
卡惹拉黄堇原变种,ka're'la'huang'jin'yuan'bian'zhong
喀什阿富汗杨变种,ka'shi'a'fu'han'yang'bian'zhong
喀什霸王,ka'shi'ba'wang
喀什补血草,ka'shi'bu'xue'cao
喀什方枝柏,ka'shi'fang'zhi'bai
喀什风毛菊,ka'shi'feng'mao'ju
喀什高原芥,ka'shi'gao'yuan'jie
喀什红景天,ka'shi'hong'jing'tian
喀什黄堇,ka'shi'huang'jin
喀什菊,ka'shi'ju
喀什菊属,ka'shi'ju'shu
喀什膜果麻黄,ka'shi'mo'guo'ma'huang
喀什兔唇花,ka'shi'tu'chun'hua
喀什小檗,ka'shi'xiao'bo
喀斯早熟禾,ka'si'zao'shu'he
卡特兰,ka'te'lan
卡特利亚兰,ka'te'li'ya'lan
卡特尼拉脐橙,ka'te'ni'la'qi'cheng
卡通黄耆,ka'tong'huang'qi
喀西白桐树,ka'xi'bai'tong'shu
喀西爵床,ka'xi'jue'chuang
喀西爵床原变种,ka'xi'jue'chuang'yuan'bian'zhong
喀西茄,ka'xi'qie
卡西香茅,ka'xi'xiang'mao
卡西亚蝇子草,ka'xi'ya'ying'zi'cao
卡西远志,ka'xi'yuan'zhi
开瓣百合,kai'ban'bai'he
开唇兰属,kai'chun'lan'shu
开唇虾脊兰,kai'chun'xia'ji'lan
