艾箱灸,ai'xiang'jiu
认知知觉功能障碍训练,ren'zhi'zhi'jue'gong'neng'zhang'ai'xun'lian
日常生活能力评定,ri'chang'sheng'huo'neng'li'ping'ding
融合肾分解术,rong'he'shen'fen'jie'shu
溶菌酶测定,rong'jun'mei'ce'ding
溶血检查,rong'xue'jian'cha
肉毒杆菌素眼外肌注射,rou'du'gan'jun'su'yan'wai'ji'zhu'she
乳房按摩,ru'fang'an'mo
乳房手术,ru'fang'shou'shu
乳房再造术,ru'fang'zai'zao'shu
乳酸脱氢酶测定,ru'suan'tuo'qing'mei'ce'ding
乳头乳晕整形术,ru'tou'ru'yun'zheng'xing'shu
乳突改良根治术,ru'tu'gai'liang'gen'zhi'shu
乳腺癌根治术,ru'xian'ai'gen'zhi'shu
乳腺癌扩大根治术,ru'xian'ai'kuo'da'gen'zhi'shu
乳腺导管造影,ru'xian'dao'guan'zao'ying
乳腺假体取出术,ru'xian'jia'ti'qu'chu'shu
乳腺钼靶摄片,ru'xian'mu'ba'she'pian
乳腺肿物穿刺术,ru'xian'zhong'wu'chuan'ci'shu
乳腺肿物切除术,ru'xian'zhong'wu'qie'chu'shu
乳牙拔除术,ru'ya'ba'chu'shu
乳牙预成冠修复,ru'ya'yu'cheng'guan'xiu'fu
软腭抬高器治疗,ruan'e'tai'gao'qi'zhi'liao
软组织内封闭术,ruan'zu'zhi'nei'feng'bi'shu
瑞斯托霉素诱导血小板聚集测定,rui'si'tuo'mei'su'you'dao'xue'xiao'ban'ju'ji'ce'ding
弱视训练,ruo'shi'xun'lian
赛庚啶试验,sai'geng'ding'shi'yan
鳃裂囊肿切除术,sai'lie'nang'zhong'qie'chu'shu
腮腺导管内药物灌注治疗,sai'xian'dao'guan'nei'yao'wu'guan'zhu'zhi'liao
腮腺恶性肿物扩大切除术,sai'xian'e'xing'zhong'wu'kuo'da'qie'chu'shu
腮腺浅叶肿物切除术,sai'xian'qian'ye'zhong'wu'qie'chu'shu
腮腺全切除术,sai'xian'quan'qie'chu'shu
三叉神经感觉后根切断术,san'cha'shen'jing'gan'jue'hou'gen'qie'duan'shu
三叉神经干鞘膜内注射术,san'cha'shen'jing'gan'qiao'mo'nei'zhu'she'shu
三叉神经撕脱术,san'cha'shen'jing'si'tuo'shu
三叉神经周围支切断术,san'cha'shen'jing'zhou'wei'zhi'qie'duan'shu
三房心矫治术,san'fang'xin'jiao'zhi'shu
三踝骨折切开复位内固定术,san'huai'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
三尖瓣置换术,san'jian'ban'zhi'huan'shu
三尖瓣直视成形术,san'jian'ban'zhi'shi'cheng'xing'shu
三棱镜检查,san'leng'jing'jian'cha
三腔管安置术,san'qiang'guan'an'zhi'shu
扫描电镜检查与诊断,sao'miao'dian'jing'jian'cha'yu'zhen'duan
色觉检查,se'jue'jian'cha
色素膜肿物切除术,se'su'mo'zhong'wu'qie'chu'shu
森田疗法,sen'tian'liao'fa
沙眼磨擦压挤术,sha'yan'mo'ca'ya'ji'shu
沙眼衣原体肺炎血清学试验,sha'yan'yi'yuan'ti'fei'yan'xue'qing'xue'shi'yan
筛动脉结扎术,shai'dong'mai'jie'za'shu
筛前神经切断术,shai'qian'shen'jing'qie'duan'shu
上鼓室冲洗术,shang'gu'shi'chong'xi'shu
上鼓室鼓窦凿开术,shang'gu'shi'gu'dou'zao'kai'shu
上颌窦鼻内开窗术,shang'he'dou'bi'nei'kai'chuang'shu
上颌窦穿刺术,shang'he'dou'chuan'ci'shu
上颌窦底提升术,shang'he'dou'di'ti'sheng'shu
上颌窦开窗异物取出术,shang'he'dou'kai'chuang'yi'wu'qu'chu'shu
上颌骨部分切除术,shang'he'gu'bu'fen'qie'chu'shu
上颌骨陈旧性骨折整复术,shang'he'gu'chen'jiu'xing'gu'zhe'zheng'fu'shu
上颌骨次全切除术,shang'he'gu'ci'quan'qie'chu'shu
上颌骨骨折切开复位内固定术,shang'he'gu'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
上颌骨扩大切除术,shang'he'gu'kuo'da'qie'chu'shu
上颌骨切除合并眶内容摘除术,shang'he'gu'qie'chu'he'bing'kuang'nei'rong'zhai'chu'shu
上颌骨全切术,shang'he'gu'quan'qie'shu
上颌骨缺损带蒂骨移植术,shang'he'gu'que'sun'dai'di'gu'yi'zhi'shu
上颌骨缺损网托碎骨移植术,shang'he'gu'que'sun'wang'tuo'sui'gu'yi'zhi'shu
上颌骨缺损植骨修复术,shang'he'gu'que'sun'zhi'gu'xiu'fu'shu
上颌结节成形术,shang'he'jie'jie'cheng'xing'shu
上颌牙骨段截骨术,shang'he'ya'gu'duan'jie'gu'shu
上睑下垂检查,shang'jian'xia'chui'jian'cha
上睑下垂矫正术,shang'jian'xia'chui'jiao'zheng'shu
上腔静脉阻塞自体大隐静脉螺旋管道架桥术,shang'qiang'jing'mai'zu'se'zi'ti'da'yin'jing'mai'luo'xuan'guan'dao'jia'qiao'shu
上消化道造影,shang'xiao'hua'dao'zao'ying
上肢截肢术,shang'zhi'jie'zhi'shu
上肢筋膜间室综合征切开减压术,shang'zhi'jin'mo'jian'shi'zong'he'zheng'qie'kai'jian'ya'shu
上肢血管探查术,shang'zhi'xue'guan'tan'cha'shu
烧伤瘢痕切除缝合术,shao'shang'ban'hen'qie'chu'feng'he'shu
烧伤瘢痕切除松解植皮术,shao'shang'ban'hen'qie'chu'song'jie'zhi'pi'shu
烧伤处理和植皮术,shao'shang'chu'li'he'zhi'pi'shu
烧伤大型远红外线治疗机治疗,shao'shang'da'xing'yuan'hong'wai'xian'zhi'liao'ji'zhi'liao
烧伤复合伤抢救,shao'shang'fu'he'shang'qiang'jiu
烧伤功能训练床治疗,shao'shang'gong'neng'xun'lian'chuang'zhi'liao
烧伤后功能训练,shao'shang'hou'gong'neng'xun'lian
烧伤后肌腱延长术,shao'shang'hou'ji'jian'yan'chang'shu
烧伤换药,shao'shang'huan'yao
烧伤焦痂切开减张术,shao'shang'jiao'jia'qie'kai'jian'zhang'shu
烧伤截指术,shao'shang'jie'zhi'shu
烧伤扩创术,shao'shang'kuo'chuang'shu
烧伤肉芽创面扩创植皮术,shao'shang'rou'ya'chuang'mian'kuo'chuang'zhi'pi'shu
烧伤特殊备皮,shao'shang'te'shu'bei'pi
烧伤血管破裂出血血管修补缝合术,shao'shang'xue'guan'po'lie'chu'xie'xue'guan'xiu'bu'feng'he'shu
舌扁桃体切除术,she'bian'tao'ti'qie'chu'shu
蛇毒因子溶血试验,she'du'yin'zi'rong'xue'shi'yan
舌恶性肿物切除术,she'e'xing'zhong'wu'qie'chu'shu
舌根部肿瘤切除术,she'gen'bu'zhong'liu'qie'chu'shu
舌骨上淋巴清扫术,she'gu'shang'lin'ba'qing'sao'shu
射频电疗,she'pin'dian'liao
射频消融术,she'pin'xiao'rong'shu
社区康复测查,she'qu'kang'fu'ce'cha
舌下腺囊肿袋形术,she'xia'xian'nang'zhong'dai'xing'shu
舌下腺切除术,she'xia'xian'qie'chu'shu
舌再造术,she'zai'zao'shu
肾包膜剥脱术,shen'bao'mo'bo'tuo'shu
肾部分切除术,shen'bu'fen'qie'chu'shu
深部热疗,shen'bu're'liao
肾穿刺术,shen'chuan'ci'shu
肾动态显像,shen'dong'tai'xian'xiang
深度烧伤截肢术,shen'du'shao'shang'jie'zhi'shu
深度烧伤扩创关节成型术,shen'du'shao'shang'kuo'chuang'guan'jie'cheng'xing'shu
深度烧伤扩创血管神经探查术,shen'du'shao'shang'kuo'chuang'xue'guan'shen'jing'tan'cha'shu
深度烧伤死骨摘除术,shen'du'shao'shang'si'gu'zhai'chu'shu
肾封闭术,shen'feng'bi'shu
肾固定术,shen'gu'ding'shu
神经传导速度测定,shen'jing'chuan'dao'su'du'ce'ding
神经丛封闭术,shen'jing'cong'feng'bi'shu
神经电图,shen'jing'dian'tu
神经根封闭术,shen'jing'gen'feng'bi'shu
神经瘤切除术,shen'jing'liu'qie'chu'shu
神经受体显像,shen'jing'shou'ti'xian'xiang
肾静态显像,shen'jing'tai'xian'xiang
神经吻合术,shen'jing'wen'he'shu
神经性膀胱腹直肌移位术,shen'jing'xing'pang'guang'fu'zhi'ji'yi'wei'shu
神经移植术,shen'jing'yi'zhi'shu
神经阻滞麻醉,shen'jing'zu'zhi'ma'zui
神经阻滞治疗,shen'jing'zu'zhi'zhi'liao
肾囊肿切除术,shen'nang'zhong'qie'chu'shu
肾破裂修补术,shen'po'lie'xiu'bu'shu
肾切除术,shen'qie'chu'shu
肾切开取石术,shen'qie'kai'qu'shi'shu
肾上腺皮质功能试验,shen'shang'xian'pi'zhi'gong'neng'shi'yan
肾上腺皮质显像,shen'shang'xian'pi'zhi'xian'xiang
肾上腺切除术,shen'shang'xian'qie'chu'shu
肾上腺嗜铬细胞瘤切除术,shen'shang'xian'shi'ge'xi'bao'liu'qie'chu'shu
肾上腺素测定,shen'shang'xian'su'ce'ding
肾上腺髓质断层显像,shen'shang'xian'sui'zhi'duan'ceng'xian'xiang
肾上腺髓质功能试验,shen'shang'xian'sui'zhi'gong'neng'shi'yan
肾上腺移植术,shen'shang'xian'yi'zhi'shu
肾实质切开造瘘术,shen'shi'zhi'qie'kai'zao'lou'shu
渗透压检查,shen'tou'ya'jian'cha
肾图,shen'tu
伸腕功能重建术,shen'wan'gong'neng'chong'jian'shu
肾下盏输尿管吻合术,shen'xia'zhan'shu'niao'guan'wen'he'shu
肾小管磷重吸收试验,shen'xiao'guan'lin'zhong'xi'shou'shi'yan
肾血管重建术,shen'xue'guan'chong'jian'shu
肾盂癌根治术,shen'yu'ai'gen'zhi'shu
肾盂测压,shen'yu'ce'ya
肾盂成形肾盂输尿管再吻合术,shen'yu'cheng'xing'shen'yu'shu'niao'guan'zai'wen'he'shu
肾盂穿刺造影,shen'yu'chuan'ci'zao'ying
肾盂和输尿管手术,shen'yu'he'shu'niao'guan'shou'shu
肾盂输尿管成形术,shen'yu'shu'niao'guan'cheng'xing'shu
肾脏疾病的实验诊断,shen'zang'ji'bing'de'shi'yan'zhen'duan
肾脏手术,shen'zang'shou'shu
肾折叠术,shen'zhe'die'shu
伸指功能重建术,shen'zhi'gong'neng'chong'jian'shu
肾肿瘤腔静脉内瘤栓切取术,shen'zhong'liu'qiang'jing'mai'nei'liu'shuan'qie'qu'shu
肾肿瘤剔除术,shen'zhong'liu'ti'chu'shu
肾周脓肿引流术,shen'zhou'nong'zhong'yin'liu'shu
肾周围淋巴管剥脱术,shen'zhou'wei'lin'ba'guan'bo'tuo'shu
肾周围粘连分解术,shen'zhou'wei'zhan'lian'fen'jie'shu
声带内移术,sheng'dai'nei'yi'shu
声导抗测听,sheng'dao'kang'ce'ting
声反射鼻腔测量,sheng'fan'she'bi'qiang'ce'liang
声门上水平喉切除术,sheng'men'shang'shui'ping'hou'qie'chu'shu
升主动脉替换术,sheng'zhu'dong'mai'ti'huan'shu
室壁瘤切除术,shi'bi'liu'qie'chu'shu
室壁运动分析,shi'bi'yun'dong'fen'xi
十二指肠成形术,shi'er'zhi'chang'cheng'xing'shu
十二指肠憩室切除术,shi'er'zhi'chang'qi'shi'qie'chu'shu
十二指肠胃返流显像,shi'er'zhi'chang'wei'fan'liu'xian'xiang
十二指肠引流液及胆汁检查,shi'er'zhi'chang'yin'liu'ye'ji'dan'zhi'jian'cha
食管癌根治术,shi'guan'ai'gen'zhi'shu
食管钡餐透视,shi'guan'bei'can'tou'shi
食管闭锁造瘘术,shi'guan'bi'suo'zao'lou'shu
食管测压,shi'guan'ce'ya
食管横断吻合术,shi'guan'heng'duan'wen'he'shu
食管拉网术,shi'guan'la'wang'shu
食管良性肿物切除术,shi'guan'liang'xing'zhong'wu'qie'chu'shu
食管裂孔疝修补术,shi'guan'lie'kong'shan'xiu'bu'shu
食管瘘清创术,shi'guan'lou'qing'chuang'shu
食管内心电图,shi'guan'nei'xin'dian'tu
食管破裂修补术,shi'guan'po'lie'xiu'bu'shu
食管憩室切除术,shi'guan'qi'shi'qie'chu'shu
食管腔内支架置入术,shi'guan'qiang'nei'zhi'jia'zhi'ru'shu
食管手术,shi'guan'shou'shu
食管通过显像,shi'guan'tong'guo'xian'xiang
食管胃短路捷径手术,shi'guan'wei'duan'lu'jie'jing'shou'shu
食管胃吻合口狭窄切开成形术,shi'guan'wei'wen'he'kou'xia'zhai'qie'kai'cheng'xing'shu
食管狭窄扩张术,shi'guan'xia'zhai'kuo'zhang'shu
食管狭窄切除吻合术,shi'guan'xia'zhai'qie'chu'wen'he'shu
食管再造术,shi'guan'zai'zao'shu
食管造影,shi'guan'zao'ying
食管诊疗,shi'guan'zhen'liao
视黄醇结合蛋白测定,shi'huang'chun'jie'he'dan'bai'ce'ding
尸检病理诊断,shi'jian'bing'li'zhen'duan
室间隔缺损直视修补术,shi'jian'ge'que'sun'zhi'shi'xiu'bu'shu
事件相关电位,shi'jian'xiang'guan'dian'wei
嗜碱性点彩红细胞计数,shi'jian'xing'dian'cai'hong'xi'bao'ji'shu
失认失用评定,shi'ren'shi'yong'ping'ding
食入物变应原筛查,shi'ru'wu'bian'ying'yuan'shai'cha
视神经减压术,shi'shen'jing'jian'ya'shu
嗜酸性粒细胞直接计数,shi'suan'xing'li'xi'bao'zhi'jie'ji'shu
尸体存放,shi'ti'cun'fang
尸体化学防腐处理,shi'ti'hua'xue'fang'fu'chu'li
尸体料理,shi'ti'liao'li
视网膜地形图,shi'wang'mo'di'xing'tu
视网膜动脉压测定,shi'wang'mo'dong'mai'ya'ce'ding
视网膜激光光凝术,shi'wang'mo'ji'guang'guang'ning'shu
视网膜裂孔定位检查,shi'wang'mo'lie'kong'ding'wei'jian'cha
视网膜视力检查,shi'wang'mo'shi'li'jian'cha
视网膜脱离修复术,shi'wang'mo'tuo'li'xiu'fu'shu
适型制模,shi'xing'zhi'mo
嗜血杆菌培养,shi'xue'gan'jun'pei'yang
视野检查,shi'ye'jian'cha
嗜异性凝集试验,shi'yi'xing'ning'ji'shi'yan
失语症检查,shi'yu'zheng'jian'cha
食指背侧岛状皮瓣术,shi'zhi'bei'ce'dao'zhuang'pi'ban'shu
手背切削痂植皮术,shou'bei'qie'xiao'jia'zhi'pi'shu
手部瘢痕挛缩整形术,shou'bu'ban'hen'luan'suo'zheng'xing'shu
手部成形手术,shou'bu'cheng'xing'shou'shu
手部带真皮下血管网皮肤移植术,shou'bu'dai'zhen'pi'xia'xue'guan'wang'pi'fu'yi'zhi'shu
手部骨切除术,shou'bu'gu'qie'chu'shu
手部骨折手术,shou'bu'gu'zhe'shou'shu
手部关节内骨折切开复位内固定术,shou'bu'guan'jie'nei'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
手部关节融合术,shou'bu'guan'jie'rong'he'shu
手部关节松解术,shou'bu'guan'jie'song'jie'shu
手部关节脱位切开复位内固定术,shou'bu'guan'jie'tuo'wei'qie'kai'fu'wei'nei'gu'ding'shu
手部关节脱位手术,shou'bu'guan'jie'tuo'wei'shou'shu
手部扩创延期植皮术,shou'bu'kuo'chuang'yan'qi'zhi'pi'shu
手部皮肤撕脱伤修复术,shou'bu'pi'fu'si'tuo'shang'xiu'fu'shu
手部人工关节置换术,shou'bu'ren'gong'guan'jie'zhi'huan'shu
手部外伤皮肤缺损游离植皮术,shou'bu'wai'shang'pi'fu'que'sun'you'li'zhi'pi'shu
手部掌指骨骨折切开复位内固定术,shou'bu'zhang'zhi'gu'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
首次通过法心血管显像,shou'ci'tong'guo'fa'xin'xue'guan'xian'xiang
手法牵引复位术,shou'fa'qian'yin'fu'wei'shu
手功能评定,shou'gong'neng'ping'ding
手功能训练,shou'gong'neng'xun'lian
手内肌麻痹功能重建术,shou'nei'ji'ma'bi'gong'neng'chong'jian'shu
手取胎盘术,shou'qu'tai'pan'shu
手烧伤扩创交臂皮瓣修复术,shou'shao'shang'kuo'chuang'jiao'bi'pi'ban'xiu'fu'shu
手烧伤扩创胸皮瓣修复术,shou'shao'shang'kuo'chuang'xiong'pi'ban'xiu'fu'shu
手术标本检查与诊断,shou'shu'biao'ben'jian'cha'yu'zhen'duan
手术置管放疗,shou'shu'zhi'guan'fang'liao
手外伤大网膜移植植皮术,shou'wai'shang'da'wang'mo'yi'zhi'zhi'pi'shu
手外伤腹部埋藏皮瓣术,shou'wai'shang'fu'bu'mai'cang'pi'ban'shu
手外伤交臂皮瓣术,shou'wai'shang'jiao'bi'pi'ban'shu
手外伤局部转移皮瓣术,shou'wai'shang'ju'bu'zhuan'yi'pi'ban'shu
手外伤邻指交叉皮下组织瓣术,shou'wai'shang'lin'zhi'jiao'cha'pi'xia'zu'zhi'ban'shu
手外伤邻指皮瓣术,shou'wai'shang'lin'zhi'pi'ban'shu
手外伤皮瓣术,shou'wai'shang'pi'ban'shu
手外伤其他手术,shou'wai'shang'qi'ta'shou'shu
手外伤清创反取皮植皮术,shou'wai'shang'qing'chuang'fan'qu'pi'zhi'pi'shu
手外伤清创术,shou'wai'shang'qing'chuang'shu
手外伤胸壁交叉皮瓣术,shou'wai'shang'xiong'bi'jiao'cha'pi'ban'shu
手外伤鱼际皮瓣术,shou'wai'shang'yu'ji'pi'ban'shu
手腕部神经损伤修复术,shou'wan'bu'shen'jing'sun'shang'xiu'fu'shu
首诊精神病检查,shou'zhen'jing'shen'bing'jian'cha
手指点穴,shou'zhi'dian'xue
术后镇痛,shu'hou'zhen'tong
输精管插管术,shu'jing'guan'cha'guan'shu
输精管附睾吻合术,shu'jing'guan'fu'gao'wen'he'shu
输精管角性结节切除术,shu'jing'guan'jiao'xing'jie'jie'qie'chu'shu
输精管结扎术,shu'jing'guan'jie'zha'shu
输精管吻合术,shu'jing'guan'wen'he'shu
输精管造影,shu'jing'guan'zao'ying
输精管粘堵术,shu'jing'guan'zhan'du'shu
输卵管超声造影,shu'luan'guan'chao'sheng'zao'ying
输卵管宫角植入术,shu'luan'guan'gong'jiao'zhi'ru'shu
输卵管介入治疗,shu'luan'guan'jie'ru'zhi'liao
输卵管结扎术,shu'luan'guan'jie'za'shu
输卵管绝育术,shu'luan'guan'jue'yu'shu
输卵管内胚子移植术,shu'luan'guan'nei'pei'zi'yi'zhi'shu
输卵管切除术,shu'luan'guan'qie'chu'shu
输卵管手术,shu'luan'guan'shou'shu
输卵管修复整形术,shu'luan'guan'xiu'fu'zheng'xing'shu
输卵管选择性插管术,shu'luan'guan'xuan'ze'xing'cha'guan'shu
输卵管移植术,shu'luan'guan'yi'zhi'shu
输尿管残端切除术,shu'niao'guan'can'duan'qie'chu'shu
输尿管间嵴切除术,shu'niao'guan'jian'ji'qie'chu'shu
输尿管开口囊肿切除术,shu'niao'guan'kai'kou'nang'zhong'qie'chu'shu
输尿管膀胱再植术,shu'niao'guan'pang'guang'zai'zhi'shu
输尿管皮肤造口术,shu'niao'guan'pi'fu'zao'kou'shu
输尿管切开取石术,shu'niao'guan'qie'kai'qu'shi'shu
输尿管松解术,shu'niao'guan'song'jie'shu
输尿管损伤修补术,shu'niao'guan'sun'shang'xiu'bu'shu
输尿管狭窄段切除再吻合术,shu'niao'guan'xia'zhai'duan'qie'chu'zai'wen'he'shu
输尿管乙状结肠吻合术,shu'niao'guan'yi'zhuang'jie'chang'wen'he'shu
输尿管整形术,shu'niao'guan'zheng'xing'shu
输尿管支架管冲洗,shu'niao'guan'zhi'jia'guan'chong'xi
鼠疫血清学试验,shu'yi'xue'qing'xue'shi'yan
树脂嵌体修复术,shu'zhi'qian'ti'xiu'fu'shu
术中放疗,shu'zhong'fang'liao
术中经食管超声心动图,shu'zhong'jing'shi'guan'chao'sheng'xin'dong'tu
术中颅神经监测,shu'zhong'lu'shen'jing'jian'ce
双瓣置换术,shuang'ban'zhi'huan'shu
双耳交替响度平衡试验,shuang'er'jiao'ti'xiang'du'ping'heng'shi'yan
双人间床位费,shuang'ren'jian'chuang'wei'fei
双肾及肾血管彩色多普勒超声,shuang'shen'ji'shen'xue'guan'cai'se'duo'pu'le'chao'sheng
双胎接生,shuang'tai'jie'sheng
双行睫矫正术,shuang'xing'jie'jiao'zheng'shu
双眼单视功能训练,shuang'yan'dan'shi'gong'neng'xun'lian
双眼视觉检查,shuang'yan'shi'jue'jian'cha
水负荷试验,shui'fu'he'shi'yan
水疗,shui'liao
睡眠呼吸监测,shui'mian'hu'xi'jian'ce
睡眠呼吸监测过筛试验,shui'mian'hu'xi'jian'ce'guo'shai'shi'yan
睡眠呼吸暂停综合症射频温控消融治疗术,shui'mian'hu'xi'zan'ting'zong'he'zheng'she'pin'wen'kong'xiao'rong'zhi'liao'shu
水平截骨颏成形术,shui'ping'jie'gu'ke'cheng'xing'shu
死胎接生,si'tai'jie'sheng
四肢多普勒血流图,si'zhi'duo'pu'le'xue'liu'tu
四肢骨骨关节成形术,si'zhi'gu'gu'guan'jie'cheng'xing'shu
四肢骨截骨术,si'zhi'gu'jie'gu'shu
四肢骨折手术,si'zhi'gu'zhe'shou'shu
四肢骨肿瘤和病损切除手术,si'zhi'gu'zhong'liu'he'bing'sun'qie'chu'shou'shu
四肢关节损伤与脱位手术,si'zhi'guan'jie'sun'shang'yu'tuo'wei'shou'shu
四肢关节造影,si'zhi'guan'jie'zao'ying
四肢和脊椎骨结核手术,si'zhi'he'ji'zhui'gu'jie'he'shou'shu
四肢淋巴管造影,si'zhi'lin'ba'guan'zao'ying
四肢血管彩色多普勒超声,si'zhi'xue'guan'cai'se'duo'pu'le'chao'sheng
松驰治疗,song'chi'zhi'liao
松动牙根管内固定术,song'dong'ya'gen'guan'nei'gu'ding'shu
塑料可摘局部义齿,su'liao'ke'zhai'ju'bu'yi'chi
酸负荷试验,suan'fu'he'shi'yan
酸化甘油溶血试验,suan'hua'gan'you'rong'xue'shi'yan
酸性糖蛋白测定,suan'xing'tang'dan'bai'ce'ding
髓腔穿孔修补术,sui'qiang'chuan'kong'xiu'bu'shu
髓腔消毒术,sui'qiang'xiao'du'shu
髓外硬脊膜下病变切除术,sui'wai'ying'ji'mo'xia'bing'bian'qie'chu'shu
锁骨骨折切开复位内固定术,suo'gu'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
锁骨肿瘤锁骨全切除术,suo'gu'zhong'liu'suo'gu'quan'qie'chu'shu
缩窄性腱鞘炎切开术,suo'zhai'xing'jian'qiao'yan'qie'kai'shu
胎儿甲状腺移植术,tai'er'jia'zhuang'xian'yi'zhi'shu
胎儿镜检查,tai'er'jing'jian'cha
胎儿脐血流监测,tai'er'qi'xue'liu'jian'ce
胎儿生物物理相评分,tai'er'sheng'wu'wu'li'xiang'ping'fen
胎儿心电图,tai'er'xin'dian'tu
肽链裂解试验,tai'lian'lie'jie'shi'yan
胎盘成熟度检测,tai'pan'cheng'shu'du'jian'ce
胎心监测,tai'xin'jian'ce
弹性假牙龈,tan'xing'jia'ya'yin
痰液常规检查,tan'ye'chang'gui'jian'cha
糖化血红蛋白测定,tang'hua'xue'hong'dan'bai'ce'ding
糖及其代谢物测定,tang'ji'qi'dai'xie'wu'ce'ding
糖精试验,tang'jing'shi'yan
糖类抗原测定,tang'lei'kang'yuan'ce'ding
唐氏综合症筛查,tang'shi'zong'he'zheng'shai'cha
烫熨治疗,tang'yun'zhi'liao
套间床位费,tao'jian'chuang'wei'fei
特大换药,te'da'huan'yao
特定计算机治疗计划系统,te'ding'ji'suan'ji'zhi'liao'ji'hua'xi'tong
特级护理,te'ji'hu'li
特殊方法气管插管术,te'shu'fang'fa'qi'guan'cha'guan'shu
特殊防护病房床位费,te'shu'fang'hu'bing'fang'chuang'wei'fei
特殊工娱治疗,te'shu'gong'yu'zhi'liao
特殊疾病护理,te'shu'ji'bing'hu'li
特殊矫治器复诊处置,te'shu'jiao'zhi'qi'fu'zhen'chu'zhi
特殊介质交叉配血,te'shu'jie'zhi'jiao'cha'pei'xue
特殊脑电图,te'shu'nao'dian'tu
特殊染色及酶组织化学染色诊断,te'shu'ran'se'ji'mei'zu'zhi'hua'xue'ran'se'zhen'duan
特殊视力检查,te'shu'shi'li'jian'cha
特殊物理降温,te'shu'wu'li'jiang'wen
特殊细菌涂片检查,te'shu'xi'jun'tu'pian'jian'cha
特殊血型抗原鉴定,te'shu'xue'xing'kang'yuan'jian'ding
特殊专家,te'shu'zhuan'jia
体表窦房结心电图,ti'biao'dou'fang'jie'xin'dian'tu
体表淋巴结摘除术,ti'biao'lin'ba'jie'zhai'chu'shu
体表瘘管切开搔爬术,ti'biao'lou'guan'qie'kai'sao'pa'shu
体表异物取出术,ti'biao'yi'wu'qu'chu'shu
体表肿瘤电化学治疗,ti'biao'zhong'liu'dian'hua'xue'zhi'liao
体感诱发电位,ti'gan'you'fa'dian'wei
体架,ti'jia
体检费,ti'jian'fei
体静脉引流入肺静脉侧心房矫治术,ti'jing'mai'yin'liu'ru'fei'jing'mai'ce'xin'fang'jiao'zhi'shu
体外冲击波碎石,ti'wai'chong'ji'bo'sui'shi
体外反搏治疗,ti'wai'fan'bo'zhi'liao
体外膈肌起搏治疗,ti'wai'ge'ji'qi'bo'zhi'liao
体外经胸型心脏临时起搏术,ti'wai'jing'xiong'xing'xin'zang'lin'shi'qi'bo'shu
体外细胞培养皮肤细胞移植术,ti'wai'xi'bao'pei'yang'pi'fu'xi'bao'yi'zhi'shu
体外血栓形成试验,ti'wai'xue'shuan'xing'cheng'shi'yan
体外循环,ti'wai'xun'huan
体外循环心脏不停跳心内直视手术,ti'wai'xun'huan'xin'zang'bu'ting'tiao'xin'nei'zhi'shi'shou'shu
体外自动心脏变律除颤术,ti'wai'zi'dong'xin'zang'bian'lv'chu'chan'shu
体液抗生素浓度测定,ti'ye'kang'sheng'su'nong'du'ce'ding
体液细胞学检查与诊断,ti'ye'xi'bao'xue'jian'cha'yu'zhen'duan
体液与分泌物检查,ti'ye'yu'fen'mi'wu'jian'cha
填充模具设计及制作,tian'chong'mu'ju'she'ji'ji'zhi'zuo
天疱疮抗体测定,tian'pao'chuang'kang'ti'ce'ding
天疱疮细胞检查,tian'pao'chuang'xi'bao'jian'cha
调　,tiao
调改义齿,tiao'gai'yi'chi
调谐曲线,tiao'xie'qu'xian
挑治,tiao'zhi
铁测定,tie'ce'ding
铁蛋白测定,tie'dan'bai'ce'ding
贴敷疗法,tie'fu'liao'fa
贴面修复,tie'mian'xiu'fu
听骨链松解术,ting'gu'lian'song'jie'shu
听力筛选试验,ting'li'shai'xuan'shi'yan
听力整合及语言训练,ting'li'zheng'he'ji'yu'yan'xun'lian
听探子检查,ting'tan'zi'jian'cha
听性脑干反应,ting'xing'nao'gan'fan'ying
瞳孔再造术,tong'kong'zai'zao'shu
铜蓝蛋白测定,tong'lan'dan'bai'ce'ding
头颅定位测量摄影,tou'lu'ding'wei'ce'liang'she'ying
头皮取皮术,tou'pi'qu'pi'shu
头皮缺损修复术,tou'pi'que'sun'xiu'fu'shu
头皮撕脱清创修复术,tou'pi'si'tuo'qing'chuang'xiu'fu'shu
头皮针,tou'pi'zhen
头皮肿物切除术,tou'pi'zhong'wu'qie'chu'shu
徒手平衡功能检查,tu'shou'ping'heng'gong'neng'jian'cha
臀大肌挛缩切除术,tun'da'ji'luan'suo'qie'chu'shu
吞咽功能障碍评定,tun'yan'gong'neng'zhang'ai'ping'ding
吞咽功能障碍训练,tun'yan'gong'neng'zhang'ai'xun'lian
脱落细胞学检查与诊断,tuo'luo'xi'bao'xue'jian'cha'yu'zhen'duan
