啊公平,a'gong'ping
青菜头,qing'cai'tou
清楚撒,qing'chu'sa
青杠,qing'gang
轻轨,qing'gui
轻轨了,qing'gui'le
轻轨上,qing'gui'shang
轻轨站,qing'gui'zhan
清侯,qing'hou
清华中学,qing'hua'zhong'xue
青椒皮蛋,qing'jiao'pi'dan
清口水,qing'kou'shui
庆隆,qing'long
青龙路,qing'long'lu
青龙瀑布,qing'long'pu'bu
青麓雅园,qing'lu'ya'yuan
青木关,qing'mu'guan
清平,qing'ping
清热的,qing're'de
请撒子,qing'sa'zi
请啥子,qing'sha'zi
清水房,qing'shui'fang
青痛,qing'tong
请我嘛,qing'wo'ma
清溪沟,qing'xi'gou
清早八晨,qing'zao'ba'chen
清早八成,qing'zao'ba'cheng
清早八神,qing'zao'ba'shen
清早八早,qing'zao'ba'zao
丘二,qiu'er
求精中学,qiu'jing'zhong'xue
求钱,qiu'qian
秋秋妹,qiu'qiu'mei
秋水长天,qiu'shui'chang'tian
去北碚,qu'bei'bei
去璧山,qu'bi'shan
去不到,qu'bu'dao
去不到了,qu'bu'dao'le
去不嘛,qu'bu'ma
去不去得到,qu'bu'qu'de'dao
去不去嘛,qu'bu'qu'ma
去不哇,qu'bu'wa
去不也,qu'bu'ye
去长寿,qu'chang'shou
去朝天门,qu'chao'tian'men
去吃嘛,qu'chi'ma
去吃撒,qu'chi'sa
去重庆,qu'chong'qing
去磁器口,qu'ci'qi'kou
去大足,qu'da'zu
去得到,qu'de'dao
区府,qu'fu
去涪陵,qu'fu'ling
去干撒子,qu'gan'sa'zi
去干啥子,qu'gan'sha'zi
去观音桥,qu'guan'yin'qiao
去好久,qu'hao'jiu
去合川,qu'he'chuan
去加勒比,qu'jia'le'bi
去江北,qu'jiang'bei
去江津,qu'jiang'jin
区教委,qu'jiao'wei
去解放碑,qu'jie'fang'bei
去看哈,qu'kan'ha
去看了的,qu'kan'le'de
去看嘛,qu'kan'ma
去看没得,qu'kan'mei'de
去看没有,qu'kan'mei'you
去看撒,qu'kan'sa
去老,qu'lao
去了来,qu'le'lai
去了迈,qu'le'mai
去了撒,qu'le'sa
去了所,qu'le'suo
去了哟,qu'le'yo
去迈,qu'mai
去买撒,qu'mai'sa
去没得,qu'mei'de
区门诊,qu'men'zhen
去哪点,qu'na'dian
去哪哈,qu'na'ha
去哪里嘛,qu'na'li'ma
去哪里耍,qu'na'li'shua
去南平,qu'nan'ping
去撒,qu'sa
去撒子,qu'sa'zi
去塞,qu'sai
去沙坪坝,qu'sha'ping'ba
去啥子,qu'sha'zi
去石桥铺,qu'shi'qiao'pu
去耍,qu'shua
去耍不,qu'shua'bu
去耍的,qu'shua'de
去耍哈,qu'shua'ha
去耍了,qu'shua'le
去耍嘛,qu'shua'ma
去睡嘛,qu'shui'ma
去死嘛,qu'si'ma
区头,qu'tou
去万州,qu'wan'zhou
去问哈,qu'wen'ha
去洗嘛,qu'xi'ma
区县,qu'xian
区县的,qu'xian'de
去杨家坪,qu'yang'jia'ping
去洋人街,qu'yang'ren'jie
去哟,qu'yo
去永川,qu'yong'chuan
取痣,qu'zhi
去爪子,qu'zhua'zi
去做啥子,qu'zuo'sha'zi
全重庆,quan'chong'qing
全高速,quan'gao'su
全家死绝,quan'jia'si'jue
全善,quan'shan
泉水鸡,quan'shui'ji
全泰,quan'tai
雀湿,que'shi
确实不好意思,que'shi'bu'hao'yi'si
确实没得,que'shi'mei'de
缺牙巴,que'ya'ba
群头,qun'tou
群头的,qun'tou'de
群头说,qun'tou'shuo
冉波,ran'bo
冉超,ran'chao
冉丹,ran'dan
然后啊,ran'hou'a
然后哎,ran'hou'ai
然后诶,ran'hou'ei
然后呀,ran'hou'ya
然后也,ran'hou'ye
冉家,ran'jia
冉家坝,ran'jia'ba
冉杰,ran'jie
冉静,ran'jing
冉娟,ran'juan
冉俊,ran'jun
冉老师,ran'lao'shi
冉丽,ran'li
冉林,ran'lin
冉玲,ran'ling
冉敏,ran'min
冉鹏,ran'peng
冉强,ran'qiang
冉涛,ran'tao
冉伟,ran'wei
冉鑫,ran'xin
冉旭,ran'xu
冉雪,ran'xue
冉燕,ran'yan
冉勇,ran'yong
冉主任,ran'zhu'ren
冉总,ran'zong
让别个,rang'bie'ge
让到点,rang'dao'dian
让到你,rang'dao'ni
让到我,rang'dao'wo
让娃儿,rang'wa'er
让我晓得,rang'wo'xiao'de
绕妹儿,rao'mei'er
热安逸,re'an'yi
热报,re'bao
热不嘛,re'bu'ma
热惨,re'can
热惨了,re'can'le
热到了,re'dao'le
热的很,re'de'hen
热哈,re'ha
热花,re'hua
热哟,re'yo
人哎,ren'ai
认不到,ren'bu'dao
认不到的,ren'bu'dao'de
认不到了,ren'bu'dao'le
认不到你,ren'bu'dao'ni
认不到人,ren'bu'dao'ren
认不到他,ren'bu'dao'ta
认不到我,ren'bu'dao'wo
人不好了,ren'bu'hao'le
认不认得到,ren'bu'ren'de'dao
认不完,ren'bu'wan
人丑了,ren'chou'le
认到,ren'dao
认到的,ren'dao'de
认到了,ren'dao'le
认到你,ren'dao'ni
忍到起,ren'dao'qi
认得安,ren'de'an
认得到,ren'de'dao
认得到不,ren'de'dao'bu
认得到的,ren'de'dao'de
认得到你,ren'de'dao'ni
认得到我,ren'de'dao'wo
认都,ren'dou
人都不好,ren'dou'bu'hao
人都不好了,ren'dou'bu'hao'le
人都没得,ren'dou'mei'de
人都认不到,ren'dou'ren'bu'dao
人多不嘛,ren'duo'bu'ma
人多好的,ren'duo'hao'de
人多好耍,ren'duo'hao'shua
人付,ren'fu
人和,ren'he
人和街,ren'he'jie
人黑多,ren'hei'duo
人户,ren'hu
人街,ren'jie
人没得,ren'mei'de
人民大礼堂,ren'min'da'li'tang
认求不到,ren'qiu'bu'dao
仁沙,ren'sha
人耍,ren'shua
人耍人,ren'shua'ren
人哟,ren'yo
人长丑了,ren'zhang'chou'le
日白,ri'bai
日白了,ri'bai'le
日北,ri'bei
日别,ri'bie
日决,ri'jue
日了快生,ri'le'kuai'sheng
日妈,ri'ma
日嘛的,ri'ma'de
日妈也,ri'ma'ye
日妈哟,ri'ma'yo
日批,ri'pi
日起火,ri'qi'huo
日哟,ri'yo
荣昌,rong'chang
荣昌的,rong'chang'de
荣昌了,rong'chang'le
荣昌县,rong'chang'xian
融创,rong'chuang
融汇,rong'hui
融汇半岛,rong'hui'ban'dao
融汇温泉,rong'hui'wen'quan
融景城,rong'jing'cheng
荣隆,rong'long
融侨,rong'qiao
融侨半岛,rong'qiao'ban'dao
融侨城,rong'qiao'cheng
溶溪,rong'xi
容园,rong'yuan
融智学院,rong'zhi'xue'yuan
肉唧唧,rou'ji'ji
肉末豇豆,rou'mo'jiang'dou
如果没得,ru'guo'mei'de
如何嘛,ru'he'ma
如何那,ru'he'na
汝溪,ru'xi
软朝,ruan'chao
软过,ruan'guo
瑞山,rui'shan
瑞泰丰,rui'tai'feng
润通,run'tong
卅孓,sa'jue
撒洗,sa'xi
撒子,sa'zi
撒子啊,sa'zi'a
撒子班,sa'zi'ban
撒子表情,sa'zi'biao'qing
撒子病,sa'zi'bing
撒子不,sa'zi'bu
撒子车,sa'zi'che
撒子的,sa'zi'de
撒子电视,sa'zi'dian'shi
撒子电影,sa'zi'dian'ying
撒子东西,sa'zi'dong'xi
撒子都不晓得,sa'zi'dou'bu'xiao'de
撒子都可以,sa'zi'dou'ke'yi
撒子都没得,sa'zi'dou'mei'de
撒子都,sa'zi'du
撒子都是,sa'zi'du'shi
撒子都要,sa'zi'du'yao
撒子都有,sa'zi'du'you
撒子感觉,sa'zi'gan'jue
撒子歌,sa'zi'ge
撒子工作,sa'zi'gong'zuo
撒子关系,sa'zi'guan'xi
撒子好,sa'zi'hao
撒子话,sa'zi'hua
撒子鸡巴,sa'zi'ji'ba
撒子叫,sa'zi'jiao
撒子课,sa'zi'ke
撒子啦,sa'zi'la
撒子老,sa'zi'lao
撒子了,sa'zi'le
撒子嘛,sa'zi'ma
撒子没得,sa'zi'mei'de
撒子名字,sa'zi'ming'zi
撒子那,sa'zi'na
撒子呢,sa'zi'ne
撒子哦,sa'zi'o
撒子牌子,sa'zi'pai'zi
撒子钱,sa'zi'qian
撒子情况,sa'zi'qing'kuang
撒子人,sa'zi'ren
撒子撒,sa'zi'sa
撒子撒子,sa'zi'sa'zi
撒子事,sa'zi'shi
撒子时候,sa'zi'shi'hou
撒子事情,sa'zi'shi'qing
撒子手机,sa'zi'shou'ji
撒子书,sa'zi'shu
撒子图,sa'zi'tu
撒子哇,sa'zi'wa
撒子问题,sa'zi'wen'ti
撒子我,sa'zi'wo
撒子呀,sa'zi'ya
撒子颜色,sa'zi'yan'se
撒子样,sa'zi'yang
撒子样子,sa'zi'yang'zi
撒子药,sa'zi'yao
撒子也,sa'zi'ye
撒子衣服,sa'zi'yi'fu
撒子一起,sa'zi'yi'qi
撒子意思,sa'zi'yi'si
撒子意思嘛,sa'zi'yi'si'ma
撒子哟,sa'zi'yo
撒子用,sa'zi'yong
撒子游戏,sa'zi'you'xi
撒子照片,sa'zi'zhao'pian
撒子专业,sa'zi'zhuan'ye
塞子,sai'zi
三笔字,san'bi'zi
三二四,san'er'si
散哈,san'ha
散哈步,san'ha'bu
散哈心,san'ha'xin
三号站,san'hao'zhan
三合镇,san'he'zhen
三汇,san'hui
三汇镇,san'hui'zhen
三角坝,san'jiao'ba
三角碑,san'jiao'bei
三军医大,san'jun'yi'da
三颗药,san'ke'yao
三马山,san'ma'shan
三生三味,san'sheng'san'wei
三溪口,san'xi'kou
三峡,san'xia
三峡博物馆,san'xia'bo'wu'guan
三峡风,san'xia'feng
三峡广场,san'xia'guang'chang
三峡学校,san'xia'xue'xiao
三峡学院,san'xia'xue'yuan
三峡医院,san'xia'yi'yuan
三线肉,san'xian'rou
三医大,san'yi'da
三姨爹,san'yi'die
三支路,san'zhi'lu
桑个,sang'ge
桑你,sang'ni
桑柘,sang'zhe
骚冲,sao'chong
骚搞,sao'gao
骚霍霍,sao'huo'huo
扫皮,sao'pi
骚跳,sao'tiao
色非,se'fei
色赖,se'lai
色批,se'pi
沙坝,sha'ba
沙滨路,sha'bin'lu
杀不赢,sha'bu'ying
沙重百,sha'chong'bai
傻得很,sha'de'hen
傻儿,sha'er
砂锅米线,sha'guo'mi'xian
沙龙公园,sha'long'gong'yuan
沙龙路,sha'long'lu
傻妹儿,sha'mei'er
沙南街,sha'nan'jie
沙坪,sha'ping
沙坪坝,sha'ping'ba
沙坪坝的,sha'ping'ba'de
沙坪坝了,sha'ping'ba'le
沙坪坝区,sha'ping'ba'qu
沙坪公园,sha'ping'gong'yuan
沙区,sha'qu
沙坨,sha'tuo
杀血,sha'xue
沙杨路,sha'yang'lu
鲨鱼吧,sha'yu'ba
沙正街,sha'zheng'jie
沙中路,sha'zhong'lu
杀猪匠,sha'zhu'jiang
啥子班,sha'zi'ban
啥子表情,sha'zi'biao'qing
啥子病,sha'zi'bing
啥子不,sha'zi'bu
啥子菜,sha'zi'cai
啥子车,sha'zi'che
啥子的,sha'zi'de
啥子电视,sha'zi'dian'shi
啥子电影,sha'zi'dian'ying
啥子东西,sha'zi'dong'xi
啥子都不晓得,sha'zi'dou'bu'xiao'de
啥子都没得,sha'zi'dou'mei'de
啥子都有,sha'zi'dou'you
啥子感觉,sha'zi'gan'jue
啥子工作,sha'zi'gong'zuo
啥子关系,sha'zi'guan'xi
啥子话,sha'zi'hua
啥子叫,sha'zi'jiao
啥子卡,sha'zi'ka
啥子课,sha'zi'ke
啥子嘛,sha'zi'ma
啥子名字,sha'zi'ming'zi
啥子哦,sha'zi'o
啥子牌子,sha'zi'pai'zi
啥子钱,sha'zi'qian
啥子人,sha'zi'ren
啥子撒,sha'zi'sa
啥子啥子,sha'zi'sha'zi
啥子事,sha'zi'shi
啥子事嘛,sha'zi'shi'ma
啥子事情,sha'zi'shi'qing
啥子手机,sha'zi'shou'ji
啥子书,sha'zi'shu
啥子图,sha'zi'tu
啥子哇,sha'zi'wa
啥子问题,sha'zi'wen'ti
啥子我,sha'zi'wo
啥子呀,sha'zi'ya
啥子颜色,sha'zi'yan'se
啥子药,sha'zi'yao
啥子也,sha'zi'ye
啥子衣服,sha'zi'yi'fu
啥子意思,sha'zi'yi'si
啥子意思嘛,sha'zi'yi'si'ma
啥子意思哟,sha'zi'yi'si'yo
啥子哟,sha'zi'yo
啥子用,sha'zi'yong
啥子游戏,sha'zi'you'xi
啥子专业,sha'zi'zhuan'ye
晒起,shai'qi
山城,shan'cheng
山城啤酒,shan'cheng'pi'jiu
山顶道,shan'ding'dao
珊瑚坝,shan'hu'ba
删节,shan'jie
山卡卡,shan'ka'ka
删老,shan'lao
山坡坡,shan'po'po
山水国际,shan'shui'guo'ji
山峡,shan'xia
山峡广场,shan'xia'guang'chang
上班不嘛,shang'ban'bu'ma
上班老,shang'ban'lao
上班迈,shang'ban'mai
上班没得,shang'ban'mei'de
上班怕,shang'ban'pa
上班撒,shang'ban'sa
上班啥,shang'ban'sha
上班所,shang'ban'suo
上班哟,shang'ban'yo
上不起网,shang'bu'qi'wang
上车费,shang'che'fei
上重庆,shang'chong'qing
商达,shang'da
上的到,shang'de'dao
上得起,shang'de'qi
上丁,shang'ding
上格林,shang'ge'lin
商谷,shang'gu
上哈网,shang'ha'wang
上海城,shang'hai'cheng
上海大道,shang'hai'da'dao
上好久,shang'hao'jiu
上环路,shang'huan'lu
上磺,shang'huang
上回儿,shang'hui'er
上江城,shang'jiang'cheng
上课没得,shang'ke'mei'de
上课撒,shang'ke'sa
上课哟,shang'ke'yo
上来撒,shang'lai'sa
上来耍,shang'lai'shua
上了的,shang'le'de
上没得,shang'mei'de
上起班,shang'qi'ban
上起的,shang'qi'de
上前天,shang'qian'tian
上桥,shang'qiao
上轻轨,shang'qing'gui
上清市,shang'qing'shi
上清寺,shang'qing'si
上撒子,shang'sa'zi
上三品,shang'san'pin
上啥子,shang'sha'zi
伤伤心心,shang'shang'xin'xin
商社,shang'she
上网撒,shang'wang'sa
商委,shang'wei
上新街,shang'xin'jie
上哟,shang'yo
烧白,shao'bai
烧棒,shao'bang
烧鸡公,shao'ji'gong
少解释,shao'jie'shi
少皮,shao'pi
少耍,shao'shua
社保所,she'bao'suo
社保员,she'bao'yuan
舍财,she'cai
舍财免灾,she'cai'mian'zai
社大,she'da
社坛,she'tan
神驰,shen'chi
神戳戳,shen'chuo'chuo
神戳戳的,shen'chuo'chuo'de
神的很,shen'de'hen
申基,shen'ji
神龙峡,shen'long'xia
什么意思哟,shen'me'yi'si'yo
什么哟,shen'me'yo
申明坝,shen'ming'ba
神内科,shen'nei'ke
神女峰,shen'nv'feng
神女湖,shen'nv'hu
省到点,sheng'dao'dian
圣灯山,sheng'deng'shan
盛丰源,sheng'feng'yuan
生个娃儿,sheng'ge'wa'er
圣湖天域,sheng'hu'tian'yu
生化池,sheng'hua'chi
盛汇,sheng'hui
生活麻辣,sheng'huo'ma'la
生活麻辣烫,sheng'huo'ma'la'tang
生活阳台,sheng'huo'yang'tai
生了娃儿,sheng'le'wa'er
盛世华城,sheng'shi'hua'cheng
盛世桃园,sheng'shi'tao'yuan
胜天湖,sheng'tian'hu
生娃儿,sheng'wa'er
升伟,sheng'wei
石坝,shi'ba
十八梯,shi'ba'ti
石板坡,shi'ban'po
石板镇,shi'ban'zhen
石宝,shi'bao
石宝寨,shi'bao'zhai
是别个,shi'bie'ge
是不得行,shi'bu'de'xing
是不好耍,shi'bu'hao'shua
是不嘛,shi'bu'ma
是不那,shi'bu'na
是不是嘛,shi'bu'shi'ma
是不是哦,shi'bu'shi'o
是不是喔,shi'bu'shi'wo
是不是哟,shi'bu'shi'yo
是不哇,shi'bu'wa
是不晓得,shi'bu'xiao'de
是不哟,shi'bu'yo
是重庆,shi'chong'qing
石船,shi'chuan
时代天街,shi'dai'tian'jie
时代星空,shi'dai'xing'kong
事得,shi'de
食店,shi'dian
是都嘛,shi'dou'ma
十方界,shi'fang'jie
室费,shi'fei
是干撒子,shi'gan'sa'zi
是干啥子,shi'gan'sha'zi
是喊你,shi'han'ni
石壕,shi'hao
是好多,shi'hao'duo
是好多啊,shi'hao'duo'a
是好多嘛,shi'hao'duo'ma
是好多钱,shi'hao'duo'qian
是好久,shi'hao'jiu
是好耍,shi'hao'shua
拾花摄,shi'hua'she
石会,shi'hui
世纪新都,shi'ji'xin'du
世纪阳光,shi'ji'yang'guang
世纪英皇,shi'ji'ying'huang
石家,shi'jia
施家梁,shi'jia'liang
时间撒,shi'jian'sa
市教委,shi'jiao'wei
石井坡,shi'jing'po
石刻,shi'ke
是啷个,shi'lang'ge
试了的,shi'le'de
是楞个,shi'leng'ge
是楞个的,shi'leng'ge'de
石蟆,shi'ma
石马河,shi'ma'he
石马山,shi'ma'shan
是没得,shi'mei'de
石门大桥,shi'men'da'qiao
石庙,shi'miao
市民学校,shi'min'xue'xiao
是莫子,shi'mo'zi
是哪点,shi'na'dian
是哪个嘛,shi'na'ge'ma
是哪个哟,shi'na'ge'yo
是囊个,shi'nang'ge
是嫩个,shi'nen'ge
是嫩个的,shi'nen'ge'de
是你个人,shi'ni'ge'ren
是你撒,shi'ni'sa
是你所,shi'ni'suo
是你哟,shi'ni'yo
十年城,shi'nian'cheng
石碾盘,shi'nian'pan
石坪,shi'ping
石坪桥,shi'ping'qiao
石桥铺,shi'qiao'pu
石桥铺的,shi'qiao'pu'de
石桥铺了,shi'qiao'pu'le
是撒,shi'sa
是撒子,shi'sa'zi
是撒子嘛,shi'sa'zi'ma
是撒子意思,shi'sa'zi'yi'si
是噻,shi'sai
是涩,shi'se
是啥子,shi'sha'zi
是啥子嘛,shi'sha'zi'ma
是啥子意思,shi'sha'zi'yi'si
是晒,shi'shai
时尚购,shi'shang'gou
时尚频道,shi'shang'pin'dao
是是嘛,shi'shi'ma
是耍,shi'shua
是说不得,shi'shuo'bu'de
狮滩,shi'tan
是我儿,shi'wo'er
诗仙,shi'xian
诗仙太白,shi'xian'tai'bai
石小路,shi'xiao'lu
石鞋,shi'xie
石新路,shi'xin'lu
石堰,shi'yan
石杨路,shi'yang'lu
试一哈,shi'yi'ha
石油路,shi'you'lu
石鱼,shi'yu
实在不得行,shi'zai'bu'de'xing
市政局,shi'zheng'ju
市政委,shi'zheng'wei
十直,shi'zhi
石柱,shi'zhu
石柱县,shi'zhu'xian
狮子坪,shi'zi'ping
石子山,shi'zi'shan
狮子滩,shi'zi'tan
实作,shi'zuo
是做啥子,shi'zuo'sha'zi
收班,shou'ban
手膀子,shou'bang'zi
收称,shou'cheng
守到,shou'dao
收到了的,shou'dao'le'de
收到没的,shou'dao'mei'de
守到起,shou'dao'qi
售房部,shou'fang'bu
收方单,shou'fang'dan
手杆,shou'gan
手机没得,shou'ji'mei'de
手机撒,shou'ji'sa
守门市,shou'men'shi
收钱钱,shou'qian'qian
手上过,shou'shang'guo
手指母,shou'zhi'mu
熟都不熟,shu'dou'bu'shu
舒服不嘛,shu'fu'bu'ma
舒服惨了,shu'fu'can'le
舒服撒,shu'fu'sa
舒服也,shu'fu'ye
舒服哟,shu'fu'yo
输了水,shu'le'shui
枢纽站,shu'niu'zhan
熟人熟事,shu'ren'shu'shi
输水,shu'shui
数图,shu'tu
耍啊,shua'a
耍安逸,shua'an'yi
耍安逸了,shua'an'yi'le
耍呗,shua'bei
耍不,shua'bu
耍不到,shua'bu'dao
耍不到好久,shua'bu'dao'hao'jiu
耍不到了,shua'bu'dao'le
耍不得,shua'bu'de
耍不来,shua'bu'lai
耍不嘛,shua'bu'ma
耍不起,shua'bu'qi
耍不耍,shua'bu'shua
耍成,shua'cheng
耍到,shua'dao
耍的,shua'de
耍的到,shua'de'dao
耍的好,shua'de'hao
耍的好的,shua'de'hao'de
耍的很好,shua'de'hen'hao
耍的话,shua'de'hua
耍的嘛,shua'de'ma
耍得起,shua'de'qi
耍的时候,shua'de'shi'hou
耍电脑,shua'dian'nao
耍多了,shua'duo'le
耍烦了,shua'fan'le
耍飞车,shua'fei'che
耍个,shua'ge
耍个朋友,shua'ge'peng'you
耍给,shua'gei
耍过,shua'guo
耍过得,shua'guo'de
耍过朋友,shua'guo'peng'you
耍过去,shua'guo'qu
耍哈,shua'ha
耍哈儿,shua'ha'er
耍哈哈,shua'ha'ha
耍好,shua'hao
耍好的,shua'hao'de
耍好久,shua'hao'jiu
耍混,shua'hun
耍几天,shua'ji'tian
耍久,shua'jiu
耍久了,shua'jiu'le
耍开心,shua'kai'xin
耍开心点,shua'kai'xin'dian
耍老,shua'lao
耍了,shua'le
耍了的,shua'le'de
耍了个,shua'le'ge
耍了哈,shua'le'ha
耍了来,shua'le'lai
耍了朋友,shua'le'peng'you
耍了一天,shua'le'yi'tian
耍累了,shua'lei'le
耍两天,shua'liang'tian
耍嘛,shua'ma
耍迈,shua'mai
耍毛,shua'mao
耍没,shua'mei
耍没得,shua'mei'de
耍没耍,shua'mei'shua
耍没有,shua'mei'you
耍那个,shua'na'ge
耍你妹,shua'ni'mei
耍哦,shua'o
耍怕,shua'pa
耍盆友,shua'pen'you
耍朋友,shua'peng'you
耍朋友的,shua'peng'you'de
耍朋友了,shua'peng'you'le
耍朋友没,shua'peng'you'mei
耍朋友没得,shua'peng'you'mei'de
耍起,shua'qi
耍起的,shua'qi'de
耍起了,shua'qi'le
耍去了,shua'qu'le
耍撒,shua'sa
耍撒子,shua'sa'zi
耍塞,shua'sai
耍涩,shua'se
耍事,shua'shi
耍手机,shua'shou'ji
耍手机了,shua'shou'ji'le
耍耍耍,shua'shua'shua
耍水,shua'shui
耍所,shua'suo
耍通宵,shua'tong'xiao
耍娃,shua'wa
耍娃儿,shua'wa'er
耍完了,shua'wan'le
耍微信,shua'wei'xin
耍些,shua'xie
耍心,shua'xin
耍呀,shua'ya
耍也,shua'ye
耍一哈,shua'yi'ha
耍一圈,shua'yi'quan
耍一天,shua'yi'tian
耍哟,shua'yo
耍游戏,shua'you'xi
耍游戏了,shua'you'xi'le
耍这个,shua'zhe'ge
甩电,shuai'dian
帅撒,shuai'sa
帅些,shuai'xie
栓出,shuan'chu
栓了,shuan'le
双柏树,shuang'bai'shu
双碑,shuang'bei
爽惨,shuang'can
爽惨了,shuang'can'le
双凤路,shuang'feng'lu
双凤桥,shuang'feng'qiao
双福,shuang'fu
双桂,shuang'gui
双桂堂,shuang'gui'tang
双河,shuang'he
双河口,shuang'he'kou
双槐,shuang'huai
双江镇,shuang'jiang'zhen
双龙湖,shuang'long'hu
双路,shuang'lu
双桥,shuang'qiao
爽撒,shuang'sa
双山,shuang'shan
双石,shuang'shi
双特,shuang'te
爽哟,shuang'yo
睡安逸,shui'an'yi
水篦子,shui'bi'zi
睡不嘛,shui'bu'ma
睡不做,shui'bu'zuo
睡到起,shui'dao'qi
睡得到,shui'de'dao
睡得老,shui'de'lao
水电气,shui'dian'qi
水电气费,shui'dian'qi'fei
水电校,shui'dian'xiao
睡告告,shui'gao'gao
睡哈儿,shui'ha'er
睡哈哈,shui'ha'ha
睡哈觉,shui'ha'jue
水江,shui'jiang
睡觉老,shui'jiao'lao
睡觉了哟,shui'jiao'le'yo
睡觉没得,shui'jiao'mei'de
睡觉撒,shui'jiao'sa
睡觉哟,shui'jiao'yo
水晶郦城,shui'jing'li'cheng
水井湾,shui'jing'wan
睡瞌睡,shui'ke'shui
睡瞌睡了,shui'ke'shui'le
睡老,shui'lao
睡了来,shui'le'lai
睡了迈,shui'le'mai
睡了没的,shui'le'mei'de
睡了起来,shui'le'qi'lai
睡了撒,shui'le'sa
睡了所,shui'le'suo
睡了也,shui'le'ye
睡了哟,shui'le'yo
睡嘛,shui'ma
睡嘛睡嘛,shui'ma'shui'ma
睡迈,shui'mai
睡没的,shui'mei'de
水碾,shui'nian
睡起,shui'qi
睡起的,shui'qi'de
睡撒,shui'sa
睡撒子,shui'sa'zi
睡塞,shui'sai
水市,shui'shi
睡痛,shui'tong
水土镇,shui'tu'zhen
水稳层,shui'wen'ceng
水乌龟,shui'wu'gui
睡醒没得,shui'xing'mei'de
水银河,shui'yin'he
谁哟,shui'yo
睡着老,shui'zhao'lao
睡着没得,shui'zhao'mei'de
顺水鱼,shun'shui'yu
说别个,shuo'bie'ge
说不得行,shuo'bu'de'xing
说不嘛,shuo'bu'ma
说不说嘛,shuo'bu'shuo'ma
说不晓得,shuo'bu'xiao'de
说不赢你,shuo'bu'ying'ni
说惨了,shuo'can'le
说的撒子,shuo'de'sa'zi
说的哟,shuo'de'yo
说点其他的,shuo'dian'qi'ta'de
说个嘛,shuo'ge'ma
说哈儿,shuo'ha'er
说哈话,shuo'ha'hua
说哈嘛,shuo'ha'ma
说哈撒,shuo'ha'sa
说哈也,shuo'ha'ye
说喊我,shuo'han'wo
说好耍,shuo'hao'shua
说话拍,shuo'hua'pai
说话撒,shuo'hua'sa
说话塞,shuo'hua'sai
说话啥,shuo'hua'sha
说啦的,shuo'la'de
说啷个,shuo'lang'ge
说老,shuo'lao
说老的,shuo'lao'de
说了的,shuo'le'de
说了的啊,shuo'le'de'a
说了的嘛,shuo'le'de'ma
说了来,shuo'le'lai
说了没得,shuo'le'mei'de
说了撒,shuo'le'sa
说了撒子,shuo'le'sa'zi
说了啥子,shuo'le'sha'zi
说勒些,shuo'le'xie
说迈,shuo'mai
说没得,shuo'mei'de
说莫子,shuo'mo'zi
说嫩个,shuo'nen'ge
说起耍,shuo'qi'shua
说起耍的,shuo'qi'shua'de
说起走,shuo'qi'zou
说卅,shuo'sa
说撒子,shuo'sa'zi
说撒子了,shuo'sa'zi'le
说撒子嘛,shuo'sa'zi'ma
说塞,shuo'sai
说涩,shuo'se
说啥子,shuo'sha'zi
说啥子嘛,shuo'sha'zi'ma
说晒,shuo'shai
说些啥子,shuo'xie'sha'zi
说哟,shuo'yo
死不到,si'bu'dao
丝厂,si'chang
四川美术学院,si'chuan'mei'shu'xue'yuan
四川外国语,si'chuan'wai'guo'yu
四川外语,si'chuan'wai'yu
四川外语学院,si'chuan'wai'yu'xue'yuan
四公里,si'gong'li
死龟儿,si'gui'er
四号桥,si'hao'qiao
四环路,si'huan'lu
四季雅苑,si'ji'ya'yuan
死了迈,si'le'mai
死麻批,si'ma'pi
死没得,si'mei'de
死妹儿,si'mei'er
死妹仔,si'mei'zai
四面山,si'mian'shan
死女,si'nv
死女娃子,si'nv'wa'zi
撕皮,si'pi
死人子,si'ren'zi
思思妹,si'si'mei
死娃儿,si'wa'er
四小区,si'xiao'qu
死崽崽,si'zai'zai
死猪儿,si'zhu'er
松溉,song'gai
送好多,song'hao'duo
松活,song'huo
松既,song'ji
送了的,song'le'de
松牌路,song'pai'lu
松青路,song'qing'lu
送撒子,song'sa'zi
送啥子,song'sha'zi
松树桥,song'shu'qiao
苏家坝,su'jia'ba
苏马荡,su'ma'dang
素拓本,su'ta'ben
溯源阁,su'yuan'ge
酸菜鸡,suan'cai'ji
酸菜肉丝,suan'cai'rou'si
算得到,suan'de'dao
算好多,suan'hao'duo
酸唧唧,suan'ji'ji
算啦嘛,suan'la'ma
算老,suan'lao
算老嘛,suan'lao'ma
算了怕,suan'le'pa
算了撒,suan'le'sa
算了哟,suan'le'yo
算求老,suan'qiu'lao
算求了,suan'qiu'le
算撒子,suan'sa'zi
随便好久,sui'bian'hao'jiu
随便啷个,sui'bian'lang'ge
随便你嘛,sui'bian'ni'ma
随便撒,sui'bian'sa
岁哟,sui'yo
孙家岩,sun'jia'yan
孙政才,sun'zheng'cai
索通,suo'tong
所头,suo'tou
所以喊你,suo'yi'han'ni
他不晓得,ta'bu'xiao'de
他个人,ta'ge'ren
他给我说了的,ta'gei'wo'shuo'le'de
他国人,ta'guo'ren
他过生,ta'guo'sheng
他啷个,ta'lang'ge
他老汉,ta'lao'han
他楞个,ta'leng'ge
