阿而胜之,a'er'sheng'zhi
女子不辩于致诸侯,nv'zi'bu'bian'yu'zhi'zhu'hou
蟠满九州,pan'man'jiu'zhou
拚前而退,pan'qian'er'tui
拚前敛祭,pan'qian'lian'ji
拚毋有彻,pan'wu'you'che
旁入奇利,pang'ru'qi'li
培夏,pei'xia
朋党而劫杀之,peng'dang'er'jie'sha'zhi
朋其可乎,peng'qi'ke'hu
彭生其得免乎,peng'sheng'qi'de'mian'hu
朋友不能相合摎,peng'you'bu'neng'xiang'he'jiao
朋之为人,peng'zhi'wei'ren
朋之为人也,peng'zhi'wei'ren'ye
辟地广而民不足者,pi'di'guang'er'min'bu'zu'zhe
脾发为鼻,pi'fa'wei'bi
匹夫有不善,pi'fu'you'bu'shan
皮肤裕宽,pi'fu'yu'kuan
辟故卵以假贷,pi'gu'luan'yi'jia'dai
辟人,pi'ren
辟若生狂,pi'ruo'sheng'kuang
辟若野兽,pi'ruo'ye'shou
脾生隔,pi'sheng'ge
辟田畴,pi'tian'chou
辟土聚粟多众,pi'tu'ju'su'duo'zhong
辟犹漏釜,pi'you'lou'fu
辟则愚,pi'ze'yu
辟之若夫雷鼓之动也,pi'zhi'ruo'fu'lei'gu'zhi'dong'ye
辟之若秋云之始见,pi'zhi'ruo'qiu'yun'zhi'shi'jian
辟之若尊觯,pi'zhi'ruo'zun'zhi
辟之也犹夏之就清,pi'zhi'ye'you'xia'zhi'jiu'qing
譬之犹鼎之有足也,pi'zhi'you'ding'zhi'you'zu'ye
偏枯,pian'ku
飘风暴雨不为人害,piao'feng'bao'yu'bu'wei'ren'hai
飘风暴雨数臻,piao'feng'bao'yu'shu'zhen
飘风暴雨为民害,piao'feng'bao'yu'wei'min'hai
剽怷橐土,piao'shu'tuo'tu
剽土之次,piao'tu'zhi'ci
漂物者也,piao'wu'zhe'ye
贫富失,pin'fu'shi
贫富无度则失,pin'fu'wu'du'ze'shi
贫富之不訾,pin'fu'zhi'bu'zi
贫国而用不足,pin'guo'er'yong'bu'zu
贫民伤财,pin'min'shang'cai
贫弱也,pin'ruo'ye
贫士之受责于大夫者几何人,pin'shi'zhi'shou'ze'yu'dai'fu'zhe'ji'he'ren
品有所成,pin'you'suo'cheng
贫者为之,pin'zhe'wei'zhi
贫之,pin'zhi
屏谗慝,ping'chan'te
平度量,ping'du'liang
平和其法,ping'he'qi'fa
平吏之治官也,ping'li'zhi'zhi'guan'ye
荓下于萧,ping'xia'yu'xiao
平原广牧,ping'yuan'guang'mu
平原之隰,ping'yuan'zhi'xi
平正擅匈,ping'zheng'shan'xiong
破大而制地,po'da'er'zhi'di
破大胜强,po'da'sheng'qiang
破四海,po'si'hai
破屠何,po'tu'he
破也,po'ye
剖以为符瑞,pou'yi'wei'fu'rui
蒲下于苇,pu'xia'yu'wei
朴野而不慝,pu'ye'er'bu'te
普在民所,pu'zai'min'suo
其爱人也,qi'ai'ren'ye
七八五十六尺而至于泉,qi'ba'wu'shi'liu'chi'er'zhi'yu'quan
其败必覆军杀将,qi'bai'bi'fu'jun'sha'jiang
起百人之繇,qi'bai'ren'zhi'yao
其暴不禁,qi'bao'bu'jin
器备不行,qi'bei'bu'xing
其蔽二十,qi'bi'er'shi
其蔽五,qi'bi'wu
其蔽主多矣,qi'bi'zhu'duo'yi
齐不得也,qi'bu'de'ye
齐不得则治难行,qi'bu'de'ze'zhi'nan'xing
其布黄,qi'bu'huang
岂不几于危社主哉,qi'bu'ji'yu'wei'she'zhu'zai
气不可极,qi'bu'ke'ji
气不通于四末,qi'bu'tong'yu'si'mo
其不为用者辄免之,qi'bu'wei'yong'zhe'zhe'mian'zhi
其藏不足以共其费,qi'cang'bu'zu'yi'gong'qi'fei
其草葍与蒌,qi'cao'fu'yu'lou
其操弓也,qi'cao'gong'ye
其草兢与蔷,qi'cao'jing'yu'qiang
其草蕲,qi'cao'qi
其草如茅与走,qi'cao'ru'mao'yu'zou
其草宜白茅与雚,qi'cao'yi'bai'mao'yu'huan
其草宜萯,qi'cao'yi'bei
其草宜楚棘,qi'cao'yi'chu'ji
其草宜苹,qi'cao'yi'ping
其草宜黍秫与茅,qi'cao'yi'shu'shu'yu'mao
其草鱼肠与莸,qi'cao'yu'chang'yu'you
其长八尺,qi'chang'ba'chi
其长四寸,qi'chang'si'cun
其车甲与货,qi'che'jia'yu'huo
齐车千乘,qi'che'qian'sheng
其臣教,qi'chen'jiao
其臣乃正,qi'chen'nai'zheng
器成,qi'cheng
其称秉言,qi'cheng'bing'yan
其城不固,qi'cheng'bu'gu
器成不守,qi'cheng'bu'shou
器成教施,qi'cheng'jiao'shi
器成教守,qi'cheng'jiao'shou
其成若神,qi'cheng'ruo'shen
其诚也以守战,qi'cheng'ye'yi'shou'zhan
器成于僇,qi'cheng'yu'lu
七尺而至于泉,qi'chi'er'zhi'yu'quan
其处大也不究,qi'chu'da'ye'bu'jiu
其处也若无知,qi'chu'ye'ruo'wu'zhi
其畜以散亡,qi'chu'yi'san'wang
其次失而能追之,qi'ci'shi'er'neng'zhui'zhi
其次随人,qi'ci'sui'ren
其次一之,qi'ci'yi'zhi
其次则已,qi'ci'ze'yi
其此之谓矣,qi'ci'zhi'wei'yi
其从义理兆形于民心,qi'cong'yi'li'zhao'xing'yu'min'xin
其大济,qi'da'ji
其大计存也,qi'da'ji'cun'ye
其大无外,qi'da'wu'wai
其大者有侵逼杀上之祸,qi'da'zhe'you'qin'bi'sha'shang'zhi'huo
其当罚者,qi'dang'fa'zhe
其道非独出人也,qi'dao'fei'du'chu'ren'ye
其道既得,qi'dao'ji'de
其道君之也,qi'dao'jun'zhi'ye
其道临之也,qi'dao'lin'zhi'ye
其道王之也,qi'dao'wang'zhi'ye
其德不足以怀其民者殆,qi'de'bu'zu'yi'huai'qi'min'zhe'dai
其德淳越,qi'de'chun'yue
其得寡,qi'de'gua
其德和平用均,qi'de'he'ping'yong'jun
其德施舍修乐,qi'de'shi'she'xiu'le
其德无所不在,qi'de'wu'suo'bu'zai
其德喜嬴,qi'de'xi'ying
其德忧哀,qi'de'you'ai
其得之虽速,qi'de'zhi'sui'su
其地不干,qi'di'bu'gan
其地其樊,qi'di'qi'fan
其动非所取也,qi'dong'fei'suo'qu'ye
其冬厚则夏热,qi'dong'hou'ze'xia're
其动也,qi'dong'ye
岂独鲁乎,qi'du'lu'hu
期而书伐以告,qi'er'shu'fa'yi'gao
期而远者莫如年,qi'er'yuan'zhe'mo'ru'nian
期而致,qi'er'zhi
七法,qi'fa
七法第六,qi'fa'di'liu
其法令逆而赏罚之所立者不当,qi'fa'ling'ni'er'shang'fa'zhi'suo'li'zhe'bu'dang
其法易而民全,qi'fa'yi'er'min'quan
其分画之不同也,qi'fen'hua'zhi'bu'tong'ye
期风至,qi'feng'zhi
其否也,qi'fou'ye
其福归于上,qi'fu'gui'yu'shang
器盖天下,qi'gai'tian'xia
其敢为之乎,qi'gan'wei'zhi'hu
奇革而邪化,qi'ge'er'xie'hua
奇革邪化,qi'ge'xie'hua
其耕之不深,qi'geng'zhi'bu'shen
其功不立,qi'gong'bu'li
其功既成,qi'gong'ji'cheng
其功逆天者,qi'gong'ni'tian'zhe
其功逆天者天违之,qi'gong'ni'tian'zhe'tian'wei'zhi
其功顺天者,qi'gong'shun'tian'zhe
其功顺天者天助之,qi'gong'shun'tian'zhe'tian'zhu'zhi
其故何也,qi'gu'he'ye
奇怪时来,qi'guai'shi'lai
七观,qi'guan
七官饰胜备威,qi'guan'shi'sheng'bei'wei
其广如地,qi'guang'ru'di
齐国百姓,qi'guo'bai'xing
其国可危,qi'guo'ke'wei
其国可知,qi'guo'ke'zhi
齐国危矣,qi'guo'wei'yi
齐国之若何,qi'guo'zhi'ruo'he
齐国之社稷未定,qi'guo'zhi'she'ji'wei'ding
其合而未散,qi'he'er'wei'san
其何如而可,qi'he'ru'er'ke
齐侯怒,qi'hou'nu
其化如神,qi'hua'ru'shen
其槐其楝,qi'huai'qi'lian
其槐其杨,qi'huai'qi'yang
齐桓公问管子曰,qi'huan'gong'wen'guan'zi'yue
七会诸侯,qi'hui'zhu'hou
其货一谷笼为十箧,qi'huo'yi'gu'long'wei'shi'qie
其积多者其食多,qi'ji'duo'zhe'qi'shi'duo
其亟而反,qi'ji'er'fan
其积寡者其食寡,qi'ji'gua'zhe'qi'shi'gua
其急难足以先后者几何人,qi'ji'nan'zu'yi'xian'hou'zhe'ji'he'ren
岂及彭生而能止之哉,qi'ji'peng'sheng'er'neng'zhi'zhi'zai
其及岂不足以图我哉,qi'ji'qi'bu'zu'yi'tu'wo'zai
其棘其棠,qi'ji'qi'tang
其积薪也,qi'ji'xin'ye
其计也速而忧在近者,qi'ji'ye'su'er'you'zai'jin'zhe
其甲二十有八,qi'jia'er'shi'you'ba
其稼亡三之一者,qi'jia'wang'san'zhi'yi'zhe
其将如贤而非贤也,qi'jiang'ru'xian'er'fei'xian'ye
其将若君何,qi'jiang'ruo'jun'he
其将谁也,qi'jiang'shui'ye
其解在水,qi'jie'zai'shui
其禁不必止,qi'jin'bu'bi'zhi
弃近而就远何以费力也,qi'jin'er'jiu'yuan'he'yi'fei'li'ye
齐晋之水枯旱而运,qi'jin'zhi'shui'ku'han'er'yun
其精不见,qi'jing'bu'jian
其精气之极也,qi'jing'qi'zhi'ji'ye
七九六十三尺而至于泉,qi'jiu'liu'shi'san'chi'er'zhi'yu'quan
其就山薮林泽食荐者几何,qi'jiu'shan'sou'lin'ze'shi'jian'zhe'ji'he
起居不时,qi'ju'bu'shi
七举而内外为用,qi'ju'er'nei'wai'wei'yong
七举而外内为用,qi'ju'er'wai'nei'wei'yong
奇举发不意,qi'ju'fa'bu'yi
起居时,qi'ju'shi
七举时节,qi'ju'shi'jie
其君丰,qi'jun'feng
其君如明而非明也,qi'jun'ru'ming'er'fei'ming'ye
其君无余地与他若一者,qi'jun'wu'yu'di'yu'ta'ruo'yi'zhe
其君子上谄谀而下中正,qi'jun'zi'shang'chan'yu'er'xia'zhong'zheng
其君子上中正而下谄谀,qi'jun'zi'shang'zhong'zheng'er'xia'chan'yu
其可不利,qi'ke'bu'li
其可乎,qi'ke'hu
其可平,qi'ke'ping
其来不舍,qi'lai'bu'she
器滥恶不利者,qi'lan'e'bu'li'zhe
其老而死者皆举之,qi'lao'er'si'zhe'jie'ju'zhi
其利百倍,qi'li'bai'bei
其厉何若,qi'li'he'ruo
其立后而手实,qi'li'hou'er'shou'shi
其立禁有轻有重,qi'li'jin'you'qing'you'zhong
其利民同也,qi'li'min'tong'ye
其理然也,qi'li'ran'ye
其理之也以平易,qi'li'zhi'ye'yi'ping'yi
其立之也以整齐,qi'li'zhi'ye'yi'zheng'qi
其林其漉,qi'lin'qi'lu
其禄甚寡而资财甚多者,qi'lu'shen'gua'er'zi'cai'shen'duo'zhe
其麻白,qi'ma'bai
其麻大者,qi'ma'da'zhe
其满为感,qi'man'wei'gan
其梅其杏,qi'mei'qi'xing
其勉霸乎,qi'mian'ba'hu
其民不引而来,qi'min'bu'yin'er'lai
其民不足以守其城,qi'min'bu'zu'yi'shou'qi'cheng
其民付而不争,qi'min'fu'er'bu'zheng
其民服信以听,qi'min'fu'xin'yi'ting
其民工巧,qi'min'gong'qiao
其民和平以静,qi'min'he'ping'yi'jing
其民强,qi'min'qiang
齐民食于力则作本,qi'min'shi'yu'li'ze'zuo'ben
其民寿,qi'min'shou
其民引之而来,qi'min'yin'zhi'er'lai
其民庸心以蔽,qi'min'yong'xin'yi'bi
其名云何,qi'ming'yun'he
其谋必将令鲁致政于夷吾,qi'mou'bi'jiang'ling'lu'zhi'zheng'yu'yi'wu
其木可以为材,qi'mu'ke'yi'wei'cai
其木可以为棺,qi'mu'ke'yi'wei'guan
其木乃格,qi'mu'nai'ge
其木乃柳,qi'mu'nai'liu
其木乃樠,qi'mu'nai'man
其木乃品榆,qi'mu'nai'pin'yu
其木乃杨,qi'mu'nai'yang
其木宜白棠,qi'mu'yi'bai'tang
其木宜赤棠,qi'mu'yi'chi'tang
其木宜櫄,qi'mu'yi'chun
其木宜杞,qi'mu'yi'qi
其木宜蚖,qi'mu'yi'yuan
其内必衰也,qi'nei'bi'shuai'ye
岂能独图我哉,qi'neng'du'tu'wo'zai
其能王乎,qi'neng'wang'hu
岂能无竭,qi'neng'wu'jie
七年重适入,qi'nian'chong'shi'ru
七年而崩,qi'nian'er'beng
齐女也,qi'nv'ye
其朋乎,qi'peng'hu
其气不足,qi'qi'bu'zu
弃其国宝使其大,qi'qi'guo'bao'shi'qi'da
其杞其茸,qi'qi'qi'rong
七七四十九尺而至于泉,qi'qi'si'shi'jiu'chi'er'zhi'yu'quan
其气曰风,qi'qi'yue'feng
其气曰寒,qi'qi'yue'han
其气曰阳,qi'qi'yue'yang
其气曰阴,qi'qi'yue'yin
起千人之繇,qi'qian'ren'zhi'yao
其前行多修矣,qi'qian'xing'duo'xiu'yi
其前政多善矣,qi'qian'zheng'duo'shan'yi
岂且不有焉乎,qi'qie'bu'you'yan'hu
气情不营则耳目穀,qi'qing'bu'ying'ze'er'mu'gu
其轻如羽,qi'qing'ru'yu
其去人也,qi'qu'ren'ye
其泉白青,qi'quan'bai'qing
其泉黄白,qi'quan'huang'bai
其泉黄而糗,qi'quan'huang'er'qiu
其泉青黑,qi'quan'qing'hei
其泉咸,qi'quan'xian
其群臣明理以佐主,qi'qun'chen'ming'li'yi'zuo'zhu
其人不知也,qi'ren'bu'zhi'ye
其人不足以处其室,qi'ren'bu'zu'yi'chu'qi'shi
其人坚劲,qi'ren'jian'jin
其人莫来,qi'ren'mo'lai
其人莫往,qi'ren'mo'wang
其人轻直,qi'ren'qing'zhi
其人入,qi'ren'ru
其人如耕者而非耕也,qi'ren'ru'geng'zhe'er'fei'geng'ye
其人事一也,qi'ren'shi'yi'ye
其人同乎,qi'ren'tong'hu
其人亡则塞者也,qi'ren'wang'ze'sai'zhe'ye
齐人为杀彭生,qi'ren'wei'sha'peng'sheng
其人夷姤,qi'ren'yi'gou
其人在则通,qi'ren'zai'ze'tong
七日,qi'ri
七日不食,qi'ri'bu'shi
其日久临,qi'ri'jiu'lin
其入小也不塞,qi'ru'xiao'ye'bu'sai
其散合可以视岁,qi'san'he'ke'yi'shi'sui
其桑其松,qi'sang'qi'song
其杀戮人者不怨也,qi'sha'lu'ren'zhe'bu'yuan'ye
其杀以相待,qi'sha'yi'xiang'dai
其缮何若,qi'shan'he'ruo
其山之末,qi'shan'zhi'mo
其山之旁,qi'shan'zhi'pang
其山之浅,qi'shan'zhi'qian
其山之枭,qi'shan'zhi'xiao
欺上,qi'shang
其赏赐人者不德也,qi'shang'ci'ren'zhe'bu'de'ye
其赏罚之数,qi'shang'fa'zhi'shu
其商茍在市者三十人,qi'shang'ji'zai'shi'zhe'san'shi'ren
其商人通贾,qi'shang'ren'tong'jia
其上下相怨也,qi'shang'xia'xiang'yuan'ye
其设赏有薄有厚,qi'she'shang'you'bo'you'hou
其设要方,qi'she'yao'fang
其身不免于贼,qi'shen'bu'mian'yu'zei
其深及冠,qi'shen'ji'guan
奇身名废,qi'shen'ming'fei
其身甚静,qi'shen'shen'jing
其身死,qi'shen'si
其身毋任于上者,qi'shen'wu'ren'yu'shang'zhe
其身务往于上,qi'shen'wu'wang'yu'shang
其身之不爱,qi'shen'zhi'bu'ai
其深至膝,qi'shen'zhi'xi
其生不长者,qi'sheng'bu'zhang'zhe
其事,qi'shi
其实必正,qi'shi'bi'zheng
其事不成,qi'shi'bu'cheng
其事不济,qi'shi'bu'ji
其室不足以实其宫,qi'shi'bu'zu'yi'shi'qi'gong
七十尺而至于泉,qi'shi'chi'er'zhi'yu'quan
七十二日而毕,qi'shi'er'ri'er'bi
其势固然者也,qi'shi'gu'ran'zhe'ye
七十九代之君,qi'shi'jiu'dai'zhi'jun
其事君也,qi'shi'jun'ye
其事君者言敬,qi'shi'jun'zhe'yan'jing
其事乱,qi'shi'luan
其士民贵得利而贱武勇,qi'shi'min'gui'de'li'er'jian'wu'yong
其士民贵武勇而贱得利,qi'shi'min'gui'wu'yong'er'jian'de'li
其事乃不成,qi'shi'nai'bu'cheng
其施七尺,qi'shi'qi'chi
七十七尺而至于泉,qi'shi'qi'chi'er'zhi'yu'quan
起十人之繇,qi'shi'ren'zhi'yao
其事若自然,qi'shi'ruo'zi'ran
七十五日而阴冻释,qi'shi'wu'ri'er'yin'dong'shi
其事也不随,qi'shi'ye'bu'sui
齐士义,qi'shi'yi
七十以上,qi'shi'yi'shang
其时曰春,qi'shi'yue'chun
其时曰冬,qi'shi'yue'dong
其时曰秋,qi'shi'yue'qiu
其时曰夏,qi'shi'yue'xia
其施之也,qi'shi'zhi'ye
其失之也以离强,qi'shi'zhi'ye'yi'li'qiang
其失之也以恃强,qi'shi'zhi'ye'yi'shi'qiang
其守不必固,qi'shou'bu'bi'gu
其收之也,qi'shou'zhi'ye
期戍,qi'shu
其数不出于计,qi'shu'bu'chu'yu'ji
其数多少,qi'shu'duo'shao
其庶人好耕农而恶饮食,qi'shu'ren'hao'geng'nong'er'e'yin'shi
其庶人好饮食而恶耕农,qi'shu'ren'hao'yin'shi'er'e'geng'nong
其枢在水,qi'shu'zai'shui
其水白而甘,qi'shui'bai'er'gan
其水仓,qi'shui'cang
其水黑而苦,qi'shui'hei'er'ku
其死必不终,qi'si'bi'bu'zhong
其死而不振也必矣,qi'si'er'bu'zhen'ye'bi'yi
岂死一纠哉,qi'si'yi'jiu'zai
起讼不骄,qi'song'bu'jiao
起讼骄,qi'song'jiao
其粟大,qi'su'da
其所,qi'suo
其所不能已也,qi'suo'bu'neng'yi'ye
其所处者,qi'suo'chu'zhe
其所恶者能除诸民,qi'suo'e'zhe'neng'chu'zhu'min
其所谨者大,qi'suo'jin'zhe'da
其所利害者,qi'suo'li'hai'zhe
其所取舍非其术也,qi'suo'qu'she'fei'qi'shu'ye
其所任官者小,qi'suo'ren'guan'zhe'xiao
其所赏者,qi'suo'shang'zhe
其所事者,qi'suo'shi'zhe
其所言足以安天下者也,qi'suo'yan'zu'yi'an'tian'xia'zhe'ye
其所以安也,qi'suo'yi'an'ye
其所以能立威行令者,qi'suo'yi'neng'li'wei'xing'ling'zhe
其所以失之,qi'suo'yi'shi'zhi
其所以亡者二,qi'suo'yi'wang'zhe'er
其所以知,qi'suo'yi'zhi
其所以治也,qi'suo'yi'zhi'ye
其所重者政与军,qi'suo'zhong'zhe'zheng'yu'jun
其所诛赏者非其人也,qi'suo'zhu'shang'zhe'fei'qi'ren'ye
其桃其李,qi'tao'qi'li
七体者何,qi'ti'zhe'he
其田及宫中皆盖井,qi'tian'ji'gong'zhong'jie'gai'jing
其外安荣,qi'wai'an'rong
其往不复,qi'wang'bu'fu
其王信明圣,qi'wang'xin'ming'sheng
其亡兹适,qi'wang'zi'shi
其为不利弥甚,qi'wei'bu'li'mi'shen
其唯管夷吾乎,qi'wei'guan'yi'wu'hu
其为祸深,qi'wei'huo'shen
其为君亦犹是也,qi'wei'jun'yi'you'shi'ye
其为人也,qi'wei'ren'ye
其唯尚贤乎,qi'wei'shang'xian'hu
其位事几何年矣,qi'wei'shi'ji'he'nian'yi
契为司徒,qi'wei'si'tu
其谓所得以然也,qi'wei'suo'de'yi'ran'ye
其唯无福,qi'wei'wu'fu
其唯无祸,qi'wei'wu'huo
其为怨浅,qi'wei'yuan'qian
其为怨也深,qi'wei'yuan'ye'shen
齐卫之间,qi'wei'zhi'jian
岂无安处哉,qi'wu'an'chu'zai
器物不失其具,qi'wu'bu'shi'qi'ju
器无方,qi'wu'fang
岂无利事哉,qi'wu'li'shi'zai
旗物尚白,qi'wu'shang'bai
旗物尚赤,qi'wu'shang'chi
旗物尚黑,qi'wu'shang'hei
旗物尚青,qi'wu'shang'qing
其物为下,qi'wu'wei'xia
齐僖公生公子诸儿,qi'xi'gong'sheng'gong'zi'zhu'er
其细无内,qi'xi'wu'nei
其细者,qi'xi'zhe
其下骈石,qi'xia'pian'shi
其下清商,qi'xia'qing'shang
其下有灰壤,qi'xia'you'hui'rang
其详不可尽也,qi'xiang'bu'ke'jin'ye
其相曰夷吾,qi'xiang'yue'yi'wu
其小无内,qi'xiao'wu'nei
其小行之则俗也,qi'xiao'xing'zhi'ze'su'ye
其小者有比周内争之乱,qi'xiao'zhe'you'bi'zhou'nei'zheng'zhi'luan
器械不巧,qi'xie'bu'qiao
器械功,qi'xie'gong
奇邪乃恐,qi'xie'nai'kong
器械巧,qi'xie'qiao
其心安焉,qi'xin'an'yan
其形安而不移,qi'xing'an'er'bu'yi
其刑烦而奸多,qi'xing'fan'er'jian'duo
其行寡,qi'xing'gua
其形若蛇,qi'xing'ruo'she
其刑死流,qi'xing'si'liu
其行刑罚也,qi'xing'xing'fa'ye
其行贼暴也,qi'xing'zei'bao'ye
其秀才之能为士者,qi'xiu'cai'zhi'neng'wei'shi'zhe
其秀生茎起,qi'xiu'sheng'jing'qi
其虚为亡,qi'xu'wei'wang
其选贤遂材也,qi'xuan'xian'sui'cai'ye
其言不信也,qi'yan'bu'xin'ye
其檿其桑,qi'yan'qi'sang
其阳厚则阴寒,qi'yang'hou'ze'yin'han
其养食马也,qi'yang'shi'ma'ye
其阳则安树之五麻,qi'yang'ze'an'shu'zhi'wu'ma
其要必出于计数,qi'yao'bi'chu'yu'ji'shu
其要在上,qi'yao'zai'shang
器也,qi'ye
其野不足以养其民,qi'ye'bu'zu'yi'yang'qi'min
其叶若苑,qi'ye'ruo'yuan
其义不传,qi'yi'bu'chuan
其仪不忒,qi'yi'bu'tei
气意得而天下服,qi'yi'de'er'tian'xia'fu
齐以良马报,qi'yi'liang'ma'bao
齐以马往,qi'yi'ma'wang
企以仁而谋泄,qi'yi'ren'er'mou'xie
起一人之繇,qi'yi'ren'zhi'yao
齐以为行,qi'yi'wei'xing
齐以文锦虎豹皮报,qi'yi'wen'jin'hu'bao'pi'bao
齐亦毋复侵鲁,qi'yi'wu'fu'qin'lu
其以先后智渝者也,qi'yi'xian'hou'zhi'yu'zhe'ye
其宜修而不修者故何视,qi'yi'xiu'er'bu'xiu'zhe'gu'he'shi
其异于此乎,qi'yi'yu'ci'hu
其一在国,qi'yi'zai'guo
其阴其阳,qi'yin'qi'yang
其音清搏彻远,qi'yin'qing'bo'che'yuan
其阴则生之楂蔾,qi'yin'ze'sheng'zhi'zha'li
其应非所设也,qi'ying'fei'suo'she'ye
其应物也若偶之,qi'ying'wu'ye'ruo'ou'zhi
其应也,qi'ying'ye
其庸能一人之上也,qi'yong'neng'yi'ren'zhi'shang'ye
齐勇士,qi'yong'shi
其有德于人也,qi'you'de'yu'ren'ye
其犹能以国宁乎,qi'you'neng'yi'guo'ning'hu
岂有人若此者乎,qi'you'ren'ruo'ci'zhe'hu
期有日数矣,qi'you'ri'shu'yi
其犹尚可以为国乎,qi'you'shang'ke'yi'wei'guo'hu
其余不彊而治矣,qi'yu'bu'jiang'er'zhi'yi
其于寡人犹如是乎,qi'yu'gua'ren'you'ru'shi'hu
期于管国之重而擅其利,qi'yu'guan'guo'zhi'zhong'er'shan'qi'li
其于君不如亲纠也,qi'yu'jun'bu'ru'qin'jiu'ye
期于利民而止,qi'yu'li'min'er'zhi
气与目为利,qi'yu'mu'wei'li
起于南,qi'yu'nan
其榆其柳,qi'yu'qi'liu
其榆其桑,qi'yu'qi'sang
其与人也,qi'yu'ren'ye
其于时必失,qi'yu'shi'bi'shi
其于我也,qi'yu'wo'ye
期于兴利除害莫急于身,qi'yu'xing'li'chu'hai'mo'ji'yu'shen
其狱一踦腓一踦屦而当死,qi'yu'yi'yi'fei'yi'yi'ju'er'dang'si
其余则否,qi'yu'ze'fou
七曰举鹊章,qi'yue'ju'que'zhang
七曰通穷,qi'yue'tong'qiong
其悦在玩好,qi'yue'zai'wan'hao
其悦在文绣,qi'yue'zai'wen'xiu
其悦在珍怪,qi'yue'zai'zhen'guai
齐约之信,qi'yue'zhi'xin
岂云哉,qi'yun'zai
其在长家,qi'zai'chang'jia
其在家属,qi'zai'jia'shu
其在里尉,qi'zai'li'wei
其在人者心也,qi'zai'ren'zhe'xin'ye
其在什伍之长,qi'zai'shi'wu'zhi'chang
其在乡师,qi'zai'xiang'shi
其在游宗,qi'zai'you'zong
其在州长,qi'zai'zhou'zhang
其燥湿非其时也,qi'zao'shi'fei'qi'shi'ye
其泽则多鱼,qi'ze'ze'duo'yu
其札其枋,qi'zha'qi'fang
其战不必胜,qi'zhan'bu'bi'sheng
其柘其栎,qi'zhe'qi'li
气者身之充也,qi'zhe'shen'zhi'chong'ye
其征不丑,qi'zheng'bu'chou
其正月十二月,qi'zheng'yue'shi'er'yue
其至不时者,qi'zhi'bu'shi'zhe
其智称贤以自成也,qi'zhi'cheng'xian'yi'zi'cheng'ye
其智多诲,qi'zhi'duo'hui
器之功苦尽知之,qi'zhi'gong'ku'jin'zhi'zhi
其止寡,qi'zhi'gua
气之精者也,qi'zhi'jing'zhe'ye
其治人民也,qi'zhi'ren'min'ye
齐之为义者莫肯仕,qi'zhi'wei'yi'zhe'mo'ken'shi
其治养民也,qi'zhi'yang'min'ye
器制也,qi'zhi'ye
期之以事,qi'zhi'yi'shi
器之制也,qi'zhi'zhi'ye
器之至也,qi'zhi'zhi'ye
其种,qi'zhong
其重陔动毁之进退,qi'zhong'gai'dong'hui'zhi'jin'tui
其种櫑葛,qi'zhong'lei'ge
其重如石,qi'zhong'ru'shi
其种三十六,qi'zhong'san'shi'liu
其种十二物,qi'zhong'shi'er'wu
其中有公侯伯子男焉,qi'zhong'you'gong'hou'bo'zi'nan'yan
起诸孤,qi'zhu'gu
七主七臣第五十二,qi'zhu'qi'chen'di'wu'shi'er
齐助之发,qi'zhu'zhi'fa
其状若人,qi'zhuang'ruo'ren
妻子,qi'zi
其子弟之学不劳而能,qi'zi'di'zhi'xue'bu'lao'er'neng
妻子具,qi'zi'ju
其罪五,qi'zui'wu
其柞其穀,qi'zuo'qi'gu
其左其右,qi'zuo'qi'you
其作土也,qi'zuo'tu'ye
洽身之节者,qia'shen'zhi'jie'zhe
前德义,qian'de'yi
迁官位,qian'guan'wei
前贵而后贱者为之驱也,qian'gui'er'hou'jian'zhe'wei'zhi'qu'ye
前后不慈,qian'hou'bu'ci
前后农夫,qian'hou'nong'fu
牵家马軶家车者几何乘,qian'jia'ma'e'jia'che'zhe'ji'he'cheng
千聚无社,qian'ju'wu'she
千里而不远者,qian'li'er'bu'yuan'zhe
千里之路,qian'li'zhi'lu
千里之内,qian'li'zhi'nei
千里之情通矣,qian'li'zhi'qing'tong'yi
千里之外,qian'li'zhi'wai
千亩不举,qian'mu'bu'ju
千乘之国,qian'sheng'zhi'guo
千乘之国得其守,qian'sheng'zhi'guo'de'qi'shou
千乘之国者,qian'sheng'zhi'guo'zhe
千室之都四,qian'shi'zhi'du'si
千岁毋出食,qian'sui'wu'chu'shi
迁损善士,qian'sun'shan'shi
迁徙者无所容,qian'xi'zhe'wu'suo'rong
牵瑕蔽壅之事君者,qian'xia'bi'yong'zhi'shi'jun'zhe
迁有司之吏而第之,qian'you'si'zhi'li'er'di'zhi
前者八也,qian'zhe'ba'ye
牵之以利,qian'zhi'yi'li
强兵,qiang'bing
强不可度,qiang'bu'ke'du
强不能,qiang'bu'neng
强不能遍立,qiang'bu'neng'bian'li
强而卑义信其强,qiang'er'bei'yi'xin'qi'qiang
强而不理者,qiang'er'bu'li'zhe
强而骄者损其强,qiang'er'jiao'zhe'sun'qi'qiang
强而可使服事,qiang'er'ke'shi'fu'shi
强国得之也以收小,qiang'guo'de'zhi'ye'yi'shou'xiao
强国弱之,qiang'guo'ruo'zhi
强国少,qiang'guo'shao
强国为圈,qiang'guo'wei'quan
强国有数,qiang'guo'you'shu
强国之兵可圉也,qiang'guo'zhi'bing'ke'yu'ye
