艾封人之子也,ai'feng'ren'zhi'zi'ye
天下将安其性命之情,tian'xia'jiang'an'qi'xing'ming'zhi'qing
天下将不安其性命之情,tian'xia'jiang'bu'an'qi'xing'ming'zhi'qing
天下皆尧也,tian'xia'jie'yao'ye
天下皆羿也,tian'xia'jie'yi'ye
天下皆曰孔丘能止暴禁非,tian'xia'jie'yue'kong'qiu'neng'zhi'bao'jin'fei
天下尽殉也,tian'xia'jin'xun'ye
天下均治而有虞氏治之邪,tian'xia'jun'zhi'er'you'yu'shi'zhi'zhi'xie
天下均治之为愿,tian'xia'jun'zhi'zhi'wei'yuan
天下马有成材,tian'xia'ma'you'cheng'cai
天下莫不奔命于仁义,tian'xia'mo'bu'ben'ming'yu'ren'yi
天下莫不沈浮,tian'xia'mo'bu'chen'fu
天下莫不以物易其性矣,tian'xia'mo'bu'yi'wu'yi'qi'xing'yi
天下莫知也,tian'xia'mo'zhi'ye
天下平而无故矣,tian'xia'ping'er'wu'gu'yi
天下是非果未可定也,tian'xia'shi'fei'guo'wei'ke'ding'ye
天下虽非我,tian'xia'sui'fei'wo
天下未之有也,tian'xia'wei'zhi'you'ye
天下无道,tian'xia'wu'dao
天下无敌矣,tian'xia'wu'di'yi
天下无之,tian'xia'wu'zhi
天下有常然,tian'xia'you'chang'ran
天下有大戒二,tian'xia'you'da'jie'er
天下有大灾,tian'xia'you'da'zai
天下有道,tian'xia'you'dao
天下犹是也,tian'xia'you'shi'ye
天下有至乐无有哉,tian'xia'you'zhi'le'wu'you'zai
天下之非誉无益损焉,tian'xia'zhi'fei'yu'wu'yi'sun'yan
天下之惑也,tian'xia'zhi'huo'ye
天下之君子所系焉,tian'xia'zhi'jun'zi'suo'xi'yan
天下之利器也,tian'xia'zhi'li'qi'ye
天下之难者也,tian'xia'zhi'nan'zhe'ye
天下之善人少而不善人多,tian'xia'zhi'shan'ren'shao'er'bu'shan'ren'duo
天下之水,tian'xia'zhi'shui
天下之至害也,tian'xia'zhi'zhi'hai'ye
天刑之,tian'xing'zhi
天选子之形,tian'xuan'zi'zhi'xing
天也,tian'ye
天有历数,tian'you'li'shu
天有六极五常,tian'you'liu'ji'wu'chang
天与,tian'yu
天与地无穷,tian'yu'di'wu'qiong
天与人不相胜也,tian'yu'ren'bu'xiang'sheng'ye
天鬻也,tian'yu'ye
天鬻者,tian'yu'zhe
恬愉之安,tian'yu'zhi'an
天与之形,tian'yu'zhi'xing
天在内,tian'zai'nei
天之苍苍,tian'zhi'cang'cang
天之穿之,tian'zhi'chuan'zhi
天之合也,tian'zhi'he'ye
天之戮民也,tian'zhi'lu'min'ye
天之生是使独也,tian'zhi'sheng'shi'shi'du'ye
天之所助,tian'zhi'suo'zhu
天之小人,tian'zhi'xiao'ren
天之小人也,tian'zhi'xiao'ren'ye
天知予僻陋谩诞,tian'zhi'yu'pi'lou'man'dan
天助之,tian'zhu'zhi
天子不得臣,tian'zi'bu'de'chen
田子方侍坐于魏文侯,tian'zi'fang'shi'zuo'yu'wei'wen'hou
田子无让,tian'zi'wu'rang
天子之剑,tian'zi'zhi'jian
天子之剑何如,tian'zi'zhi'jian'he'ru
天尊地卑,tian'zun'di'bei
调而闲乎,tiao'er'xian'hu
调而应之,tiao'er'ying'zhi
蜩甲也,tiao'jia'ye
蜩翼邪,tiao'yi'xie
蜩与学鸠笑之曰,tiao'yu'xue'jiu'xiao'zhi'yue
调之以自然之命,tiao'zhi'yi'zi'ran'zhi'ming
听而可闻者,ting'er'ke'wen'zhe
听而之,ting'er'zhi
听乎无声,ting'hu'wu'sheng
听之不闻其声,ting'zhi'bu'wen'qi'sheng
听之而不闻,ting'zhi'er'bu'wen
听之无声,ting'zhi'wu'sheng
听止于耳,ting'zhi'yu'er
通达之中有魏,tong'da'zhi'zhong'you'wei
通而不失于兑,tong'er'bu'shi'yu'dui
同合而论,tong'he'er'lun
同乎大顺,tong'hu'da'shun
通乎道,tong'hu'dao
同乎无欲,tong'hu'wu'yu
同乎无知,tong'hu'wu'zhi
同滥而浴,tong'lan'er'yu
同乃虚,tong'nai'xu
通是非,tong'shi'fei
通天下一气耳,tong'tian'xia'yi'qi'er
同乡而处者,tong'xiang'er'chu'zhe
同焉皆得,tong'yan'jie'de
通也,tong'ye
通也者,tong'ye'zhe
通亦乐,tong'yi'le
同于大通,tong'yu'da'tong
同于己而欲之,tong'yu'ji'er'yu'zhi
同于己为是之,tong'yu'ji'wei'shi'zhi
同与禽兽居,tong'yu'qin'shou'ju
通于圣,tong'yu'sheng
通于万物,tong'yu'wan'wu
通于一而万事毕,tong'yu'yi'er'wan'shi'bi
同则无好也,tong'ze'wu'hao'ye
投竿东海,tou'gan'dong'hai
投三苗于三,tou'san'miao'yu'san
吐尔聪明,tu'er'cong'ming
秃而施,tu'er'shi
吐故纳新,tu'gu'na'xin
土山焦而热,tu'shan'jiao'er're
屠羊说居处卑贱而陈义甚高,tu'yang'shuo'ju'chu'bei'jian'er'chen'yi'shen'gao
屠羊说曰,tu'yang'shuo'yue
屠羊说走而从于昭王,tu'yang'shuo'zou'er'cong'yu'zhao'wang
徒友益散,tu'you'yi'san
抟扶摇而上者九万里,tuan'fu'yao'er'shang'zhe'jiu'wan'li
抟扶摇羊角而上者九万里,tuan'fu'yao'yang'jiao'er'shang'zhe'jiu'wan'li
退不敢为后,tui'bu'gan'wei'hou
推而强之,tui'er'qiang'zhi
退而自责,tui'er'zi'ze
退仁义,tui'ren'yi
退已,tui'yi
吞舟之鱼,tun'zhou'zhi'yu
托不得已以养中,tuo'bu'de'yi'yi'yang'zhong
脱屦户外,tuo'ju'hu'wai
托生与民并行而不知其所之,tuo'sheng'yu'min'bing'xing'er'bu'zhi'qi'suo'zhi
托宿于义,tuo'su'yu'yi
托于同体,tuo'yu'tong'ti
外不敢独行,wai'bu'gan'du'xing
外不观乎宇宙,wai'bu'guan'hu'yu'zhou
外非誉也,wai'fei'yu'ye
外合而内不訾,wai'he'er'nei'bu'zi
外内不相及,wai'nei'bu'xiang'ji
外内者,wai'nei'zhe
外曲者,wai'qu'zhe
外物不可必,wai'wu'bu'ke'bi
外无正而不行,wai'wu'zheng'er'bu'xing
外则畏寇盗之害,wai'ze'wei'kou'dao'zhi'hai
外重,wai'zhong
万川归之,wan'chuan'gui'zhi
万化而未始有极也,wan'hua'er'wei'shi'you'ji'ye
万民苦之,wan'min'ku'zhi
万人谋之,wan'ren'mou'zhi
万乘之公子也,wan'sheng'zhi'gong'zi'ye
万世之后而一遇大圣知其解者,wan'shi'zhi'hou'er'yi'yu'da'sheng'zhi'qi'jie'zhe
万物不得不昌,wan'wu'bu'de'bu'chang
万物不伤,wan'wu'bu'shang
万物畜而不知,wan'wu'chu'er'bu'zhi
万物出乎无有,wan'wu'chu'hu'wu'you
万物复情,wan'wu'fu'qing
万物化作,wan'wu'hua'zuo
万物皆出于机,wan'wu'jie'chu'yu'ji
万物皆化生,wan'wu'jie'hua'sheng
万物皆往资焉而不匮,wan'wu'jie'wang'zi'yan'er'bu'kui
万物皆一也,wan'wu'jie'yi'ye
万物皆照,wan'wu'jie'zhao
万物皆种也,wan'wu'jie'zhong'ye
万物尽然,wan'wu'jin'ran
万物莫不比方,wan'wu'mo'bu'bi'fang
万物群生,wan'wu'qun'sheng
万物殊理,wan'wu'shu'li
万物孰能定之,wan'wu'shu'neng'ding'zhi
万物虽多,wan'wu'sui'duo
万物无足以挠心者,wan'wu'wu'zu'yi'nao'xin'zhe
万物循生,wan'wu'xun'sheng
万物一府,wan'wu'yi'fu
万物一马也,wan'wu'yi'ma'ye
万物一齐,wan'wu'yi'qi
万物亦然,wan'wu'yi'ran
万物有成理而不说,wan'wu'you'cheng'li'er'bu'shuo
万物有乎生而莫见其根,wan'wu'you'hu'sheng'er'mo'jian'qi'gen
万物云云,wan'wu'yun'yun
万物之本也,wan'wu'zhi'ben'ye
万物之多,wan'wu'zhi'duo
万物之父母也,wan'wu'zhi'fu'mu'ye
万物之镜也,wan'wu'zhi'jing'ye
万物之情也,wan'wu'zhi'qing'ye
万物之所生恶起,wan'wu'zhi'suo'sheng'e'qi
万物之所一也,wan'wu'zhi'suo'yi'ye
万物职职,wan'wu'zhi'zhi
万锺之禄,wan'zhong'zhi'lu
妄称文,wang'cheng'wen
王大悦之,wang'da'yue'zhi
王骀,wang'dai
王独不见夫腾猿乎,wang'du'bu'jian'fu'teng'yuan'hu
往而不返,wang'er'bu'fan
忘而复之,wang'er'fu'zhi
王公必将乘人而斗其捷,wang'gong'bi'jiang'cheng'ren'er'dou'qi'jie
王顾谓其友颜不疑曰,wang'gu'wei'qi'you'yan'bu'yi'yue
罔罟之所布,wang'gu'zhi'suo'bu
亡国而不失人心,wang'guo'er'bu'shi'ren'xin
王果曰,wang'guo'yue
忘乎天,wang'hu'tian
忘乎物,wang'hu'wu
王季为适,wang'ji'wei'shi
忘己之人,wang'ji'zhi'ren
往见盗跖,wang'jian'dao'zhi
往见老聃,wang'jian'lao'dan
往见四子藐姑射之山,wang'jian'si'zi'miao'gu'she'zhi'shan
往见原宪,wang'jian'yuan'xian
王巾笥而藏之庙堂之上,wang'jin'si'er'cang'zhi'miao'tang'zhi'shang
亡可也,wang'ke'ye
罔两问景曰,wang'liang'wen'jing'yue
王命相者趋射之,wang'ming'xiang'zhe'qu'she'zhi
王乃牵而上殿,wang'nai'qian'er'shang'dian
王乃说之,wang'nai'shuo'zhi
王乃校剑士七日,wang'nai'xiao'jian'shi'qi'ri
王倪曰,wang'ni'yue
王倪之师曰被衣,wang'ni'zhi'shi'yue'bei'yi
忘年忘义,wang'nian'wang'yi
忘其肝胆,wang'qi'gan'dan
亡其略弗及邪,wang'qi'lue'fu'ji'xie
亡其神,wang'qi'shen
忘其所受,wang'qi'suo'shou
王其无它,wang'qi'wu'ta
忘亲易,wang'qin'yi
忘人,wang'ren
王三环之,wang'san'huan'zhi
王射之,wang'she'zhi
亡身不真,wang'shen'bu'zhen
往世不可追也,wang'shi'bu'ke'zhui'ye
忘适之适也,wang'shi'zhi'shi'ye
王使诸梁也甚重,wang'shi'zhu'liang'ye'shen'zhong
忘水也,wang'shui'ye
王脱白刃待之,wang'tuo'bai'ren'dai'zhi
惘惘乎,wang'wang'hu
王谓司马子綦曰,wang'wei'si'ma'zi'qi'yue
王未之见,wang'wei'zhi'jian
望洋向若而叹曰,wang'yang'xiang'ruo'er'tan'yue
忘要,wang'yao
往也蕲见我,wang'ye'qi'jian'wo
往矣,wang'yi
王与蛮氏有辩乎,wang'yu'man'shi'you'bian'hu
王曰,wang'yue
妄则其信之也莫,wang'ze'qi'xin'zhi'ye'mo
往者勿止,wang'zhe'wu'zhi
望之畅然,wang'zhi'chang'ran
望之而不见其崖,wang'zhi'er'bu'jian'qi'ya
望之而不能见也,wang'zhi'er'bu'neng'jian'ye
望之久矣,wang'zhi'jiu'yi
望之似木又鸟,wang'zhi'si'mu'you'niao
王之所起也,wang'zhi'suo'qi'ye
王子庆忌见而问焉,wang'zi'qing'ji'jian'er'wen'yan
王子搜不肯出,wang'zi'sou'bu'ken'chu
王子搜非恶为君也,wang'zi'sou'fei'e'wei'jun'ye
王子搜患之,wang'zi'sou'huan'zhi
王子搜援绥登车,wang'zi'sou'yuan'sui'deng'che
忘足,wang'zu
妄作孝弟,wang'zuo'xiao'di
为崩为蹶,wei'beng'wei'jue
未必贵也,wei'bi'gui'ye
未必贱也,wei'bi'jian'ye
未必为其服也,wei'bi'wei'qi'fu'ye
未必知其道也,wei'bi'zhi'qi'dao'ye
为不善乎显明之中者,wei'bu'shan'hu'xian'ming'zhi'zhong'zhe
为不善乎幽间之中者,wei'bu'shan'hu'you'jian'zhi'zhong'zhe
唯不饮酒不茹荤者数月矣,wei'bu'yin'jiu'bu'ru'hun'zhe'shu'yue'yi
未尝不荒也,wei'chang'bu'huang'ye
未尝不始于是之,wei'chang'bu'shi'yu'shi'zhi
未尝不言,wei'chang'bu'yan
未尝得闻此言也,wei'chang'de'wen'ci'yan'ye
未尝敢以耗气也,wei'chang'gan'yi'hao'qi'ye
未尝敢饮食君之酒肉,wei'chang'gan'yin'shi'jun'zhi'jiu'rou
未尝好田而鹑生于,wei'chang'hao'tian'er'chun'sheng'yu
未尝见材如此其美也,wei'chang'jian'cai'ru'ci'qi'mei'ye
未尝见全牛也,wei'chang'jian'quan'niu'ye
未尝绝音,wei'chang'jue'yin
未尝生也,wei'chang'sheng'ye
未尝言,wei'chang'yan
未尝有闻其唱者也,wei'chang'you'wen'qi'chang'zhe'ye
未成乎心而有是非,wei'cheng'hu'xin'er'you'shi'fei
未达人气,wei'da'ren'qi
未达人心,wei'da'ren'xin
为大胜者,wei'da'sheng'zhe
唯达者知通为一,wei'da'zhe'zhi'tong'wei'yi
唯道集虚,wei'dao'ji'xu
为道者日损,wei'dao'zhe'ri'sun
未得国能,wei'de'guo'neng
未得也,wei'de'ye
谓东海之鳖曰,wei'dong'hai'zhi'bie'yue
维斗得之,wei'dou'dei'zhi
为恶无近刑,wei'e'wu'jin'xing
谓伐之与不伐乱人也者,wei'fa'zhi'yu'bu'fa'luan'ren'ye'zhe
微夫子之发吾覆也,wei'fu'zi'zhi'fa'wu'fu'ye
威公曰,wei'gong'yue
唯贾人也,wei'gu'ren'ye
为乎,wei'hu
位乎得,wei'hu'de
谓己道人,wei'ji'dao'ren
未既其实,wei'ji'qi'shi
谓己谀人,wei'ji'yu'ren
唯剑士也,wei'jian'shi'ye
唯简之而不得,wei'jian'zhi'er'bu'de
未解裙襦,wei'jie'qun'ru
为具太牢以飨之,wei'ju'tai'lao'yi'xiang'zhi
为君攻之,wei'jun'gong'zhi
唯君所病之何也,wei'jun'suo'bing'zhi'he'ye
为亢而已矣,wei'kang'er'yi'yi
未可以为常也,wei'ke'yi'wei'chang'ye
未可知也,wei'ke'zhi'ye
唯恐缄扃之不固也,wei'kong'jian'jiong'zhi'bu'gu'ye
唯恐其不受也,wei'kong'qi'bu'shou'ye
畏垒大壤,wei'lei'da'rang
畏垒之民相与言曰,wei'lei'zhi'min'xiang'yu'yan'yue
未离其内,wei'li'qi'nei
尾闾泄之,wei'lv'xie'zhi
未免于物而终以为过,wei'mian'yu'wu'er'zhong'yi'wei'guo
唯命之从,wei'ming'zhi'cong
魏牟,wei'mou
为能与人相将迎,wei'neng'yu'ren'xiang'jiang'ying
未能自胜也,wei'neng'zi'sheng'ye
为女入于窈冥之门矣,wei'nv'ru'yu'yao'ming'zhi'men'yi
为圃者忿然作色而笑曰,wei'pu'zhe'fen'ran'zuo'se'er'xiao'yue
为圃者仰而视之曰,wei'pu'zhe'yang'er'shi'zhi'yue
为圃者曰,wei'pu'zhe'yue
谓其不亏其神也,wei'qi'bu'kui'qi'shen'ye
为其布与,wei'qi'bu'yu
为其服者,wei'qi'fu'zhe
为其贵非其贵也,wei'qi'gui'fei'qi'gui'ye
唯其好之也以异于彼,wei'qi'hao'zhi'ye'yi'yi'yu'bi
为其决之之怒也,wei'qi'jue'zhi'zhi'nu'ye
为其累与,wei'qi'lei'yu
为其妻爨,wei'qi'qi'cuan
为其杀之之怒也,wei'qi'sha'zhi'zhi'nu'ye
为其吻合,wei'qi'wen'he
谓其无所与杂也,wei'qi'wu'suo'yu'za'ye
谓其无以益其乐而已矣,wei'qi'wu'yi'yi'qi'le'er'yi'yi
唯且无诚,wei'qie'wu'cheng
唯全人能之,wei'quan'ren'neng'zhi
危然处其所而反其性,wei'ran'chu'qi'suo'er'fan'qi'xing
为仁,wei'ren
为人臣者,wei'ren'chen'zhe
为人臣者不足以任之,wei'ren'chen'zhe'bu'zu'yi'ren'zhi
为人臣子者,wei'ren'chen'zi'zhe
为人使易以伪,wei'ren'shi'yi'yi'wei
为人兄者,wei'ren'xiong'zhe
为人兄者必能教其弟,wei'ren'xiong'zhe'bi'neng'jiao'qi'di
为人之所为者,wei'ren'zhi'suo'wei'zhe
为善无近名,wei'shan'wu'jin'ming
谓蛇曰,wei'she'yue
唯神是守,wei'shen'shi'shou
未生不可忌,wei'sheng'bu'ke'ji
尾生溺死,wei'sheng'ni'si
唯圣人能之,wei'sheng'ren'neng'zhi
尾生与女子期于梁下,wei'sheng'yu'nv'zi'qi'yu'liang'xia
卫生之经,wei'sheng'zhi'jing
为事,wei'shi
为是不用而寓诸庸,wei'shi'bu'yong'er'yu'zhu'yong
韦氏得之,wei'shi'dei'zhi
为是而有畛也,wei'shi'er'you'zhen'ye
为是举,wei'shi'ju
未始离于岑而足以造于怨也,wei'shi'li'yu'cen'er'zu'yi'zao'yu'yuan'ye
未始异于声而音之君已,wei'shi'yi'yu'sheng'er'yin'zhi'jun'yi
未始有回也,wei'shi'you'hui'ye
未始有人,wei'shi'you'ren
未始有始,wei'shi'you'shi
未始有物,wei'shi'you'wu
韦氏之流观今之世,wei'shi'zhi'liu'guan'jin'zhi'shi
韦氏之囿,wei'shi'zhi'you
为寿而已矣,wei'shou'er'yi'yi
未数数然也,wei'shu'shu'ran'ye
唯松柏独也正,wei'song'bai'du'ye'zheng
为坛乎郭门之外,wei'tan'hu'guo'men'zhi'wai
为天使难以伪,wei'tian'shi'nan'yi'wei
为天下害,wei'tian'xia'hai
为天下配,wei'tian'xia'pei
为天子之诸御,wei'tian'zi'zhi'zhu'yu
唯同乎天和者为然,wei'tong'hu'tian'he'zhe'wei'ran
唯王所用,wei'wang'suo'yong
魏王贻我大瓠之种,wei'wang'yi'wo'da'hu'zhi'zhong
魏王曰,wei'wang'yue
魏魏乎其终则复始也,wei'wei'hu'qi'zhong'ze'fu'shi'ye
未闻以无翼飞者也,wei'wen'yi'wu'yi'fei'zhe'ye
未闻以无知知者也,wei'wen'yi'wu'zhi'zhi'zhe'ye
为我告之,wei'wo'gao'zhi
唯我能也,wei'wo'neng'ye
为我相吾子,wei'wo'xiang'wu'zi
为吾臣与为狄人臣奚以异,wei'wu'chen'yu'wei'di'ren'chen'xi'yi'yi
唯无所伤者,wei'wu'suo'shang'zhe
唯无为几存,wei'wu'wei'ji'cun
唯无以天下为者可以托天下也,wei'wu'yi'tian'xia'wei'zhe'ke'yi'tuo'tian'xia'ye
未暇治天下也,wei'xia'zhi'tian'xia'ye
危行侧视,wei'xing'ce'shi
未形者有分,wei'xing'zhe'you'fen
为修而已矣,wei'xiu'er'yi'yi
唯循大变无所湮者为能用之,wei'xun'da'bian'wu'suo'yan'zhe'wei'neng'yong'zhi
唯尧,wei'yao
为妖为孽,wei'yao'wei'nie
未也,wei'ye
为义,wei'yi
委蛇,wei'yi
逶迤而处,wei'yi'er'chu
委蛇攫,wei'yi'jue
为义偃兵,wei'yi'yan'bing
魏莹怒,wei'ying'nu
谓盈虚衰杀,wei'ying'xu'shuai'sha
魏莹与田侯牟约,wei'ying'yu'tian'hou'mou'yue
唯庸有光,wei'yong'you'guang
未有不得人者也,wei'you'bu'de'ren'zhe'ye
未有得人者也,wei'you'de'ren'zhe'ye
唯有德者能之,wei'you'de'zhe'neng'zhi
卫有恶人焉,wei'you'e'ren'yan
未有天地,wei'you'tian'di
未有天地可知邪,wei'you'tian'di'ke'zhi'xie
未有知其修者,wei'you'zhi'qi'xiu'zhe
未有子孙而有孙子可乎,wei'you'zi'sun'er'you'sun'zi'ke'hu
为鱼鳖所食,wei'yu'bie'suo'shi
围于陈蔡,wei'yu'chen'cai
围于陈蔡之间,wei'yu'chen'cai'zhi'jian
为予大用,wei'yu'da'yong
为欲富就利,wei'yu'fu'jiu'li
唯予与汝知而未尝死,wei'yu'yu'ru'zhi'er'wei'chang'si
韦曰,wei'yue
微曰,wei'yue
伟哉,wei'zai
为在从众,wei'zai'cong'zhong
伟哉造化,wei'zai'zao'hua
未葬,wei'zang
谓之,wei'zhi
谓之蔽蒙之民,wei'zhi'bi'meng'zhi'min
未之尝言,wei'zhi'chang'yan
为之踌躇满志,wei'zhi'chou'chu'man'zhi
谓之篡夫,wei'zhi'cuan'fu
谓之道枢,wei'zhi'dao'shu
谓之倒置之民,wei'zhi'dao'zhi'zhi'min
为之斗斛以量之,wei'zhi'dou'hu'yi'liang'zhi
为之而四顾,wei'zhi'er'si'gu
为治而已矣,wei'zhi'er'yi'yi
为之符玺以信之,wei'zhi'fu'xi'yi'xin'zhi
为之傅之,wei'zhi'fu'zhi
谓之固矣,wei'zhi'gu'yi
未知今之所谓是之非五十九非也,wei'zhi'jin'zhi'suo'wei'shi'zhi'fei'wu'shi'jiu'fei'ye
谓之冥冥,wei'zhi'ming'ming
为彘谋曰,wei'zhi'mou'yue
为彘谋则去之,wei'zhi'mou'ze'qu'zhi
为之奈何,wei'zhi'nai'he
唯止能止众止,wei'zhi'neng'zhi'zhong'zhi
为之权衡以称之,wei'zhi'quan'heng'yi'cheng'zhi
谓至仁不孝,wei'zhi'ren'bu'xiao
谓之人乐,wei'zhi'ren'le
唯至人乃能游于世而不僻,wei'zhi'ren'nai'neng'you'yu'shi'er'bu'pi
为之仁义以矫之,wei'zhi'ren'yi'yi'jiao'zhi
为之司其名之名嬴法得其两见,wei'zhi'si'qi'ming'zhi'ming'ying'fa'de'qi'liang'jian
未知所谓,wei'zhi'suo'wei
谓之天乐,wei'zhi'tian'le
谓之天民,wei'zhi'tian'min
谓之天子,wei'zhi'tian'zi
为之伪谓之失,wei'zhi'wei'wei'zhi'shi
谓之义之徒,wei'zhi'yi'zhi'tu
谓之以知养恬,wei'zhi'yi'zhi'yang'tian
谓之曰,wei'zhi'yue
谓之真人,wei'zhi'zhen'ren
谓之至人,wei'zhi'zhi'ren
未知中否,wei'zhi'zhong'fou
唯种也不知其身之所以愁,wei'zhong'ye'bu'zhi'qi'shen'zhi'suo'yi'chou
唯种也能知亡之所以存,wei'zhong'ye'neng'zhi'wang'zhi'suo'yi'cun
为子骨肉肌肤,wei'zi'gu'rou'ji'fu
未足以逞其能也,wei'zu'yi'cheng'qi'neng'ye
未足以活身,wei'zu'yi'huo'shen
温伯雪子适齐,wen'bo'xue'zi'shi'qi
温伯雪子曰,wen'bo'xue'zi'yue
闻不若塞,wen'bu'ruo'sai
闻道百,wen'dao'bai
闻而非也,wen'er'fei'ye
闻夫子明圣,wen'fu'zi'ming'sheng
文公后背之,wen'gong'hou'bei'zhi
问谷奚事,wen'gu'xi'shi
闻广成子在于空同之上,wen'guang'cheng'zi'zai'yu'kong'tong'zhi'shang
文侯傥然,wen'hou'tang'ran
文侯曰,wen'hou'yue
问桓公曰,wen'huan'gong'yue
文惠君曰,wen'hui'jun'yue
闻将军高义,wen'jiang'jun'gao'yi
闻雷车之声则捧其首而立,wen'lei'che'zhi'sheng'ze'peng'qi'shou'er'li
蚊虻,wen'meng
文灭质,wen'mie'zhi
问其故,wen'qi'gu
闻人足音跫然而喜矣,wen'ren'zu'yin'qiong'ran'er'xi'yi
闻太子所欲用周者,wen'tai'zi'suo'yu'yong'zhou'zhe
问涂焉,wen'tu'yan
文王观于国,wen'wang'guan'yu'guo
文王观于臧,wen'wang'guan'yu'zang
文王拘,wen'wang'ju
文王芒然自失,wen'wang'mang'ran'zi'shi
文王其犹未邪,wen'wang'qi'you'wei'xie
文王顺纣而不敢逆,wen'wang'shun'zhou'er'bu'gan'ni
文王欲举而授之政,wen'wang'yu'ju'er'shou'zhi'zheng
文王于是焉以为大师,wen'wang'yu'shi'yan'yi'wei'da'shi
文王曰,wen'wang'yue
文武伦经,wen'wu'lun'jing
文武殊材,wen'wu'shu'cai
问无应,wen'wu'ying
闻吾子达于至道,wen'wu'zi'da'yu'zhi'dao
闻以有翼飞者矣,wen'yi'you'yi'fei'zhe'yi
闻以有知知者矣,wen'yi'you'zhi'zhi'zhe'yi
问于仲尼曰,wen'yu'zhong'ni'yue
闻曰,wen'yue
闻在宥天下,wen'zai'you'tian'xia
问臧奚事,wen'zang'xi'shi
闻之夫子曰,wen'zhi'fu'zi'yue
闻之曰,wen'zhi'yue
闻诸副墨之子,wen'zhu'fu'mo'zhi'zi
我安逃此而可,wo'an'tao'ci'er'ke
我悲人之自丧者,wo'bei'ren'zhi'zi'sang'zhe
我必卖之,wo'bi'mai'zhi
我必先之,wo'bi'xian'zhi
我不若公阅休,wo'bu'ruo'gong'yue'xiu
我不若胜,wo'bu'ruo'sheng
我得斗升之水然活耳,wo'de'dou'sheng'zhi'shui'ran'huo'er
我得夫子之道矣,wo'de'fu'zi'zhi'dao'yi
我独何能无概,wo'du'he'neng'wu'gai
我非子,wo'fei'zi
我怫然而怒,wo'fu'ran'er'nu
我果非也邪,wo'guo'fei'ye'xie
我果是也,wo'guo'shi'ye
我何以过人哉,wo'he'yi'guo'ren'zai
我讳穷久矣,wo'hui'qiong'jiu'yi
我将得邑金,wo'jiang'de'yi'jin
我将劳君,wo'jiang'lao'jun
我将以子肝益昼,wo'jiang'yi'zi'gan'yi'zhou
我决起而飞,wo'jue'qi'er'fei
我其杓之人邪,wo'qi'biao'zhi'ren'xie
我其内热与,wo'qi'nei're'yu
我且必为镆铘,wo'qie'bi'wei'mo'ye
我且南游吴越之王,wo'qie'nan'you'wu'yue'zhi'wang
我善治马,wo'shan'zhi'ma
我善治木,wo'shan'zhi'mu
我善治埴,wo'shan'zhi'zhi
我胜若,wo'sheng'ruo
我适有幽忧之病,wo'shi'you'you'you'zhi'bing
我守其一以处其和,wo'shou'qi'yi'yi'chu'qi'he
我树之成而实五石,wo'shu'zhi'cheng'er'shi'wu'shi
我腾跃而上,wo'teng'yue'er'shang
我为女遂于大明之上矣,wo'wei'nv'sui'yu'da'ming'zhi'shang'yi
我为汝言其大略,wo'wei'ru'yan'qi'da'lue
我闻吾子达于至道,wo'wen'wu'zi'da'yu'zhi'dao
我无食,wo'wu'shi
我无所处,wo'wu'suo'chu
我无舟车,wo'wu'zhou'che
我先出则子止,wo'xian'chu'ze'zi'zhi
我享其利,wo'xiang'qi'li
我亦胜我,wo'yi'sheng'wo
我犹不足贵也,wo'you'bu'zu'gui'ye
我有道也,wo'you'dao'ye
我又何恶焉,wo'you'he'e'yan
我有圣人之道而无圣人之才,wo'you'sheng'ren'zhi'dao'er'wu'sheng'ren'zhi'cai
我欲伐宗脍,wo'yu'fa'zong'kuai
我与汝终不近也,wo'yu'ru'zhong'bu'jin'ye
我与若不能相知也,wo'yu'ruo'bu'neng'xiang'zhi'ye
我与若知之,wo'yu'ruo'zhi'zhi
我则悍矣,wo'ze'han'yi
卧则居居,wo'ze'ju'ju
我则劳于君,wo'ze'lao'yu'jun
我正为利,wo'zheng'wei'li
我之谓风波之民,wo'zhi'wei'feng'bo'zhi'min
我之谓也,wo'zhi'wei'ye
我知之濠上也,wo'zhi'zhi'hao'shang'ye
吾安得夫忘言之人而与之言哉,wu'an'de'fu'wang'yan'zhi'ren'er'yu'zhi'yan'zai
吾安能弃南面王乐而复为人间之劳乎,wu'an'neng'qi'nan'mian'wang'le'er'fu'wei'ren'jian'zhi'lao'hu
吾安用足哉,wu'an'yong'zu'zai
五百岁为秋,wu'bai'sui'wei'qiu
无辩,wu'bian
五变而形名可举,wu'bian'er'xing'ming'ke'ju
吾不敖无告,wu'bu'ao'wu'gao
无不宾服而听从君命者矣,wu'bu'bin'fu'er'ting'cong'jun'ming'zhe'yi
无不成也,wu'bu'cheng'ye
吾不反不侧,wu'bu'fan'bu'ce
无不毁也,wu'bu'hui'ye
物不能离也,wu'bu'neng'li'ye
吾不能御,wu'bu'neng'yu
吾不忍久见也,wu'bu'ren'jiu'jian'ye
吾不忍数闻也,wu'bu'ren'shu'wen'ye
吾不忍也,wu'bu'ren'ye
乌不日黔而黑,wu'bu'ri'qian'er'hei
无不忘也,wu'bu'wang'ye
无不迎也,wu'bu'ying'ye
无不有也,wu'bu'you'ye
吾不欲见也,wu'bu'yu'jian'ye
吾不与之为事,wu'bu'yu'zhi'wei'shi
吾不知,wu'bu'zhi
