阿爸父,a'ba'fu
耶稣基督埋葬,ye'su'ji'du'mai'zang
耶稣基督升天,ye'su'ji'du'sheng'tian
耶稣基督受死,ye'su'ji'du'shou'si
耶稣基督再来,ye'su'ji'du'zai'lai
耶稣降生,ye'su'jiang'sheng
耶稣救你脱离黑暗权势,ye'su'jiu'ni'tuo'li'hei'an'quan'shi
耶稣救你脱离肉体,ye'su'jiu'ni'tuo'li'rou'ti
耶稣救你脱离撒旦权势,ye'su'jiu'ni'tuo'li'sa'dan'quan'shi
耶稣救你脱离世界,ye'su'jiu'ni'tuo'li'shi'jie
耶稣救你脱离罪恶,ye'su'jiu'ni'tuo'li'zui'e
耶稣来,ye'su'lai
耶稣来把罪的律破坏了,ye'su'lai'ba'zui'de'lv'po'huai'le
耶稣埋葬,ye'su'mai'zang
耶稣升天,ye'su'sheng'tian
耶稣受死,ye'su'shou'si
耶稣说,ye'su'shuo
耶稣所作成的救恩,ye'su'suo'zuo'cheng'de'jiu'en
耶稣也救你脱离律法,ye'su'ye'jiu'ni'tuo'li'lv'fa
耶稣再来,ye'su'zai'lai
耶稣真道,ye'su'zhen'dao
叶忒罗,ye'tei'luo
也为我祈求,ye'wei'wo'qi'qiu
耶西,ye'xi
耶西的根,ye'xi'de'gen
也效法了主,ye'xiao'fa'le'zhu
也要顾别人的事,ye'yao'gu'bie'ren'de'shi
也要顾念别人的事,ye'yao'gu'nian'bie'ren'de'shi
也要向众人忍耐,ye'yao'xiang'zhong'ren'ren'nai
也因着信,ye'yin'zhe'xin
也在乎权能和圣灵,ye'zai'hu'quan'neng'he'sheng'ling
以巴弗提,yi'ba'fu'ti
以便以谢,yi'bian'yi'xie
已成全,yi'cheng'quan
一次得救永远得救,yi'ci'de'jiu'yong'yuan'de'jiu
一次流血,yi'ci'liu'xue
一次流血成全到永远,yi'ci'liu'xue'cheng'quan'dao'yong'yuan
一次为罪,yi'ci'wei'zui
一次为罪受苦,yi'ci'wei'zui'shou'ku
一次洗,yi'ci'xi
以大能显明是神的儿子,yi'da'neng'xian'ming'shi'shen'de'er'zi
义的代替不义的,yi'de'dai'ti'bu'yi'de
义的奴仆,yi'de'nu'pu
一点面酵,yi'dian'mian'jiao
一锭银子,yi'ding'yin'zi
异端,yi'duan
异端安息日会,yi'duan'an'xi'ri'hui
异端复临安息日会,yi'duan'fu'lin'an'xi'ri'hui
异端灵恩派,yi'duan'ling'en'pai
异端寻迷羊,yi'duan'xun'mi'yang
义轭,yi'e
以恶报恶,yi'e'bao'e
一番,yi'fan
以弗所书,yi'fu'suo'shu
一个律,yi'ge'lv
一个子孙,yi'ge'zi'sun
义果,yi'guo
已过,yi'guo
以基督的心为心,yi'ji'du'de'xin'wei'xin
以基督耶稣的心为心,yi'ji'du'ye'su'de'xin'wei'xin
以及永远的审判,yi'ji'yong'yuan'de'shen'pan
异教,yi'jiao
异教之风,yi'jiao'zhi'feng
已经,yi'jing
已经藏了,yi'jing'cang'le
已经成全,yi'jing'cheng'quan
已经成圣,yi'jing'cheng'sheng
已经称义,yi'jing'cheng'yi
以经解经,yi'jing'jie'jing
已经死了,yi'jing'si'le
已经洗净,yi'jing'xi'jing
已经与基督同钉十字架,yi'jing'yu'ji'du'tong'ding'shi'zi'jia
已经与主同钉十字架,yi'jing'yu'zhu'tong'ding'shi'zi'jia
倚靠,yi'kao
倚靠祂的大能大力,yi'kao'ta'de'da'neng'da'li
一口两舌,yi'kou'liang'she
一里,yi'li
以利,yi'li
一粒麦子,yi'li'mai'zi
以利米勒,yi'li'mi'le
以利沙,yi'li'sha
以利亚,yi'li'ya
以利亚敬,yi'li'ya'jing
已了结,yi'liao'jie
一灵,yi'ling
以马内利,yi'ma'nei'li
异能,yi'neng
意念,yi'nian
意念相同,yi'nian'xiang'tong
义袍,yi'pao
义仆,yi'pu
一千二百九十日,yi'qian'er'bai'jiu'shi'ri
一切不信真理,yi'qie'bu'xin'zhen'li
一切的工,yi'qie'de'gong
一切的过犯,yi'qie'de'guo'fan
一切的火箭,yi'qie'de'huo'jian
一切的争端,yi'qie'de'zheng'duan
一切的罪,yi'qie'de'zui
一切都成功了,yi'qie'dou'cheng'gong'le
一切都成就了,yi'qie'dou'cheng'jiu'le
一切都成就完事了,yi'qie'dou'cheng'jiu'wan'shi'le
一切都成了,yi'qie'dou'cheng'le
一切都得胜了,yi'qie'dou'de'sheng'le
一切都结束了,yi'qie'dou'jie'shu'le
一切都了清了,yi'qie'dou'le'qing'le
一切都完工了,yi'qie'dou'wan'gong'le
一切都完事了,yi'qie'dou'wan'shi'le
一切都作成了,yi'qie'dou'zuo'cheng'le
一切能显明的就是光,yi'qie'neng'xian'ming'de'jiu'shi'guang
一切所羡慕的良善,yi'qie'suo'xian'mu'de'liang'shan
一切因信心所作的工夫,yi'qie'yin'xin'xin'suo'zuo'de'gong'fu
一切有名的,yi'qie'you'ming'de
一切之事,yi'qie'zhi'shi
义人,yi'ren
以人,yi'ren
义人必因信得生,yi'ren'bi'yin'xin'de'sheng
一人既替众人死,yi'ren'ji'ti'zhong'ren'si
义人因信得生,yi'ren'yin'xin'de'sheng
义若,yi'ruo
义若是,yi'ruo'shi
义若是藉着律法得的,yi'ruo'shi'ji'zhe'lv'fa'de'de
以撒,yi'sa
以赛亚,yi'sai'ya
以赛亚书,yi'sai'ya'shu
以善胜恶,yi'shan'sheng'e
一神,yi'shen
以神,yi'shen
以神的灵敬拜,yi'shen'de'ling'jing'bai
以神为义,yi'shen'wei'yi
一事无成,yi'shi'wu'cheng
已死的人是脱离了罪,yi'si'de'ren'shi'tuo'li'le'zui
以死破坏死的律,yi'si'po'huai'si'de'lv
一台戏,yi'tai'xi
一体,yi'ti
一条,yi'tiao
一同被提,yi'tong'bei'ti
一同被提到云里,yi'tong'bei'ti'dao'yun'li
一同得恩,yi'tong'de'en
一同掉在坑里,yi'tong'diao'zai'keng'li
一同劳苦,yi'tong'lao'ku
一同作工,yi'tong'zuo'gong
一同坐在天上,yi'tong'zuo'zai'tian'shang
以为恶,yi'wei'e
以为非,yi'wei'fei
以为好,yi'wei'hao
以为坏,yi'wei'huai
以为可耻,yi'wei'ke'chi
以为亏欠,yi'wei'kui'qian
以为善,yi'wei'shan
以为是,yi'wei'shi
以为义,yi'wei'yi
以为有,yi'wei'you
以为正,yi'wei'zheng
仪文,yi'wen
仪文的旧样,yi'wen'de'jiu'yang
一无挂虑,yi'wu'gua'lv
一无所成,yi'wu'suo'cheng
一洗,yi'xi
以西结,yi'xi'jie
以西结书,yi'xi'jie'shu
以下,yi'xia
异象,yi'xiang
一信,yi'xin
以信,yi'xin
以信为本,yi'xin'wei'ben
以信为本的人,yi'xin'wei'ben'de'ren
以行,yi'xing
以行律法为本,yi'xing'lv'fa'wei'ben
一样的心思,yi'yang'de'xin'si
一样的意念,yi'yang'de'yi'nian
义者,yi'zhe
义者耶稣,yi'zhe'ye'su
一致,yi'zhi
意旨,yi'zhi
以致结出死亡的果子,yi'zhi'jie'chu'si'wang'de'guo'zi
意旨所喜悦的,yi'zhi'suo'xi'yue'de
以至于,yi'zhi'yu
以致于,yi'zhi'yu
以至于死,yi'zhi'yu'si
以致于信,yi'zhi'yu'xin
一主,yi'zhu
因爱心所受的劳苦,yin'ai'xin'suo'shou'de'lao'ku
淫荡,yin'dang
引导,yin'dao
引动,yin'dong
阴毒,yin'du
淫妇,yin'fu
淫妇的道,yin'fu'de'dao
印记,yin'ji
引进永义,yin'jin'yong'yi
淫乱,yin'luan
因律法,yin'lv'fa
因律法而得的义,yin'lv'fa'er'de'de'yi
因律法而生的恶欲,yin'lv'fa'er'sheng'de'e'yu
因你,yin'ni
淫念,yin'nian
印上印,yin'shang'yin
因神,yin'shen
饮食上,yin'shi'shang
因祂,yin'ta
因祂爱我们的大爱,yin'ta'ai'wo'men'de'da'ai
因他不信神独生子的名,yin'ta'bu'xin'shen'du'sheng'zi'de'ming
因祂得救,yin'ta'de'jiu
因祂的名,yin'ta'de'ming
因听信福音,yin'ting'xin'fu'yin
因为承受产业,yin'wei'cheng'shou'chan'ye
因为那日子以前,yin'wei'na'ri'zi'yi'qian
因为你们已经死了,yin'wei'ni'men'yi'jing'si'le
因为赎罪祭不再有了,yin'wei'shu'zui'ji'bu'zai'you'le
因为赎罪祭只有一次,yin'wei'shu'zui'ji'zhi'you'yi'ci
因为这是主所喜悦的,yin'wei'zhe'shi'zhu'suo'xi'yue'de
因为这样行,yin'wei'zhe'yang'xing
因为只有一位神,yin'wei'zhi'you'yi'wei'shen
因我,yin'wo
因我活着就是基督,yin'wo'huo'zhe'jiu'shi'ji'du
因我们,yin'wo'men
引我们到,yin'wo'men'dao
引我们到基督面前,yin'wo'men'dao'ji'du'mian'qian
引我们到基督那里,yin'wo'men'dao'ji'du'na'li
因我们的指望,yin'wo'men'de'zhi'wang
因信,yin'xin
因信成圣,yin'xin'cheng'sheng
因信成义,yin'xin'cheng'yi
因信称义,yin'xin'cheng'yi
因信称义的理,yin'xin'cheng'yi'de'li
因信称义的义人,yin'xin'cheng'yi'de'yi'ren
因信得救,yin'xin'de'jiu
因信得救的理,yin'xin'de'jiu'de'li
因信得生,yin'xin'de'sheng
因信得着所应许的圣灵,yin'xin'de'zhe'suo'ying'xu'de'sheng'ling
因信福音,yin'xin'fu'yin
因信基督,yin'xin'ji'du
因信基督称义,yin'xin'ji'du'cheng'yi
因信基督耶稣,yin'xin'ji'du'ye'su
因信神的儿子而活,yin'xin'shen'de'er'zi'er'huo
因信心所作的工夫,yin'xin'xin'suo'zuo'de'gong'fu
因信耶稣基督,yin'xin'ye'su'ji'du
因信真道,yin'xin'zhen'dao
因信罪得赦,yin'xin'zui'de'she
因行,yin'xing
淫行,yin'xing
因耶稣的名,yin'ye'su'de'ming
因耶稣的血,yin'ye'su'de'xue
因由,yin'you
因有今生和来生的应许,yin'you'jin'sheng'he'lai'sheng'de'ying'xu
引诱人的邪灵,yin'you'ren'de'xie'ling
因这十字架,yin'zhe'shi'zi'jia
因着信,yin'zhe'xin
因罪,yin'zui
因罪得赦,yin'zui'de'she
应当,ying'dang
应当防备犬类,ying'dang'fang'bei'quan'lei
应当听,ying'dang'ting
应当一无挂虑,ying'dang'yi'wu'gua'lv
影儿,ying'er
迎合,ying'he
迎合挨冻的律,ying'he'ai'dong'de'lv
迎合分别善恶的律,ying'he'fen'bie'shan'e'de'lv
迎合加热的律,ying'he'jia're'de'lv
迎合了那个律,ying'he'le'na'ge'lv
迎合了这个律,ying'he'le'zhe'ge'lv
迎合冷的律,ying'he'leng'de'lv
迎合律,ying'he'lv
迎合律法的精意基督,ying'he'lv'fa'de'jing'yi'ji'du
迎合律法的实体基督,ying'he'lv'fa'de'shi'ti'ji'du
迎合律法的总结基督,ying'he'lv'fa'de'zong'jie'ji'du
迎合你吃的日子必定死,ying'he'ni'chi'de'ri'zi'bi'ding'si
迎合生的律,ying'he'sheng'de'lv
迎合死的律,ying'he'si'de'lv
迎合它的律,ying'he'ta'de'lv
迎合条件,ying'he'tiao'jian
迎合一个律,ying'he'yi'ge'lv
迎合知道善恶的律,ying'he'zhi'dao'shan'e'de'lv
迎合罪和死的律,ying'he'zui'he'si'de'lv
迎合罪与死的律,ying'he'zui'yu'si'de'lv
迎娶,ying'qu
影像,ying'xiang
应许,ying'xu
应许的圣灵,ying'xu'de'sheng'ling
应验,ying'yan
应允,ying'yun
硬着颈项,ying'zhe'jing'xiang
硬着心,ying'zhe'xin
影子,ying'zi
影子里,ying'zi'li
用爱心,yong'ai'xin
用爱心格外尊重他们,yong'ai'xin'ge'wai'zun'zhong'ta'men
用爱心互相宽容,yong'ai'xin'hu'xiang'kuan'rong
用爱心说诚实话,yong'ai'xin'shuo'cheng'shi'hua
永不,yong'bu
永不动摇,yong'bu'dong'yao
永不灭亡,yong'bu'mie'wang
永不能,yong'bu'neng
永不失脚,yong'bu'shi'jiao
永不失落,yong'bu'shi'luo
永不止息,yong'bu'zhi'xi
永存,yong'cun
用刀割自己的把,yong'dao'ge'zi'ji'de'ba
用公义当作护心镜遮胸,yong'gong'yi'dang'zuo'hu'xin'jing'zhe'xiong
用和平彼此联络,yong'he'ping'bi'ci'lian'luo
永恒的审判,yong'heng'de'shen'pan
永活,yong'huo
永活的主,yong'huo'de'zhu
用降临的荣光废掉他,yong'jiang'lin'de'rong'guang'fei'diao'ta
用灵,yong'ling
用灵超越律法字句,yong'ling'chao'yue'lv'fa'zi'ju
用灵过去,yong'ling'guo'qu
涌流不息,yong'liu'bu'xi
永能,yong'neng
用肉去守律法,yong'rou'qu'shou'lv'fa
用肉去守律法产生罪,yong'rou'qu'shou'lv'fa'chan'sheng'zui
用肉体,yong'rou'ti
用肉体加守律法,yong'rou'ti'jia'shou'lv'fa
用肉体加守律法就是死,yong'rou'ti'jia'shou'lv'fa'jiu'shi'si
用肉体守律法,yong'rou'ti'shou'lv'fa
用肉体守属灵的诫命,yong'rou'ti'shou'shu'ling'de'jie'ming
永赦,yong'she
永生,yong'sheng
永生的神,yong'sheng'de'shen
永生神,yong'sheng'shen
永生神的教会,yong'sheng'shen'de'jiao'hui
永生之路,yong'sheng'zhi'lu
永生之子,yong'sheng'zhi'zi
永世,yong'shi
永世的君王,yong'shi'de'jun'wang
永死,yong'si
用死破坏死,yong'si'po'huai'si
用死破坏死的律,yong'si'po'huai'si'de'lv
用私意崇拜,yong'si'yi'chong'bai
用温柔,yong'wen'rou
用心灵接受基督,yong'xin'ling'jie'shou'ji'du
用心灵去接受基督,yong'xin'ling'qu'jie'shou'ji'du
用信心,yong'xin'xin
用血,yong'xue
永义,yong'yi
永有,yong'you
永远长存,yong'yuan'chang'cun
永远的安慰,yong'yuan'de'an'wei
永远的产业,yong'yuan'de'chan'ye
永远得救,yong'yuan'de'jiu
永远得救的根源,yong'yuan'de'jiu'de'gen'yuan
永远的审判,yong'yuan'de'shen'pan
永远得胜,yong'yuan'de'sheng
永远的赎罪祭,yong'yuan'de'shu'zui'ji
永远活着,yong'yuan'huo'zhe
永远灭亡,yong'yuan'mie'wang
永远赎罪的事,yong'yuan'shu'zui'de'shi
永远同在,yong'yuan'tong'zai
永远有功效,yong'yuan'you'gong'xiao
永远有功效是错谬的,yong'yuan'you'gong'xiao'shi'cuo'miu'de
永约,yong'yue
永约的血,yong'yue'de'xue
永在,yong'zai
永在的父,yong'zai'de'fu
用真理当作带子束腰,yong'zhen'li'dang'zuo'dai'zi'shu'yao
用罪身的形状,yong'zui'shen'de'xing'zhuang
友阿爹,you'a'die
有碍于,you'ai'yu
有碍于我们的字据,you'ai'yu'wo'men'de'zi'ju
幽暗世界,you'an'shi'jie
幽暗之子,you'an'zhi'zi
犹大,you'da
犹大国,you'da'guo
犹大全地,you'da'quan'di
犹大书,you'da'shu
犹大王,you'da'wang
犹大支派,you'da'zhi'pai
又当存敬畏基督的心,you'dang'cun'jing'wei'ji'du'de'xin
有耳,you'er
诱饵,you'er
有耳可听的就应当听,you'er'ke'ting'de'jiu'ying'dang'ting
有福,you'fu
有福了,you'fu'le
有根基,you'gen'ji
有根基的城,you'gen'ji'de'cheng
有根有基,you'gen'you'ji
有功效的,you'gong'xiao'de
有好名声,you'hao'ming'sheng
有何等丰盛的荣耀,you'he'deng'feng'sheng'de'rong'yao
有何等指望,you'he'deng'zhi'wang
有呼叫的声音,you'hu'jiao'de'sheng'yin
又回到律法里,you'hui'dao'lv'fa'li
有祸,you'huo
诱惑,you'huo
有祸了,you'huo'le
又坚固,you'jian'gu
又坚固又牢靠,you'jian'gu'you'lao'kao
有见识,you'jian'shi
又将万有服在祂的脚下,you'jiang'wan'you'fu'zai'ta'de'jiao'xia
又叫人戒荤,you'jiao'ren'jie'hun
有节制,you'jie'zhi
又禁戒食物,you'jin'jie'shi'wu
有敬虔的生活,you'jing'qian'de'sheng'huo
有敬虔的外貌,you'jing'qian'de'wai'mao
有敬虔的外在,you'jing'qian'de'wai'zai
有敬虔的形式,you'jing'qian'de'xing'shi
有了主的话就去遵守的,you'le'zhu'de'hua'jiu'qu'zun'shou'de
有了主的话就去遵行的,you'le'zhu'de'hua'jiu'qu'zun'xing'de
有粮,you'liang
有灵,you'ling
有灵的活人,you'ling'de'huo'ren
有灵魂,you'ling'hun
有冒我名的书信,you'mao'wo'ming'de'shu'xin
有名望,you'ming'wang
有名望的,you'ming'wang'de
又拿信德当作藤牌,you'na'xin'de'dang'zuo'teng'pai
又拿着信德当作藤牌,you'na'zhe'xin'de'dang'zuo'teng'pai
有能的,you'neng'de
又能救听你的人,you'neng'jiu'ting'ni'de'ren
又能救自己,you'neng'jiu'zi'ji
有人偏离这些,you'ren'pian'li'zhe'xie
有色眼镜,you'se'yan'jing
忧上加忧,you'shang'jia'you
有损的,you'sun'de
有所不能行,you'suo'bu'neng'xing
犹太,you'tai
犹太教,you'tai'jiao
犹太人,you'tai'ren
犹太王,you'tai'wang
有嫌隙,you'xian'xi
又新又活的路,you'xin'you'huo'de'lu
有形有体,you'xing'you'ti
有言语,you'yan'yu
又要立志作安静人,you'yao'li'zhi'zuo'an'jing'ren
有益处,you'yi'chu
有一条路人以为正,you'yi'tiao'lu'ren'yi'wei'zheng
有一样的心思,you'yi'yang'de'xin'si
有一样的意念,you'yi'yang'de'yi'nian
又有恩慈,you'you'en'ci
又有权柄丢在地狱里的,you'you'quan'bing'diu'zai'di'yu'li'de
又有神的号吹响,you'you'shen'de'hao'chui'xiang
又长进又喜乐,you'zhang'jin'you'xi'le
又真又活,you'zhen'you'huo
又真又活的神,you'zhen'you'huo'de'shen
有智慧,you'zhi'hui
有智慧的,you'zhi'hui'de
有知识和真理的模范,you'zhi'shi'he'zhen'li'de'mo'fan
又住在各人之内,you'zhu'zai'ge'ren'zhi'nei
有罪的人,you'zui'de'ren
有罪的人不能走这条路,you'zui'de'ren'bu'neng'zou'zhe'tiao'lu
预备行善,yu'bei'xing'shan
预备主的道,yu'bei'zhu'de'dao
预备走路的鞋,yu'bei'zou'lu'de'xie
预表,yu'biao
预定,yu'ding
预定得永生,yu'ding'de'yong'sheng
预定灭亡,yu'ding'mie'wang
与福音的真理不合,yu'fu'yin'de'zhen'li'bu'he
与悔改的心相称,yu'hui'gai'de'xin'xiang'chen
与魂,yu'hun
欲火攻心,yu'huo'gong'xin
与基督,yu'ji'du
与基督的福音相称,yu'ji'du'de'fu'yin'xiang'chen
与基督隔绝,yu'ji'du'ge'jue
与基督同钉十字架,yu'ji'du'tong'ding'shi'zi'jia
与基督同在,yu'ji'du'tong'zai
与基督耶稣一同复活,yu'ji'du'ye'su'yi'tong'fu'huo
遇见,yu'jian
遇见主,yu'jian'zhu
愚昧,yu'mei
愚昧人,yu'mei'ren
与蒙召的恩相称,yu'meng'zhao'de'en'xiang'chen
与神,yu'shen
与神同等,yu'shen'tong'deng
与身子,yu'shen'zi
与圣徒同国,yu'sheng'tu'tong'guo
与我同劳,yu'wo'tong'lao
预先,yu'xian
欲心,yu'xin
预言,yu'yan
于一,yu'yi
御营全军,yu'ying'quan'jun
逾越,yu'yue
逾越节,yu'yue'jie
预知,yu'zhi
与主,yu'zhu
与主成为一灵,yu'zhu'cheng'wei'yi'ling
与主空中相遇,yu'zhu'kong'zhong'xiang'yu
与主同钉十字架,yu'zhu'tong'ding'shi'zi'jia
与主相遇,yu'zhu'xiang'yu
与罪,yu'zui
与罪恶相争,yu'zui'e'xiang'zheng
原本,yuan'ben
远避,yuan'bi
远超过天使,yuan'chao'guo'tian'shi
远超过一切,yuan'chao'guo'yi'qie
冤仇,yuan'chou
原地踏步,yuan'di'ta'bu
原地踏步走,yuan'di'ta'bu'zou
缘故,yuan'gu
怨恨,yuan'hen
冤家,yuan'jia
远离恶事,yuan'li'e'shi
渊面,yuan'mian
渊面黑暗,yuan'mian'hei'an
院内,yuan'nei
院内的人,yuan'nei'de'ren
远人,yuan'ren
元始,yuan'shi
原是,yuan'shi
原是命定的,yuan'shi'ming'ding'de
原是为过犯添上的,yuan'shi'wei'guo'fan'tian'shang'de
元首,yuan'shou
院外,yuan'wai
怨言,yuan'yan
远远的落在后头,yuan'yuan'de'luo'zai'hou'tou
约伯,yue'bo
约伯的好,yue'bo'de'hao
约伯的善,yue'bo'de'shan
约伯的下场,yue'bo'de'xia'chang
约伯的义,yue'bo'de'yi
约伯记,yue'bo'ji
约伯人为的义,yue'bo'ren'wei'de'yi
约伯做好事做多了,yue'bo'zuo'hao'shi'zuo'duo'le
约但河,yue'dan'he
约但河对垒,yue'dan'he'dui'lei
约二,yue'er
约贰,yue'er
越发,yue'fa
越发放胆传神的道,yue'fa'fang'dan'chuan'shen'de'dao
越发加增,yue'fa'jia'zeng
越分,yue'fen
约柜,yue'gui
越过,yue'guo
越过它的律,yue'guo'ta'de'lv
越过这个律,yue'guo'zhe'ge'lv
约翰,yue'han
约翰的门徒,yue'han'de'men'tu
约翰的洗,yue'han'de'xi
约翰贰书,yue'han'er'shu
约翰福音,yue'han'fu'yin
约翰叁书,yue'han'san'shu
约翰壹书,yue'han'yi'shu
约兰,yue'lan
悦纳,yue'na
约拿,yue'na
约拿书,yue'na'shu
约三,yue'san
约叁,yue'san
约瑟,yue'se
约沙法,yue'sha'fa
约书亚,yue'shu'ya
约书亚记,yue'shu'ya'ji
月朔,yue'shuo
约坦,yue'tan
约西亚,yue'xi'ya
约一,yue'yi
约壹,yue'yi
约以内,yue'yi'nei
约以外,yue'yi'wai
云里,yun'li
运行,yun'xing
运行的大能大力,yun'xing'de'da'neng'da'li
运行在,yun'xing'zai
云柱,yun'zhu
在爱中建立,zai'ai'zhong'jian'li
在爱中建立自己,zai'ai'zhong'jian'li'zi'ji
在大争战中,zai'da'zheng'zhan'zhong
在恩典下,zai'en'dian'xia
在恩典之下,zai'en'dian'zhi'xia
再犯罪,zai'fan'zui
再犯罪赎罪祭再没有了,zai'fan'zui'shu'zui'ji'zai'mei'you'le
再犯罪也不定罪,zai'fan'zui'ye'bu'ding'zui
再犯罪也不算罪,zai'fan'zui'ye'bu'suan'zui
再犯罪也无罪无关,zai'fan'zui'ye'wu'zui'wu'guan
再犯罪怎么办,zai'fan'zui'zen'me'ban
在高处,zai'gao'chu
在好事上富足,zai'hao'shi'shang'fu'zu
在乎,zai'hu
在乎神,zai'hu'shen
在乎永生的神,zai'hu'yong'sheng'de'shen
灾祸,zai'huo
灾祸忽然临到他们,zai'huo'hu'ran'lin'dao'ta'men
在基督里,zai'ji'du'li
在基督里称义,zai'ji'du'li'cheng'yi
在基督里得奖赏,zai'ji'du'li'de'jiang'shang
在基督里得荣耀,zai'ji'du'li'de'rong'yao
在基督里活着不再是我,zai'ji'du'li'huo'zhe'bu'zai'shi'wo
在基督里活着是基督,zai'ji'du'li'huo'zhe'shi'ji'du
在基督里面,zai'ji'du'li'mian
在基督里释放了我,zai'ji'du'li'shi'fang'le'wo
在基督里是没我的人,zai'ji'du'li'shi'mei'wo'de'ren
在基督里是主活着,zai'ji'du'li'shi'zhu'huo'zhe
在基督里睡了的人,zai'ji'du'li'shui'le'de'ren
在基督里死了的人,zai'ji'du'li'si'le'de'ren
在基督里为主而活,zai'ji'du'li'wei'zhu'er'huo
在基督里迎合生的律,zai'ji'du'li'ying'he'sheng'de'lv
在基督里主活着,zai'ji'du'li'zhu'huo'zhe
在基督身上,zai'ji'du'shen'shang
在基督耶稣里,zai'ji'du'ye'su'li
在基督耶稣里的自由,zai'ji'du'ye'su'li'de'zi'you
在基督耶稣里夸口,zai'ji'du'ye'su'li'kua'kou
在基督耶稣里造成的,zai'ji'du'ye'su'li'zao'cheng'de
在教外有好名声,zai'jiao'wai'you'hao'ming'sheng
在今时显明神的义,zai'jin'shi'xian'ming'shen'de'yi
在经炼中,zai'jing'lian'zhong
在敬虔上,zai'jing'qian'shang
在敬虔上操练自己,zai'jing'qian'shang'cao'lian'zi'ji
在空中与主相遇,zai'kong'zhong'yu'zhu'xiang'yu
再来,zai'lai
再来一次,zai'lai'yi'ci
在灵性称义,zai'ling'xing'cheng'yi
在硫磺火湖里,zai'liu'huang'huo'hu'li
在律法下,zai'lv'fa'xia
在律法下跟奴仆一样,zai'lv'fa'xia'gen'nu'pu'yi'yang
在律法之下,zai'lv'fa'zhi'xia
在那沉沦的人身上,zai'na'chen'lun'de'ren'shen'shang
在荣耀里,zai'rong'yao'li
在肉身中,zai'rou'shen'zhong
在肉身中显现,zai'rou'shen'zhong'xian'xian
在肉体里,zai'rou'ti'li
在肉体里加守律法,zai'rou'ti'li'jia'shou'lv'fa
在肉体里受刑罚,zai'rou'ti'li'shou'xing'fa
在肉体里受羞辱,zai'rou'ti'li'shou'xiu'ru
在肉体里迎合死的律,zai'rou'ti'li'ying'he'si'de'lv
在肉体中,zai'rou'ti'zhong
在上的耶路撒冷,zai'shang'de'ye'lu'sa'leng
在上掌权的,zai'shang'zhang'quan'de
在神的家中当怎样行,zai'shen'de'jia'zhong'dang'zen'yang'xing
在神和人中间,zai'shen'he'ren'zhong'jian
在神面前称义,zai'shen'mian'qian'cheng'yi
在圣灵里,zai'sheng'ling'li
在圣灵里祷告,zai'sheng'ling'li'dao'gao
在圣徒中,zai'sheng'tu'zhong
在师傅和管家的手下,zai'shi'fu'he'guan'jia'de'shou'xia
在世俗中,zai'shi'su'zhong
再受,zai'shou
再受生产之苦,zai'shou'sheng'chan'zhi'ku
在所信的道上恒心,zai'suo'xin'de'dao'shang'heng'xin
在他,zai'ta
在祂里面,zai'ta'li'mian
在祂里面生根建造,zai'ta'li'mian'sheng'gen'jian'zao
在我肉身上,zai'wo'rou'shen'shang
在我身上,zai'wo'shen'shang
在悟性上,zai'wu'xing'shang
在悟性中有充足的信心,zai'wu'xing'zhong'you'chong'zu'de'xin'xin
在信的人凡事都能,zai'xin'de'ren'fan'shi'dou'neng
在信上富足,zai'xin'shang'fu'zu
在信上所立的章程,zai'xin'shang'suo'li'de'zhang'cheng
在亚当里,zai'ya'dang'li
在亚当里促成的,zai'ya'dang'li'cu'cheng'de
在亚当里等于在肉体里,zai'ya'dang'li'deng'yu'zai'rou'ti'li
在亚当里众人都死了,zai'ya'dang'li'zhong'ren'dou'si'le
在耶稣里,zai'ye'su'li
在耶稣里睡了的人,zai'ye'su'li'shui'le'de'ren
再一次,zai'yi'ci
再一次洗净我们,zai'yi'ci'xi'jing'wo'men
在义上活,zai'yi'shang'huo
在于神,zai'yu'shen
栽赃,zai'zang
栽赃陷害,zai'zang'xian'hai
在这弯曲悖谬的世代,zai'zhe'wan'qu'bei'miu'de'shi'dai
在真道上,zai'zhen'dao'shang
在真道上大有胆量,zai'zhen'dao'shang'da'you'dan'liang
在真道上建立自己,zai'zhen'dao'shang'jian'li'zi'ji
在至高之处,zai'zhi'gao'zhi'chu
在知识和各样见识上,zai'zhi'shi'he'ge'yang'jian'shi'shang
栽种,zai'zhong
栽种的道,zai'zhong'de'dao
在咒诅里,zai'zhou'zu'li
在主里,zai'zhu'li
在主里面,zai'zhu'li'mian
在主里睡了的人,zai'zhu'li'shui'le'de'ren
在罪上死,zai'zui'shang'si
在罪上死得以在义上活,zai'zui'shang'si'de'yi'zai'yi'shang'huo
在罪中活着,zai'zui'zhong'huo'zhe
赞美,zan'mei
赞美神,zan'mei'shen
赞美主,zan'mei'zhu
暂且许我,zan'qie'xu'wo
暂时的,zan'shi'de
造成,zao'cheng
造成的,zao'cheng'de
造的,zao'de
遭各样,zao'ge'yang
遭各样患难的人,zao'ge'yang'huan'nan'de'ren
造就,zao'jiu
造就人,zao'jiu'ren
造就人的好话,zao'jiu'ren'de'hao'hua
造就人的话,zao'jiu'ren'de'hua
造男造女,zao'nan'zao'nv
早上与晚上分开,zao'shang'yu'wan'shang'fen'kai
造物主,zao'wu'zhu
责打,ze'da
责罚,ze'fa
憎恶,zeng'wu
炸药,zha'yao
