阿洪病,a'hong'bing
湿疹样癌,shi'zhen'yang'ai
湿证,shi'zheng
实证效度,shi'zheng'xiao'du
视知觉,shi'zhi'jue
湿滞脾胃,shi'zhi'pi'wei
视直如曲病,shi'zhi'ru'qu'bing
食滞痰阻证,shi'zhi'tan'zu'zheng
食滞胃肠证,shi'zhi'wei'chang'zheng
食滞证,shi'zhi'zheng
石钟乳,shi'zhong'ru
湿重于热,shi'zhong'yu're
湿重于热证,shi'zhong'yu're'zheng
石珠,shi'zhu
石竹,shi'zhu
矢状参考线,shi'zhuang'can'kao'xian
矢状窦旁脑膜瘤,shi'zhuang'dou'pang'nao'mo'liu
矢状截骨术,shi'zhuang'jie'gu'shu
矢状劈开截骨术,shi'zhuang'pi'kai'jie'gu'shu
矢状轴,shi'zhuang'zhou
视锥细胞,shi'zhui'xi'bao
湿浊冲心证,shi'zhuo'chong'xin'zheng
湿浊蒙上泌别失职证,shi'zhuo'meng'shang'mi'bie'shi'zhi'zheng
湿浊蒙上证,shi'zhuo'meng'shang'zheng
湿浊内闭证,shi'zhuo'nei'bi'zheng
湿浊内蕴证,shi'zhuo'nei'yun'zheng
湿浊上泛脾虚湿困证,shi'zhuo'shang'fan'pi'xu'shi'kun'zheng
湿浊上泛湿热蕴蒸证,shi'zhuo'shang'fan'shi're'yun'zheng'zheng
湿浊上泛证,shi'zhuo'shang'fan'zheng
湿浊下注证,shi'zhuo'xia'zhu'zheng
湿浊壅闭证,shi'zhuo'yong'bi'zheng
湿浊壅滞证,shi'zhuo'yong'zhi'zheng
湿浊中阻证,shi'zhuo'zhong'zu'zheng
食浊阻滞证,shi'zhuo'zu'zhi'zheng
湿浊阻滞证,shi'zhuo'zu'zhi'zheng
柿子,shi'zi
十字绷带法,shi'zi'beng'dai'fa
狮子草,shi'zi'cao
视紫红质,shi'zi'hong'zhi
视紫蓝质,shi'zi'lan'zhi
十姊妹,shi'zi'mei
狮子七,shi'zi'qi
十字苔草,shi'zi'tai'cao
湿阻,shi'zu
湿阻病,shi'zu'bing
湿阻肠道传导失司证,shi'zu'chang'dao'chuan'dao'shi'si'zheng
湿阻肠道证,shi'zu'chang'dao'zheng
湿阻筋络证,shi'zu'jin'luo'zheng
实足年龄,shi'zu'nian'ling
湿阻脾胃证,shi'zu'pi'wei'zheng
湿阻气分证,shi'zu'qi'fen'zheng
石钻子,shi'zuan'zi
手部除皱术,shou'bu'chu'zhou'shu
手参,shou'can
受调分泌,shou'diao'fen'mi
手动式紧急吸引器,shou'dong'shi'jin'ji'xi'yin'qi
手动增压泵,shou'dong'zeng'ya'beng
手恶性水肿,shou'e'xing'shui'zhong
手发背病,shou'fa'bei'bing
守法心理学,shou'fa'xin'li'xue
手法治疗,shou'fa'zhi'liao
守宫,shou'gong
受精卵,shou'jing'luan
手厥阴心包经,shou'jue'yin'xin'bao'jing
手厥阴心包经经穴,shou'jue'yin'xin'bao'jing'jing'xue
收口期,shou'kou'qi
收敛剂,shou'lian'ji
受磷蛋白,shou'lin'dan'bai
收没期,shou'mo'qi
手拈散,shou'nian'san
受虐癖,shou'nue'pi
受区,shou'qu
手三里,shou'san'li
手三里穴,shou'san'li'xue
手烧伤,shou'shao'shang
手少阳三焦经,shou'shao'yang'san'jiao'jing
手少阴心经,shou'shao'yin'xin'jing
受盛之官,shou'sheng'zhi'guan
手湿疹,shou'shi'zhen
手术放大镜,shou'shu'fang'da'jing
手术后心肌梗死,shou'shu'hou'xin'ji'geng'si
手术入路,shou'shu'ru'lu
手术显微镜,shou'shu'xian'wei'jing
收缩蛋白质,shou'suo'dan'bai'zhi
收缩环,shou'suo'huan
收缩泡,shou'suo'pao
寿胎丸,shou'tai'wan
手太阳小肠经,shou'tai'yang'xiao'chang'jing
手太阴肺经,shou'tai'yin'fei'jing
受体,shou'ti
受体蛋白,shou'ti'dan'bai
受体学说,shou'ti'xue'shuo
首乌,shou'wu
手五里,shou'wu'li
手五里穴,shou'wu'li'xue
首乌藤,shou'wu'teng
首乌藤夜交藤,shou'wu'teng'ye'jiao'teng
瘦小舌,shou'xiao'she
手阳明大肠经,shou'yang'ming'da'chang'jing
收引,shou'yin
首因效应,shou'yin'xiao'ying
手用器械,shou'yong'qi'xie
手掌瘢痕挛缩,shou'zhang'ban'hen'luan'suo
手掌参,shou'zhang'can
受者,shou'zhe
受者预处理,shou'zhe'yu'chu'li
手指迷津,shou'zhi'mi'jin
手指牵引夹,shou'zhi'qian'yin'jia
手指支持,shou'zhi'zhi'chi
手足不温,shou'zu'bu'wen
手足疔疮病,shou'zu'ding'chuang'bing
手足发绀,shou'zu'fa'gan
手足拘急,shou'zu'ju'ji
手足厥,shou'zu'jue
手足厥寒,shou'zu'jue'han
手足厥逆,shou'zu'jue'ni
手足逆冷,shou'zu'ni'leng
手足心热,shou'zu'xin're
梳篦叶,shu'bi'ye
树扁竹,shu'bian'zhu
蔬菜皮炎,shu'cai'pi'yan
疏齿饮子,shu'chi'yin'zi
树葱,shu'cong
熟大黄,shu'da'huang
书带草,shu'dai'cao
束带畸形,shu'dai'ji'xing
书带蕨,shu'dai'jue
鼠胆,shu'dan
熟地,shu'di
树地瓜,shu'di'gua
树地瓜根,shu'di'gua'gen
熟地黄,shu'di'huang
熟地谁药及山萸,shu'di'shui'yao'ji'shan'yu
树刁,shu'diao
暑动肝风证,shu'dong'gan'feng'zheng
舒尔曼病,shu'er'man'bing
暑犯肺卫证,shu'fan'fei'wei'zheng
舒芬太尼,shu'fen'tai'ni
疏风,shu'feng
疏风活血汤,shu'feng'huo'xue'tang
暑风证,shu'feng'zheng
疏风止咳,shu'feng'zhi'ke
疏风止痛,shu'feng'zhi'tong
鼠妇,shu'fu
鼠妇画眉草,shu'fu'hua'mei'cao
术附汤,shu'fu'tang
鼠肝,shu'gan
疏肝,shu'gan
疏肝理脾,shu'gan'li'pi
疏肝理脾汤,shu'gan'li'pi'tang
舒肝片,shu'gan'pian
疏肝丸,shu'gan'wan
黍根,shu'gen
束骨,shu'gu
束骨穴,shu'gu'xue
术后胆囊炎,shu'hou'dan'nang'yan
术后瘘,shu'hou'lou
术后脓胸,shu'hou'nong'xiong
术后胰腺炎,shu'hou'yi'xian'yan
树花,shu'hua
暑秽病,shu'hui'bing
树火麻,shu'huo'ma
暑兼寒湿证,shu'jian'han'shi'zheng
蜀椒,shu'jiao
树胶样肿,shu'jiao'yang'zhong
暑疖病,shu'jie'bing
舒筋草,shu'jin'cao
疏筋活血汤,shu'jin'huo'xue'tang
黍茎,shu'jing
输精管附睾吻合术,shu'jing'guan'fu'gao'wen'he'shu
输精管附睾造影,shu'jing'guan'fu'gao'zao'ying
输精管畸形,shu'jing'guan'ji'xing
输精管结核,shu'jing'guan'jie'he
输精管结扎术,shu'jing'guan'jie'za'shu
输精管精囊造影,shu'jing'guan'jing'nang'zao'ying
输精管梅毒,shu'jing'guan'mei'du
输精管切除术,shu'jing'guan'qie'chu'shu
输精管缺如,shu'jing'guan'que'ru
输精管输精管吻合术,shu'jing'guan'shu'jing'guan'wen'he'shu
输精管炎,shu'jing'guan'yan
输精管造影,shu'jing'guan'zao'ying
树韭菜,shu'jiu'cai
树救主,shu'jiu'zhu
暑厥证,shu'jue'zheng
庶可以见病知源,shu'ke'yi'jian'bing'zhi'yuan
蜀葵根,shu'kui'gen
蜀葵花,shu'kui'hua
蜀葵苗,shu'kui'miao
蜀葵叶薯蓣,shu'kui'ye'shu'yu
蜀葵子,shu'kui'zi
鼠李,shu'li
鼠李皮,shu'li'pi
薯莨,shu'liang
数量性状,shu'liang'xing'zhuang
数量遗传学,shu'liang'yi'chuan'xue
输卵管积脓,shu'luan'guan'ji'nong
输卵管积水,shu'luan'guan'ji'shui
树萝卜,shu'luo'bo
黍米,shu'mi
秫米,shu'mi
舒眠胶囊,shu'mian'jiao'nang
书面言语,shu'mian'yan'yu
数目畸变,shu'mu'ji'bian
输尿管,shu'niao'guan
输尿管癌,shu'niao'guan'ai
输尿管白斑病,shu'niao'guan'bai'ban'bing
输尿管闭锁,shu'niao'guan'bi'suo
输尿管肠瘘,shu'niao'guan'chang'lou
输尿管成形术,shu'niao'guan'cheng'xing'shu
输尿管发育不良,shu'niao'guan'fa'yu'bu'liang
输尿管发育不全,shu'niao'guan'fa'yu'bu'quan
输尿管放线菌病,shu'niao'guan'fang'xian'jun'bing
输尿管腹膜包裹术,shu'niao'guan'fu'mo'bao'guo'shu
输尿管梗阻,shu'niao'guan'geng'zu
输尿管积水,shu'niao'guan'ji'shui
输尿管畸形,shu'niao'guan'ji'xing
输尿管绞痛,shu'niao'guan'jiao'tong
输尿管结肠吻合术,shu'niao'guan'jie'chang'wen'he'shu
输尿管结核,shu'niao'guan'jie'he
输尿管结石,shu'niao'guan'jie'shi
输尿管镜检查术,shu'niao'guan'jing'jian'cha'shu
输尿管口切开术,shu'niao'guan'kou'qie'kai'shu
输尿管口狭窄,shu'niao'guan'kou'xia'zhai
输尿管口异位,shu'niao'guan'kou'yi'wei
输尿管扩张,shu'niao'guan'kuo'zhang
输尿管瘘,shu'niao'guan'lou
输尿管梅毒,shu'niao'guan'mei'du
输尿管袢造瘘术,shu'niao'guan'pan'zao'lou'shu
输尿管膀胱吻合术,shu'niao'guan'pang'guang'wen'he'shu
输尿管皮肤造瘘术,shu'niao'guan'pi'fu'zao'lou'shu
输尿管憩室,shu'niao'guan'qi'shi
输尿管切除术,shu'niao'guan'qie'chu'shu
输尿管切开取石术,shu'niao'guan'qie'kai'qu'shi'shu
输尿管切开术,shu'niao'guan'qie'kai'shu
输尿管缺如,shu'niao'guan'que'ru
输尿管乳头状癌,shu'niao'guan'ru'tou'zhuang'ai
输尿管乳头状瘤,shu'niao'guan'ru'tou'zhuang'liu
输尿管肾镜,shu'niao'guan'shen'jing
输尿管肾盂吻合术,shu'niao'guan'shen'yu'wen'he'shu
输尿管肾盂造影,shu'niao'guan'shen'yu'zao'ying
输尿管输尿管吻合术,shu'niao'guan'shu'niao'guan'wen'he'shu
输尿管松解术,shu'niao'guan'song'jie'shu
输尿管损伤,shu'niao'guan'sun'shang
输尿管脱垂,shu'niao'guan'tuo'chui
输尿管息肉,shu'niao'guan'xi'rou
输尿管狭窄,shu'niao'guan'xia'zhai
输尿管炎,shu'niao'guan'yan
输尿管移行细胞癌,shu'niao'guan'yi'hang'xi'bao'ai
输尿管移植,shu'niao'guan'yi'zhi
输尿管阴道瘘,shu'niao'guan'yin'dao'lou
输尿管造瘘术,shu'niao'guan'zao'lou'shu
输尿管肿瘤,shu'niao'guan'zhong'liu
输尿管周围炎,shu'niao'guan'zhou'wei'yan
鼠皮,shu'pi
蜀漆,shu'qi
术前模型,shu'qian'mo'xing
术前栓塞术,shu'qian'shuan'se'shu
述情障碍,shu'qing'zhang'ai
鼠曲草,shu'qu'cao
暑热,shu're
暑热炽盛证,shu're'chi'sheng'zheng
暑热动风证,shu're'dong'feng'zheng
暑热浸淫证,shu're'jin'yin'zheng
暑热蒙心证,shu're'meng'xin'zheng
暑热内郁证,shu're'nei'yu'zheng
暑热扰心证,shu're'rao'xin'zheng
暑热伤气证,shu're'shang'qi'zheng
暑热证,shu're'zheng
鼠乳病,shu'ru'bing
输入袢综合征,shu'ru'pan'zong'he'zheng
暑入心肾证,shu'ru'xin'shen'zheng
暑入心营证,shu'ru'xin'ying'zheng
暑入血分证,shu'ru'xue'fen'zheng
暑入阳明证,shu'ru'yang'ming'zheng
暑入营血证,shu'ru'ying'xue'zheng
树三角枫,shu'san'jiao'feng
暑伤肺络证,shu'shang'fei'luo'zheng
暑伤肺胃证,shu'shang'fei'wei'zheng
暑伤津气证,shu'shang'jin'qi'zheng
暑伤心肾证,shu'shang'xin'shen'zheng
暑伤血络证,shu'shang'xue'luo'zheng
朮芍防风共成剂,shu'shao'fang'feng'gong'cheng'ji
树舌,shu'she
鼠舌草,shu'she'cao
鼠肾,shu'shen
暑湿交阻证,shu'shi'jiao'zu'zheng
暑湿困伤心脾证,shu'shi'kun'shang'xin'pi'zheng
暑湿困阻中焦证,shu'shi'kun'zu'zhong'jiao'zheng
暑湿类,shu'shi'lei
暑湿弥漫三焦证,shu'shi'mi'man'san'jiao'zheng
暑湿内蕴寒邪束表证,shu'shi'nei'yun'han'xie'shu'biao'zheng
暑湿内蕴证,shu'shi'nei'yun'zheng
暑湿热蕴证,shu'shi're'yun'zheng
暑湿伤脾证,shu'shi'shang'pi'zheng
舒适温度,shu'shi'wen'du
暑湿袭表证,shu'shi'xi'biao'zheng
暑湿挟滞证,shu'shi'xie'zhi'zheng
暑湿郁蒸证,shu'shi'yu'zheng'zheng
暑湿蕴结证,shu'shi'yun'jie'zheng
暑湿在表证,shu'shi'zai'biao'zheng
鼠矢枣,shu'shi'zao
束手受败,shu'shou'shou'bai
疏松卷柏,shu'song'juan'bai
树头菜,shu'tou'cai
树头菜根,shu'tou'cai'gen
树头发,shu'tou'fa
树突,shu'tu
树突细胞,shu'tu'xi'bao
鼠尾草,shu'wei'cao
鼠尾粟,shu'wei'su
暑温病,shu'wen'bing
暑温夹湿,shu'wen'jia'shi
暑温困脾证,shu'wen'kun'pi'zheng
蜀五加,shu'wu'jia
树五加,shu'wu'jia
暑邪,shu'xie
书写困难,shu'xie'kun'nan
腧穴,shu'xue
俞穴,shu'xue
舒血管肠肽,shu'xue'guan'chang'tai
俞穴流注,shu'xue'liu'zhu
蜀羊泉,shu'yang'quan
树腰子,shu'yao'zi
输液泵,shu'ye'beng
疏叶当归,shu'ye'dang'gui
疏叶香根芹,shu'ye'xiang'gen'qin
疏郁脾气,shu'yu'pi'qi
薯蓣皂苷片,shu'yu'zao'gan'pian
疏凿饮子,shu'zao'yin'zi
数则热烦,shu'ze're'fan
暑证,shu'zheng
鼠脂,shu'zhi
数值评估法,shu'zhi'ping'gu'fa
术中胆管造影,shu'zhong'dan'guan'zao'ying
术中软组织扩张术,shu'zhong'ruan'zu'zhi'kuo'zhang'shu
束状骨,shu'zhuang'gu
刷把草,shua'ba'cao
刷把草根,shua'ba'cao'gen
刷拭活检,shua'shi'huo'jian
刷状缘,shua'zhuang'yuan
衰减模型,shuai'jian'mo'xing
衰减说,shuai'jian'shuo
衰竭,shuai'jie
栓塞,shuan'se
栓子,shuan'zi
栓子清除术,shuan'zi'qing'chu'shu
双瓣膜置换术,shuang'ban'mo'zhi'huan'shu
双臂卡环,shuang'bi'ka'huan
双补气血八珍汤,shuang'bu'qi'xue'ba'zhen'tang
双参,shuang'can
双侧唇裂,shuang'ce'chun'lie
双侧动脉导管,shuang'ce'dong'mai'dao'guan
双侧腭裂,shuang'ce'e'lie
双侧检验,shuang'ce'jian'yan
双侧平衡,shuang'ce'ping'heng
双层绒型假体,shuang'ceng'rong'xing'jia'ti
双重编码说,shuang'chong'bian'ma'shuo
双重分离,shuang'chong'fen'li
双重牙列,shuang'chong'ya'lie
双重杂合子,shuang'chong'za'he'zi
双雌受精,shuang'ci'shou'jing
双蒂皮瓣,shuang'di'pi'ban
双端固定桥,shuang'duan'gu'ding'qiao
双额减压术,shuang'e'jian'ya'shu
双二倍体,shuang'er'bei'ti
双二倍性,shuang'er'bei'xing
双耳分听,shuang'er'fen'ting
双耳强度差,shuang'er'qiang'du'cha
双耳时差,shuang'er'shi'cha
双耳听觉,shuang'er'ting'jue
双耳相位差,shuang'er'xiang'wei'cha
双飞蝴蝶,shuang'fei'hu'die
双肺叶切除术,shuang'fei'ye'qie'chu'shu
双肺移植,shuang'fei'yi'zhi
双峰分布,shuang'feng'fen'bu
双干脊髓,shuang'gan'ji'sui
双钩藤,shuang'gou'teng
双股箭,shuang'gu'jian
双管结肠造口术,shuang'guan'jie'chang'zao'kou'shu
双颌截骨术,shuang'he'jie'gu'shu
双颌前突,shuang'he'qian'tu
双颌式功能矫正器,shuang'he'shi'gong'neng'jiao'zheng'qi
双核体,shuang'he'ti
霜红藤,shuang'hong'teng
双蝴蝶,shuang'hu'die
双虎清肝颗粒,shuang'hu'qing'gan'ke'li
双花,shuang'hua
双花堇菜,shuang'hua'jin'cai
双花鞘花,shuang'hua'qiao'hua
双黄连颗粒,shuang'huang'lian'ke'li
双极电凝,shuang'ji'dian'ning
双极电凝器,shuang'ji'dian'ning'qi
双极电灼术,shuang'ji'dian'zhuo'shu
双价抗体,shuang'jia'kang'ti
双剪菜,shuang'jian'cai
双尖牙,shuang'jian'ya
双金胃疡胶囊,shuang'jin'wei'yang'jiao'nang
双精入卵,shuang'jing'ru'luan
双联体,shuang'lian'ti
双料喉风散,shuang'liao'hou'feng'san
双翎草,shuang'ling'cao
双菱形皮瓣,shuang'ling'xing'pi'ban
双盲,shuang'mang
双盲实验,shuang'mang'shi'yan
双颞叶切除后综合征,shuang'nie'ye'qie'chu'hou'zong'he'zheng
双皮,shuang'pi
双腔右心室,shuang'qiang'you'xin'shi
双腔支气管导管,shuang'qiang'zhi'qi'guan'dao'guan
双亲肾移植,shuang'qin'shen'yi'zhi
双亲中值,shuang'qin'zhong'zhi
双入口心室,shuang'ru'kou'xin'shi
双乳头瓣,shuang'ru'tou'ban
双色龙胆,shuang'se'long'dan
双肾草,shuang'shen'cao
双肾藤,shuang'shen'teng
双肾子,shuang'shen'zi
双生牙,shuang'sheng'ya
双生子法,shuang'sheng'zi'fa
双生子卵性诊断,shuang'sheng'zi'luan'xing'zhen'duan
双生子研究,shuang'sheng'zi'yan'jiu
双识别假说,shuang'shi'bie'jia'shuo
双视觉理论,shuang'shi'jue'li'lun
双手触诊,shuang'shou'chu'zhen
双受精,shuang'shou'jing
双手托颌法,shuang'shou'tuo'he'fa
双丝弓矫治器,shuang'si'gong'jiao'zhi'qi
双态现象,shuang'tai'xian'xiang
双特异性抗体分子,shuang'te'yi'xing'kang'ti'fen'zi
双听技术,shuang'ting'ji'shu
双头绷带卷,shuang'tou'beng'dai'juan
双尾检验,shuang'wei'jian'yan
双微体,shuang'wei'ti
双线期,shuang'xian'qi
双向扩散试验,shuang'xiang'kuo'san'shi'yan
双向凝胶电泳,shuang'xiang'ning'jiao'dian'yong
双相型障碍,shuang'xiang'xing'zhang'ai
双向阻滞,shuang'xiang'zu'zhi
双星有丝分裂,shuang'xing'you'si'fen'lie
双雄受精,shuang'xiong'shou'jing
双眼绷带法,shuang'yan'beng'dai'fa
双眼复视,shuang'yan'fu'shi
双眼混色,shuang'yan'hun'se
双眼竞争,shuang'yan'jing'zheng
双眼视差,shuang'yan'shi'cha
双眼视象融合,shuang'yan'shi'xiang'rong'he
双眼线索,shuang'yan'xian'suo
双叶金枪,shuang'ye'jin'qiang
双叶皮瓣,shuang'ye'pi'ban
双叶型机械瓣,shuang'ye'xing'ji'xie'ban
双叶阴囊,shuang'ye'yin'nang
双叶状种植体,shuang'ye'zhuang'zhong'zhi'ti
双乙嗪,shuang'yi'qin
双阴茎畸形,shuang'yin'jing'ji'xing
双主动脉弓,shuang'zhu'dong'mai'gong
双着丝粒染色体,shuang'zhuo'si'li'ran'se'ti
水案板,shui'an'ban
水安息,shui'an'xi
水八角,shui'ba'jiao
水八角莲,shui'ba'jiao'lian
水百合,shui'bai'he
水柏枝,shui'bai'zhi
水半夏,shui'ban'xia
水包油包水乳化佐剂,shui'bao'you'bao'shui'ru'hua'zuo'ji
水鳖,shui'bie
水鳖蕨,shui'bie'jue
睡菜,shui'cai
睡菜根,shui'cai'gen
水草乌,shui'cao'wu
水菖蒲,shui'chang'pu
水朝阳花,shui'chao'yang'hua
水车前,shui'che'qian
水冲洗器,shui'chong'xi'qi
水葱,shui'cong
水稻清,shui'dao'qing
水稻清乳汁,shui'dao'qing'ru'zhi
水道穴,shui'dao'xue
水冬瓜,shui'dong'gua
水冬瓜根,shui'dong'gua'gen
水冬瓜花,shui'dong'gua'hua
水冬瓜叶,shui'dong'gua'ye
水豆瓣,shui'dou'ban
水痘带状疱疹病毒,shui'dou'dai'zhuang'pao'zhen'bing'du
水毒凌心犯肺证,shui'du'ling'xin'fan'fei'zheng
水毒内闭证,shui'du'nei'bi'zheng
水毒内郁证,shui'du'nei'yu'zheng
水毒上扰证,shui'du'shang'rao'zheng
水飞蓟,shui'fei'ji
水分穴,shui'fen'xue
水凤仙,shui'feng'xian
水芙蓉,shui'fu'rong
水甘草,shui'gan'cao
水藁本,shui'gao'ben
水沟穴,shui'gou'xue
水蛊,shui'gu
水臌病,shui'gu'bing
水谷之海,shui'gu'zhi'hai
水贯众,shui'guan'zhong
水鬼蕉,shui'gui'jiao
水寒射肺证,shui'han'she'fei'zheng
水韩信草,shui'han'xin'cao
水禾麻,shui'he'ma
水红花子,shui'hong'hua'zi
水红木根,shui'hong'mu'gen
水红木花,shui'hong'mu'hua
水红木叶,shui'hong'mu'ye
水红袍,shui'hong'pao
水葫芦,shui'hu'lu
水葫芦根,shui'hu'lu'gen
水葫芦苗,shui'hu'lu'miao
水葫芦七,shui'hu'lu'qi
水胡满,shui'hu'man
水胡满根,shui'hu'man'gen
水花,shui'hua
水花生,shui'hua'sheng
水黄,shui'huang
水黄杨木,shui'huang'yang'mu
水茴香,shui'hui'xiang
水茴香藻,shui'hui'xiang'zao
水火麻,shui'huo'ma
水藿香,shui'huo'xiang
水鸡油,shui'ji'you
水棘针,shui'ji'zhen
水将军,shui'jiang'jun
水胶体印模材料,shui'jiao'ti'yin'mu'cai'liao
水金凤,shui'jin'feng
水锦树,shui'jin'shu
水晶花,shui'jing'hua
水晶兰,shui'jing'lan
水晶鱼,shui'jing'yu
水韭,shui'jiu
水蕨,shui'jue
水苦荬,shui'ku'mai
水亏火旺,shui'kui'huo'wang
水兰叶,shui'lan'ye
水老虎,shui'lao'hu
水梨藤,shui'li'teng
睡莲,shui'lian
水莲沙,shui'lian'sha
水蓼,shui'liao
水蓼根,shui'liao'gen
水流豆,shui'liu'dou
水流冷却器,shui'liu'leng'que'qi
水龙胆草,shui'long'dan'cao
水龙胆草根,shui'long'dan'cao'gen
水龙骨,shui'long'gu
水芦荻根,shui'lu'di'gen
水陆二仙丹,shui'lu'er'xian'dan
水陆二仙汤,shui'lu'er'xian'tang
水轮气虚血少证,shui'lun'qi'xu'xue'shao'zheng
水轮气虚血瘀证,shui'lun'qi'xu'xue'yu'zheng
水轮气虚证,shui'lun'qi'xu'zheng
水轮实热证,shui'lun'shi're'zheng
水轮痰湿证,shui'lun'tan'shi'zheng
水轮头风痰火证,shui'lun'tou'feng'tan'huo'zheng
水轮头风痰火证发热,shui'lun'tou'feng'tan'huo'zheng'fa're
水轮阴亏证,shui'lun'yin'kui'zheng
水麻,shui'ma
水马齿苋,shui'ma'chi'xian
水麻根,shui'ma'gen
水马桑,shui'ma'sang
水马桑枝叶,shui'ma'sang'zhi'ye
水蔓菁,shui'man'jing
水蔓青,shui'man'qing
水莽,shui'mang
水毛花,shui'mao'hua
水毛射,shui'mao'she
水绵,shui'mian
水棉花,shui'mian'hua
睡眠中枢,shui'mian'zhong'shu
水黾,shui'min
水木草,shui'mu'cao
水逆,shui'ni
水泥烧伤,shui'ni'shao'shang
水凝胶,shui'ning'jiao
水牛角,shui'niu'jiao
水牛角粉,shui'niu'jiao'fen
水牛角浓缩粉,shui'niu'jiao'nong'suo'fen
水牛尾,shui'niu'wei
水疱,shui'pao
水疱形成,shui'pao'xing'cheng
水枇杷,shui'pi'pa
水萍,shui'ping
水平参考线,shui'ping'can'kao'xian
水平传递,shui'ping'chuan'di
水平对称,shui'ping'dui'chen
水平复位瓣,shui'ping'fu'wei'ban
水平截骨术,shui'ping'jie'gu'shu
水平阻生,shui'ping'zu'sheng
水气冲心,shui'qi'chong'xin
水气凌心,shui'qi'ling'xin
水气凌心犯肺证,shui'qi'ling'xin'fan'fei'zheng
水气凌心证,shui'qi'ling'xin'zheng
水气上凌证,shui'qi'shang'ling'zheng
水前草,shui'qian'cao
水茄,shui'qie
水茄冬,shui'qie'dong
水茄冬果,shui'qie'dong'guo
水茄冬叶,shui'qie'dong'ye
水茄冬子,shui'qie'dong'zi
水芹,shui'qin
水芹菜,shui'qin'cai
水曲柳,shui'qu'liu
水泉穴,shui'quan'xue
水榕木根,shui'rong'mu'gen
水疝病,shui'shan'bing
水蛇,shui'she
水蛇皮,shui'she'pi
水虱草,shui'shi'cao
水湿泛滥证,shui'shi'fan'lan'zheng
水湿浸渍,shui'shi'jin'zi
水湿浸渍证,shui'shi'jin'zi'zheng
水湿柳叶菜,shui'shi'liu'ye'cai
水湿内停证,shui'shi'nei'ting'zheng
水湿内蕴证,shui'shi'nei'yun'zheng
水石油菜,shui'shi'you'cai
水松,shui'song
水松皮,shui'song'pi
水松球果,shui'song'qiu'guo
水松枝叶,shui'song'zhi'ye
水苏,shui'su
水莎草,shui'suo'cao
水蓑衣,shui'suo'yi
水塔花叶,shui'ta'hua'ye
水田七,shui'tian'qi
水田七叶,shui'tian'qi'ye
水田碎米荠,shui'tian'sui'mi'ji
水停食滞痞证,shui'ting'shi'zhi'pi'zheng
水桐木,shui'tong'mu
水突,shui'tu
水突穴,shui'tu'xue
水团花,shui'tuan'hua
水团花根,shui'tuan'hua'gen
水翁根,shui'weng'gen
水翁花,shui'weng'hua
水翁皮,shui'weng'pi
水翁叶,shui'weng'ye
水蜈蚣,shui'wu'gong
水细辛,shui'xi'xin
水下按摩,shui'xia'an'mo
水下百刻,shui'xia'bai'ke
水虾草,shui'xia'cao
水虾草根,shui'xia'cao'gen
水下洗肠疗法,shui'xia'xi'chang'liao'fa
水下心理学,shui'xia'xin'li'xue
水虾子草,shui'xia'zi'cao
水苋菜,shui'xian'cai
水仙根,shui'xian'gen
水仙花,shui'xian'hua
水香柴,shui'xiang'chai
睡行症,shui'xing'zheng
水样变性,shui'yang'bian'xing
水杨根,shui'yang'gen
水杨柳,shui'yang'liu
水扬梅,shui'yang'mei
水杨梅,shui'yang'mei
水扬梅根,shui'yang'mei'gen
水杨梅根,shui'yang'mei'gen
水杨木白皮,shui'yang'mu'bai'pi
水杨枝叶,shui'yang'zhi'ye
水饮,shui'yin
水饮留肠证,shui'yin'liu'chang'zheng
水饮内扰证,shui'yin'nei'rao'zheng
水饮内停证,shui'yin'nei'ting'zheng
水饮停聚胸胁证,shui'yin'ting'ju'xiong'xie'zheng
水饮下行悸眩去,shui'yin'xia'xing'ji'xuan'qu
水用甘澜扬百遍,shui'yong'gan'lan'yang'bai'bian
水芋,shui'yu
水榆果,shui'yu'guo
水玉簪,shui'yu'zan
水郁折之,shui'yu'zhe'zhi
水泽兰,shui'ze'lan
水朝阳草,shui'zhao'yang'cao
水朝阳根,shui'zhao'yang'gen
水蔗草,shui'zhe'cao
水蛭,shui'zhi
水栀,shui'zhi
水蛭粉,shui'zhi'fen
水栀根,shui'zhi'gen
水蛭生,shui'zhi'sheng
水蛭咬伤,shui'zhi'yao'shang
水栀叶,shui'zhi'ye
水肿,shui'zhong
水肿病,shui'zhong'bing
水珠草,shui'zhu'cao
水苎麻,shui'zhu'ma
水竹叶,shui'zhu'ye
水紫菀,shui'zi'wan
顺传与逆传,shun'chuan'yu'ni'chuan
顺地红,shun'di'hong
瞬间犯罪人,shun'jian'fan'zui'ren
顺江木,shun'jiang'mu
顺经汤,shun'jing'tang
顺气降逆,shun'qi'jiang'ni
顺蠕动吻合,shun'ru'dong'wen'he
瞬时记忆,shun'shi'ji'yi
瞬时空腔,shun'shi'kong'qiang
顺式作用元件,shun'shi'zuo'yong'yuan'jian
吮吸反射,shun'xi'fan'she
顺向插入,shun'xiang'cha'ru
顺行联想,shun'xing'lian'xiang
顺行肾盂造影,shun'xing'shen'yu'zao'ying
顺行性遗忘,shun'xing'xing'yi'wang
顺序拔牙,shun'xu'ba'ya
顺序变量,shun'xu'bian'liang
顺序回忆,shun'xu'hui'yi
顺序量表,shun'xu'liang'biao
顺序效应,shun'xu'xiao'ying
