艾昂尼尔锡青铜,ai'ang'ni'er'xi'qing'tong
明场显微照片,ming'chang'xian'wei'zhao'pian
明场像,ming'chang'xiang
明场衍射反衬技术,ming'chang'yan'she'fan'chen'ji'shu
明场照明,ming'chang'zhao'ming
明场照明器,ming'chang'zhao'ming'qi
明亮干涉条纹,ming'liang'gan'she'tiao'wen
明线光谱,ming'xian'guang'pu
明箱,ming'xiang
命中中心,ming'zhong'zhong'xin
模槽,mo'cao
末次渣,mo'ci'zha
模岛型,mo'dao'xing
模锻锤,mo'duan'chui
模缝,mo'feng
磨光棒,mo'guang'bang
磨光镀铬,mo'guang'du'ge
磨光镀镍,mo'guang'du'nie
磨光粉,mo'guang'fen
磨光剂,mo'guang'ji
磨光轮,mo'guang'lun
模糊影像,mo'hu'ying'xiang
模孔间距,mo'kong'jian'ju
磨矿,mo'kuang
模里表面,mo'li'biao'mian
磨毛刺机,mo'mao'ci'ji
模内面,mo'nei'mian
膜片,mo'pian
摩蚀疲劳,mo'shi'pi'lao
墨水,mo'shui
墨水池孔,mo'shui'chi'kong
墨水瓶孔隙,mo'shui'ping'kong'xi
模型组合,mo'xing'zu'he
模压机,mo'ya'ji
模压铸造,mo'ya'zhu'zao
模制试块,mo'zhi'shi'kuai
模组,mo'zu
母板材料,mu'ban'cai'liao
木棒折断形,mu'bang'zhe'duan'xing
母端开始螺纹,mu'duan'kai'shi'luo'wen
母端螺纹,mu'duan'luo'wen
木格条输送带式逐稿器,mu'ge'tiao'shu'song'dai'shi'zhu'gao'qi
木工场,mu'gong'chang
木工小锤,mu'gong'xiao'chui
木石结构,mu'shi'jie'gou
木炭,mu'tan
钼碳钢,mu'tan'gang
木炭高炉,mu'tan'gao'lu
木炭基气氛,mu'tan'ji'qi'fen
木炭精炼铁,mu'tan'jing'lian'tie
木炭扩散层,mu'tan'kuo'san'ceng
木炭炉,mu'tan'lu
木炭炉生铁,mu'tan'lu'sheng'tie
木炭生铁,mu'tan'sheng'tie
木炭熟铁,mu'tan'shu'tie
钼钨铅矿,mu'wu'qian'kuang
母线槽,mu'xian'cao
母线电压损失,mu'xian'dian'ya'sun'shi
母线架,mu'xian'jia
母线配置,mu'xian'pei'zhi
母线通廊,mu'xian'tong'lang
母线支架,mu'xian'zhi'jia
钠硝石,na'xiao'shi
耐冲击性试验,nai'chong'ji'xing'shi'yan
耐化学腐蚀性,nai'hua'xue'fu'shi'xing
耐火侧墙,nai'huo'ce'qiang
耐火衬圈,nai'huo'chen'quan
耐火堵泥,nai'huo'du'ni
耐火混凝土,nai'huo'hun'ning'tu
耐火粘土陶瓷,nai'huo'nian'tu'tao'ci
耐火砖,nai'huo'zhuan
耐火砖衬里点火器,nai'huo'zhuan'chen'li'dian'huo'qi
耐火砖衬里炉罩,nai'huo'zhuan'chen'li'lu'zhao
耐急冷能力,nai'ji'leng'neng'li
耐晶间腐蚀性,nai'jing'jian'fu'shi'xing
耐久的,nai'jiu'de
耐空蚀钢,nai'kong'shi'gang
耐气穴钢,nai'qi'xue'gang
耐蚀海军黄铜,nai'shi'hai'jun'huang'tong
耐蚀镍铜系合金,nai'shi'nie'tong'xi'he'jin
耐蚀铜合金,nai'shi'tong'he'jin
耐压试验,nai'ya'shi'yan
难辩认的,nan'bian'ren'de
难控制的,nan'kong'zhi'de
难熔层,nan'rong'ceng
难熔金属覆层,nan'rong'jin'shu'fu'ceng
囊状物,nang'zhuang'wu
脑,nao
挠折收缩量,nao'zhe'shou'suo'liang
内拔模斜度,nei'ba'mo'xie'du
内半径,nei'ban'jing
内壁,nei'bi
内壁砖,nei'bi'zhuan
内变形,nei'bian'xing
内变形损耗,nei'bian'xing'sun'hao
内表面,nei'biao'mian
内表面加热线圈,nei'biao'mian'jia're'xian'quan
内标谱线,nei'biao'pu'xian
内禀磁导率,nei'bing'ci'dao'lv
内禀磁化,nei'bing'ci'hua
内禀磁矩,nei'bing'ci'ju
内禀感应,nei'bing'gan'ying
内禀感应曲线,nei'bing'gan'ying'qu'xian
内禀光电导效应,nei'bing'guang'dian'dao'xiao'ying
内禀还原性,nei'bing'huan'yuan'xing
内禀辉度,nei'bing'hui'du
内禀角动量,nei'bing'jiao'dong'liang
内禀矫顽力,nei'bing'jiao'wan'li
内禀扩散系数,nei'bing'kuo'san'xi'shu
内禀亮度,nei'bing'liang'du
内禀能,nei'bing'neng
内禀粘滞性,nei'bing'nian'zhi'xing
内禀亚铁电感,nei'bing'ya'tie'dian'gan
内禀增宽,nei'bing'zeng'kuan
内禀自旋力矩,nei'bing'zi'xuan'li'ju
内禀阻抗,nei'bing'zu'kang
内部变形,nei'bu'bian'xing
内部表面过滤,nei'bu'biao'mian'guo'lv
内部标准,nei'bu'biao'zhun
内部不连续性,nei'bu'bu'lian'xu'xing
内部不完整性,nei'bu'bu'wan'zheng'xing
内部参考,nei'bu'can'kao
内部操作寄存器,nei'bu'cao'zuo'ji'cun'qi
内部测量,nei'bu'ce'liang
内部尺寸,nei'bu'chi'cun
内部抽空,nei'bu'chou'kong
内部传感器,nei'bu'chuan'gan'qi
内部的,nei'bu'de
内部电动势,nei'bu'dian'dong'shi
内部吊索,nei'bu'diao'suo
内部洞穴,nei'bu'dong'xue
内部对称,nei'bu'dui'chen
内部工作容积高度,nei'bu'gong'zuo'rong'ji'gao'du
内部耗散能,nei'bu'hao'san'neng
内部活动,nei'bu'huo'dong
内部机构,nei'bu'ji'gou
内部加热,nei'bu'jia're
内部校验,nei'bu'jiao'yan
内部苛化,nei'bu'ke'hua
内部孔隙,nei'bu'kong'xi
内部宽度,nei'bu'kuan'du
内部扩散,nei'bu'kuo'san
内部冷却,nei'bu'leng'que
内部冷却的,nei'bu'leng'que'de
内部冷却器,nei'bu'leng'que'qi
内部裂纹,nei'bu'lie'wen
内部磨损,nei'bu'mo'sun
内部能量,nei'bu'neng'liang
内部排放,nei'bu'pai'fang
内部强度,nei'bu'qiang'du
内部缺陷,nei'bu'que'xian
内部润滑法,nei'bu'run'hua'fa
内部设备,nei'bu'she'bei
内部收缩,nei'bu'shou'suo
内部撕裂,nei'bu'si'lie
内部缩孔,nei'bu'suo'kong
内部体积,nei'bu'ti'ji
内部通话装置,nei'bu'tong'hua'zhuang'zhi
内部通信,nei'bu'tong'xin
内部完整性,nei'bu'wan'zheng'xing
内部消耗,nei'bu'xiao'hao
内部修整,nei'bu'xiu'zheng
内部循环,nei'bu'xun'huan
内部氧化,nei'bu'yang'hua
内部运算,nei'bu'yun'suan
内部噪声,nei'bu'zao'sheng
内部质量,nei'bu'zhi'liang
内部专用车辆,nei'bu'zhuan'yong'che'liang
内部装配,nei'bu'zhuang'pei
内部自动校验,nei'bu'zi'dong'jiao'yan
内部自行调整,nei'bu'zi'xing'tiao'zheng
内部组织,nei'bu'zu'zhi
内藏能量,nei'cang'neng'liang
内藏热量,nei'cang're'liang
内层电子,nei'ceng'dian'zi
内层韧致辐射,nei'ceng'ren'zhi'fu'she
内插系数,nei'cha'xi'shu
内场,nei'chang
内衬,nei'chen
内衬钢板砖,nei'chen'gang'ban'zhuan
内衬里,nei'chen'li
内衬套,nei'chen'tao
内齿式联轴节套,nei'chi'shi'lian'zhou'jie'tao
内存程序,nei'cun'cheng'xu
内存储器,nei'cun'chu'qi
内底,nei'di
内镦厚,nei'dun'hou
内反射光谱,nei'fan'she'guang'pu
内反射光谱学,nei'fan'she'guang'pu'xue
内辐照,nei'fu'zhao
内刮板,nei'gua'ban
内管,nei'guan
内光电效应,nei'guang'dian'xiao'ying
内轨,nei'gui
内辊挤压,nei'gun'ji'ya
内过程,nei'guo'cheng
内焊缝,nei'han'feng
内函数,nei'han'shu
内含碳,nei'han'tan
内耗,nei'hao
内河运输,nei'he'yun'shu
内滑道,nei'hua'dao
内环,nei'huan
内火焰炉,nei'huo'yan'lu
内极二次曲线,nei'ji'er'ci'qu'xian
内加剂,nei'jia'ji
内加热器,nei'jia're'qi
内加热式盐浴炉,nei'jia're'shi'yan'yu'lu
内加热转筒干燥机,nei'jia're'zhuan'tong'gan'zao'ji
内角,nei'jiao
内角焊缝,nei'jiao'han'feng
内浇口,nei'jiao'kou
内角墁刀,nei'jiao'man'dao
内接缝,nei'jie'feng
内结晶,nei'jie'jing
内径,nei'jing
内径卡规,nei'jing'ka'gui
内径千尺,nei'jing'qian'chi
内径千分表,nei'jing'qian'fen'biao
内径千分尺,nei'jing'qian'fen'chi
内久角螺钉,nei'jiu'jiao'luo'ding
内孔检查镜,nei'kong'jian'cha'jing
内孔窥视仪,nei'kong'kui'shi'yi
内孔窥视仪检查,nei'kong'kui'shi'yi'jian'cha
内宽,nei'kuan
内拉刀,nei'la'dao
内拉法,nei'la'fa
内雷宾德尔效应,nei'lei'bin'de'er'xiao'ying
内冷凝管,nei'leng'ning'guan
内冷凝器,nei'leng'ning'qi
内冷式的,nei'leng'shi'de
内冷铁,nei'leng'tie
内力,nei'li
内流变,nei'liu'bian
内漏模板,nei'lou'mo'ban
内炉缸,nei'lu'gang
内陆钢铁公司,nei'lu'gang'tie'gong'si
内轮廓锯法,nei'lun'kuo'ju'fa
内轮缘,nei'lun'yuan
内螺纹,nei'luo'wen
内螺纹导程仪,nei'luo'wen'dao'cheng'yi
内螺纹磨床,nei'luo'wen'mo'chuang
内螺纹梳刀,nei'luo'wen'shu'dao
内螺纹锥度规,nei'luo'wen'zhui'du'gui
内面,nei'mian
内面带法兰盘的丘宾筒,nei'mian'dai'fa'lan'pan'de'qiu'bin'tong
内模板,nei'mo'ban
内摩擦,nei'mo'ca
内摩擦法,nei'mo'ca'fa
内摩擦特性,nei'mo'ca'te'xing
内摩擦现象,nei'mo'ca'xian'xiang
内能级,nei'neng'ji
内能态,nei'neng'tai
内啮合,nei'nie'he
内啮合齿轮泵,nei'nie'he'chi'lun'beng
内啮合圆柱齿轮,nei'nie'he'yuan'zhu'chi'lun
内平接型,nei'ping'jie'xing
内汽封,nei'qi'feng
内气孔,nei'qi'kong
内气压,nei'qi'ya
内迁移离子,nei'qian'yi'li'zi
内腔,nei'qiang
内腔加工,nei'qiang'jia'gong
内曲柄,nei'qu'bing
内容积,nei'rong'ji
内容器,nei'rong'qi
内润滑钢丝绳,nei'run'hua'gang'si'sheng
内烧口,nei'shao'kou
内蛇管,nei'she'guan
内室,nei'shi
内胎,nei'tai
内探针,nei'tan'zhen
内特性,nei'te'xing
内透射率,nei'tou'she'lv
内涂层,nei'tu'ceng
内线电话,nei'xian'dian'hua
内向扩散,nei'xiang'kuo'san
内效率,nei'xiao'lv
内斜斜度,nei'xie'xie'du
内心白口,nei'xin'bai'kou
内型,nei'xing
内形,nei'xing
内压力,nei'ya'li
内压试验,nei'ya'shi'yan
内焰心,nei'yan'xin
内氧化法,nei'yang'hua'fa
内氧化合金,nei'yang'hua'he'jin
内应变,nei'ying'bian
内应力,nei'ying'li
内应力扩展,nei'ying'li'kuo'zhan
内映象,nei'ying'xiang
内油封环,nei'you'feng'huan
内余面,nei'yu'mian
内圆磨机,nei'yuan'mo'ji
内圆磨削,nei'yuan'mo'xue
内圆无心磨床,nei'yuan'wu'xin'mo'chuang
内蕴场,nei'yun'chang
内在的,nei'zai'de
内在精度,nei'zai'jing'du
内在压力,nei'zai'ya'li
内在应变,nei'zai'ying'bian
内在应力,nei'zai'ying'li
内在沾染,nei'zai'zhan'ran
内站,nei'zhan
内张力,nei'zhang'li
内胀型全金属刹车片,nei'zhang'xing'quan'jin'shu'sha'che'pian
内胀制动器,nei'zhang'zhi'dong'qi
内罩,nei'zhao
内照射,nei'zhao'she
内指示剂,nei'zhi'shi'ji
内轴,nei'zhou
内注口,nei'zhu'kou
内转换系数,nei'zhuan'huan'xi'shu
内装可靠性,nei'zhuang'ke'kao'xing
内装式承受顶尖,nei'zhuang'shi'cheng'shou'ding'jian
内装式消声器,nei'zhuang'shi'xiao'sheng'qi
内阻力,nei'zu'li
内座圈,nei'zuo'quan
嫩绿色,nen'lv'se
能,neng
能带间磁光效应,neng'dai'jian'ci'guang'xiao'ying
能带下限,neng'dai'xia'xian
能力标定,neng'li'biao'ding
泥浆填料,ni'jiang'tian'liao
逆扩散长度,ni'kuo'san'chang'du
逆流,ni'liu
逆时,ni'shi
铌酸钙,ni'suan'gai
铌铁的氯化,ni'tie'de'lv'hua
泥铜,ni'tong
泥铜沉淀器,ni'tong'chen'dian'qi
泥铜滤饼,ni'tong'lv'bing
逆维德曼效应,ni'wei'de'man'xiao'ying
泥芯撑,ni'xin'cheng
泥沼地,ni'zhao'di
逆止阀,ni'zhi'fa
逆转速电刷位移,ni'zhuan'su'dian'shua'wei'yi
埝点校验,nian'dian'jiao'yan
捻缝条,nian'feng'tiao
粘结的氧化皮疤,nian'jie'de'yang'hua'pi'ba
粘结粉末,nian'jie'fen'mo
粘结辅助金属,nian'jie'fu'zhu'jin'shu
粘结过程,nian'jie'guo'cheng
粘结焊剂,nian'jie'han'ji
粘结剂,nian'jie'ji
粘结键,nian'jie'jian
粘结煤,nian'jie'mei
粘结能力,nian'jie'neng'li
粘结强度,nian'jie'qiang'du
粘结熔剂,nian'jie'rong'ji
粘结性能,nian'jie'xing'neng
粘结性指数,nian'jie'xing'zhi'shu
粘结应力,nian'jie'ying'li
粘结作用,nian'jie'zuo'yong
年生产力分类,nian'sheng'chan'li'fen'lei
碾碎机,nian'sui'ji
粘土泥塞,nian'tu'ni'sai
粘土熟料,nian'tu'shu'liao
粘土熟料粉,nian'tu'shu'liao'fen
粘土熟料砂,nian'tu'shu'liao'sha
粘土砖,nian'tu'zhuan
粘着度,nian'zhuo'du
粘着值,nian'zhuo'zhi
脲,niao
鸟笼,niao'long
尿素,niao'su
镍铬奥氏体不锈钢,nie'ge'ao'shi'ti'bu'xiu'gang
镍铬合金,nie'ge'he'jin
镍铬康铜热电偶,nie'ge'kang'tong're'dian'ou
镍铬镍铝合金,nie'ge'nie'lv'he'jin
镍铬镍铝热电偶,nie'ge'nie'lv're'dian'ou
镍铬铜镍热电偶,nie'ge'tong'nie're'dian'ou
镍铬钨合金,nie'ge'wu'he'jin
啮口管焊接,nie'kou'guan'han'jie
镍铜铁热磁补偿合金,nie'tong'tie're'ci'bu'chang'he'jin
凝点定碳,ning'dian'ding'tan
柠檬酸,ning'meng'suan
柠檬酸盐,ning'meng'suan'yan
凝铁线,ning'tie'xian
钮,niu
牛称重装置,niu'cheng'zhong'zhuang'zhi
扭簧式应变仪,niu'huang'shi'ying'bian'yi
钮扣,niu'kou
钮扣式电容器,niu'kou'shi'dian'rong'qi
牛眼形拱,niu'yan'xing'gong
扭应力强度,niu'ying'li'qiang'du
浓缩,nong'suo
浓缩剂,nong'suo'ji
农业化学加工,nong'ye'hua'xue'jia'gong
女施工员,nv'shi'gong'yuan
偶存元素,ou'cun'yuan'su
偶极电极,ou'ji'dian'ji
偶然重合,ou'ran'chong'he
偶然分布,ou'ran'fen'bu
爬式加料机,pa'shi'jia'liao'ji
爬行速度,pa'xing'su'du
牌,pai
排出的污水流,pai'chu'de'wu'shui'liu
排出管,pai'chu'guan
排除滤渣,pai'chu'lv'zha
排放烟囱,pai'fang'yan'cong
排辊成型,pai'gun'cheng'xing
排气管线,pai'qi'guan'xian
排气栓,pai'qi'shuan
排气烟囱,pai'qi'yan'cong
排气罩,pai'qi'zhao
排刷,pai'shua
排水井,pai'shui'jing
排污,pai'wu
排污溶液,pai'wu'rong'ye
排烟罩,pai'yan'zhao
盘,pan
盘底刮刀,pan'di'gua'dao
盘条挂送装置,pan'tiao'gua'song'zhuang'zhi
盘状电极,pan'zhuang'dian'ji
庞大的,pang'da'de
旁漏电阻,pang'lou'dian'zu
旁路,pang'lu
旁路开关,pang'lu'kai'guan
旁路溶液,pang'lu'rong'ye
旁热式热敏电阻,pang're'shi're'min'dian'zu
旁通道,pang'tong'dao
旁通电容器,pang'tong'dian'rong'qi
旁通阀,pang'tong'fa
旁通风流,pang'tong'feng'liu
旁通管,pang'tong'guan
旁通管道,pang'tong'guan'dao
旁通管回热方式,pang'tong'guan'hui're'fang'shi
旁通过滤器,pang'tong'guo'lv'qi
旁通孔,pang'tong'kong
旁通控制,pang'tong'kong'zhi
旁通溜槽,pang'tong'liu'cao
旁通排气道,pang'tong'pai'qi'dao
旁通塞孔,pang'tong'sai'kong
旁通式过热器,pang'tong'shi'guo're'qi
旁通旋塞,pang'tong'xuan'sai
旁通烟道,pang'tong'yan'dao
泡铋矿,pao'bi'kuang
泡筏,pao'fa
泡筏模型,pao'fa'mo'xing
泡筏排列烧结,pao'fa'pai'lie'shao'jie
跑钢,pao'gang
泡钢形面期,pao'gang'xing'mian'qi
抛光,pao'guang
抛光棒,pao'guang'bang
抛光槽,pao'guang'cao
抛光粉,pao'guang'fen
抛光辊,pao'guang'gun
抛光滚轮,pao'guang'gun'lun
抛光滚筒,pao'guang'gun'tong
抛光剂,pao'guang'ji
抛光机,pao'guang'ji
抛光轮,pao'guang'lun
抛光模,pao'guang'mo
抛光头,pao'guang'tou
抛光用丸粒,pao'guang'yong'wan'li
泡面钢,pao'mian'gang
泡沫管,pao'mo'guan
泡沫水泥砖,pao'mo'shui'ni'zhuan
炮闩,pao'shuan
炮闩保险机,pao'shuan'bao'xian'ji
泡塔,pao'ta
跑铁,pao'tie
泡铜,pao'tong
泡铜精炼,pao'tong'jing'lian
泡铜块,pao'tong'kuai
泡铜生成期,pao'tong'sheng'cheng'qi
泡铜阳极,pao'tong'yang'ji
抛丸清理,pao'wan'qing'li
炮眼扩孔,pao'yan'kuo'kong
泡罩,pao'zhao
泡罩板,pao'zhao'ban
泡罩板塔,pao'zhao'ban'ta
泡罩塔,pao'zhao'ta
泡罩塔盘,pao'zhao'ta'pan
泡罩洗涤器,pao'zhao'xi'di'qi
泡罩蒸馏塔,pao'zhao'zheng'liu'ta
泡状磁畴,pao'zhuang'ci'chou
配比,pei'bi
配电盒,pei'dian'he
佩恩斯黑色冶金公司,pei'en'si'hei'se'ye'jin'gong'si
配风系统,pei'feng'xi'tong
培菌液,pei'jun'ye
配料,pei'liao
配料比,pei'liao'bi
配料表,pei'liao'biao
配料车,pei'liao'che
配料成分,pei'liao'cheng'fen
配料单,pei'liao'dan
配料化学成分,pei'liao'hua'xue'cheng'fen
配料计算,pei'liao'ji'suan
配料间,pei'liao'jian
配料焦炭,pei'liao'jiao'tan
配料控制盘,pei'liao'kong'zhi'pan
配料中硫,pei'liao'zhong'liu
配料组成,pei'liao'zu'cheng
配料组分,pei'liao'zu'fen
配料组分重量比,pei'liao'zu'fen'zhong'liang'bi
培育,pei'yu
培育箱,pei'yu'xiang
培植,pei'zhi
喷吹管系,pen'chui'guan'xi
喷吹极限,pen'chui'ji'xian
喷吹燃料,pen'chui'ran'liao
喷吹冶金,pen'chui'ye'jin
喷吹装置,pen'chui'zhuang'zhi
喷灯,pen'deng
喷灯口环,pen'deng'kou'huan
喷灯烙铁,pen'deng'lao'tie
喷杆延长杆,pen'gan'yan'chang'gan
喷焊器,pen'han'qi
喷粒,pen'li
喷气飞机,pen'qi'fei'ji
喷气循环真空脱气法,pen'qi'xun'huan'zhen'kong'tuo'qi'fa
喷砂,pen'sha
喷砂除鳞机,pen'sha'chu'lin'ji
喷砂机,pen'sha'ji
喷砂清理,pen'sha'qing'li
喷砂清理间,pen'sha'qing'li'jian
喷砂室,pen'sha'shi
喷射机构,pen'she'ji'gou
喷射冷凝器,pen'she'leng'ning'qi
喷射器缝口,pen'she'qi'feng'kou
喷射式焊枪,pen'she'shi'han'qiang
喷射式气割嘴,pen'she'shi'qi'ge'zui
喷射速率,pen'she'su'lv
喷射系统,pen'she'xi'tong
喷射效率,pen'she'xiao'lv
喷射柱塞,pen'she'zhu'sai
喷丸加工处理法,pen'wan'jia'gong'chu'li'fa
喷丸清理,pen'wan'qing'li
喷丸清理室,pen'wan'qing'li'shi
喷渣口,pen'zha'kou
喷嘴,pen'zui
喷嘴分离阀,pen'zui'fen'li'fa
喷嘴排布,pen'zui'pai'bu
喷嘴射流,pen'zui'she'liu
喷嘴型式,pen'zui'xing'shi
喷嘴组,pen'zui'zu
硼,peng
硼玻璃,peng'bo'li
硼处理,peng'chu'li
硼钢,peng'gang
硼硅处理,peng'gui'chu'li
硼硅化,peng'gui'hua
碰痕,peng'hen
硼化,peng'hua
硼化钙,peng'hua'gai
硼化氢,peng'hua'qing
硼化铜,peng'hua'tong
硼化物,peng'hua'wu
硼化物试验电解槽,peng'hua'wu'shi'yan'dian'jie'cao
棚料,peng'liao
硼强化钢,peng'qiang'hua'gang
硼砂玻璃,peng'sha'bo'li
硼砂球,peng'sha'qiu
硼砂珠,peng'sha'zhu
碰伤,peng'shang
硼酸,peng'suan
硼酸铈钍铍矿,peng'suan'shi'tu'pi'kuang
硼酸盐,peng'suan'yan
硼铁,peng'tie
硼烷,peng'wan
硼钨酸,peng'wu'suan
膨胀,peng'zhang
膨胀起点,peng'zhang'qi'dian
膨胀涂料,peng'zhang'tu'liao
膨胀心轴,peng'zhang'xin'zhou
碰撞,peng'zhuang
碰撞电离,peng'zhuang'dian'li
碰撞破坏,peng'zhuang'po'huai
碰撞伞,peng'zhuang'san
披缝,pi'feng
皮革轮或毛毡轮抛光,pi'ge'lun'huo'mao'zhan'lun'pao'guang
坯件,pi'jian
坯块,pi'kuai
疲劳电磁测定法,pi'lao'dian'ci'ce'ding'fa
疲劳起因,pi'lao'qi'yin
坯料试样,pi'liao'shi'yang
铍石,pi'shi
坯体制备,pi'ti'zhi'bei
偏硅酸盐,pian'gui'suan'yan
偏磷酸铈,pian'lin'suan'shi
偏铝酸钙,pian'lv'suan'gai
偏钛酸钙,pian'tai'suan'gai
偏梯形螺纹,pian'ti'xing'luo'wen
偏信拨禾轮,pian'xin'bo'he'lun
偏心轮,pian'xin'lun
偏心凸轮杠杆机构,pian'xin'tu'lun'gang'gan'ji'gou
偏振光照明的,pian'zhen'guang'zhao'ming'de
片状烧碱,pian'zhuang'shao'jian
漂白,piao'bai
漂白粉,piao'bai'fen
漂白粘土,piao'bai'nian'tu
瓢曲,piao'qu
瓢曲试验机,piao'qu'shi'yan'ji
漂石,piao'shi
撇除滤饼,pie'chu'lv'bing
撇浮渣勺,pie'fu'zha'shao
频带宽度,pin'dai'kuan'du
贫铬,pin'ge
贫铬的,pin'ge'de
拼合砂箱,pin'he'sha'xiang
贫化,pin'hua
贫化的,pin'hua'de
频率输出检验器,pin'lv'shu'chu'jian'yan'qi
贫铁晶粒,pin'tie'jing'li
瓶,ping
平板,ping'ban
平层,ping'ceng
平地机,ping'di'ji
平锻锤,ping'duan'chui
平方反比定律,ping'fang'fan'bi'ding'lv
平方反比引力,ping'fang'fan'bi'yin'li
平分面,ping'fen'mian
平分线,ping'fen'xian
平衡点,ping'heng'dian
平衡电流,ping'heng'dian'liu
平衡校验运转,ping'heng'jiao'yan'yun'zhuan
平滑滤波器,ping'hua'lv'bo'qi
平滑转折点,ping'hua'zhuan'zhe'dian
平环链,ping'huan'lian
平接盖板,ping'jie'gai'ban
瓶颈,ping'jing
瓶颈地区,ping'jing'di'qu
瓶颈式路,ping'jing'shi'lu
平均弹着点,ping'jun'dan'zhuo'dian
平均有效指示压力,ping'jun'you'xiao'zhi'shi'ya'li
平均转效点,ping'jun'zhuan'xiao'dian
平均转折点,ping'jun'zhuan'zhe'dian
瓶口式锭模,ping'kou'shi'ding'mu
平路机,ping'lu'ji
平面间距离,ping'mian'jian'ju'li
平面孔型,ping'mian'kong'xing
平面弯曲度试验,ping'mian'wan'qu'du'shi'yan
平面指数,ping'mian'zhi'shu
平砌砖,ping'qi'zhuan
瓶式布料器,ping'shi'bu'liao'qi
平头端,ping'tou'duan
平头砂舂,ping'tou'sha'chong
瓶温,ping'wen
平压印,ping'ya'yin
平杂物,ping'za'wu
瓶装气体,ping'zhuang'qi'ti
钷,po
坡度变更点,po'du'bian'geng'dian
破断面视图,po'duan'mian'shi'tu
破断试验机,po'duan'shi'yan'ji
破断因素,po'duan'yin'su
破坏,po'huai
破坏电压,po'huai'dian'ya
破坏强度,po'huai'qiang'du
破坏应力,po'huai'ying'li
破坏中心,po'huai'zhong'xin
破裂试验,po'lie'shi'yan
破碎锤,po'sui'chui
破碎机篦条,po'sui'ji'bi'tiao
破碎机颊板,po'sui'ji'jia'ban
破碎块度,po'sui'kuai'du
破碎头,po'sui'tou
破碎物,po'sui'wu
破碎指数,po'sui'zhi'shu
破损的,po'sun'de
破土,po'tu
破屑机,po'xie'ji
瀑布式浇注,pu'bu'shi'jiao'zhu
瀑布式铸锭法,pu'bu'shi'zhu'ding'fa
铺底料,pu'di'liao
铺沥青,pu'li'qing
瀑流速度,pu'liu'su'du
瀑落,pu'luo
瀑落式磨机,pu'luo'shi'mo'ji
瀑落运动,pu'luo'yun'dong
葡萄状的,pu'tao'zhuang'de
普通钢丝绳,pu'tong'gang'si'sheng
普通切应变增量,pu'tong'qie'ying'bian'zeng'liang
普通轴向式连续自动工作机床,pu'tong'zhou'xiang'shi'lian'xu'zi'dong'gong'zuo'ji'chuang
起爆剂,qi'bao'ji
起爆器,qi'bao'qi
汽车,qi'che
汽车半悬弹簧,qi'che'ban'xuan'tan'huang
汽车阀门弹簧丝,qi'che'fa'men'tan'huang'si
起初加热,qi'chu'jia're
起初形成的皮层,qi'chu'xing'cheng'de'pi'ceng
砌道,qi'dao
起动,qi'dong
启动按钮,qi'dong'an'niu
起动功率,qi'dong'gong'lv
启动键,qi'dong'jian
汽缸壁,qi'gang'bi
汽缸固定点,qi'gang'gu'ding'dian
汽缸死点,qi'gang'si'dian
汽缸中分面,qi'gang'zhong'fen'mian
砌拱垫块,qi'gong'dian'kuai
汽锅,qi'guo
气焊焊料,qi'han'han'liao
气焊焊药,qi'han'han'yao
砌合构造,qi'he'gou'zao
砌合炉顶,qi'he'lu'ding
砌合泥浆,qi'he'ni'jiang
汽化冷却器,qi'hua'leng'que'qi
泣化炉渣坑,qi'hua'lu'zha'keng
汽化器的装配,qi'hua'qi'de'zhuang'pei
汽化器滤网,qi'hua'qi'lv'wang
汽化器喷油口,qi'hua'qi'pen'you'kou
汽化器喷嘴,qi'hua'qi'pen'zui
起痂,qi'jia
气孔,qi'kong
起鳞现象,qi'lin'xian'xiang
气流冲击区,qi'liu'chong'ji'qu
气流的非直接调节,qi'liu'de'fei'zhi'jie'tiao'jie
气煤,qi'mei
棋盘格,qi'pan'ge
棋盘式,qi'pan'shi
棋盘式荷载布置,qi'pan'shi'he'zai'bu'zhi
棋盘式炉顶,qi'pan'shi'lu'ding
棋盘式排列,qi'pan'shi'pai'lie
棋盘式排列的,qi'pan'shi'pai'lie'de
棋盘形图案,qi'pan'xing'tu'an
气泡边界层,qi'pao'bian'jie'ceng
起泡层,qi'pao'ceng
气泡层,qi'pao'ceng
起泡的,qi'pao'de
起泡点,qi'pao'dian
起泡腐蚀,qi'pao'fu'shi
气泡矿物粘附,qi'pao'kuang'wu'nian'fu
起泡流化床,qi'pao'liu'hua'chuang
气泡模型,qi'pao'mo'xing
气泡粘度测定法,qi'pao'nian'du'ce'ding'fa
气泡粘着,qi'pao'nian'zhuo
起泡盘,qi'pao'pan
气泡偏析,qi'pao'pian'xi
起泡器,qi'pao'qi
起泡试验,qi'pao'shi'yan
起泡涂层,qi'pao'tu'ceng
起泡温度,qi'pao'wen'du
气泡状结构,qi'pao'zhuang'jie'gou
骑墙砖,qi'qiang'zhuan
气切器操纵台,qi'qie'qi'cao'zong'tai
起始,qi'shi
起始操作条件,qi'shi'cao'zuo'tiao'jian
起始触发器,qi'shi'chu'fa'qi
起始方位,qi'shi'fang'wei
起始脉冲,qi'shi'mai'chong
起始脉冲信号,qi'shi'mai'chong'xin'hao
起始浓度,qi'shi'nong'du
起始倾料,qi'shi'qing'liao
