阿德勒心理学,a'de'le'xin'li'xue
人工瓣膜机械性失效,ren'gong'ban'mo'ji'xie'xing'shi'xiao
人工瓣膜心内膜炎,ren'gong'ban'mo'xin'nei'mo'yan
人工鼻,ren'gong'bi
人工耳,ren'gong'er
人工肺,ren'gong'fei
人工概念,ren'gong'gai'nian
人工骨,ren'gong'gu
人工关节,ren'gong'guan'jie
人工获得性免疫,ren'gong'huo'de'xing'mian'yi
人工抗原,ren'gong'kang'yuan
人工皮,ren'gong'pi
人工气管置换术,ren'gong'qi'guan'zhi'huan'shu
人工瞳孔,ren'gong'tong'kong
人工心,ren'gong'xin
人工血管,ren'gong'xue'guan
人工血管置换术,ren'gong'xue'guan'zhi'huan'shu
人工牙,ren'gong'ya
人工牙列,ren'gong'ya'lie
人工眼,ren'gong'yan
人工阴茎,ren'gong'yin'jing
人工智能,ren'gong'zhi'neng
刃厚皮片,ren'hou'pi'pian
人机对话,ren'ji'dui'hua
人机功能分配,ren'ji'gong'neng'fen'pei
人际沟通,ren'ji'gou'tong
人际关系,ren'ji'guan'xi
人际互动,ren'ji'hu'dong
人机交互作用,ren'ji'jiao'hu'zuo'yong
人机界面,ren'ji'jie'mian
人际距离,ren'ji'ju'li
人际排斥,ren'ji'pai'chi
人机匹配,ren'ji'pi'pei
人机系统,ren'ji'xi'tong
人机系统评价,ren'ji'xi'tong'ping'jia
人际吸引,ren'ji'xi'yin
人际吸引理论,ren'ji'xi'yin'li'lun
人际知觉,ren'ji'zhi'jue
人类联想记忆,ren'lei'lian'xiang'ji'yi
人类遗传学,ren'lei'yi'chuan'xue
人力资源,ren'li'zi'yuan
人面失认症,ren'mian'shi'ren'zheng
人面图,ren'mian'tu
妊娠疱疹,ren'shen'pao'zhen
妊娠丘疹性皮炎,ren'shen'qiu'zhen'xing'pi'yan
妊娠瘙痒,ren'shen'sao'yang
妊娠性龈炎,ren'shen'xing'yin'yan
妊娠痒疹,ren'shen'yang'zhen
认识论,ren'shi'lun
人事心理学,ren'shi'xin'li'xue
人体病理学,ren'ti'bing'li'xue
人体测量学,ren'ti'ce'liang'xue
人体对称美,ren'ti'dui'cheng'mei
人体和谐美,ren'ti'he'xie'mei
人体黄金点,ren'ti'huang'jin'dian
人体黄金分割,ren'ti'huang'jin'fen'ge
人体黄金律,ren'ti'huang'jin'lv
人体节奏美,ren'ti'jie'zou'mei
人体均衡美,ren'ti'jun'heng'mei
人体轮廓线,ren'ti'lun'kuo'xian
人体曲线,ren'ti'qu'xian
人体线条,ren'ti'xian'tiao
人体形式美,ren'ti'xing'shi'mei
人体整体美,ren'ti'zheng'ti'mei
认同,ren'tong
认同危机,ren'tong'wei'ji
人为皮炎,ren'wei'pi'yan
人为失误,ren'wei'shi'wu
人为失误分析,ren'wei'shi'wu'fen'xi
人为灾害,ren'wei'zai'hai
人为脂膜炎,ren'wei'zhi'mo'yan
任务分析,ren'wu'fen'xi
人员选拔,ren'yuan'xuan'ba
人造冠,ren'zao'guan
认知,ren'zhi
认知地图,ren'zhi'di'tu
认知发展,ren'zhi'fa'zhan
认知方式,ren'zhi'fang'shi
认知革命,ren'zhi'ge'ming
认知工效学,ren'zhi'gong'xiao'xue
认知过程,ren'zhi'guo'cheng
认知和谐,ren'zhi'he'xie
认知技能,ren'zhi'ji'neng
认知结构,ren'zhi'jie'gou
人知觉,ren'zhi'jue
认知疗法,ren'zhi'liao'fa
认知领悟疗法,ren'zhi'ling'wu'liao'fa
认知论,ren'zhi'lun
认知神经科学,ren'zhi'shen'jing'ke'xue
认知失调,ren'zhi'shi'tiao
认知说,ren'zhi'shuo
认知相符理论,ren'zhi'xiang'fu'li'lun
认知心理学,ren'zhi'xin'li'xue
认知性焦虑,ren'zhi'xing'jiao'lv
认知行为治疗,ren'zhi'xing'wei'zhi'liao
认知学习,ren'zhi'xue'xi
认知训练,ren'zhi'xun'lian
认知障碍,ren'zhi'zhang'ai
认知治疗,ren'zhi'zhi'liao
人中,ren'zhong
人中嵴,ren'zhong'ji
人字形石膏,ren'zi'xing'shi'gao
人字形石膏绷带,ren'zi'xing'shi'gao'beng'dai
日常概念,ri'chang'gai'nian
日常生活活动训练,ri'chang'sheng'huo'huo'dong'xun'lian
日常生活能力评定,ri'chang'sheng'huo'neng'li'ping'ding
日光空气疗法,ri'guang'kong'qi'liao'fa
日光疗法,ri'guang'liao'fa
日光皮炎,ri'guang'pi'yan
日光性唇炎,ri'guang'xing'chun'yan
日光性荨麻疹,ri'guang'xing'qian'ma'zhen
日光性苔藓,ri'guang'xing'tai'xian
日记法,ri'ji'fa
融合基因,rong'he'ji'yin
融合肾,rong'he'shen
融合线,rong'he'xian
融合牙,rong'he'ya
溶解性坏死,rong'jie'xing'huai'si
溶菌,rong'jun
容量分布,rong'liang'fen'bu
容量色,rong'liang'se
容貌,rong'mao
容貌耳长,rong'mao'er'chang
容貌耳宽,rong'mao'er'kuan
绒毛膜促性腺激素,rong'mao'mo'cu'xing'xian'ji'su
容貌缺陷,rong'mao'que'xian
容貌缺陷感,rong'mao'que'xian'gan
绒毛吸取,rong'mao'xi'qu
溶酶体贮积症,rong'mei'ti'zhu'ji'zheng
溶栓,rong'shuan
溶细胞性,rong'xi'bao'xing
溶血补体量,rong'xue'bu'ti'liang
溶血蚀斑试验,rong'xue'shi'ban'shi'yan
溶血素,rong'xue'su
溶血性链球菌性坏疽,rong'xue'xing'lian'qiu'jun'xing'huai'ju
溶血指数,rong'xue'zhi'shu
溶质性利尿,rong'zhi'xing'li'niao
肉瘤,rou'liu
肉瘤变,rou'liu'bian
揉捏按摩法,rou'nie'an'mo'fa
揉捏法,rou'nie'fa
肉芽形成,rou'ya'xing'cheng
肉芽性骨炎,rou'ya'xing'gu'yan
肉芽肿,rou'ya'zhong
肉芽肿病,rou'ya'zhong'bing
肉芽肿性唇炎,rou'ya'zhong'xing'chun'yan
肉芽肿性酒渣鼻,rou'ya'zhong'xing'jiu'zha'bi
肉芽肿性前列腺炎,rou'ya'zhong'xing'qian'lie'xian'yan
肉芽肿性牙龈瘤,rou'ya'zhong'xing'ya'yin'liu
肉芽肿性炎,rou'ya'zhong'xing'yan
肉芽组织,rou'ya'zu'zhi
肉质变,rou'zhi'bian
肉柱,rou'zhu
乳白型突变,ru'bai'xing'tu'bian
褥疮,ru'chuang
乳房,ru'fang
乳房瓣,ru'fang'ban
乳房成形术,ru'fang'cheng'xing'shu
乳房肥大,ru'fang'fei'da
乳房改良根治术,ru'fang'gai'liang'gen'zhi'shu
乳房根治术,ru'fang'gen'zhi'shu
乳房固定术,ru'fang'gu'ding'shu
乳房过大,ru'fang'guo'da
乳房过小,ru'fang'guo'xiao
乳房假体,ru'fang'jia'ti
乳房扩大根治术,ru'fang'kuo'da'gen'zhi'shu
乳房美容术,ru'fang'mei'rong'shu
乳房皮下切除术,ru'fang'pi'xia'qie'chu'shu
乳房切除术,ru'fang'qie'chu'shu
乳房切开术,ru'fang'qie'kai'shu
乳房切开引流术,ru'fang'qie'kai'yin'liu'shu
乳房全切除术,ru'fang'quan'qie'chu'shu
乳房缺如,ru'fang'que'ru
乳房湿疹,ru'fang'shi'zhen
乳房四分之一切除术,ru'fang'si'fen'zhi'yi'qie'chu'shu
乳房缩小成形术,ru'fang'suo'xiao'cheng'xing'shu
乳房外佩吉特病,ru'fang'wai'pei'ji'te'bing
乳房下垂,ru'fang'xia'chui
乳房再造术,ru'fang'zai'zao'shu
乳房增大成形术,ru'fang'zeng'da'cheng'xing'shu
乳房植入体,ru'fang'zhi'ru'ti
乳房肿块切除术,ru'fang'zhong'kuai'qie'chu'shu
乳管扩张症,ru'guan'kuo'zhang'zheng
乳环状试验,ru'huan'zhuang'shi'yan
乳碱综合征,ru'jian'zong'he'zheng
乳胶凝集试验,ru'jiao'ning'ji'shi'yan
乳糜管瘤,ru'mi'guan'liu
乳糜囊肿,ru'mi'nang'zhong
褥式缝合,ru'shi'feng'he
褥式浆肌层缝合,ru'shi'jiang'ji'ceng'feng'he
乳酸林格液,ru'suan'lin'ge'ye
乳酸脱氢酶,ru'suan'tuo'qing'mei
乳酸盐林格溶液,ru'suan'yan'lin'ge'rong'ye
乳痛症,ru'tong'zheng
乳头层,ru'tou'ceng
乳头成形术,ru'tou'cheng'xing'shu
乳头肌,ru'tou'ji
乳头肌劈开术,ru'tou'ji'pi'kai'shu
乳头内陷,ru'tou'nei'xian
乳头乳晕复合体,ru'tou'ru'yun'fu'he'ti
乳头乳晕湿疹样癌,ru'tou'ru'yun'shi'zhen'yang'ai
乳头乳晕再造术,ru'tou'ru'yun'zai'zao'shu
乳头移位,ru'tou'yi'wei
乳头溢液,ru'tou'yi'ye
乳头状汗管囊腺瘤,ru'tou'zhuang'han'guan'nang'xian'liu
乳头状汗腺腺瘤,ru'tou'zhuang'han'xian'xian'liu
乳头状瘤,ru'tou'zhuang'liu
乳头状囊腺癌,ru'tou'zhuang'nang'xian'ai
乳头状囊腺瘤,ru'tou'zhuang'nang'xian'liu
乳头状唾液腺瘤,ru'tou'zhuang'tuo'ye'xian'liu
乳头状涎腺瘤,ru'tou'zhuang'xian'xian'liu
乳头状增生,ru'tou'zhuang'zeng'sheng
乳突后入路,ru'tu'hou'ru'lu
乳腺癌,ru'xian'ai
乳腺导管造影术,ru'xian'dao'guan'zao'ying'shu
乳腺后脓肿,ru'xian'hou'nong'zhong
乳腺脓肿,ru'xian'nong'zhong
乳腺区段切除术,ru'xian'qu'duan'qie'chu'shu
乳腺萎缩,ru'xian'wei'suo
乳腺腺病,ru'xian'xian'bing
乳腺炎,ru'xian'yan
乳腺增生,ru'xian'zeng'sheng
蠕形螨病,ru'xing'man'bing
蠕行转移,ru'xing'zhuan'yi
乳牙,ru'ya
乳牙残余,ru'ya'can'yu
乳牙列,ru'ya'lie
乳牙早失,ru'ya'zao'shi
乳牙滞留,ru'ya'zhi'liu
如羊膜带,ru'yang'mo'dai
乳晕缘切口,ru'yun'yuan'qie'kou
软斑病细胞,ruan'ban'bing'xi'bao
软斑病小体,ruan'ban'bing'xiao'ti
软腭裂,ruan'e'lie
软垢指数,ruan'gou'zhi'shu
软骨,ruan'gu
软骨发育不良,ruan'gu'fa'yu'bu'liang
软骨发育不全,ruan'gu'fa'yu'bu'quan
软骨间切口,ruan'gu'jian'qie'kou
软骨瘤,ruan'gu'liu
软骨膜移植术,ruan'gu'mo'yi'zhi'shu
软骨膜移植物,ruan'gu'mo'yi'zhi'wu
软骨母细胞瘤,ruan'gu'mu'xi'bao'liu
软骨粘液样纤维瘤,ruan'gu'nian'ye'yang'xian'wei'liu
软骨溶解,ruan'gu'rong'jie
软骨肉瘤,ruan'gu'rou'liu
软骨屑移植术,ruan'gu'xie'yi'zhi'shu
软骨屑移植物,ruan'gu'xie'yi'zhi'wu
软骨衍生生长因子,ruan'gu'yan'sheng'sheng'zhang'yin'zi
软骨样汗管瘤,ruan'gu'yang'han'guan'liu
软骨移植,ruan'gu'yi'zhi
软骨移植术,ruan'gu'yi'zhi'shu
软骨移植物,ruan'gu'yi'zhi'wu
软化,ruan'hua
软化牙本质,ruan'hua'ya'ben'zhi
软甲,ruan'jia
软膜,ruan'mo
软下疳,ruan'xia'gan
软硬腭裂,ruan'ying'e'lie
软组织扩张器,ruan'zu'zhi'kuo'zhang'qi
软组织扩张术,ruan'zu'zhi'kuo'zhang'shu
软组织损伤,ruan'zu'zhi'sun'shang
软组织提紧术,ruan'zu'zhi'ti'jin'shu
锐剥离,rui'bo'li
锐痛,rui'tong
锐缘支动脉,rui'yuan'zhi'dong'mai
鳃窦,sai'dou
鳃弓综合征,sai'gong'zong'he'zheng
赛后心理调整,sai'hou'xin'li'tiao'zheng
塞克尔综合征,sai'ke'er'zong'he'zheng
鳃裂,sai'lie
鳃裂窦道,sai'lie'dou'dao
鳃裂瘘管,sai'lie'lou'guan
鳃裂囊肿,sai'lie'nang'zhong
鳃瘘,sai'lou
赛姆截肢术,sai'mu'jie'zhi'shu
赛前过分激动状态,sai'qian'guo'fen'ji'dong'zhuang'tai
赛前冷漠状态,sai'qian'leng'mo'zhuang'tai
赛前盲目自信状态,sai'qian'mang'mu'zi'xin'zhuang'tai
赛前心理状态,sai'qian'xin'li'zhuang'tai
赛前心理准备,sai'qian'xin'li'zhun'bei
腮腺导管瘘,sai'xian'dao'guan'lou
腮腺囊肿,sai'xian'nang'zhong
腮腺切除术,sai'xian'qie'chu'shu
腮腺腺体瘘,sai'xian'xian'ti'lou
腮腺炎,sai'xian'yan
腮腺炎性睾丸炎,sai'xian'yan'xing'gao'wan'yan
塞扎里综合征,sai'zha'li'zong'he'zheng
赛中心理调控,sai'zhong'xin'li'tiao'kong
三倍体,san'bei'ti
三壁骨下袋,san'bi'gu'xia'dai
三臂卡环,san'bi'ka'huan
三叉点,san'cha'dian
三叉神经,san'cha'shen'jing
三叉神经痛,san'cha'shen'jing'tong
三叉神经眼枝撕脱术,san'cha'shen'jing'yan'zhi'si'tuo'shu
三叉形切口,san'cha'xing'qie'kou
三次肝移植,san'ci'gan'yi'zhi
三蒂皮瓣,san'di'pi'ban
散点图,san'dian'tu
三度烧伤,san'du'shao'shang
三段排尿,san'duan'pai'niao
散发性跖汗孔角化病,san'fa'xing'zhi'han'kong'jiao'hua'bing
三根分叉部,san'gen'fen'cha'bu
三级预防,san'ji'yu'fang
三尖瓣瓣环成形术,san'jian'ban'ban'huan'cheng'xing'shu
三尖瓣成形术,san'jian'ban'cheng'xing'shu
三角绷带,san'jiao'beng'dai
散焦光束,san'jiao'guang'shu
三角嵴,san'jiao'ji
三脚架种植体,san'jiao'jia'zhong'zhi'ti
三角区脑膜瘤,san'jiao'qu'nao'mo'liu
三角窝,san'jiao'wo
三类判断,san'lei'pan'duan
三联免疫抑制治疗,san'lian'mian'yi'yi'zhi'zhi'liao
三菱形皮瓣,san'ling'xing'pi'ban
三氯乙烯,san'lv'yi'xi
三期梅毒,san'qi'mei'du
三腔双囊管,san'qiang'shuang'nang'guan
三色视觉,san'se'shi'jue
三射,san'she
三体性,san'ti'xing
三体综合征,san'ti'zong'he'zheng
三头钳,san'tou'qian
三突触回路,san'tu'chu'hui'lu
三维,san'wei
三维模式,san'wei'mo'shi
三线放松,san'xian'fang'song
三叶皮瓣,san'ye'pi'ban
三用喷枪,san'yong'pen'qiang
三原色,san'yuan'se
三针实验,san'zhen'shi'yan
三指节畸形,san'zhi'jie'ji'xing
三种记忆系统,san'zhong'ji'yi'xi'tong
桑毛虫皮炎,sang'mao'chong'pi'yan
桑那浴,sang'na'yu
桑葚状磨牙,sang'shen'zhuang'mo'ya
扫斑机,sao'ban'ji
扫描,sao'miao
瘙痒,sao'yang
色板,se'ban
色表系,se'biao'xi
色度,se'du
色度图,se'du'tu
色汗症,se'han'zheng
色环,se'huan
色轮,se'lun
色盲,se'mang
色盲测验,se'mang'ce'yan
色情狂,se'qing'kuang
色区,se'qu
色弱,se'ruo
色素斑,se'su'ban
色素沉着,se'su'chen'zhuo
色素沉着息肉综合征,se'su'chen'zhuo'xi'rou'zong'he'zheng
色素减退,se'su'jian'tui
色素失禁,se'su'shi'jin
色素失禁症,se'su'shi'jin'zheng
色素失调症,se'su'shi'tiao'zheng
色素脱失,se'su'tuo'shi
色素性扁平苔藓,se'su'xing'bian'ping'tai'xian
色素性结石,se'su'xing'jie'shi
色素性口周红斑,se'su'xing'kou'zhou'hong'ban
色听,se'ting
色温,se'wen
色误差,se'wu'cha
色诱导,se'you'dao
森宁手术,sen'ning'shou'shu
森田疗法,sen'tian'liao'fa
沙比纤维,sha'bi'xian'wei
沙赫特情绪实验,sha'he'te'qing'xu'shi'yan
砂疗法,sha'liao'fa
沙螨皮炎,sha'man'pi'yan
沙漠疮,sha'mo'chuang
杀伤细胞,sha'shang'xi'bao
鲨样皮,sha'yang'pi
砂纸片,sha'zhi'pian
砂纸条,sha'zhi'tiao
晒斑,shai'ban
筛孔样室间隔缺损,shai'kong'yang'shi'jian'ge'que'sun
晒伤,shai'shang
筛状皮片,shai'zhuang'pi'pian
疝被盖,shan'bei'gai
疝出,shan'chu
疝带,shan'dai
疝底,shan'di
闪电烧伤,shan'dian'shao'shang
疝复位,shan'fu'wei
闪光盲,shan'guang'mang
闪光融合器,shan'guang'rong'he'qi
闪光烧伤,shan'guang'shao'shang
闪光信号,shan'guang'xin'hao
珊瑚割伤,shan'hu'ge'shang
疝环,shan'huan
疝颈,shan'jing
山口隧道手术,shan'kou'sui'dao'shou'shu
疝囊,shan'nang
疝内容物,shan'nei'rong'wu
闪烁光度法,shan'shuo'guang'du'fa
闪烁临界频率,shan'shuo'lin'jie'pin'lv
扇形唇瓣,shan'xing'chun'ban
疝修补术,shan'xiu'bu'shu
上臂长,shang'bi'chang
上差别阈,shang'cha'bie'yu
上唇线,shang'chun'xian
上唇正中裂,shang'chun'zheng'zhong'lie
尚茨截骨术,shang'ci'jie'gu'shu
伤道,shang'dao
伤道出口,shang'dao'chu'kou
伤道入口,shang'dao'ru'kou
伤害性刺激,shang'hai'xing'ci'ji
伤害性疼痛,shang'hai'xing'teng'tong
伤寒,shang'han
伤寒细胞,shang'han'xi'bao
伤寒小结,shang'han'xiao'jie
上颌侧位体层片,shang'he'ce'wei'ti'ceng'pian
上颌骨炎,shang'he'gu'yan
上颌横行骨折,shang'he'heng'xing'gu'zhe
上颌横行截骨术,shang'he'heng'xing'jie'gu'shu
上颌后前体层片,shang'he'hou'qian'ti'ceng'pian
上颌后缩,shang'he'hou'suo
上颌结节成形术,shang'he'jie'jie'cheng'xing'shu
上颌结节注射法,shang'he'jie'jie'zhu'she'fa
上颌前部截骨术,shang'he'qian'bu'jie'gu'shu
上颌前突,shang'he'qian'tu
上颌水平骨折,shang'he'shui'ping'gu'zhe
上颌水平截骨术,shang'he'shui'ping'jie'gu'shu
上颌体,shang'he'ti
上颌突,shang'he'tu
上颌牙,shang'he'ya
上颌牙槽座点,shang'he'ya'cao'zuo'dian
上颌锥形骨折,shang'he'zhui'xing'gu'zhe
上颌锥形截骨术,shang'he'zhui'xing'jie'gu'shu
上睑提肌缩短术,shang'jian'ti'ji'suo'duan'shu
上髁炎,shang'ke'yan
伤口,shang'kou
伤口收缩,shang'kou'shou'suo
伤口愈合,shang'kou'yu'he
商陆丝裂原,shang'lu'si'lie'yuan
上皮,shang'pi
上皮附着,shang'pi'fu'zhuo
上皮根鞘,shang'pi'gen'qiao
上皮化,shang'pi'hua
上皮片移植,shang'pi'pian'yi'zhi
上皮生长因子,shang'pi'sheng'zhang'yin'zi
上皮形成,shang'pi'xing'cheng
上皮样细胞,shang'pi'yang'xi'bao
上皮移植,shang'pi'yi'zhi
上皮珠,shang'pi'zhu
上腔静脉梗阻,shang'qiang'jing'mai'geng'zu
上腔静脉综合征,shang'qiang'jing'mai'zong'he'zheng
上位基因,shang'wei'ji'yin
上下文效应,shang'xia'wen'xiao'ying
上行激活系统,shang'xing'ji'huo'xi'tong
商业心理学,shang'ye'xin'li'xue
伤员检别分类,shang'yuan'jian'bie'fen'lei
上肢长,shang'zhi'chang
烧冲复合伤,shao'chong'fu'he'shang
烧放复合伤,shao'fang'fu'he'shang
少汗症,shao'han'zheng
少年犯罪,shao'nian'fan'zui
少年胚胎性癌,shao'nian'pei'tai'xing'ai
少年期,shao'nian'qi
少尿型肾,shao'niao'xing'shen
烧伤,shao'shang
烧伤瘢痕恶性变,shao'shang'ban'hen'e'xing'bian
烧伤瘢痕挛缩,shao'shang'ban'hen'luan'suo
烧伤并发症,shao'shang'bing'fa'zheng
烧伤病房,shao'shang'bing'fang
烧伤病人后送,shao'shang'bing'ren'hou'song
烧伤病人转送,shao'shang'bing'ren'zhuan'song
烧伤残余创面,shao'shang'can'yu'chuang'mian
烧伤处理,shao'shang'chu'li
烧伤创面,shao'shang'chuang'mian
烧伤创面脓毒症,shao'shang'chuang'mian'nong'du'zheng
烧伤创面愈合,shao'shang'chuang'mian'yu'he
烧伤毒素,shao'shang'du'su
烧伤敷料,shao'shang'fu'liao
烧伤感染,shao'shang'gan'ran
烧伤合并脊髓损伤,shao'shang'he'bing'ji'sui'sun'shang
烧伤合并中毒,shao'shang'he'bing'zhong'du
烧伤后病毒感染,shao'shang'hou'bing'du'gan'ran
烧伤后假性糖尿病,shao'shang'hou'jia'xing'tang'niao'bing
烧伤后精神紊乱,shao'shang'hou'jing'shen'wen'luan
烧伤后肾上腺出血,shao'shang'hou'shen'shang'xian'chu'xie
烧伤面积,shao'shang'mian'ji
烧伤面积手掌估算法,shao'shang'mian'ji'shou'zhang'gu'suan'fa
烧伤脑病,shao'shang'nao'bing
烧伤深度,shao'shang'shen'du
烧伤性休克,shao'shang'xing'xiu'ke
烧伤学,shao'shang'xue
烧伤灾难,shao'shang'zai'nan
烧伤指数,shao'shang'zhi'shu
烧伤中心,shao'shang'zhong'xin
少突神经胶质瘤,shao'tu'shen'jing'jiao'zhi'liu
舌侧翼缘,she'ce'yi'yuan
舌侧支托,she'ce'zhi'tuo
舌唇粘连术,she'chun'zhan'lian'shu
舌刺,she'ci
舌杆,she'gan
舍格伦,she'ge'lun
舍格伦综合征,she'ge'lun'zong'he'zheng
舌弓,she'gong
舌固连,she'gu'lian
舌骨上颈清扫术,she'gu'shang'jing'qing'sao'shu
舌后坠,she'hou'zhui
社会比较理论,she'hui'bi'jiao'li'lun
社会定型,she'hui'ding'xing
社会动机,she'hui'dong'ji
社会感染,she'hui'gan'ran
社会隔离,she'hui'ge'li
社会关系,she'hui'guan'xi
社会规范,she'hui'gui'fan
社会化,she'hui'hua
社会价值,she'hui'jia'zhi
社会交换理论,she'hui'jiao'huan'li'lun
社会交往,she'hui'jiao'wang
社会接触,she'hui'jie'chu
社会禁忌,she'hui'jin'ji
社会康复,she'hui'kang'fu
社会昆虫,she'hui'kun'chong
社会气氛,she'hui'qi'fen
社会期望,she'hui'qi'wang
社会强化,she'hui'qiang'hua
社会生物学,she'hui'sheng'wu'xue
社会适应,she'hui'shi'ying
社会态度,she'hui'tai'du
社会文化历史学派,she'hui'wen'hua'li'shi'xue'pai
社会心理学,she'hui'xin'li'xue
社会行为,she'hui'xing'wei
社会学习,she'hui'xue'xi
社会学习理论,she'hui'xue'xi'li'lun
社会压力,she'hui'ya'li
社会意识,she'hui'yi'shi
社会医学,she'hui'yi'xue
社会影响,she'hui'ying'xiang
社会愿望,she'hui'yuan'wang
社会再适应,she'hui'zai'shi'ying
社会赞许,she'hui'zan'xu
社会支持,she'hui'zhi'chi
社会知觉,she'hui'zhi'jue
社会自我,she'hui'zi'wo
社会作用理论,she'hui'zuo'yong'li'lun
舌系带切除术,she'ji'dai'qie'chu'shu
社基康复,she'ji'kang'fu
社交能力,she'jiao'neng'li
社交图,she'jiao'tu
射精,she'jing
舌裂,she'lie
舌面,she'mian
舌面隆凸,she'mian'long'tu
舌面窝,she'mian'wo
射频电疗法,she'pin'dian'liao'fa
舌钳,she'qian
社区口腔医学,she'qu'kou'qiang'yi'xue
社区心理卫生中心,she'qu'xin'li'wei'sheng'zhong'xin
社区心理学,she'qu'xin'li'xue
社区预防,she'qu'yu'fang
舌乳头炎,she'ru'tou'yan
摄食调节,she'shi'tiao'jie
摄食中枢,she'shi'zhong'shu
舌苔,she'tai
舌痛,she'tong
舌系带,she'xi'dai
舌系带短缩,she'xi'dai'duan'suo
舌系带过短,she'xi'dai'guo'duan
舌下间隙,she'xia'jian'xi
舌下静脉曲张,she'xia'jing'mai'qu'zhang
舌下囊肿,she'xia'nang'zhong
舌下神经吻合术,she'xia'shen'jing'wen'he'shu
舌下腺囊肿,she'xia'xian'nang'zhong
舌向错位,she'xiang'cuo'wei
舌向阻生,she'xiang'zu'sheng
舌炎,she'yan
舌咽神经痛,she'yan'shen'jing'tong
蛇咬伤,she'yao'shang
舌缘,she'yuan
肾癌,shen'ai
肾病灶清除术,shen'bing'zao'qing'chu'shu
深部痱,shen'bu'fei
肾部分切除术,shen'bu'fen'qie'chu'shu
深部树胶样肿,shen'bu'shu'jiao'yang'zhong
深部真菌病,shen'bu'zhen'jun'bing
深层结构,shen'ceng'jie'gou
渗出,shen'chu
渗出物,shen'chu'wu
渗出性出血,shen'chu'xing'chu'xie
肾出血性囊肿,shen'chu'xue'xing'nang'zhong
肾穿透伤,shen'chuan'tou'shang
肾错构瘤,shen'cuo'gou'liu
肾挫伤,shen'cuo'shang
肾单位肾小球滤过率,shen'dan'wei'shen'xiao'qiu'lv'guo'lv
肾蒂断裂,shen'di'duan'lie
肾蒂淋巴管剥脱术,shen'di'lin'ba'guan'bo'tuo'shu
深低温,shen'di'wen
深低温冷冻组织贮存,shen'di'wen'leng'dong'zu'zhi'zhu'cun
肾淀粉样变性,shen'dian'fen'yang'bian'xing
肾动静脉瘘,shen'dong'jing'mai'lou
肾动脉瘤,shen'dong'mai'liu
肾动脉栓塞,shen'dong'mai'shuan'sai
肾动脉栓塞术,shen'dong'mai'shuan'sai'shu
肾动脉狭窄,shen'dong'mai'xia'zhai
肾动脉纤维增生病,shen'dong'mai'xian'wei'zeng'sheng'bing
肾动脉造影,shen'dong'mai'zao'ying
肾窦脂肪瘤样病,shen'dou'zhi'fang'liu'yang'bing
深度烧伤,shen'du'shao'shang
砷毒性口炎,shen'du'xing'kou'yan
深度知觉,shen'du'zhi'jue
肾断层造影,shen'duan'ceng'zao'ying
肾断层造影洗出法,shen'duan'ceng'zao'ying'xi'chu'fa
深二度烧伤,shen'er'du'shao'shang
肾发育不良,shen'fa'yu'bu'liang
肾发育不全,shen'fa'yu'bu'quan
深覆盖,shen'fu'gai
肾钙斑,shen'gai'ban
肾钙斑学说,shen'gai'ban'xue'shuo
肾钙化囊肿,shen'gai'hua'nang'zhong
肾梗死,shen'geng'si
肾固定术,shen'gu'ding'shu
肾积脓,shen'ji'nong
肾积水,shen'ji'shui
肾激肽系统,shen'ji'tai'xi'tong
肾畸形,shen'ji'xing
肾假性瘤,shen'jia'xing'liu
砷角化病,shen'jiao'hua'bing
肾结核对侧肾积水,shen'jie'he'dui'ce'shen'ji'shui
神经,shen'jing
神经安定药,shen'jing'an'ding'yao
神经安定镇痛术,shen'jing'an'ding'zhen'tong'shu
神经白细胞介素,shen'jing'bai'xi'bao'jie'su
神经病性关节炎,shen'jing'bing'xing'guan'jie'yan
神经冲动,shen'jing'chong'dong
神经传导阻滞,shen'jing'chuan'dao'zu'zhi
神经刺激器,shen'jing'ci'ji'qi
神经丛损伤,shen'jing'cong'sun'shang
神经递质,shen'jing'di'zhi
神经毒理学,shen'jing'du'li'xue
神经毒素,shen'jing'du'su
神经毒物,shen'jing'du'wu
神经发育学疗法,shen'jing'fa'yu'xue'liao'fa
神经缝合术,shen'jing'feng'he'shu
神经根型颈椎病,shen'jing'gen'xing'jing'zhui'bing
神经管缺陷,shen'jing'guan'que'xian
神经肌肉刺激,shen'jing'ji'rou'ci'ji
神经激素,shen'jing'ji'su
神经计算,shen'jing'ji'suan
神经交叉吻合术,shen'jing'jiao'cha'wen'he'shu
神经节苷脂贮积病,shen'jing'jie'gan'zhi'zhu'ji'bing
神经节苷脂贮积症,shen'jing'jie'gan'zhi'zhu'ji'zheng
神经节瘤,shen'jing'jie'liu
神经类型,shen'jing'lei'xing
神经磷脂贮积病,shen'jing'lin'zhi'zhu'ji'bing
神经瘤,shen'jing'liu
神经瘤性象皮病,shen'jing'liu'xing'xiang'pi'bing
肾静脉肾素,shen'jing'mai'shen'su
肾静脉栓塞,shen'jing'mai'shuan'sai
肾静脉造影,shen'jing'mai'zao'ying
神经梅毒,shen'jing'mei'du
神经免疫学,shen'jing'mian'yi'xue
神经母细胞瘤,shen'jing'mu'xi'bao'liu
神经内分泌癌,shen'jing'nei'fen'mi'ai
神经破坏性阻滞,shen'jing'po'huai'xing'zu'zhi
